rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.64165572892459,84.06163520237638,688075,安旭生物,bottom_area,2023-06-13,66.61,2023-05-10,64.65,3.031709203402929,7.764887857695276,30.37906525953047,True,-0.8189,1.0137,5,5,5,100.0,27.010388097500325,40.134529147982065,4.9682907965970715,3.031709203402929,历史5/5次成功; 当前距低点3.03%; 最新日涨幅-0.82%; 状态bottom_area; 底部已确认
2,84.48633399948652,80.71531450577665,600935,华塑股份,bottom_area,2023-06-13,3.75,2023-05-31,3.69,1.6260162601626031,3.2520325203252063,27.788649706457928,False,0.5362,0.1952,1,1,1,100.0,28.50877192982458,28.50877192982458,6.373983739837397,1.6260162601626031,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
3,83.27422142930706,79.7025867163057,600409,三友化工,bottom_area,2023-06-13,5.32,2023-05-31,5.23,1.7208413001912017,5.927342256214141,29.324324324324323,False,-0.5607,0.556,3,3,3,100.0,13.366155272804479,18.95551257253386,6.279158699808798,1.7208413001912017,历史3/3次成功; 当前距低点1.72%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
4,83.20375727735363,78.93700711527639,300363,博腾股份,bottom_area,2023-06-13,29.66,2023-06-08,29.29,1.2632297712529907,4.335950836462955,29.77703188683769,False,-0.403,0.9673,1,1,1,100.0,36.97403760071621,36.97403760071621,6.736770228747009,1.2632297712529907,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
5,82.4676646654016,77.84993127189898,300601,康泰生物,bottom_area,2023-06-13,25.14,2023-06-12,24.89,1.004419445560466,3.0534351145038086,27.603257707969753,False,-0.8675,1.0112,2,2,2,100.0,11.290363482671175,11.580726965342352,6.995580554439535,1.004419445560466,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
6,81.77912489360693,80.39681377924967,000301,东方盛虹,bottom_area,2023-06-13,11.26,2023-06-09,10.92,3.1135531135531123,4.853479853479847,27.586206896551722,False,-0.6178,0.2366,4,4,4,100.0,17.503843430918035,28.337639965546952,4.886446886446888,3.1135531135531123,历史4/4次成功; 当前距低点3.11%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
7,81.17049158602514,76.78976773300828,600256,广汇能源,bottom_area,2023-06-13,7.25,2023-06-01,7.17,1.115760111576012,5.718270571827059,29.49852507374631,False,-1.8945,1.177,1,1,1,100.0,23.62204724409449,23.62204724409449,6.884239888423988,1.115760111576012,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
8,80.2755432302431,76.3879955611042,688289,圣湘生物,bottom_area,2023-06-13,17.15,2023-06-12,16.91,1.419278533412173,2.069781194559441,31.399594320486813,False,-0.1746,0.3553,1,1,1,100.0,25.182530200451346,25.182530200451346,6.5807214665878275,1.419278533412173,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
9,80.07897061392752,77.28501295634882,600955,维远股份,bottom_area,2023-06-13,18.5,2023-06-12,18.11,2.1535063500828304,2.7609055770292654,28.924646781789644,False,-0.4841,0.2453,2,2,2,100.0,22.33874964805201,25.969084423305596,5.84649364991717,2.1535063500828304,历史2/2次成功; 当前距低点2.15%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
10,80.05325213402833,78.42338533559463,601388,怡球资源,bottom_area,2023-06-13,2.81,2023-05-30,2.73,2.9304029304029333,4.3956043956043995,27.777777777777775,False,0.7168,0.6089,2,2,2,100.0,15.509161381254394,18.333333333333325,5.069597069597067,2.9304029304029333,历史2/2次成功; 当前距低点2.93%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
11,79.20294457976856,75.7858848934085,688176,亚虹医药,bottom_area,2023-06-13,11.32,2023-06-09,11.13,1.7070979335130232,4.761904761904756,31.211372064276876,False,-2.1608,1.5843,1,1,1,100.0,25.473484848484844,25.473484848484844,6.2929020664869775,1.7070979335130232,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
