rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.53487444553345,78.23086439325463,002160,常铝股份,bottom_area,2025-11-21,5.03,2025-11-21,5.02,0.1992031872510095,6.573705179282871,27.665706051873208,False,-7.024,10.3047,3,3,3,100.0,36.855094947241525,40.066225165562926,19.80079681274899,0.1992031872510095,历史3/3次成功; 当前距低点0.20%; 最新日涨幅-7.02%; 状态bottom_area; 底部未确认
2,90.48195954012814,78.5841694057931,603809,豪能股份,bottom_area,2025-11-21,11.77,2025-11-21,11.51,2.258905299739355,4.257167680278021,32.294117647058826,False,-0.5912,2.3594,2,2,2,100.0,30.615448866660387,31.661442006269603,17.741094700260646,2.258905299739355,历史2/2次成功; 当前距低点2.26%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
3,86.74670458327532,73.05846281436826,688608,恒玄科技,bottom_area,2025-11-21,200.16,2025-11-21,199.01,0.577860409024675,2.7285061052208466,30.899305555555557,False,-1.3018,2.0172,1,1,1,100.0,36.80636853195971,36.80636853195971,19.422139590975327,0.577860409024675,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
4,86.64596345961205,73.45455331412106,688588,凌志软件,bottom_area,2025-11-21,14.01,2025-11-21,13.88,0.9365994236311168,4.178674351585014,30.599999999999994,False,-2.0964,1.8659,1,1,1,100.0,43.33333333333334,43.33333333333334,19.063400576368885,0.9365994236311168,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
5,86.24601722901872,72.57567789975306,300591,万里马,bottom_area,2025-11-21,9.45,2025-11-21,9.4,0.5319148936170099,8.404255319148927,27.131782945736433,False,-8.6957,15.6922,2,2,2,100.0,27.19593471612817,29.663608562691135,19.46808510638299,0.5319148936170099,历史2/2次成功; 当前距低点0.53%; 最新日涨幅-8.70%; 状态bottom_area; 底部未确认
6,85.60390343306963,72.42373283891362,603151,邦基科技,bottom_area,2025-11-21,18.32,2025-11-21,18.17,0.825536598789205,3.5773252614199147,32.62884686688913,False,-2.8117,1.9995,1,1,1,100.0,36.42987249544626,36.42987249544626,19.174463401210794,0.825536598789205,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
7,85.50032202209177,73.42444749021004,688766,普冉股份,bottom_area,2025-11-21,121.97,2025-11-21,120.0,1.6416666666666655,7.816666666666664,28.22966507177033,False,-12.9594,9.0341,1,1,1,100.0,22.190577904355056,22.190577904355056,18.358333333333334,1.6416666666666655,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-12.96%; 状态bottom_area; 底部未确认
8,84.99144276317818,71.2273805855162,301017,漱玉平民,bottom_area,2025-11-21,13.02,2025-11-21,12.98,0.30816640986131855,5.084745762711865,27.566964285714292,False,-2.8358,7.0636,1,1,1,100.0,23.655913978494613,23.655913978494613,19.691833590138682,0.30816640986131855,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
9,84.17405714537949,70.22779244944262,003038,鑫铂股份,bottom_area,2025-11-21,15.56,2025-11-21,15.55,0.06430868167202435,5.016077170417991,27.975914775358955,False,-5.0641,4.1826,1,1,1,100.0,25.507614213197975,25.507614213197975,19.93569131832798,0.06430868167202435,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
10,83.90831415030468,69.9235951252539,603173,福斯达,bottom_area,2025-11-21,36.88,2025-11-21,36.88,0.0,3.9587852494577023,32.81107669885225,False,-3.6069,4.6577,1,1,1,100.0,35.34190927555856,35.34190927555856,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
11,83.65010779372255,70.16134262674899,600506,统一股份,bottom_area,2025-11-21,25.56,2025-11-21,25.47,0.3533568904593634,12.367491166077746,30.21917808219178,False,-8.812,20.0946,1,1,1,100.0,28.69352869352869,28.69352869352869,19.646643109540637,0.3533568904593634,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-8.81%; 状态bottom_area; 底部未确认
