rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.82336701314826,79.6484756418083,688236,春立医疗,bottom_area,2023-07-05,24.4,2023-06-28,23.72,2.866779089376053,7.082630691399662,32.228571428571435,True,0.082,2.1757,1,1,1,100.0,28.788881535407025,28.788881535407025,12.133220910623946,2.866779089376053,历史1/1次成功; 当前距低点2.87%; 最新日涨幅0.08%; 状态bottom_area; 底部已确认
2,84.16819638007865,76.52022279010467,002299,圣农发展,bottom_area,2023-07-05,18.9,2023-06-26,18.46,2.3835319609967374,4.821235102925247,27.00672202451561,False,-1.3055,0.4532,2,2,2,100.0,21.046643339662563,26.73830594184577,12.616468039003262,2.3835319609967374,历史2/2次成功; 当前距低点2.38%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
3,82.92995569316967,72.49210626641766,002343,慈文传媒,bottom_area,2023-07-05,7.15,2023-07-05,7.13,0.2805049088359111,4.0673211781206176,27.76089159067882,False,-3.6388,7.0775,1,1,1,100.0,40.33149171270718,40.33149171270718,14.71949509116409,0.2805049088359111,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
4,80.46136090386918,74.00519463312301,300661,圣邦股份,bottom_area,2023-07-05,83.93,2023-07-03,81.48,3.00687285223368,6.529209621993118,27.145922746781114,False,-2.111,0.6193,1,1,1,100.0,31.832606108687024,31.832606108687024,11.99312714776632,3.00687285223368,历史1/1次成功; 当前距低点3.01%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
5,78.87230926185596,74.42811103100217,600935,华塑股份,bottom_area,2023-07-05,3.81,2023-06-27,3.65,4.383561643835621,6.575342465753431,28.571428571428577,False,0.2632,0.1957,1,1,1,100.0,28.50877192982458,28.50877192982458,10.616438356164378,4.383561643835621,历史1/1次成功; 当前距低点4.38%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
6,78.30238304637382,74.1709320090288,002395,双象股份,bottom_area,2023-07-05,11.4,2023-06-26,10.9,4.587155963302751,8.34862385321101,29.677419354838708,True,-1.9776,2.4965,2,2,2,100.0,26.23466454494123,36.59976387249114,10.412844036697248,4.587155963302751,历史2/2次成功; 当前距低点4.59%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
7,76.21781152045484,72.02070071915914,601669,中国电建,bottom_area,2023-07-05,5.86,2023-06-07,5.61,4.45632798573975,5.882352941176471,29.78723404255319,False,0.0,0.6899,1,1,1,100.0,16.457680250783696,16.457680250783696,10.543672014260249,4.45632798573975,历史1/1次成功; 当前距低点4.46%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,76.04333302096079,72.25709854468914,002041,登海种业,bottom_area,2023-07-05,15.42,2023-06-29,14.72,4.75543478260869,4.959239130434773,30.56603773584905,False,0.1949,0.3046,1,1,1,100.0,21.395106715252467,21.395106715252467,10.24456521739131,4.75543478260869,历史1/1次成功; 当前距低点4.76%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
9,75.74400706312676,70.53389037336608,002063,远光软件,bottom_area,2023-07-05,7.06,2023-07-03,6.81,3.671071953010279,6.02055800293686,29.136316337148806,False,-0.8427,1.3176,1,1,1,100.0,21.311475409836078,21.311475409836078,11.32892804698972,3.671071953010279,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
10,74.45675350975671,70.12998396344085,600995,南网储能,bottom_area,2023-07-05,11.2,2023-06-07,10.74,4.283054003724386,6.983240223463687,32.7909887359199,False,-1.1474,1.1052,1,1,1,100.0,26.64165103189493,26.64165103189493,10.716945996275614,4.283054003724386,历史1/1次成功; 当前距低点4.28%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
11,72.58839979580635,68.88231548397292,601086,国芳集团,bottom_area,2023-07-05,4.47,2023-06-26,4.27,4.683840749414524,6.791569086651056,28.83333333333334,False,-0.8869,0.9184,1,1,1,100.0,24.846625766871185,24.846625766871185,10.316159250585475,4.683840749414524,历史1/1次成功; 当前距低点4.68%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
12,71.4789078969501,67.87133256254458,002481,双塔食品,bottom_area,2023-07-05,4.44,2023-06-26,4.24,4.7169811320754755,6.603773584905645,31.61290322580645,False,-0.6711,0.4699,1,1,1,100.0,19.817470664928287,19.817470664928287,10.283018867924524,4.7169811320754755,历史1/1次成功; 当前距低点4.72%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
13,65.70153255409424,60.45607866953191,002545,东方铁塔,bottom_area,2023-07-05,7.14,2023-06-26,6.93,3.03030303030303,3.4632034632034667,27.58620689655173,False,0.5634,0.6164,1,2,1,50.0,28.468653648509758,28.468653648509758,11.969696969696969,3.03030303030303,历史1/2次成功; 当前距低点3.03%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
14,65.29947656076557,62.17281471909513,605266,健之佳,bottom_area,2023-07-05,62.1,2023-07-04,59.22,4.8632218844984845,5.369807497467072,32.11051243838129,False,1.5536,1.0076,2,4,2,50.0,26.833121590062774,33.154615273148806,10.136778115501516,4.8632218844984845,历史2/4次成功; 当前距低点4.86%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
15,63.075487506295445,59.77688435108925,688156,路德科技,bottom_area,2023-07-05,27.21,2023-07-03,26.01,4.6136101499423265,9.765474817377928,27.72992497916088,False,0.443,1.4101,1,2,1,50.0,44.22535211267606,44.22535211267606,10.386389850057673,4.6136101499423265,历史1/2次成功; 当前距低点4.61%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
16,62.89103678734783,55.10241566031181,688228,开普云,bottom_area,2023-07-05,49.7,2023-07-03,49.5,0.40404040404040975,5.05050505050505,30.962343096234314,False,-1.9917,4.3866,1,2,1,50.0,29.80445043830074,29.80445043830074,14.59595959595959,0.40404040404040975,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
17,60.0112260824487,57.19704877291084,000792,盐湖股份,bottom_area,2023-07-05,19.41,2023-05-30,18.5,4.91891891891892,7.5675675675675595,29.49695121951219,True,0.2583,0.4378,1,2,1,50.0,24.904214559386965,24.904214559386965,10.081081081081079,4.91891891891892,历史1/2次成功; 当前距低点4.92%; 最新日涨幅0.26%; 状态bottom_area; 底部已确认
18,57.44200673509447,54.317301742387244,603000,人民网,bottom_area,2023-07-05,27.9,2023-07-03,26.7,4.494382022471908,12.958801498127345,27.029242962558087,True,-2.3109,5.9528,1,2,1,50.0,26.69082125603866,26.69082125603866,10.505617977528093,4.494382022471908,历史1/2次成功; 当前距低点4.49%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
19,51.235967184018854,48.739291384899566,603335,迪生力,bottom_area,2023-07-05,6.53,2023-06-27,6.23,4.815409309791329,8.18619582664526,27.134502923976612,True,-2.6826,4.995,1,3,1,33.33333333333333,20.081135902636923,20.081135902636923,10.184590690208669,4.815409309791329,历史1/3次成功; 当前距低点4.82%; 最新日涨幅-2.68%; 状态bottom_area; 底部已确认
