rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.01197119839178,82.97992645007919,601226,华电科工,bottom_area,2023-09-27,5.96,2023-09-25,5.87,1.5332197614991459,4.088586030664399,27.975460122699385,False,0.5059,0.5403,1,1,1,100.0,39.54659949622166,39.54659949622166,6.466780238500855,1.5332197614991459,历史1/1次成功; 当前距低点1.53%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
2,86.70348546179895,82.08991928851316,002145,钛能化学,bottom_area,2023-09-27,4.37,2023-09-26,4.32,1.1574074074074032,3.240740740740733,30.32258064516129,False,0.4598,2.4139,2,2,2,100.0,13.488216007537837,16.649537512846855,6.842592592592597,1.1574074074074032,历史2/2次成功; 当前距低点1.16%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
3,86.53121025330476,82.70280008161998,301313,凡拓数创,confirmed_rebound,2023-09-27,37.64,2023-09-22,37.03,1.6473129894679972,8.695652173913041,30.02645502645503,True,-4.5397,13.3809,3,3,3,100.0,39.831579019392564,52.43243243243245,6.352687010532003,1.6473129894679972,历史3/3次成功; 当前距低点1.65%; 最新日涨幅-4.54%; 状态confirmed_rebound; 底部已确认
4,85.534535310872,79.35961351372214,300649,杭州园林,bottom_area,2023-09-27,18.99,2023-09-27,18.97,0.10542962572482643,3.848181338956249,27.038461538461544,False,-2.9637,7.4539,2,2,2,100.0,48.22576914179969,71.60305343511452,7.894570374275174,0.10542962572482643,历史2/2次成功; 当前距低点0.11%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
5,84.70188599816133,83.16025269776112,002534,西子洁能,bottom_area,2023-09-27,12.86,2023-09-22,12.48,3.0448717948717867,4.967948717948712,27.861271676300582,False,1.4196,0.5855,3,3,3,100.0,25.712690269187092,33.11594202898551,4.955128205128213,3.0448717948717867,历史3/3次成功; 当前距低点3.04%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
6,80.85707771144165,77.17364183055855,603128,华贸物流,bottom_area,2023-09-27,7.09,2023-09-26,6.98,1.5759312320916823,2.7220630372492765,27.291666666666657,False,1.1412,0.8052,1,1,1,100.0,8.853575482406349,8.853575482406349,6.424068767908318,1.5759312320916823,历史1/1次成功; 当前距低点1.58%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
7,80.35517361552506,79.92685744167491,002069,獐子岛,bottom_area,2023-09-27,4.18,2023-09-14,4.03,3.7220843672456443,6.699751861042174,28.79858657243816,False,0.0,1.4303,3,3,3,100.0,16.6301602096504,30.967741935483854,4.277915632754356,3.7220843672456443,历史3/3次成功; 当前距低点3.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,80.24240346530212,78.2243676611449,603191,望变电气,bottom_area,2023-09-27,15.35,2023-09-21,14.95,2.6755852842809387,4.615384615384624,29.046037019458954,False,1.3201,3.1017,2,2,2,100.0,11.315602738201239,13.281249999999995,5.324414715719062,2.6755852842809387,历史2/2次成功; 当前距低点2.68%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
9,79.49575226626405,78.81977695967521,603232,格尔软件,bottom_area,2023-09-27,11.94,2023-09-21,11.53,3.5559410234171738,5.030355594102343,29.176904176904184,False,-0.2506,1.9208,4,4,4,100.0,14.447970392829903,22.78481012658228,4.444058976582826,3.5559410234171738,历史4/4次成功; 当前距低点3.56%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
10,77.4937773341089,71.95117604133819,002767,先锋电子,bottom_area,2023-09-27,14.02,2023-09-22,14.0,0.14285714285713982,3.785714285714281,30.174563591022448,False,-1.958,4.576,2,2,2,100.0,8.854249070174514,9.063444108761324,7.857142857142859,0.14285714285713982,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
11,75.5708408245928,76.59352008292302,000058,深赛格,bottom_area,2023-09-27,7.13,2023-09-22,6.81,4.698972099853162,7.635829662261387,27.16577540106952,True,1.567,3.1187,1,1,1,100.0,34.82352941176472,34.82352941176472,3.3010279001468383,4.698972099853162,历史1/1次成功; 当前距低点4.70%; 最新日涨幅1.57%; 状态bottom_area; 底部已确认
