rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.52240913468208,78.2039402081083,603315,福鞍股份,bottom_area,2023-04-03,14.5,2023-03-31,14.22,1.969057665260192,4.219409282700419,28.398791540785496,False,-0.0689,0.9621,1,1,1,100.0,41.68490153172865,41.68490153172865,18.03094233473981,1.969057665260192,历史1/1次成功; 当前距低点1.97%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
2,89.34213645404499,75.24590520024844,603356,华菱精工,bottom_area,2023-04-03,12.16,2023-03-31,12.09,0.5789909015715491,2.481389578163778,28.672566371681413,False,-0.8157,2.925,2,2,2,100.0,31.91400245070737,38.38297872340427,19.421009098428453,0.5789909015715491,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
3,88.27959972979511,73.77867361306676,002708,光洋股份,bottom_area,2023-04-03,6.37,2023-03-20,6.36,0.15723270440251236,6.132075471698108,31.759656652360512,False,-1.3932,1.5532,1,1,1,100.0,35.522388059701484,35.522388059701484,19.84276729559749,0.15723270440251236,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
4,78.25618459943387,67.3275747608659,300699,光威复材,bottom_area,2023-04-03,51.38,2023-04-03,50.5,1.7425742574257477,1.9405940594059343,31.067431067431073,False,0.6267,2.1763,1,2,1,50.0,49.6271186440678,49.6271186440678,18.257425742574256,1.7425742574257477,历史1/2次成功; 当前距低点1.74%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
5,72.14035843945577,62.57694264362665,002347,泰尔股份,bottom_area,2023-04-03,5.13,2023-03-20,5.02,2.191235059760963,6.175298804780887,29.09604519774012,False,0.5882,2.0165,1,2,1,50.0,29.585798816568047,29.585798816568047,17.808764940239037,2.191235059760963,历史1/2次成功; 当前距低点2.19%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
6,66.60579559840299,58.48313759859774,605333,沪光股份,bottom_area,2023-04-03,18.36,2023-03-20,17.85,2.8571428571428457,8.403361344537814,30.409356725146193,True,-2.8057,3.6191,1,2,1,50.0,29.01840490797546,29.01840490797546,17.142857142857153,2.8571428571428457,历史1/2次成功; 当前距低点2.86%; 最新日涨幅-2.81%; 状态bottom_area; 底部已确认
7,64.17102916626683,56.49591098544426,688357,建龙微纳,bottom_area,2023-04-03,95.0,2023-03-30,92.23,3.0033611623116077,4.065922151143879,27.108195684817826,False,0.9994,1.3887,1,3,1,33.33333333333333,26.291618828932272,26.291618828932272,16.996638837688394,3.0033611623116077,历史1/3次成功; 当前距低点3.00%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
8,62.62776615001557,57.117597883597895,002660,茂硕电源,bottom_area,2023-04-03,9.35,2023-03-20,8.91,4.938271604938266,7.519640852974185,28.31858407079646,True,1.5201,2.1672,1,2,1,50.0,24.71428571428572,24.71428571428572,15.061728395061735,4.938271604938266,历史1/2次成功; 当前距低点4.94%; 最新日涨幅1.52%; 状态bottom_area; 底部已确认
9,58.62319631617304,52.41146690518783,603030,全筑股份,bottom_area,2023-04-03,2.16,2023-04-03,2.08,3.8461538461538494,7.211538461538456,27.017543859649123,False,-4.0,6.5703,1,2,1,50.0,27.906976744186036,27.906976744186036,16.153846153846153,3.8461538461538494,历史1/2次成功; 当前距低点3.85%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
10,56.82386956764416,51.602612338156895,000887,中鼎股份,bottom_area,2023-04-03,12.69,2023-03-20,12.12,4.702970297029705,6.600660066006607,28.45336481700119,False,-0.1574,1.0737,1,2,1,50.0,23.84615384615385,23.84615384615385,15.297029702970297,4.702970297029705,历史1/2次成功; 当前距低点4.70%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
