rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.84786985165817,79.95904212678936,688568,中科星图,bottom_area,2026-04-02,59.39,80.75,2026-03-30,58.68,1.209952283571917,7.873210633946826,27.3312693498452,26.45201238390093,True,-1.9805,0.9629,1,1,1,100.0,32.62222222222222,32.62222222222222,18.790047716428084,1.209952283571917,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
20,83.90452632721976,72.59458215259585,600163,中闽能源,bottom_area,2026-04-02,6.47,8.82,2026-04-02,6.34,2.050473186119872,8.832807570977925,28.117913832199548,26.643990929705218,False,-5.8224,6.0942,1,1,1,100.0,22.740112994350277,22.740112994350277,17.94952681388013,2.050473186119872,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-5.82%; 状态bottom_area; 底部未确认
21,83.60370897937776,70.53335582891623,301687,新广益,bottom_area,2026-04-02,50.91,74.4,2026-04-02,50.57,0.6723353767055493,4.884318766066835,32.02956989247313,31.572580645161302,False,-4.1423,8.3229,1,1,1,100.0,34.60365853658537,34.60365853658537,19.327664623294453,0.6723353767055493,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
22,83.54270723807264,73.22831850675985,603848,好太太,bottom_area,2026-04-02,15.25,21.38,2026-03-23,14.84,2.762803234501349,5.929919137466313,30.589335827876518,28.67165575304022,False,-1.4221,0.3347,1,1,1,100.0,24.664031620553352,24.664031620553352,17.237196765498652,2.762803234501349,历史1/1次成功; 当前距低点2.76%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
23,82.55841606730996,74.12511391244112,688584,上海合晶,bottom_area,2026-04-02,18.88,25.28,2026-03-23,18.14,4.0793825799338395,7.4972436604189605,28.24367088607595,25.31645569620254,True,-2.2774,0.7473,1,1,1,100.0,36.43067846607669,36.43067846607669,15.920617420066163,4.0793825799338395,历史1/1次成功; 当前距低点4.08%; 最新日涨幅-2.28%; 状态bottom_area; 底部已确认
24,81.13726809185127,70.76385515176933,002389,航天彩虹,bottom_area,2026-04-02,21.42,29.85,2026-03-23,20.9,2.488038277511977,8.612440191387563,29.98324958123954,28.24120603015075,True,-1.8332,1.9941,2,3,2,66.66666666666666,37.74148256897838,49.39236111111112,17.511961722488024,2.488038277511977,历史2/3次成功; 当前距低点2.49%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
25,81.097333269913,72.57195453087843,002809,红墙股份,bottom_area,2026-04-02,10.93,15.55,2026-03-24,10.52,3.8973384030418265,9.315589353612172,32.34726688102894,29.710610932475888,True,-2.8444,4.638,1,1,1,100.0,25.84884994523548,25.84884994523548,16.102661596958175,3.8973384030418265,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
26,80.58377916536693,73.53672611827307,003038,鑫铂股份,bottom_area,2026-04-02,14.15,18.96,2026-03-23,13.48,4.970326409495549,10.311572700296727,28.902953586497894,25.36919831223629,True,-2.0761,1.9362,2,2,2,100.0,27.521883504961874,29.536152796725773,15.029673590504453,4.970326409495549,历史2/2次成功; 当前距低点4.97%; 最新日涨幅-2.08%; 状态bottom_area; 底部已确认
27,80.56785893974744,67.97344758178467,300542,新晨科技,bottom_area,2026-04-02,14.95,21.7,2026-04-02,14.85,0.673400673400671,3.905723905723906,31.566820276497698,31.105990783410135,False,-3.1108,1.3272,5,7,5,71.42857142857143,32.75853135174146,61.233480176211465,19.326599326599332,0.673400673400671,历史5/7次成功; 当前距低点0.67%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
28,78.97556256368003,67.00092852875382,002681,奋达科技,bottom_area,2026-04-02,5.17,7.11,2026-03-23,5.12,0.9765624999999966,8.007812500000004,27.988748241912802,27.285513361462733,True,-2.6365,1.571,2,3,2,66.66666666666666,38.82163635530716,46.084337349397586,19.023437500000004,0.9765624999999966,历史2/3次成功; 当前距低点0.98%; 最新日涨幅-2.64%; 状态bottom_area; 底部已确认
29,78.13324687384203,69.09345077487954,002609,捷顺科技,bottom_area,2026-04-02,8.27,11.15,2026-03-23,8.01,3.245942571785266,8.614232209737823,28.16143497757848,25.82959641255606,True,-2.2459,1.384,2,3,2,66.66666666666666,38.05125361227564,49.678456591639886,16.754057428214736,3.245942571785266,历史2/3次成功; 当前距低点3.25%; 最新日涨幅-2.25%; 状态bottom_area; 底部已确认
30,77.80016804730889,70.53881902956006,002806,华锋股份,bottom_area,2026-04-02,12.92,17.37,2026-03-31,12.35,4.615384615384618,8.340080971659928,28.900402993667246,25.618883131836505,True,0.9375,7.1746,3,5,3,60.0,37.91341910019885,58.72442839951864,15.384615384615383,4.615384615384618,历史3/5次成功; 当前距低点4.62%; 最新日涨幅0.94%; 状态bottom_area; 底部已确认
31,77.55290185586118,68.04781082060242,300591,万里马,bottom_area,2026-04-02,6.93,9.34,2026-03-23,6.74,2.8189910979228414,8.605341246290802,27.8372591006424,25.802997858672377,True,-2.5316,2.3912,2,3,2,66.66666666666666,27.19593471612817,29.663608562691135,17.18100890207716,2.8189910979228414,历史2/3次成功; 当前距低点2.82%; 最新日涨幅-2.53%; 状态bottom_area; 底部已确认
32,76.89197074247512,67.02407543450066,002590,万安科技,bottom_area,2026-04-02,12.09,16.25,2026-03-23,11.8,2.4576271186440604,8.3050847457627,27.38461538461538,25.6,False,-1.8669,1.2406,2,3,2,66.66666666666666,26.45590644270131,30.204778156996575,17.54237288135594,2.4576271186440604,历史2/3次成功; 当前距低点2.46%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
33,76.36740338292428,67.16068900461619,002457,青龙管业,bottom_area,2026-04-02,10.84,15.04,2026-03-23,10.53,2.943969610636282,6.457739791073139,29.986702127659576,27.925531914893615,False,-1.3649,1.6316,2,3,2,66.66666666666666,33.152005646237896,42.51290877796902,17.05603038936372,2.943969610636282,历史2/3次成功; 当前距低点2.94%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
34,75.88481624022936,67.92771840411338,603037,凯众股份,bottom_area,2026-04-02,13.01,17.53,2026-03-23,12.52,3.9137380191693305,8.546325878594253,28.579577866514555,25.784369652025106,True,-2.1068,1.5394,3,5,3,60.0,37.7475327302121,47.48743718592965,16.08626198083067,3.9137380191693305,历史3/5次成功; 当前距低点3.91%; 最新日涨幅-2.11%; 状态bottom_area; 底部已确认
35,75.46577146977208,65.91227216713244,603000,人民网,bottom_area,2026-04-02,19.18,27.18,2026-03-23,18.7,2.5668449197860985,7.27272727272727,31.199411331861665,29.433406916850625,True,-2.8861,1.5245,3,6,3,50.0,32.068164431423405,48.493150684931514,17.4331550802139,2.5668449197860985,历史3/6次成功; 当前距低点2.57%; 最新日涨幅-2.89%; 状态bottom_area; 底部已确认
36,74.4652536025061,62.7308875739645,002356,赫美集团,bottom_area,2026-04-02,3.4,4.71,2026-04-02,3.38,0.5917159763313614,4.733727810650891,28.237791932059448,27.81316348195329,False,-3.9548,2.853,2,4,2,50.0,50.08919076532538,69.37669376693766,19.40828402366864,0.5917159763313614,历史2/4次成功; 当前距低点0.59%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
37,73.05598981398826,62.55796672245173,000722,湖南发展,bottom_area,2026-04-02,13.67,19.69,2026-04-02,13.47,1.4847809948032613,5.790645879732734,31.589639410868465,30.573895378364657,False,-2.5659,9.4555,2,5,2,40.0,31.63046984195248,36.6412213740458,18.51521900519674,1.4847809948032613,历史2/5次成功; 当前距低点1.48%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
38,73.05573836355133,62.38467545651576,002765,蓝黛科技,bottom_area,2026-04-02,9.88,13.66,2026-03-23,9.75,1.3333333333333415,6.256410256410251,28.62371888726208,27.672035139092234,False,-1.8868,1.4522,2,5,2,40.0,28.84234116406334,29.470802919708017,18.66666666666666,1.3333333333333415,历史2/5次成功; 当前距低点1.33%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
39,73.042848388974,64.01632504750108,002045,国光电器,bottom_area,2026-04-02,11.56,16.38,2026-03-23,11.25,2.75555555555556,6.222222222222216,31.318681318681314,29.42612942612942,False,-1.4493,1.0515,4,8,4,50.0,33.38167588262236,40.89958158995815,17.24444444444444,2.75555555555556,历史4/8次成功; 当前距低点2.76%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
40,72.13477449023102,65.10396034975939,002017,东信和平,bottom_area,2026-04-02,18.89,25.2,2026-03-23,18.1,4.364640883977895,7.40331491712707,28.17460317460317,25.039682539682534,True,-2.0736,1.1365,2,4,2,50.0,49.75990088832793,50.390015600624025,15.635359116022107,4.364640883977895,历史2/4次成功; 当前距低点4.36%; 最新日涨幅-2.07%; 状态bottom_area; 底部已确认
41,70.72164643942722,62.818420973270015,300593,新雷能,bottom_area,2026-04-02,23.13,30.88,2026-03-30,22.35,3.4899328859060295,7.829977628635346,27.623056994818647,25.09715025906736,True,-1.9915,3.3123,2,4,2,50.0,26.74982770503102,28.000000000000007,16.51006711409397,3.4899328859060295,历史2/4次成功; 当前距低点3.49%; 最新日涨幅-1.99%; 状态bottom_area; 底部已确认
42,70.64430154716867,59.97194023823946,000625,长安汽车,bottom_area,2026-04-02,9.98,13.84,2026-03-30,9.88,1.0121457489878507,3.1376518218623346,28.612716763005775,27.89017341040462,False,-0.4985,0.5273,1,3,1,33.33333333333333,43.0446194225722,43.0446194225722,18.987854251012152,1.0121457489878507,历史1/3次成功; 当前距低点1.01%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
43,70.52795521087901,60.23103277591977,002310,东方新能,bottom_area,2026-04-02,3.03,4.11,2026-04-02,2.99,1.3377926421404545,11.371237458193974,27.25060827250608,26.277372262773735,False,-5.0157,10.152,1,2,1,50.0,39.2,39.2,18.662207357859547,1.3377926421404545,历史1/2次成功; 当前距低点1.34%; 最新日涨幅-5.02%; 状态bottom_area; 底部未确认
44,70.02512377990261,63.50036789105206,002829,星网宇达,bottom_area,2026-04-02,22.17,29.86,2026-03-24,21.19,4.624823029731006,8.966493629070309,29.03549899531145,25.75351640991292,True,-1.6851,2.3237,3,5,3,60.0,22.66109891848788,24.36974789915967,15.375176970268994,4.624823029731006,历史3/5次成功; 当前距低点4.62%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
45,69.72981320159342,59.76227366815555,301551,无线传媒,bottom_area,2026-04-02,27.82,40.65,2026-03-27,27.4,1.5328467153284735,5.182481751824824,32.59532595325953,31.562115621156206,False,-2.7273,1.8757,1,2,1,50.0,28.855721393034813,28.855721393034813,18.46715328467153,1.5328467153284735,历史1/2次成功; 当前距低点1.53%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
46,68.90768279274329,58.17058823529413,688232,新点软件,bottom_area,2026-04-02,21.4,30.57,2026-04-02,21.25,0.7058823529411699,3.623529411764704,30.487405953549228,29.9967288191037,False,-1.8349,0.7136,1,2,1,50.0,51.87398153177622,51.87398153177622,19.29411764705883,0.7058823529411699,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
47,68.52817904345535,58.53872304136435,688519,南亚新材,bottom_area,2026-04-02,119.17,169.99,2026-04-02,117.58,1.3522707943527839,10.5630209219255,30.831225366198016,29.895876228013414,False,-10.7608,4.7281,1,2,1,50.0,30.27903469079939,30.27903469079939,18.647729205647217,1.3522707943527839,历史1/2次成功; 当前距低点1.35%; 最新日涨幅-10.76%; 状态bottom_area; 底部未确认
48,68.52588388608933,57.656592976351305,603232,格尔软件,bottom_area,2026-04-02,19.16,26.53,2026-04-02,19.06,0.524658971668423,4.669464847848902,28.15680361854505,27.779871843196386,False,-3.8635,2.9893,3,7,3,42.857142857142854,37.37304763616524,48.01488833746897,19.475341028331577,0.524658971668423,历史3/7次成功; 当前距低点0.52%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
49,68.32688059068691,57.788903982173025,000767,晋控电力,bottom_area,2026-04-02,3.74,5.12,2026-04-02,3.71,0.8086253369272304,7.277628032345014,27.5390625,26.953125,False,-4.1026,9.8371,2,4,2,50.0,26.089084679393054,29.955947136563882,19.19137466307277,0.8086253369272304,历史2/4次成功; 当前距低点0.81%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
50,67.37247472462954,60.200215982721396,001288,运机集团,bottom_area,2026-04-02,28.84,38.88,2026-03-27,27.78,3.8156947444204414,8.603311735061196,28.549382716049383,25.823045267489718,True,-2.2704,1.2525,1,2,1,50.0,50.27272727272728,50.27272727272728,16.18430525557956,3.8156947444204414,历史1/2次成功; 当前距低点3.82%; 最新日涨幅-2.27%; 状态bottom_area; 底部已确认
51,67.15627458663592,58.740701330165244,603069,海汽集团,bottom_area,2026-04-02,17.45,24.05,2026-03-23,17.0,2.6470588235294077,7.588235294117641,29.313929313929314,27.44282744282745,True,-1.856,1.0491,2,8,2,25.0,48.661265848453205,76.0375880971026,17.352941176470594,2.6470588235294077,历史2/8次成功; 当前距低点2.65%; 最新日涨幅-1.86%; 状态bottom_area; 底部已确认
52,66.89397538038843,59.67864728848619,002167,东方锆业,bottom_area,2026-04-02,11.96,16.6,2026-03-24,11.53,3.7294015611448526,8.846487424111027,30.542168674698804,27.951807228915666,True,-2.8432,2.2295,2,5,2,40.0,34.47141316073355,41.1650485436893,16.27059843885515,3.7294015611448526,历史2/5次成功; 当前距低点3.73%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
53,66.83177726986132,58.082213114754126,002093,国脉科技,bottom_area,2026-04-02,9.36,12.83,2026-03-23,9.15,2.2950819672131044,6.120218579234978,28.68277474668745,27.045985970381924,False,-2.5,0.8342,1,4,1,25.0,52.409638554216855,52.409638554216855,17.7049180327869,2.2950819672131044,历史1/4次成功; 当前距低点2.30%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
54,66.39117472243898,57.89857086160137,002373,千方科技,bottom_area,2026-04-02,9.49,13.46,2026-03-23,9.26,2.483801295896333,7.01943844492441,31.203566121842503,29.49479940564636,False,-1.9628,1.0855,1,2,1,50.0,30.49267643142478,30.49267643142478,17.51619870410367,2.483801295896333,历史1/2次成功; 当前距低点2.48%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
55,66.2429588506926,56.151258088282404,002036,联创电子,bottom_area,2026-04-02,8.68,11.85,2026-03-30,8.6,0.9302325581395358,5.116279069767436,27.42616033755274,26.751054852320678,False,-2.0316,2.068,2,6,2,33.33333333333333,44.67126337369466,67.13178294573642,19.069767441860467,0.9302325581395358,历史2/6次成功; 当前距低点0.93%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
56,66.19943776682537,60.146030796353635,002584,西陇科学,bottom_area,2026-04-02,7.75,10.48,2026-03-23,7.4,4.7297297297297245,8.108108108108103,29.389312977099237,26.04961832061069,True,-1.5248,1.5795,2,5,2,40.0,49.24631494697527,68.08510638297875,15.270270270270276,4.7297297297297245,历史2/5次成功; 当前距低点4.73%; 最新日涨幅-1.52%; 状态bottom_area; 底部已确认
57,65.97341543466378,57.959039263903556,688114,华大智造,bottom_area,2026-04-02,49.9,69.85,2026-03-27,48.5,2.8865979381443267,4.556701030927837,30.565497494631348,28.561202576950606,False,-1.2077,0.6582,2,5,2,40.0,24.08861592942264,27.745919717688572,17.113402061855677,2.8865979381443267,历史2/5次成功; 当前距低点2.89%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
58,65.46952702145994,55.11004344492717,600318,新力金融,bottom_area,2026-04-02,7.32,10.23,2026-04-02,7.28,0.5494505494505499,3.296703296703287,28.83675464320626,28.445747800586513,False,-2.6596,3.0674,1,2,1,50.0,31.627906976744185,31.627906976744185,19.450549450549453,0.5494505494505499,历史1/2次成功; 当前距低点0.55%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
59,64.83826326459531,57.34030651702352,002241,歌尔股份,bottom_area,2026-04-02,22.56,31.86,2026-03-30,21.85,3.249427917620125,5.629290617848955,31.41870684243565,29.190207156308855,False,-1.0526,1.6345,1,2,1,50.0,36.8763557483731,36.8763557483731,16.75057208237988,3.249427917620125,历史1/2次成功; 当前距低点3.25%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
60,64.49339218593931,54.42202385115761,300520,科大国创,bottom_area,2026-04-02,33.87,46.36,2026-04-02,33.64,0.68370986920332,4.429250891795487,27.437446074201894,26.94132873166523,False,-4.2138,3.6294,2,5,2,40.0,28.123023402909546,32.59013282732449,19.31629013079668,0.68370986920332,历史2/5次成功; 当前距低点0.68%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
61,64.33401863111874,54.217728346935715,688027,国盾量子,bottom_area,2026-04-02,523.2,746.0,2026-04-02,520.01,0.6134497413511384,5.3729735966616134,30.29356568364611,29.865951742627338,False,-4.3807,2.4869,2,6,2,33.33333333333333,40.60785174130632,54.833310085088584,19.386550258648864,0.6134497413511384,历史2/6次成功; 当前距低点0.61%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
62,64.13809913453973,53.97760818253343,000539,粤电力A,bottom_area,2026-04-02,5.61,8.14,2026-04-02,5.58,0.5376344086021551,5.734767025089611,31.449631449631454,31.08108108108108,False,-4.1026,4.7664,1,2,1,50.0,35.60975609756098,35.60975609756098,19.462365591397845,0.5376344086021551,历史1/2次成功; 当前距低点0.54%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
63,63.53459613777289,53.91575994615254,688225,亚信安全,bottom_area,2026-04-02,16.3,23.2,2026-04-02,16.14,0.9913258983890962,4.2750929368029595,30.43103448275862,29.741379310344822,False,-3.5503,0.7437,2,5,2,40.0,29.171951583224075,36.786114221724524,19.008674101610907,0.9913258983890962,历史2/5次成功; 当前距低点0.99%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
64,63.51137997649612,53.27186711211449,600185,珠免集团,bottom_area,2026-04-02,5.65,8.28,2026-04-02,5.63,0.3552397868561361,2.131438721136769,32.00483091787439,31.76328502415458,False,-1.7391,0.9529,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,19.644760213143865,0.3552397868561361,历史1/3次成功; 当前距低点0.36%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
65,63.41360723492456,55.978721320346324,002605,姚记科技,bottom_area,2026-04-02,20.63,27.66,2026-03-23,20.0,3.149999999999995,5.9999999999999964,27.69342010122921,25.415762834417936,False,-2.5968,1.7669,2,6,2,33.33333333333333,31.11498917748918,39.01785714285715,16.850000000000005,3.149999999999995,历史2/6次成功; 当前距低点3.15%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
66,63.40878386080844,57.58211298300382,000676,智度股份,bottom_area,2026-04-02,7.57,9.97,2026-03-23,7.23,4.7026279391424595,7.1922544951590535,27.482447342026077,24.07221664994985,True,-1.3038,1.0378,2,5,2,40.0,35.12959507660551,39.937597503900164,15.297372060857542,4.7026279391424595,历史2/5次成功; 当前距低点4.70%; 最新日涨幅-1.30%; 状态bottom_area; 底部已确认
67,63.32551833121209,54.730437998832,301315,威士顿,bottom_area,2026-04-02,47.63,64.35,2026-03-27,46.7,1.9914346895074941,5.738758029978586,27.428127428127418,25.982905982905972,False,-2.6966,2.4389,1,3,1,33.33333333333333,26.868686868686865,26.868686868686865,18.008565310492507,1.9914346895074941,历史1/3次成功; 当前距低点1.99%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
