code,name,latest_date,latest_close,current_stage,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
603787,新日股份,2026-05-07,11.95,bottom_area,17.11,2026-04-27,11.61,2.92850990525409,4.134366925064603,32.14494447691409,30.15780245470485,False,2
688109,品茗科技,2026-05-07,96.45,bottom_area,128.0,2026-04-28,91.98,4.859752120026091,7.632093933463792,28.140624999999996,24.648437499999996,True,2
300858,科拓生物,2026-05-07,17.9,bottom_area,24.5,2026-05-07,17.56,1.9362186788154891,4.15717539863326,28.326530612244905,26.93877551020409,False,1
603277,银都股份,2026-05-07,13.33,bottom_area,17.69,2026-04-24,12.86,3.654743390357704,3.81026438569207,27.30356133408706,24.646693046919168,False,1
688552,航天南湖,2026-05-07,39.74,bottom_area,53.79,2026-04-30,38.44,3.3818938605619264,6.581685744016652,28.53690277003161,26.12009667224391,False,2
688326,经纬恒润,2026-05-07,92.1,bottom_area,125.0,2026-05-06,87.81,4.885548343013315,5.637171165015377,29.752000000000002,26.320000000000004,False,2
600636,退市国化,2026-05-07,4.51,bottom_area,6.3,2026-04-29,4.51,0.0,2.660753880266078,28.41269841269841,28.41269841269841,False,1
601808,中海油服,2026-05-07,14.43,bottom_area,20.55,2026-05-07,14.35,0.5574912891986068,2.578397212543561,30.170316301703163,29.781021897810223,False,1
000625,长安汽车,2026-05-07,9.36,bottom_area,13.84,2026-05-07,9.35,0.10695187165775173,1.4973262032085624,32.442196531791915,32.369942196531795,False,1
605337,李子园,2026-05-07,10.73,bottom_area,14.95,2026-03-23,10.25,4.682926829268297,8.97560975609756,31.438127090301,28.22742474916387,True,2
688196,卓越新能,2026-05-07,52.0,bottom_area,71.0,2026-05-07,51.1,1.76125244618395,2.7201565557729954,28.028169014084504,26.76056338028169,False,1
600185,珠免集团,2026-05-07,5.78,bottom_area,8.28,2026-04-03,5.56,3.956834532374112,10.251798561151086,32.850241545893724,30.193236714975836,True,1
