rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.67529724239222,85.98492411467116,002826,易明医药,bottom_area,2025-07-11,17.98,2025-07-11,17.79,1.0680157391793215,2.19224283305228,29.71157645199526,False,0.0556,5.8774,1,1,1,100.0,50.0,50.0,8.931984260820679,1.0680157391793215,历史1/1次成功; 当前距低点1.07%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
2,89.49750975805664,81.94391216728118,605133,嵘泰股份,bottom_area,2025-07-11,29.54,2025-07-11,29.43,0.3737682636765186,3.8056405028882128,32.884834663626,False,-0.371,2.272,3,3,3,100.0,48.742493593890515,60.01483679525222,9.626231736323481,0.3737682636765186,历史3/3次成功; 当前距低点0.37%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
3,88.30297342214548,81.03376778280558,002658,雪迪龙,bottom_area,2025-07-11,8.16,2025-07-11,8.12,0.4926108374384351,1.2315270935960767,29.144851657940674,False,0.0,7.8643,3,3,3,100.0,22.83290587185592,34.81481481481481,9.507389162561566,0.4926108374384351,历史3/3次成功; 当前距低点0.49%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,84.8648823710074,78.89448863636366,603022,新通联,bottom_area,2025-07-11,10.36,2025-07-10,10.24,1.1718749999999925,1.5625000000000013,31.869594145043244,False,-0.1927,3.0987,2,2,2,100.0,18.958944281524914,26.099706744868023,8.828125000000009,1.1718749999999925,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
5,84.7693434111894,78.55055490449156,603928,兴业股份,bottom_area,2025-07-11,16.13,2025-07-11,15.97,1.0018785222291695,1.7532874139010606,28.353521758636152,False,-0.7385,4.4072,1,1,1,100.0,31.69267707082834,31.69267707082834,8.998121477770832,1.0018785222291695,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
6,82.70510997100142,78.19902278369013,000999,华润三九,bottom_area,2025-07-11,31.22,2025-06-23,30.59,2.0594965675057177,4.347826086956528,29.645814167433297,False,0.1926,0.7529,1,1,1,100.0,20.293951384963254,20.293951384963254,7.940503432494284,2.0594965675057177,历史1/1次成功; 当前距低点2.06%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
7,82.01588998109328,76.31822476168185,301108,洁雅股份,bottom_area,2025-07-11,24.03,2025-07-10,23.74,1.221566975568672,3.833192923336142,30.605086232095886,False,-1.1924,2.9524,1,1,1,100.0,22.383857343969968,22.383857343969968,8.778433024431328,1.221566975568672,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
8,81.67161800957494,77.23272675533775,301397,溯联股份,bottom_area,2025-07-11,27.16,2025-07-10,26.61,2.066892145809849,5.5618188650883145,28.602092836061182,False,0.6299,3.9192,1,1,1,100.0,15.18946692357096,15.18946692357096,7.933107854190152,2.066892145809849,历史1/1次成功; 当前距低点2.07%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
9,78.82132101513834,74.79155633973254,301348,蓝箭电子,bottom_area,2025-07-11,20.49,2025-07-07,20.04,2.2455089820359246,5.289421157684642,29.036827195467417,False,-0.0488,6.3529,1,1,1,100.0,26.727509778357234,26.727509778357234,7.754491017964075,2.2455089820359246,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
10,77.60568070722339,76.27547335932388,002041,登海种业,bottom_area,2025-07-11,9.92,2025-06-23,9.53,4.092339979013648,4.931794333683113,29.719764011799416,False,0.1009,1.11,2,2,2,100.0,18.2043468358871,21.395106715252467,5.907660020986353,4.092339979013648,历史2/2次成功; 当前距低点4.09%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
11,76.8196843500827,74.39073673876524,002371,北方华创,bottom_area,2025-07-11,330.83,2025-07-03,320.22,3.313347073886689,6.648554119043146,28.602006688963204,False,0.3032,0.5178,1,1,1,100.0,15.189075630252091,15.189075630252091,6.686652926113313,3.313347073886689,历史1/1次成功; 当前距低点3.31%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
12,74.78006923558387,73.36019450326265,300640,德艺文创,bottom_area,2025-07-11,6.51,2025-06-23,6.26,3.993610223642172,7.348242811501597,27.880184331797235,True,-0.6107,5.0641,2,2,2,100.0,14.600138780466654,17.724867724867735,6.006389776357828,3.993610223642172,历史2/2次成功; 当前距低点3.99%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
13,73.34586587515791,72.74200946263221,300871,回盛生物,bottom_area,2025-07-11,20.84,2025-06-23,19.93,4.565980933266434,7.275464124435521,29.301170627882232,True,0.969,3.6413,1,1,1,100.0,12.486268766019775,12.486268766019775,5.434019066733567,4.565980933266434,历史1/1次成功; 当前距低点4.57%; 最新日涨幅0.97%; 状态bottom_area; 底部已确认
14,71.77438697219377,71.71921834269938,603949,雪龙集团,bottom_area,2025-07-11,18.2,2025-06-23,17.34,4.959630911188001,9.573241061130336,32.31850117096019,True,0.8869,1.6918,1,1,1,100.0,11.812778603268944,11.812778603268944,5.040369088812,4.959630911188001,历史1/1次成功; 当前距低点4.96%; 最新日涨幅0.89%; 状态bottom_area; 底部已确认
15,71.50824661604719,70.54513443693706,300346,南大光电,bottom_area,2025-07-11,31.13,2025-06-13,29.85,4.288107202680059,8.576214405360117,27.513355998057303,True,0.9731,1.9094,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,5.711892797319941,4.288107202680059,历史2/3次成功; 当前距低点4.29%; 最新日涨幅0.97%; 状态bottom_area; 底部已确认
16,70.00661868599455,69.81905909139043,603681,永冠新材,bottom_area,2025-07-11,14.89,2025-06-20,14.2,4.859154929577474,9.577464788732403,29.000000000000004,True,-0.6671,1.9864,1,1,1,100.0,22.83834586466165,22.83834586466165,5.140845070422527,4.859154929577474,历史1/1次成功; 当前距低点4.86%; 最新日涨幅-0.67%; 状态bottom_area; 底部已确认
