rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.29340170323812,85.17287607681902,002545,东方铁塔,bottom_area,2024-07-30,5.92,2024-07-25,5.83,1.5437392795883338,2.2298456260720396,29.247572815533985,False,0.6803,0.4155,3,3,3,100.0,18.132266850969987,28.468653648509758,6.456260720411667,1.5437392795883338,历史3/3次成功; 当前距低点1.54%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
23,78.34019324592072,76.07893918943961,002698,博实股份,bottom_area,2024-07-30,11.17,2024-07-25,10.9,2.477064220183482,7.339449541284393,31.360201511335013,True,-1.6725,1.2678,2,2,2,100.0,10.627126943322317,11.142857142857146,5.5229357798165175,2.477064220183482,历史2/2次成功; 当前距低点2.48%; 最新日涨幅-1.67%; 状态bottom_area; 底部已确认
24,78.22735148713333,77.66580282530606,002511,中顺洁柔,bottom_area,2024-07-30,6.86,2024-07-09,6.62,3.625377643504535,7.552870090634441,27.012127894156563,True,0.5865,0.3549,2,2,2,100.0,10.761633615572027,12.93532338308459,4.374622356495466,3.625377643504535,历史2/2次成功; 当前距低点3.63%; 最新日涨幅0.59%; 状态bottom_area; 底部已确认
25,78.04606252194232,78.77929921267524,002346,柘中股份,bottom_area,2024-07-30,7.22,2024-07-25,6.91,4.486251808972498,5.065123010130241,29.989868287740624,False,0.5571,0.2304,3,3,3,100.0,19.827706113615825,34.89010989010989,3.513748191027502,4.486251808972498,历史3/3次成功; 当前距低点4.49%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
26,77.83750213981227,73.95487139174561,002601,龙佰集团,bottom_area,2024-07-30,16.64,2024-07-25,16.42,1.3398294762484704,5.602923264311803,29.224137931034473,False,-1.8289,0.4646,1,1,1,100.0,11.127325793506023,11.127325793506023,6.66017052375153,1.3398294762484704,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
27,77.64159535662732,75.11239666592326,002768,国恩股份,bottom_area,2024-07-30,17.51,2024-07-25,17.12,2.278037383177573,3.9719626168224282,27.549724925941593,False,-0.3415,0.584,2,2,2,100.0,12.184526341764123,13.681691264459511,5.721962616822427,2.278037383177573,历史2/2次成功; 当前距低点2.28%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
28,77.01026673554752,75.22122146819584,600210,紫江企业,bottom_area,2024-07-30,4.81,2024-07-25,4.68,2.7777777777777755,4.487179487179486,27.329192546583858,False,-0.8247,0.6148,2,2,2,100.0,18.895455922199744,19.867549668874158,5.222222222222225,2.7777777777777755,历史2/2次成功; 当前距低点2.78%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
29,76.77943538400915,73.1925173168269,002706,良信股份,bottom_area,2024-07-30,6.04,2024-07-30,5.95,1.5126050420168042,2.857142857142856,32.7683615819209,False,-0.9836,1.428,3,4,3,75.0,13.31320867002797,14.727153188691638,6.487394957983196,1.5126050420168042,历史3/4次成功; 当前距低点1.51%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
30,76.52633392773532,73.24196168368096,000786,北新建材,bottom_area,2024-07-30,25.44,2024-07-30,25.01,1.719312275089963,2.918832467013182,31.479452054794514,False,-1.1655,1.0245,1,1,1,100.0,11.946202531645568,11.946202531645568,6.280687724910037,1.719312275089963,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
31,76.16958337407674,76.611878756589,000597,东北制药,bottom_area,2024-07-30,3.88,2024-07-09,3.72,4.301075268817196,7.258064516129033,29.00763358778626,True,0.7792,0.3771,2,2,2,100.0,13.378120266087073,16.59751037344398,3.698924731182804,4.301075268817196,历史2/2次成功; 当前距低点4.30%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
32,76.15979714909169,72.79632725749006,002372,伟星新材,bottom_area,2024-07-30,13.54,2024-07-30,13.32,1.6516516516516433,2.927927927927932,29.3368700265252,False,-0.3679,0.7027,1,1,1,100.0,8.720930232558127,8.720930232558127,6.348348348348357,1.6516516516516433,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
33,75.8740233146008,71.34698442236147,603156,养元饮品,bottom_area,2024-07-30,20.11,2024-07-30,19.95,0.802005012531329,1.7042606516290721,27.322404371584703,False,-1.0335,0.1349,2,2,2,100.0,13.685784144800545,15.851851851851857,7.197994987468672,0.802005012531329,历史2/2次成功; 当前距低点0.80%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
34,75.66270018151961,74.71246864636147,300741,华宝股份,bottom_area,2024-07-30,14.53,2024-07-09,14.06,3.3428165007112294,7.3257467994310055,32.011605415860735,True,0.6233,0.118,1,1,1,100.0,8.0865068171133,8.0865068171133,4.657183499288771,3.3428165007112294,历史1/1次成功; 当前距低点3.34%; 最新日涨幅0.62%; 状态bottom_area; 底部已确认
35,75.45753858085918,71.00291581284968,002563,森马服饰,bottom_area,2024-07-30,4.82,2024-07-30,4.78,0.836820083682009,2.301255230125511,29.080118694362017,False,-1.4315,0.5633,1,1,1,100.0,28.929384965831446,28.929384965831446,7.163179916317991,0.836820083682009,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
36,74.90853680723703,70.13306404908555,000933,神火股份,bottom_area,2024-07-30,15.72,2024-07-30,15.63,0.5758157389635308,3.6468330134356908,27.839335180055397,False,-4.0293,1.5349,2,2,2,100.0,14.601741580227943,21.05263157894737,7.424184261036469,0.5758157389635308,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
37,74.83401454106523,70.63771466025783,603317,天味食品,bottom_area,2024-07-30,10.1,2024-07-30,10.0,0.9999999999999963,1.6999999999999995,31.74061433447099,False,-0.3945,0.3526,2,2,2,100.0,12.299541184181786,14.347826086956525,7.0000000000000036,0.9999999999999963,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
38,74.09103646508203,73.6294785399065,603187,海容冷链,bottom_area,2024-07-30,10.72,2024-07-25,10.34,3.6750483558994276,5.222437137330763,32.90071382219338,False,0.0934,0.5127,1,1,1,100.0,15.530047265361235,15.530047265361235,4.324951644100572,3.6750483558994276,历史1/1次成功; 当前距低点3.68%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
39,73.31424116530182,68.58523033030895,000039,中集集团,bottom_area,2024-07-30,7.53,2024-07-25,7.49,0.5340453938584784,4.405874499332444,30.583873957367924,False,-2.0806,0.8533,1,1,1,100.0,12.219644238205724,12.219644238205724,7.465954606141521,0.5340453938584784,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
40,73.20242948178966,72.61712453814387,002539,云图控股,bottom_area,2024-07-30,6.65,2024-07-24,6.42,3.5825545171339632,4.8286604361370795,29.682365826944146,False,0.4532,0.5522,1,1,1,100.0,8.953488372093018,8.953488372093018,4.417445482866037,3.5825545171339632,历史1/1次成功; 当前距低点3.58%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
41,73.19052094493303,73.90407755581674,000629,钒钛股份,bottom_area,2024-07-30,2.32,2024-07-25,2.22,4.504504504504489,4.954954954954949,32.72727272727272,False,0.4329,0.4093,1,1,1,100.0,27.173913043478265,27.173913043478265,3.4954954954955113,4.504504504504489,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
42,73.12126594387755,73.81326530612245,300469,信息发展,confirmed_rebound,2024-07-30,12.8,2024-07-26,12.25,4.489795918367353,10.204081632653061,28.944315545243615,True,-2.2154,12.1466,1,1,1,100.0,52.431476569407586,52.431476569407586,3.510204081632647,4.489795918367353,历史1/1次成功; 当前距低点4.49%; 最新日涨幅-2.22%; 状态confirmed_rebound; 底部已确认
43,73.06277804834902,72.25418677106227,300435,中泰股份,bottom_area,2024-07-30,10.58,2024-07-25,10.23,3.421309872922772,5.571847507331381,27.549575070821525,False,-0.3766,0.3785,1,1,1,100.0,27.498781082398814,27.498781082398814,4.578690127077228,3.421309872922772,历史1/1次成功; 当前距低点3.42%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
44,72.8682029828573,68.35860970833762,600997,开滦股份,bottom_area,2024-07-30,5.93,2024-07-30,5.89,0.6791171477079803,1.5280135823429668,30.70588235294118,False,-0.67,0.3643,1,1,1,100.0,12.77955271565495,12.77955271565495,7.320882852292019,0.6791171477079803,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
45,72.57299332224929,72.55364568340039,002171,楚江新材,bottom_area,2024-07-30,6.0,2024-07-25,5.77,3.9861351819757447,5.719237435008667,28.94088669950739,False,0.0,0.4599,1,1,1,100.0,13.559322033898319,13.559322033898319,4.013864818024255,3.9861351819757447,历史1/1次成功; 当前距低点3.99%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
46,72.19819166865138,72.3701603665521,002320,海峡股份,bottom_area,2024-07-30,5.05,2024-07-09,4.85,4.12371134020619,5.567010309278361,27.28635682158921,False,0.3976,0.3363,1,1,1,100.0,14.259259259259249,14.259259259259249,3.8762886597938104,4.12371134020619,历史1/1次成功; 当前距低点4.12%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
47,71.87976736953861,67.74800598100768,000726,鲁泰A,bottom_area,2024-07-30,5.47,2024-07-30,5.42,0.9225092250922476,1.4760147601476028,28.211920529801326,False,-0.5455,0.9568,1,1,1,100.0,12.480252764612954,12.480252764612954,7.077490774907752,0.9225092250922476,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
48,71.35394139675617,70.08196909425254,603036,如通股份,bottom_area,2024-07-30,9.08,2024-07-25,8.81,3.064699205448349,4.653802497162316,31.171875,False,-0.3293,0.4677,1,1,1,100.0,11.448834853090181,11.448834853090181,4.935300794551651,3.064699205448349,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
49,71.30762724336327,71.65030260364158,000090,天健集团,bottom_area,2024-07-30,3.68,2024-07-25,3.53,4.24929178470256,4.532577903682724,28.973843058350102,False,0.8219,0.5459,1,1,1,100.0,11.928429423459237,11.928429423459237,3.7507082152974403,4.24929178470256,历史1/1次成功; 当前距低点4.25%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
50,71.21815137125996,71.14192787710594,002543,万和电气,bottom_area,2024-07-30,8.96,2024-07-25,8.62,3.9443155452436387,7.540603248259865,29.632653061224495,True,-1.7544,0.6893,1,1,1,100.0,18.736383442265804,18.736383442265804,4.055684454756362,3.9443155452436387,历史1/1次成功; 当前距低点3.94%; 最新日涨幅-1.75%; 状态bottom_area; 底部已确认
51,70.74635807380086,71.38950678356271,603010,万盛股份,bottom_area,2024-07-30,8.88,2024-07-18,8.5,4.470588235294127,5.764705882352944,27.78249787595582,False,1.0239,0.2771,1,1,1,100.0,13.238967527060783,13.238967527060783,3.5294117647058734,4.470588235294127,历史1/1次成功; 当前距低点4.47%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
52,65.20516346304547,64.16201331114809,600058,五矿发展,bottom_area,2024-07-30,6.2,2024-07-25,6.01,3.161397670549092,3.9933444259567423,31.85941043083901,False,0.6494,0.2841,1,2,1,50.0,99.54954954954954,99.54954954954954,4.838602329450908,3.161397670549092,历史1/2次成功; 当前距低点3.16%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
53,63.43591093417471,62.48198746148036,002605,姚记科技,bottom_area,2024-07-30,17.03,2024-07-25,16.5,3.212121212121219,4.848484848484853,29.396662387676507,False,-0.4676,0.9834,2,3,2,66.66666666666666,11.284715905645513,12.862318840579725,4.787878787878781,3.212121212121219,历史2/3次成功; 当前距低点3.21%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
54,60.4770690940637,60.16146795071569,002833,弘亚数控,bottom_area,2024-07-30,15.86,2024-07-30,15.29,3.727926749509485,4.1203400915631185,31.923419412288517,False,1.5365,1.3784,1,2,1,50.0,35.43624161073825,35.43624161073825,4.272073250490515,3.727926749509485,历史1/2次成功; 当前距低点3.73%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
