rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.40043346716789,80.75539991032092,002405,四维图新,bottom_area,2023-05-18,11.37,2023-05-16,11.14,2.0646319569120166,2.9622980251346505,27.75616083009079,False,0.5305,1.0221,2,2,2,100.0,17.434197699356595,23.478260869565215,7.935368043087984,2.0646319569120166,历史2/2次成功; 当前距低点2.06%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
12,78.35256442328216,76.7594438897219,002370,亚太药业,bottom_area,2023-05-18,4.24,2023-04-25,4.08,3.921568627450984,9.558823529411757,32.56198347107438,True,-2.0785,1.4373,3,3,3,100.0,15.325915915645853,15.633423180592995,6.078431372549017,3.921568627450984,历史3/3次成功; 当前距低点3.92%; 最新日涨幅-2.08%; 状态bottom_area; 底部已确认
13,78.1099031117675,73.53930100660544,688289,圣湘生物,confirmed_rebound,2023-05-18,18.31,2023-04-26,17.98,1.8353726362625045,12.45828698553948,27.058823529411757,False,-0.4891,0.4989,1,1,1,100.0,25.182530200451346,25.182530200451346,8.164627363737496,1.8353726362625045,历史1/1次成功; 当前距低点1.84%; 最新日涨幅-0.49%; 状态confirmed_rebound; 底部未确认
14,77.86391320046472,71.19107784431137,002385,大北农,bottom_area,2023-05-18,6.7,2023-05-18,6.68,0.29940119760479733,2.0958083832335417,32.457027300303345,False,-1.4706,1.2036,1,1,1,100.0,23.353293413173663,23.353293413173663,9.700598802395204,0.29940119760479733,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
15,77.4551484760518,77.13921042682271,688206,概伦电子,bottom_area,2023-05-18,27.59,2023-05-15,26.33,4.785415875427276,5.772882643372592,28.6449864498645,False,0.1452,1.1694,2,2,2,100.0,31.34386356342422,39.570720968629594,5.214584124572724,4.785415875427276,历史2/2次成功; 当前距低点4.79%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
16,76.89452794807491,71.12519969910105,600248,陕建股份,bottom_area,2023-05-18,5.56,2023-05-17,5.51,0.907441016333935,3.8112522686025407,28.719275549805957,False,-2.1127,6.325,2,2,2,100.0,13.785834496464656,16.28498727735369,9.092558983666066,0.907441016333935,历史2/2次成功; 当前距低点0.91%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
17,75.86242289596063,69.6956786693905,001201,东瑞股份,bottom_area,2023-05-18,23.7,2023-05-18,23.57,0.5515485787017352,1.5697921086126474,30.635668040023532,False,-0.5038,1.2804,1,1,1,100.0,18.4043517679057,18.4043517679057,9.448451421298266,0.5515485787017352,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
18,75.51815744066853,69.33517531230333,600160,巨化股份,bottom_area,2023-05-18,13.58,2023-05-18,13.51,0.5181347150259088,2.5166543301258315,29.08136482939633,False,-1.3798,0.5623,1,1,1,100.0,16.05657237936772,16.05657237936772,9.481865284974091,0.5181347150259088,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
19,74.4117269176691,72.84254335260114,002079,苏州固锝,bottom_area,2023-05-18,12.58,2023-05-10,12.11,3.8810900082576443,5.6977704376548415,28.512396694214885,False,-1.1783,1.701,2,2,2,100.0,19.631336405529957,22.488479262672804,6.118909991742356,3.8810900082576443,历史2/2次成功; 当前距低点3.88%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
20,74.16725815985778,74.01921972041696,300762,上海瀚讯,bottom_area,2023-05-18,12.0,2023-05-10,11.44,4.895104895104899,6.031468531468543,27.50316856780735,False,1.437,1.14,1,1,1,100.0,32.580961727183514,32.580961727183514,5.1048951048951015,4.895104895104899,历史1/1次成功; 当前距低点4.90%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
21,72.45912099333847,71.9693884682586,002383,合众思壮,bottom_area,2023-05-18,6.76,2023-05-15,6.46,4.643962848297211,5.26315789473684,29.166666666666664,False,1.1976,1.2398,1,1,1,100.0,18.48184818481848,18.48184818481848,5.35603715170279,4.643962848297211,历史1/1次成功; 当前距低点4.64%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
22,72.12091137374323,71.60576200678793,002068,黑猫股份,bottom_area,2023-05-18,9.73,2023-05-10,9.3,4.6236559139784905,7.95698924731181,28.953399541634827,True,-1.7172,1.3188,2,2,2,100.0,12.89084672397248,15.184678522571824,5.37634408602151,4.6236559139784905,历史2/2次成功; 当前距低点4.62%; 最新日涨幅-1.72%; 状态bottom_area; 底部已确认
23,72.07093390910204,69.30801456437305,300727,润禾材料,bottom_area,2023-05-18,26.54,2023-05-16,25.78,2.948021722265314,3.413498836307211,30.661646046261424,False,1.9985,1.9869,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,7.051978277734687,2.948021722265314,历史2/3次成功; 当前距低点2.95%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
24,70.77529594432079,70.64453327283012,300598,诚迈科技,bottom_area,2023-05-18,43.22,2023-05-15,41.2,4.902912621359214,6.310679611650471,30.027173913043477,False,1.5031,2.2414,1,1,1,100.0,14.533193814672712,14.533193814672712,5.097087378640787,4.902912621359214,历史1/1次成功; 当前距低点4.90%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
25,70.33110713758931,68.91554459986241,600114,东睦股份,bottom_area,2023-05-18,7.4,2023-05-10,7.12,3.9325842696629247,5.056179775280904,27.04918032786885,False,-0.2695,0.9992,1,1,1,100.0,15.816326530612232,15.816326530612232,6.067415730337076,3.9325842696629247,历史1/1次成功; 当前距低点3.93%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
26,69.90619406662132,68.64662300235787,688321,微芯生物,bottom_area,2023-05-18,22.89,2023-05-15,22.0,4.045454545454548,5.772727272727271,31.888544891640862,False,-0.0437,0.3868,1,1,1,100.0,15.754082612872244,15.754082612872244,5.954545454545452,4.045454545454548,历史1/1次成功; 当前距低点4.05%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
27,69.44443030471163,67.10925804925054,601369,陕鼓动力,bottom_area,2023-05-18,9.34,2023-05-10,9.05,3.204419889502753,4.972375690607726,32.31114435302916,False,-0.4264,0.5705,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,6.795580110497249,3.204419889502753,历史2/3次成功; 当前距低点3.20%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
28,61.485167283968124,57.14673403498212,601636,旗滨集团,bottom_area,2023-05-18,8.72,2023-05-18,8.62,1.1600928074246106,3.480278422273791,28.877887788778878,False,-1.0216,0.8473,1,2,1,50.0,10.224438902743147,10.224438902743147,8.83990719257539,1.1600928074246106,历史1/2次成功; 当前距低点1.16%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
29,61.460073094191515,57.66427195416548,002758,浙农股份,bottom_area,2023-05-18,12.29,2023-04-25,12.09,1.6542597187758419,5.789909015715462,28.249258160237396,False,-1.0467,1.2095,1,2,1,50.0,19.064430714916153,19.064430714916153,8.34574028122416,1.6542597187758419,历史1/2次成功; 当前距低点1.65%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
30,58.283767560051956,57.337639512431316,300758,七彩化学,bottom_area,2023-05-18,10.06,2023-04-26,9.66,4.140786749482405,7.349896480331253,30.252707581227433,True,-0.8867,0.616,1,2,1,50.0,38.59480269489894,38.59480269489894,5.859213250517596,4.140786749482405,历史1/2次成功; 当前距低点4.14%; 最新日涨幅-0.89%; 状态bottom_area; 底部已确认
31,55.87009238349123,51.31365852792473,688298,东方生物,bottom_area,2023-05-18,52.48,2023-05-18,52.2,0.5363984674329387,3.6781609195402196,32.80123583934088,False,-2.6526,0.9531,2,6,2,33.33333333333333,13.83501989429302,15.470039788586028,9.463601532567061,0.5363984674329387,历史2/6次成功; 当前距低点0.54%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
32,54.4228924185862,54.124684788895316,300386,飞天诚信,bottom_area,2023-05-18,10.89,2023-05-17,10.4,4.7115384615384635,5.673076923076922,29.72972972972973,False,1.5858,2.0918,1,2,1,50.0,15.037593984962406,15.037593984962406,5.288461538461537,4.7115384615384635,历史1/2次成功; 当前距低点4.71%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
33,52.59406562694087,52.04698088468705,000509,华塑控股,bottom_area,2023-05-18,3.52,2023-05-12,3.37,4.451038575667654,9.792284866468846,28.902953586497894,True,-0.565,0.3232,1,2,1,50.0,13.953488372093018,13.953488372093018,5.548961424332347,4.451038575667654,历史1/2次成功; 当前距低点4.45%; 最新日涨幅-0.56%; 状态bottom_area; 底部已确认
