rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.19826458413473,79.65014696643013,688320,禾川科技,bottom_area,2023-03-03,44.25,2023-03-01,43.63,1.4210405684162213,8.18244327297731,27.5008308408109,True,-2.533,4.8555,1,1,1,100.0,33.54902936784469,33.54902936784469,13.578959431583778,1.4210405684162213,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-2.53%; 状态bottom_area; 底部已确认
2,81.19539343226735,73.6713582920792,002855,捷荣技术,bottom_area,2023-03-03,10.33,2023-02-27,10.1,2.2772277227722815,3.861386138613867,31.710615280594993,False,-1.2428,2.0749,1,1,1,100.0,21.093749999999993,21.093749999999993,12.722772277227717,2.2772277227722815,历史1/1次成功; 当前距低点2.28%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
3,60.72445113318743,53.023579615803925,002812,恩捷股份,bottom_area,2023-03-03,117.31,2023-03-03,117.05,0.22212729602734313,2.776591200341734,29.026194518554448,False,-2.0866,1.3625,1,2,1,50.0,16.39800995024876,16.39800995024876,14.777872703972655,0.22212729602734313,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
