rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.1033920108328,75.74428571428574,002687,乔治白,bottom_area,2024-06-20,4.22,2024-06-06,4.2,0.476190476190466,5.714285714285719,28.2051282051282,False,-1.171,1.2701,1,1,1,100.0,64.00000000000001,64.00000000000001,19.523809523809536,0.476190476190466,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
2,89.25717948717954,78.05000000000003,002491,通鼎互联,bottom_area,2024-06-20,3.51,2024-06-06,3.42,2.6315789473684172,8.479532163742691,29.48453608247422,True,-3.5714,0.6049,1,1,1,100.0,52.39520958083833,52.39520958083833,17.368421052631582,2.6315789473684172,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-3.57%; 状态bottom_area; 底部已确认
3,88.82603533234352,75.03967621396409,002790,瑞尔特,bottom_area,2024-06-20,9.46,2024-06-20,9.39,0.7454739084132085,3.833865814696479,32.29992790194664,False,-1.6632,1.4873,1,1,1,100.0,49.512670565302145,49.512670565302145,19.254526091586794,0.7454739084132085,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
4,87.95149606299213,73.29291338582678,605198,安德利,bottom_area,2024-06-20,27.67,2024-06-20,27.67,0.0,3.5056017347307513,31.475978207033183,False,-2.5361,0.3445,1,1,1,100.0,43.241469816272954,43.241469816272954,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
5,87.61179982247619,74.03814069505029,600162,香江控股,bottom_area,2024-06-20,1.32,2024-06-20,1.31,0.7633587786259549,3.8167938931297747,31.770833333333325,False,-2.9412,0.6243,2,2,2,100.0,27.68063822751323,28.90624999999999,19.236641221374047,0.7633587786259549,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
6,86.97146968518763,75.26963213819673,300621,维业股份,bottom_area,2024-06-20,7.41,2024-06-06,7.26,2.066115702479344,8.815426997245188,32.02247191011236,True,-5.364,2.0516,1,1,1,100.0,28.120300751879686,28.120300751879686,17.93388429752066,2.066115702479344,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-5.36%; 状态bottom_area; 底部已确认
7,86.74304997397074,77.42174966821472,688023,安恒信息,bottom_area,2024-06-20,43.39,2024-06-11,41.82,3.754184600669537,9.49306551889048,28.853351480095274,True,-1.2292,3.4674,2,2,2,100.0,33.50156213839389,39.261744966442954,16.245815399330464,3.754184600669537,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
8,86.71512397860302,73.12614338771384,002615,哈尔斯,bottom_area,2024-06-20,6.21,2024-06-06,6.17,0.6482982171799033,7.77957860615884,27.41176470588235,True,-2.9688,2.6081,1,1,1,100.0,28.84012539184954,28.84012539184954,19.351701782820097,0.6482982171799033,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-2.97%; 状态bottom_area; 底部已确认
9,83.27607442770316,73.04047100759166,300668,杰恩股份,bottom_area,2024-06-20,14.7,2024-06-06,14.3,2.7972027972027873,11.678321678321678,27.48478701825557,True,-3.3531,0.6062,1,1,1,100.0,25.097276264591432,25.097276264591432,17.202797202797214,2.7972027972027873,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-3.35%; 状态bottom_area; 底部已确认
10,81.95111316322561,69.28495696758836,600231,凌钢股份,bottom_area,2024-06-20,1.28,2024-06-20,1.27,0.7874015748031503,6.2992125984252025,27.84090909090909,False,-3.7594,0.496,1,1,1,100.0,29.302325581395344,29.302325581395344,19.212598425196852,0.7874015748031503,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
11,81.4526037735849,67.87716981132075,000402,金融街,bottom_area,2024-06-20,2.43,2024-06-20,2.43,0.0,3.292181069958832,30.571428571428566,False,-3.5714,0.9389,1,1,1,100.0,24.339622641509433,24.339622641509433,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
