rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.26682789822436,80.12106287155467,000898,鞍钢股份,bottom_area,2024-09-13,1.84,2024-09-12,1.82,1.0989010989010999,2.7472527472527495,30.0,False,0.5464,0.6228,1,1,1,100.0,18.852459016393443,18.852459016393443,13.9010989010989,1.0989010989010999,历史1/1次成功; 当前距低点1.10%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
2,89.67580057492579,79.59646553683717,300536,农尚环境,bottom_area,2024-09-13,4.6,2024-09-13,4.55,1.098901098901095,7.91208791208792,30.428134556574925,False,-3.3613,4.1161,5,6,5,83.33333333333334,34.8313263924641,60.27027027027027,13.901098901098905,1.098901098901095,历史5/6次成功; 当前距低点1.10%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
3,88.27777019433944,79.05471957702039,000690,宝新能源,bottom_area,2024-09-13,3.87,2024-09-11,3.81,1.5748031496063006,2.624671916010501,27.15105162523901,False,0.2591,0.6927,1,1,1,100.0,18.953068592057758,18.953068592057758,13.4251968503937,1.5748031496063006,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
4,86.8952065882053,77.58588498272708,002674,兴业科技,bottom_area,2024-09-13,7.88,2024-08-21,7.77,1.4157014157014198,6.30630630630631,31.72231985940247,False,-1.623,0.3787,1,1,1,100.0,31.578947368421055,31.578947368421055,13.58429858429858,1.4157014157014198,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
5,86.10060010373296,76.71124712008235,600345,长江通信,bottom_area,2024-09-13,14.8,2024-09-10,14.61,1.3004791238877569,4.449007529089667,27.529761904761905,False,-0.6711,1.4204,1,1,1,100.0,25.46419098143237,25.46419098143237,13.699520876112242,1.3004791238877569,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
6,84.45738912807818,75.21299674468251,001286,陕西能源,bottom_area,2024-09-13,8.73,2024-09-11,8.62,1.2761020881670675,3.8283062645011614,31.749802058590664,False,-0.7955,0.7657,1,1,1,100.0,17.110266159695826,17.110266159695826,13.723897911832934,1.2761020881670675,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
7,83.40579542611475,77.31292270928991,000532,华金资本,bottom_area,2024-09-13,10.57,2024-09-04,10.22,3.4246575342465717,7.632093933463789,27.926657263751757,True,-0.7512,3.1718,2,2,2,100.0,28.877106921355356,32.044198895027606,11.575342465753428,3.4246575342465717,历史2/2次成功; 当前距低点3.42%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
8,83.04978996936677,73.03981528431727,603027,千禾味业,bottom_area,2024-09-13,9.96,2024-09-13,9.9,0.6060606060606111,3.7373737373737295,31.34535367545076,False,-2.8293,1.9416,1,1,1,100.0,37.051792828685265,37.051792828685265,14.39393939393939,0.6060606060606111,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-2.83%; 状态bottom_area; 底部未确认
9,82.46514111973161,72.24694736842106,300761,立华股份,bottom_area,2024-09-13,17.57,2024-09-13,17.5,0.40000000000000163,3.714285714285706,29.71887550200803,False,-2.5513,0.7055,1,1,1,100.0,30.263157894736853,30.263157894736853,14.6,0.40000000000000163,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
10,80.99473673581788,71.38576923076923,002388,新亚制程,confirmed_rebound,2024-09-13,4.19,2024-09-12,4.16,0.7211538461538521,15.384615384615378,32.903225806451616,False,-10.0858,13.8048,1,1,1,100.0,50.505050505050505,50.505050505050505,14.278846153846148,0.7211538461538521,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-10.09%; 状态confirmed_rebound; 底部未确认
11,80.22841336881558,70.162236732116,601808,中海油服,bottom_area,2024-09-13,13.17,2024-09-11,13.13,0.30464584920029814,1.6755521706016667,29.9359658484525,False,-0.4535,0.1655,1,1,1,100.0,17.88617886178861,17.88617886178861,14.695354150799703,0.30464584920029814,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
12,80.06337038408972,71.56405577021762,000597,东北制药,bottom_area,2024-09-13,4.13,2024-08-26,4.07,1.4742014742014646,5.65110565110564,32.053422370617696,False,-0.4819,1.0287,2,3,2,66.66666666666666,38.80950787489403,61.02150537634409,13.525798525798535,1.4742014742014646,历史2/3次成功; 当前距低点1.47%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
13,79.79304418604652,69.38525581395349,603079,圣达生物,bottom_area,2024-09-13,10.39,2024-08-26,10.39,0.0,6.929740134744936,28.83561643835616,False,-1.4231,0.9435,1,1,1,100.0,22.232558139534888,22.232558139534888,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
14,78.932599563626,69.57508511170339,000539,粤电力A,bottom_area,2024-09-13,4.16,2024-08-26,4.13,0.7263922518159867,6.7796610169491585,31.395348837209298,False,-0.2398,0.3346,1,1,1,100.0,19.89924433249369,19.89924433249369,14.273607748184014,0.7263922518159867,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
15,78.22926723600783,68.15210464552837,300521,爱司凯,bottom_area,2024-09-13,10.06,2024-09-13,10.05,0.09950248756218692,5.07462686567164,27.697841726618698,False,-5.0047,2.474,4,6,4,66.66666666666666,37.001632529588655,73.27586206896554,14.900497512437813,0.09950248756218692,历史4/6次成功; 当前距低点0.10%; 最新日涨幅-5.00%; 状态bottom_area; 底部未确认
16,78.02046393528403,73.63342572062086,601872,招商轮船,bottom_area,2024-09-13,6.42,2024-09-11,6.15,4.390243902439018,5.203252032520314,27.47641509433962,False,1.1024,0.455,1,1,1,100.0,24.318181818181802,24.318181818181802,10.609756097560982,4.390243902439018,历史1/1次成功; 当前距低点4.39%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
17,75.68167659367923,70.31935774054871,002230,科大讯飞,bottom_area,2024-09-13,33.82,2024-08-28,32.66,3.5517452541335084,6.705450091855496,28.093350946719518,False,-0.7629,0.5985,1,1,1,100.0,18.69535978480161,18.69535978480161,11.44825474586649,3.5517452541335084,历史1/1次成功; 当前距低点3.55%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
