rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.2430910017656,80.02875740109296,000983,山西焦煤,bottom_area,2024-08-23,7.69,2024-08-21,7.61,1.0512483574244424,3.28515111695138,29.86175115207373,False,0.5229,0.4506,3,4,3,75.0,21.938729333444627,27.212389380530986,13.948751642575557,1.0512483574244424,历史3/4次成功; 当前距低点1.05%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
2,86.16116538271825,75.75587336468632,002219,新里程,bottom_area,2024-08-23,1.7,2024-08-23,1.69,0.5917159763313614,2.3668639053254457,29.288702928870297,False,-0.5848,0.6984,2,2,2,100.0,34.81175156302061,45.685279187817265,14.408284023668639,0.5917159763313614,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
3,85.90401828767888,77.59289705107226,000708,中信特钢,bottom_area,2024-08-23,11.53,2024-08-23,11.3,2.035398230088483,3.0088495575221224,30.67484662576687,False,1.7652,0.1431,1,1,1,100.0,16.739811912225715,16.739811912225715,12.964601769911516,2.035398230088483,历史1/1次成功; 当前距低点2.04%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
4,85.88972628099873,76.74995982357673,600343,航天动力,bottom_area,2024-08-23,7.65,2024-08-23,7.54,1.4588859416445665,3.183023872679048,32.67857142857142,False,-2.2989,1.8457,3,4,3,75.0,31.78075145444273,55.72413793103447,13.541114058355433,1.4588859416445665,历史3/4次成功; 当前距低点1.46%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
5,85.86763145360752,79.29306562425965,603367,辰欣药业,bottom_area,2024-08-23,13.14,2024-07-30,12.73,3.2207384131971732,9.112333071484683,27.048710601719193,True,0.0,0.4775,1,1,1,100.0,31.216931216931226,31.216931216931226,11.779261586802827,3.2207384131971732,历史1/1次成功; 当前距低点3.22%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
6,85.60225301621391,77.24224150007582,002715,登云股份,bottom_area,2024-08-23,9.78,2024-08-23,9.59,1.981230448383728,3.232533889468201,31.45103645461044,False,-1.1122,1.8962,1,1,1,100.0,36.66369313113291,36.66369313113291,13.018769551616272,1.981230448383728,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
7,85.35735838838956,74.63723934472821,001218,丽臣实业,bottom_area,2024-08-23,13.5,2024-08-23,13.46,0.29717682020801744,2.0802377414561612,32.02020202020202,False,-1.3879,0.7072,2,2,2,100.0,25.18711018711019,29.999999999999993,14.702823179791983,0.29717682020801744,历史2/2次成功; 当前距低点0.30%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
8,85.14163797965523,74.54353859862404,688239,航宇科技,bottom_area,2024-08-23,27.47,2024-08-23,27.37,0.36536353671902766,2.1191085129703993,27.01333333333333,False,-1.009,1.2601,2,2,2,100.0,25.519179905072154,33.80660015349194,14.634636463280973,0.36536353671902766,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
9,84.86992204733016,77.4184009553753,600210,紫江企业,bottom_area,2024-08-23,4.8,2024-07-25,4.68,2.5641025641025665,9.61538461538462,27.329192546583858,True,-0.8264,0.5536,2,2,2,100.0,18.895455922199744,19.867549668874158,12.435897435897433,2.5641025641025665,历史2/2次成功; 当前距低点2.56%; 最新日涨幅-0.83%; 状态bottom_area; 底部已确认
10,83.0035975147714,75.57722573469145,300675,建科院,bottom_area,2024-08-23,11.22,2024-08-23,10.95,2.4657534246575468,4.474885844748861,31.562500000000004,False,-2.0942,4.7327,2,2,2,100.0,16.98464270382078,18.698630136986296,12.534246575342452,2.4657534246575468,历史2/2次成功; 当前距低点2.47%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
11,82.4805116120781,75.81615330844049,002230,科大讯飞,bottom_area,2024-08-23,33.93,2024-08-23,32.95,2.9742033383914923,3.3383915022761586,27.454865697930426,False,2.5695,1.1468,1,1,1,100.0,18.69535978480161,18.69535978480161,12.025796661608506,2.9742033383914923,历史1/1次成功; 当前距低点2.97%; 最新日涨幅2.57%; 状态bottom_area; 底部未确认
