rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.58218909212441,78.39389725283255,000037,深南电A,bottom_area,2021-04-15,8.61,2021-04-15,8.5,1.2941176470588167,3.9999999999999982,32.432432432432435,False,-2.0478,2.0151,1,1,1,100.0,34.43271767810025,34.43271767810025,6.705882352941184,1.2941176470588167,历史1/1次成功; 当前距低点1.29%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
2,81.98858328055339,76.77055386129229,603222,济民健康,bottom_area,2021-04-15,15.56,2021-04-15,15.47,0.5817711700064632,7.62766645119585,30.221019395579614,False,-5.0641,6.6845,3,3,3,100.0,33.69350606939259,68.46504559270518,7.418228829993537,0.5817711700064632,历史3/3次成功; 当前距低点0.58%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
3,73.71381782441375,72.19394529195161,002759,天际股份,bottom_area,2021-04-15,12.35,2021-04-13,12.0,2.9166666666666634,4.916666666666666,28.6563614744352,False,-1.279,2.4307,1,1,1,100.0,20.988953182535496,20.988953182535496,5.083333333333337,2.9166666666666634,历史1/1次成功; 当前距低点2.92%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
4,73.04807007524333,68.27076182602016,600379,宝光股份,bottom_area,2021-04-15,8.3,2021-04-15,8.26,0.48426150121066497,3.2687651331719083,30.99415204678363,False,-1.7751,4.5664,1,1,1,100.0,9.91869918699186,9.91869918699186,7.515738498789336,0.48426150121066497,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
