code,name,start_date,end_date,status,rows,reason
001220,世盟股份,2021-01-01,2024-12-31,empty,0,
001221,悍高集团,2021-01-01,2024-12-31,empty,0,
001233,海安集团,2021-01-01,2024-12-31,empty,0,
001237,惠康科技,2021-01-01,2024-12-31,empty,0,
001257,盛龙股份,2021-01-01,2024-12-31,empty,0,
001280,中国铀业,2021-01-01,2024-12-31,empty,0,
001285,瑞立科密,2021-01-01,2024-12-31,empty,0,
001312,福恩股份,2021-01-01,2024-12-31,empty,0,
001325,元创股份,2021-01-01,2024-12-31,empty,0,
001335,信凯科技,2021-01-01,2024-12-31,empty,0,
001356,富岭股份,2021-01-01,2024-12-31,empty,0,
001365,天海电子,2021-01-01,2024-12-31,empty,0,
001369,双欣材料,2021-01-01,2024-12-31,empty,0,
001382,新亚电缆,2021-01-01,2024-12-31,empty,0,
001386,马可波罗,2021-01-01,2024-12-31,empty,0,
001388,信通电子,2021-01-01,2024-12-31,empty,0,
001390,古麒绒材,2021-01-01,2024-12-31,empty,0,
001393,维通利,2021-01-01,2024-12-31,empty,0,
001395,亚联机械,2021-01-01,2024-12-31,empty,0,
001396,誉帆科技,2021-01-01,2024-12-31,empty,0,
001400,江顺科技,2021-01-01,2024-12-31,empty,0,
001696,宗申动力,2021-01-01,2024-12-31,updated,969,
001872,招商港口,2021-01-01,2024-12-31,updated,969,
001896,豫能控股,2021-01-01,2024-12-31,updated,969,
001914,招商积余,2021-01-01,2024-12-31,updated,969,
001965,招商公路,2021-01-01,2024-12-31,updated,969,
001979,招商蛇口,2021-01-01,2024-12-31,updated,969,
002001,新和成,2021-01-01,2024-12-31,updated,969,
002003,伟星股份,2021-01-01,2024-12-31,updated,969,
002004,华邦健康,2021-01-01,2024-12-31,updated,969,
002005,ST德豪,2021-01-01,2024-12-31,updated,969,
002006,精工科技,2021-01-01,2024-12-31,updated,969,
002007,华兰生物,2021-01-01,2024-12-31,updated,969,
002008,大族激光,2021-01-01,2024-12-31,updated,969,
002009,天奇股份,2021-01-01,2024-12-31,updated,969,
002010,传化智联,2021-01-01,2024-12-31,updated,969,
002011,盾安环境,2021-01-01,2024-12-31,updated,969,
002012,凯恩股份,2021-01-01,2024-12-31,updated,969,
002014,永新股份,2021-01-01,2024-12-31,updated,969,
002015,协鑫能科,2021-01-01,2024-12-31,updated,969,
002016,世荣兆业,2021-01-01,2024-12-31,updated,969,
002017,东信和平,2021-01-01,2024-12-31,updated,969,
002019,亿帆医药,2021-01-01,2024-12-31,updated,969,
002020,京新药业,2021-01-01,2024-12-31,updated,969,
002021,中捷资源,2021-01-01,2024-12-31,updated,969,
002022,科华生物,2021-01-01,2024-12-31,updated,969,
002023,海特高新,2021-01-01,2024-12-31,updated,969,
002024,ST易购,2021-01-01,2024-12-31,updated,969,
002025,航天电器,2021-01-01,2024-12-31,updated,969,
002026,山东威达,2021-01-01,2024-12-31,updated,969,
002027,分众传媒,2021-01-01,2024-12-31,updated,969,
002028,思源电气,2021-01-01,2024-12-31,updated,969,
002029,七匹狼,2021-01-01,2024-12-31,updated,969,
002030,达安基因,2021-01-01,2024-12-31,updated,969,
002031,巨轮智能,2021-01-01,2024-12-31,updated,969,
