time,code,name,start_date,end_date,status,rows,reason
2026-06-18 21:31:58,002996,顺博合金,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:58,002988,豪美新材,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:58,002997,瑞鹄模具,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:58,002990,盛视科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:58,002998,优彩资源,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:58,002992,宝明科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:58,002999,天禾股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:58,003000,劲仔食品,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:58,002991,甘源食品,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:58,002993,奥海科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:58,003001,中岩大地,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:58,003002,壶化股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:58,002995,天地在线,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:58,003003,天元股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:58,002996,顺博合金,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:58,002997,瑞鹄模具,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:58,003004,声迅股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003005,竞业达,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,002998,优彩资源,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003006,百亚股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,002999,天禾股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003007,直真科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003000,劲仔食品,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003001,中岩大地,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003008,开普检测,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003009,中天火箭,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003002,壶化股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003003,天元股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003010,若羽臣,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003011,海象新材,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003005,竞业达,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003004,声迅股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003012,东鹏控股,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003013,地铁设计,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003006,百亚股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003007,直真科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003015,日久光电,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003016,欣贺股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003008,开普检测,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003009,中天火箭,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003017,大洋生物,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003010,若羽臣,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:31:59,003018,金富科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003019,宸展光电,2026-06-18,2026-06-18,started,0,
2026-06-18 21:31:59,003011,海象新材,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003020,立方制药,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003012,东鹏控股,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003021,兆威机电,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003013,地铁设计,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003022,联泓新科,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003015,日久光电,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003023,彩虹集团,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003016,欣贺股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003019,宸展光电,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003026,中晶科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003025,思进智能,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003018,金富科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003027,同兴科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003017,大洋生物,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003020,立方制药,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003028,振邦智能,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003029,吉大正元,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003021,兆威机电,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003030,祖名股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003022,联泓新科,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003023,彩虹集团,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003031,中瓷电子,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003025,思进智能,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:00,003032,*ST传智,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:00,003026,中晶科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003033,征和工业,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003027,同兴科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003035,南网能源,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003028,振邦智能,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003036,泰坦股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003037,三和管桩,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003029,吉大正元,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003030,祖名股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003038,鑫铂股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003031,中瓷电子,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003039,顺控发展,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003040,楚天龙,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003032,*ST传智,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003035,南网能源,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003041,真爱美家,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003033,征和工业,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003042,中农联合,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003036,泰坦股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003043,华亚智能,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003037,三和管桩,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,003816,中国广核,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003038,鑫铂股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,300001,特锐德,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003039,顺控发展,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:01,300002,神州泰岳,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,300003,乐普医疗,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:01,003040,楚天龙,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,003041,真爱美家,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300004,南风股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,003042,中农联合,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300005,探路者,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,003043,华亚智能,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300006,莱美药业,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,003816,中国广核,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300007,汉威科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,300001,特锐德,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300008,天海防务,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,300002,神州泰岳,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300009,安科生物,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,300010,ST豆神,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,300003,乐普医疗,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300011,鼎汉技术,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,300004,南风股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300005,探路者,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300012,华测检测,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,300013,新宁物流,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,300006,莱美药业,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300014,亿纬锂能,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:02,300007,汉威科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:02,300008,天海防务,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300015,爱尔眼科,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300016,北陆药业,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300010,ST豆神,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300009,安科生物,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300017,网宿科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300011,鼎汉技术,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300018,中元股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300019,硅宝科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300012,华测检测,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300020,ST银江,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300013,新宁物流,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300014,亿纬锂能,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300022,吉峰科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300021,大禹节水,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300015,爱尔眼科,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300024,机器人,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300016,北陆药业,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300025,华星创业,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300017,网宿科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300019,硅宝科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300026,红日药业,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:03,300018,中元股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:03,300027,ST华谊,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300020,ST银江,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300029,*ST天龙,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300021,大禹节水,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300030,阳普医疗,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300031,宝通科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300022,吉峰科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300032,金龙机电,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300024,机器人,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300025,华星创业,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300033,同花顺,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300026,红日药业,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300034,钢研高纳,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300027,ST华谊,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300035,中科电气,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300029,*ST天龙,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300036,超图软件,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300030,阳普医疗,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300037,新宙邦,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300039,上海凯宝,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300031,宝通科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300032,金龙机电,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:04,300040,九洲集团,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300041,回天新材,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:04,300033,同花顺,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300034,钢研高纳,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300042,朗科科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300035,中科电气,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300043,星辉娱乐,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300036,超图软件,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300044,*ST赛为,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300045,华力创通,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300037,新宙邦,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300039,上海凯宝,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300046,台基股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300040,九洲集团,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300047,天源迪科,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300041,回天新材,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300048,合康新能,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300042,朗科科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300049,福瑞医科,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300043,星辉娱乐,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300050,世纪鼎利,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300051,琏升科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:05,300044,*ST赛为,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300045,华力创通,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:05,300052,中青宝,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300046,台基股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300053,航宇微,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300047,天源迪科,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300054,鼎龙股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300055,万邦达,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300048,合康新能,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300049,福瑞医科,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300056,中创环保,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300057,万顺新材,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300050,世纪鼎利,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300051,琏升科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300058,蓝色光标,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300052,中青宝,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300059,东方财富,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300053,航宇微,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300061,旗天科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300054,鼎龙股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300062,中能电气,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300055,万邦达,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300063,天龙集团,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300056,中创环保,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:06,300065,海兰信,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:06,300057,万顺新材,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300066,三川智慧,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300067,安诺其,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300058,蓝色光标,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300059,东方财富,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300068,ST南都,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300069,金利华电,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300062,中能电气,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300061,旗天科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300070,碧水源,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300063,天龙集团,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300071,福石控股,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300072,海新能科,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300065,海兰信,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300067,安诺其,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300073,当升科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300066,三川智慧,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300074,华平股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300075,数字政通,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300068,ST南都,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300069,金利华电,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:07,300076,*ST宁视,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300077,国民技术,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:07,300070,碧水源,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300072,海新能科,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300078,思创智联,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300071,福石控股,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300079,数码视讯,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300074,华平股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300080,易成新能,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300073,当升科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300081,ST恒信,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300082,奥克股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300075,数字政通,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300076,*ST宁视,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300083,创世纪,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300084,海默科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300077,国民技术,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300078,思创智联,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300085,银之杰,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300079,数码视讯,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300086,康芝药业,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300087,荃银高科,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300080,易成新能,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300081,ST恒信,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:08,300091,*ST金灵,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300088,长信科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:08,300082,奥克股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300092,科新机电,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300083,创世纪,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300084,海默科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300085,银之杰,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300093,*ST金刚,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300094,国联水产,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300095,华伍股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300086,康芝药业,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300096,ST易联众,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300087,荃银高科,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300088,长信科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300097,智云股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300098,高新兴,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300091,*ST金灵,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300099,尤洛卡,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300092,科新机电,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300093,*ST金刚,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300100,双林股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300094,国联水产,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300101,振芯科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:09,300095,华伍股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:09,300102,乾照光电,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300096,ST易联众,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300103,达刚控股,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300105,龙源技术,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300097,智云股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300106,西部牧业,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300098,高新兴,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300107,建新股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300099,尤洛卡,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300100,双林股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300109,新开源,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300101,振芯科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300110,华仁药业,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300102,乾照光电,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300111,向日葵,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300103,达刚控股,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300112,万讯自控,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300105,龙源技术,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300113,顺网科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300115,长盈精密,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300106,西部牧业,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300107,建新股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:10,300118,东方日升,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:10,300110,华仁药业,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300119,瑞普生物,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300109,新开源,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300120,经纬辉开,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300111,向日葵,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300121,阳谷华泰,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300112,万讯自控,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300122,智飞生物,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300123,ST亚光,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300113,顺网科技,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300124,汇川技术,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300115,长盈精密,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300125,*ST聆达,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300118,东方日升,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300119,瑞普生物,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300126,锐奇股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300127,银河磁体,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300120,经纬辉开,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300128,锦富技术,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300121,阳谷华泰,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300122,智飞生物,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:11,300129,泰胜风能,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:11,300123,ST亚光,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:12,300130,新国都,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:12,300131,英唐智控,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:12,300124,汇川技术,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:12,300132,青松股份,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:12,300125,*ST聆达,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:12,300133,华策影视,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:12,300126,锐奇股份,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:12,300127,银河磁体,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:12,300134,大富科技,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:12,300135,宝利国际,2026-06-18,2026-06-18,started,0,
2026-06-18 21:32:12,300128,锦富技术,2026-06-18,2026-06-18,updated,1,
2026-06-18 21:32:12,300136,信维通信,2026-06-18,2026-06-18,started,0,
