code,name,start_date,end_date,status,rows,reason
000159,国际实业,2021-01-01,2024-12-31,updated,969,
000166,申万宏源,2021-01-01,2024-12-31,updated,969,
000301,东方盛虹,2021-01-01,2024-12-31,updated,969,
000333,美的集团,2021-01-01,2024-12-31,updated,969,
000338,潍柴动力,2021-01-01,2024-12-31,updated,969,
000400,许继电气,2021-01-01,2024-12-31,updated,969,
000401,金隅冀东,2021-01-01,2024-12-31,updated,969,
000402,金融街,2021-01-01,2024-12-31,updated,969,
000403,派林生物,2021-01-01,2024-12-31,updated,969,
000404,长虹华意,2021-01-01,2024-12-31,updated,969,
000407,胜利股份,2021-01-01,2024-12-31,updated,969,
000408,藏格矿业,2021-01-01,2024-12-31,updated,969,
000409,云鼎科技,2021-01-01,2024-12-31,updated,969,
000410,沈阳机床,2021-01-01,2024-12-31,updated,969,
000411,英特集团,2021-01-01,2024-12-31,updated,969,
000415,渤海租赁,2021-01-01,2024-12-31,updated,969,
000417,合百集团,2021-01-01,2024-12-31,updated,969,
000419,通程控股,2021-01-01,2024-12-31,updated,969,
000420,吉林化纤,2021-01-01,2024-12-31,updated,969,
000421,南京公用,2021-01-01,2024-12-31,updated,969,
000422,湖北宜化,2021-01-01,2024-12-31,updated,969,
000423,东阿阿胶,2021-01-01,2024-12-31,updated,969,
000425,徐工机械,2021-01-01,2024-12-31,updated,969,
000426,兴业银锡,2021-01-01,2024-12-31,updated,969,
000428,华天酒店,2021-01-01,2024-12-31,updated,969,
000429,粤高速A,2021-01-01,2024-12-31,updated,969,
000430,张家界,2021-01-01,2024-12-31,updated,969,
000488,ST晨鸣,2021-01-01,2024-12-31,updated,969,
000498,山东路桥,2021-01-01,2024-12-31,updated,969,
000501,武商集团,2021-01-01,2024-12-31,updated,969,
000503,国新健康,2021-01-01,2024-12-31,updated,969,
000504,*ST生物,2021-01-01,2024-12-31,updated,969,
000505,京粮控股,2021-01-01,2024-12-31,updated,969,
000506,招金黄金,2021-01-01,2024-12-31,updated,969,
000507,珠海港,2021-01-01,2024-12-31,updated,969,
000509,华塑控股,2021-01-01,2024-12-31,updated,969,
000510,新金路,2021-01-01,2024-12-31,updated,969,
000513,丽珠集团,2021-01-01,2024-12-31,updated,969,
000514,渝开发,2021-01-01,2024-12-31,updated,969,
000516,国际医学,2021-01-01,2024-12-31,updated,969,
000517,荣安地产,2021-01-01,2024-12-31,updated,969,
000518,四环生物,2021-01-01,2024-12-31,updated,969,
000519,中兵红箭,2021-01-01,2024-12-31,updated,969,
000520,凤凰航运,2021-01-01,2024-12-31,updated,969,
000521,长虹美菱,2021-01-01,2024-12-31,updated,969,
000523,红棉股份,2021-01-01,2024-12-31,updated,969,
000524,岭南控股,2021-01-01,2024-12-31,updated,969,
000525,红太阳,2021-01-01,2024-12-31,updated,969,
000526,学大教育,2021-01-01,2024-12-31,updated,969,
000528,柳工,2021-01-01,2024-12-31,updated,969,
000529,广弘控股,2021-01-01,2024-12-31,updated,969,
000530,冰山冷热,2021-01-01,2024-12-31,updated,969,
000531,穗恒运A,2021-01-01,2024-12-31,updated,969,
000532,华金资本,2021-01-01,2024-12-31,updated,969,
000533,顺钠股份,2021-01-01,2024-12-31,updated,969,
000534,万泽股份,2021-01-01,2024-12-31,updated,969,
000536,华映科技,2021-01-01,2024-12-31,updated,969,
000537,绿发电力,2021-01-01,2024-12-31,updated,969,
000538,云南白药,2021-01-01,2024-12-31,updated,969,
000539,粤电力A,2021-01-01,2024-12-31,updated,969,
000541,佛山照明,2021-01-01,2024-12-31,updated,969,
000543,皖能电力,2021-01-01,2024-12-31,updated,969,
000544,中原环保,2021-01-01,2024-12-31,updated,969,
000545,金浦钛业,2021-01-01,2024-12-31,updated,969,
000546,金圆股份,2021-01-01,2024-12-31,updated,969,
000547,航天发展,2021-01-01,2024-12-31,updated,969,
000548,湖南投资,2021-01-01,2024-12-31,updated,969,
000550,江铃汽车,2021-01-01,2024-12-31,updated,969,
000551,创元科技,2021-01-01,2024-12-31,updated,969,
000552,甘肃能化,2021-01-01,2024-12-31,updated,969,
000553,安道麦A,2021-01-01,2024-12-31,updated,969,
000554,泰山石油,2021-01-01,2024-12-31,updated,969,
000555,神州信息,2021-01-01,2024-12-31,updated,969,
000557,西部创业,2021-01-01,2024-12-31,updated,969,
000558,天府文旅,2021-01-01,2024-12-31,updated,969,
000559,万向钱潮,2021-01-01,2024-12-31,updated,969,
000560,我爱我家,2021-01-01,2024-12-31,updated,969,
000561,烽火电子,2021-01-01,2024-12-31,updated,969,
000563,陕国投A,2021-01-01,2024-12-31,updated,969,
000564,供销大集,2021-01-01,2024-12-31,updated,969,
000565,渝三峡A,2021-01-01,2024-12-31,updated,969,
000566,海南海药,2021-01-01,2024-12-31,updated,969,
000567,海德股份,2021-01-01,2024-12-31,updated,969,
000568,泸州老窖,2021-01-01,2024-12-31,updated,969,
000570,苏常柴A,2021-01-01,2024-12-31,updated,969,
000571,新大洲A,2021-01-01,2024-12-31,updated,969,
000572,海马汽车,2021-01-01,2024-12-31,updated,969,
000573,粤宏远A,2021-01-01,2024-12-31,updated,969,
000576,甘化科工,2021-01-01,2024-12-31,updated,969,
000581,威孚高科,2021-01-01,2024-12-31,updated,969,
000582,北部湾港,2021-01-01,2024-12-31,updated,969,
000586,汇源通信,2021-01-01,2024-12-31,updated,969,
000589,贵州轮胎,2021-01-01,2024-12-31,updated,969,
000590,古汉医药,2021-01-01,2024-12-31,updated,969,
000591,太阳能,2021-01-01,2024-12-31,updated,969,
000592,平潭发展,2021-01-01,2024-12-31,updated,969,
000593,德龙汇能,2021-01-01,2024-12-31,updated,969,
000595,*ST宝实,2021-01-01,2024-12-31,updated,969,
000596,古井贡酒,2021-01-01,2024-12-31,updated,969,
000597,东北制药,2021-01-01,2024-12-31,updated,969,
000598,兴蓉环境,2021-01-01,2024-12-31,updated,969,
000599,青岛双星,2021-01-01,2024-12-31,updated,969,
000600,建投能源,2021-01-01,2024-12-31,updated,969,
000601,韶能股份,2021-01-01,2024-12-31,updated,969,
000603,盛达资源,2021-01-01,2024-12-31,updated,969,
000605,渤海股份,2021-01-01,2024-12-31,updated,969,
000607,华媒控股,2021-01-01,2024-12-31,updated,969,
000608,阳光股份,2021-01-01,2024-12-31,updated,969,
000609,*ST中迪,2021-01-01,2024-12-31,updated,969,
000610,*ST西旅,2021-01-01,2024-12-31,updated,969,
000612,焦作万方,2021-01-01,2024-12-31,updated,969,
000615,*ST美谷,2021-01-01,2024-12-31,updated,969,
000617,中油资本,2021-01-01,2024-12-31,updated,969,
000619,海螺新材,2021-01-01,2024-12-31,updated,969,
000620,盈新发展,2021-01-01,2024-12-31,updated,969,
000623,吉林敖东,2021-01-01,2024-12-31,updated,969,
000625,长安汽车,2021-01-01,2024-12-31,updated,969,
000626,远大控股,2021-01-01,2024-12-31,updated,969,
000628,高新发展,2021-01-01,2024-12-31,updated,969,
000629,钒钛股份,2021-01-01,2024-12-31,updated,969,
000630,铜陵有色,2021-01-01,2024-12-31,updated,969,
000631,顺发恒能,2021-01-01,2024-12-31,updated,969,
000632,ST三木,2021-01-01,2024-12-31,updated,969,
000633,合金投资,2021-01-01,2024-12-31,updated,969,
000635,英力特,2021-01-01,2024-12-31,updated,969,
000636,风华高科,2021-01-01,2024-12-31,updated,969,
000637,茂化实华,2021-01-01,2024-12-31,updated,969,
000639,ST西王,2021-01-01,2024-12-31,updated,969,
000650,仁和药业,2021-01-01,2024-12-31,updated,969,
000651,格力电器,2021-01-01,2024-12-31,updated,969,
000652,泰达股份,2021-01-01,2024-12-31,updated,969,
000655,金岭矿业,2021-01-01,2024-12-31,updated,969,
000656,*ST金科,2021-01-01,2024-12-31,updated,969,
000657,中钨高新,2021-01-01,2024-12-31,updated,969,
000659,珠海中富,2021-01-01,2024-12-31,updated,969,
000661,长春高新,2021-01-01,2024-12-31,updated,969,
000663,永安林业,2021-01-01,2024-12-31,updated,969,
000665,湖北广电,2021-01-01,2024-12-31,updated,969,
000668,荣丰控股,2021-01-01,2024-12-31,updated,969,
000669,ST金鸿,2021-01-01,2024-12-31,updated,969,
000670,盈方微,2021-01-01,2024-12-31,updated,969,
000672,上峰材料,2021-01-01,2024-12-31,updated,969,
000676,智度股份,2021-01-01,2024-12-31,updated,969,
000677,ST海龙,2021-01-01,2024-12-31,updated,969,
000678,襄阳轴承,2021-01-01,2024-12-31,updated,969,
000679,大连友谊,2021-01-01,2024-12-31,updated,969,
000680,山推股份,2021-01-01,2024-12-31,updated,969,
000681,视觉中国,2021-01-01,2024-12-31,updated,969,
000682,东方电子,2021-01-01,2024-12-31,updated,969,
000683,博源化工,2021-01-01,2024-12-31,updated,969,
000685,中山公用,2021-01-01,2024-12-31,updated,969,
000686,东北证券,2021-01-01,2024-12-31,updated,969,
000688,国城矿业,2021-01-01,2024-12-31,updated,969,
000690,宝新能源,2021-01-01,2024-12-31,updated,969,
000691,亚太实业,2021-01-01,2024-12-31,updated,969,
000692,惠天热电,2021-01-01,2024-12-31,updated,969,
000695,滨海能源,2021-01-01,2024-12-31,updated,969,
000697,炼石航空,2021-01-01,2024-12-31,updated,969,
000698,ST沈化,2021-01-01,2024-12-31,updated,969,
000700,模塑科技,2021-01-01,2024-12-31,updated,969,
000701,厦门信达,2021-01-01,2024-12-31,updated,969,
000702,正虹科技,2021-01-01,2024-12-31,updated,969,
000703,恒逸石化,2021-01-01,2024-12-31,updated,969,
000705,浙江震元,2021-01-01,2024-12-31,updated,969,
000707,双环科技,2021-01-01,2024-12-31,updated,969,
000708,中信特钢,2021-01-01,2024-12-31,updated,969,
000709,河钢股份,2021-01-01,2024-12-31,updated,969,
000710,贝瑞基因,2021-01-01,2024-12-31,updated,969,
000711,ST京蓝,2021-01-01,2024-12-31,updated,969,
000712,锦龙股份,2021-01-01,2024-12-31,updated,969,
000713,国投丰乐,2021-01-01,2024-12-31,updated,969,
000715,中兴商业,2021-01-01,2024-12-31,updated,969,
000716,黑芝麻,2021-01-01,2024-12-31,updated,969,
000717,中南股份,2021-01-01,2024-12-31,updated,969,
000718,苏宁环球,2021-01-01,2024-12-31,updated,969,
000719,中原传媒,2021-01-01,2024-12-31,updated,969,
000720,新能泰山,2021-01-01,2024-12-31,updated,969,
000721,西安饮食,2021-01-01,2024-12-31,updated,969,
000722,湖南发展,2021-01-01,2024-12-31,updated,969,
000723,美锦能源,2021-01-01,2024-12-31,updated,969,
000725,京东方A,2021-01-01,2024-12-31,updated,969,
000726,鲁泰A,2021-01-01,2024-12-31,updated,969,
000727,冠捷科技,2021-01-01,2024-12-31,updated,969,
000728,国元证券,2021-01-01,2024-12-31,updated,969,
000729,燕京啤酒,2021-01-01,2024-12-31,updated,969,
000731,四川美丰,2021-01-01,2024-12-31,updated,969,
000733,振华科技,2021-01-01,2024-12-31,updated,969,
000735,罗牛山,2021-01-01,2024-12-31,updated,969,
000736,中交地产,2021-01-01,2024-12-31,updated,969,
000737,北方铜业,2021-01-01,2024-12-31,updated,969,
000738,航发控制,2021-01-01,2024-12-31,updated,969,
000739,普洛药业,2021-01-01,2024-12-31,updated,969,
000750,国海证券,2021-01-01,2024-12-31,updated,969,
000751,锌业股份,2021-01-01,2024-12-31,updated,969,
000752,*ST西发,2021-01-01,2024-12-31,updated,969,
000753,漳州发展,2021-01-01,2024-12-31,updated,969,
000755,山西高速,2021-01-01,2024-12-31,updated,969,
000756,新华制药,2021-01-01,2024-12-31,updated,969,
000757,浩物股份,2021-01-01,2024-12-31,updated,969,
000758,中色股份,2021-01-01,2024-12-31,updated,969,
000759,中百集团,2021-01-01,2024-12-31,updated,969,
000761,本钢板材,2021-01-01,2024-12-31,updated,969,
000762,西藏矿业,2021-01-01,2024-12-31,updated,969,
000766,通化金马,2021-01-01,2024-12-31,updated,969,
000767,晋控电力,2021-01-01,2024-12-31,updated,969,
000768,中航西飞,2021-01-01,2024-12-31,updated,969,
000776,广发证券,2021-01-01,2024-12-31,updated,969,
000777,中核科技,2021-01-01,2024-12-31,updated,969,
000778,新兴铸管,2021-01-01,2024-12-31,updated,969,
000779,甘咨询,2021-01-01,2024-12-31,updated,969,
000782,恒申新材,2021-01-01,2024-12-31,updated,969,
000783,长江证券,2021-01-01,2024-12-31,updated,969,
000785,居然智家,2021-01-01,2024-12-31,updated,969,
000786,北新建材,2021-01-01,2024-12-31,updated,969,
000788,北大医药,2021-01-01,2024-12-31,updated,969,
000789,万年青,2021-01-01,2024-12-31,updated,969,
000790,华神科技,2021-01-01,2024-12-31,updated,969,
000791,甘肃能源,2021-01-01,2024-12-31,updated,969,
000792,盐湖股份,2021-01-01,2024-12-31,updated,969,
000793,*ST华闻,2021-01-01,2024-12-31,updated,969,
000795,英洛华,2021-01-01,2024-12-31,updated,969,
000796,凯撒旅业,2021-01-01,2024-12-31,updated,969,
000797,中国武夷,2021-01-01,2024-12-31,updated,969,
000798,中水渔业,2021-01-01,2024-12-31,updated,969,
000799,酒鬼酒,2021-01-01,2024-12-31,updated,969,
000800,一汽解放,2021-01-01,2024-12-31,updated,969,
000801,四川九洲,2021-01-01,2024-12-31,updated,969,
000802,北京文化,2021-01-01,2024-12-31,updated,969,
000803,山高环能,2021-01-01,2024-12-31,updated,969,
000807,云铝股份,2021-01-01,2024-12-31,updated,969,
000809,和展能源,2021-01-01,2024-12-31,updated,969,
000810,创维数字,2021-01-01,2024-12-31,updated,969,
000811,冰轮环境,2021-01-01,2024-12-31,updated,969,
000812,陕西金叶,2021-01-01,2024-12-31,updated,969,
000813,德展健康,2021-01-01,2024-12-31,updated,969,
000815,美利云,2021-01-01,2024-12-31,updated,969,
000816,智慧农业,2021-01-01,2024-12-31,updated,969,
000818,航锦科技,2021-01-01,2024-12-31,updated,969,
000819,岳阳兴长,2021-01-01,2024-12-31,updated,969,
000820,*ST节能,2021-01-01,2024-12-31,updated,969,
000821,ST京机,2021-01-01,2024-12-31,updated,969,
000822,山东海化,2021-01-01,2024-12-31,updated,969,
000823,超声电子,2021-01-01,2024-12-31,updated,969,
000825,太钢不锈,2021-01-01,2024-12-31,updated,969,
000826,*ST启环,2021-01-01,2024-12-31,updated,969,
000828,东莞控股,2021-01-01,2024-12-31,updated,969,
000829,天音控股,2021-01-01,2024-12-31,updated,969,
000830,鲁西化工,2021-01-01,2024-12-31,updated,969,
000831,中国稀土,2021-01-01,2024-12-31,updated,969,
000833,粤桂股份,2021-01-01,2024-12-31,updated,969,
000837,秦川机床,2021-01-01,2024-12-31,updated,969,
000838,*ST发展,2021-01-01,2024-12-31,updated,969,
000839,国安股份,2021-01-01,2024-12-31,updated,969,
000848,承德露露,2021-01-01,2024-12-31,updated,969,
000850,华茂股份,2021-01-01,2024-12-31,updated,969,
000852,石化机械,2021-01-01,2024-12-31,updated,969,
000856,冀东装备,2021-01-01,2024-12-31,updated,969,
000858,五粮液,2021-01-01,2024-12-31,updated,969,
000859,国风新材,2021-01-01,2024-12-31,updated,969,
000860,顺鑫农业,2021-01-01,2024-12-31,updated,969,
000862,银星能源,2021-01-01,2024-12-31,updated,969,
000863,三湘印象,2021-01-01,2024-12-31,updated,969,
000868,安凯客车,2021-01-01,2024-12-31,updated,969,
000869,张裕A,2021-01-01,2024-12-31,updated,969,
000875,电投绿能,2021-01-01,2024-12-31,updated,969,
000876,新希望,2021-01-01,2024-12-31,updated,969,
000877,天山股份,2021-01-01,2024-12-31,updated,969,
000878,云南铜业,2021-01-01,2024-12-31,updated,969,
000880,潍柴重机,2021-01-01,2024-12-31,updated,969,
000881,中广核技,2021-01-01,2024-12-31,updated,969,
000882,华联股份,2021-01-01,2024-12-31,updated,969,
000883,湖北能源,2021-01-01,2024-12-31,updated,969,
000885,城发环境,2021-01-01,2024-12-31,updated,969,
000886,海南高速,2021-01-01,2024-12-31,updated,969,
000887,中鼎股份,2021-01-01,2024-12-31,updated,969,
000888,峨眉山A,2021-01-01,2024-12-31,updated,969,
000889,中嘉博创,2021-01-01,2024-12-31,updated,969,
000890,法尔胜,2021-01-01,2024-12-31,updated,969,
000892,欢瑞世纪,2021-01-01,2024-12-31,updated,969,
000893,亚钾国际,2021-01-01,2024-12-31,updated,969,
000895,双汇发展,2021-01-01,2024-12-31,updated,969,
000897,津滨发展,2021-01-01,2024-12-31,updated,969,
000898,鞍钢股份,2021-01-01,2024-12-31,updated,969,
000899,赣能股份,2021-01-01,2024-12-31,updated,969,
000900,现代投资,2021-01-01,2024-12-31,updated,969,
000901,航天科技,2021-01-01,2024-12-31,updated,969,
000902,新洋丰,2021-01-01,2024-12-31,updated,969,
000903,ST云动,2021-01-01,2024-12-31,updated,969,
000905,厦门港务,2021-01-01,2024-12-31,updated,969,
000906,浙商中拓,2021-01-01,2024-12-31,updated,969,
000908,ST景峰,2021-01-01,2024-12-31,updated,969,
000909,*ST数源,2021-01-01,2024-12-31,updated,969,
000910,大亚圣象,2021-01-01,2024-12-31,updated,969,
000911,*ST广糖,2021-01-01,2024-12-31,updated,969,
000912,泸天化,2021-01-01,2024-12-31,updated,969,
000913,钱江摩托,2021-01-01,2024-12-31,updated,969,
000915,华特达因,2021-01-01,2024-12-31,updated,969,
000917,电广传媒,2021-01-01,2024-12-31,updated,969,
000919,金陵药业,2021-01-01,2024-12-31,updated,969,
000920,沃顿科技,2021-01-01,2024-12-31,updated,969,
000921,海信家电,2021-01-01,2024-12-31,updated,969,
000922,佳电股份,2021-01-01,2024-12-31,updated,969,
000923,河钢资源,2021-01-01,2024-12-31,updated,969,
000925,众合科技,2021-01-01,2024-12-31,updated,969,
000926,福星股份,2021-01-01,2024-12-31,updated,969,
000927,中国铁物,2021-01-01,2024-12-31,updated,969,
000928,中钢国际,2021-01-01,2024-12-31,updated,969,
000929,*ST兰黄,2021-01-01,2024-12-31,updated,969,
000930,中粮科技,2021-01-01,2024-12-31,updated,969,
000931,中关村,2021-01-01,2024-12-31,updated,969,
000932,华菱钢铁,2021-01-01,2024-12-31,updated,969,
000933,神火股份,2021-01-01,2024-12-31,updated,969,
000935,四川双马,2021-01-01,2024-12-31,updated,969,
000936,华西股份,2021-01-01,2024-12-31,updated,969,
000937,冀中能源,2021-01-01,2024-12-31,updated,969,
000938,紫光股份,2021-01-01,2024-12-31,updated,969,
000948,南天信息,2021-01-01,2024-12-31,updated,969,
000949,新乡化纤,2021-01-01,2024-12-31,updated,969,
000950,重药控股,2021-01-01,2024-12-31,updated,969,
000951,中国重汽,2021-01-01,2024-12-31,updated,969,
000952,广济药业,2021-01-01,2024-12-31,updated,969,
000953,中哲精化,2021-01-01,2024-12-31,updated,969,
000955,欣龙控股,2021-01-01,2024-12-31,updated,969,
000957,中通客车,2021-01-01,2024-12-31,updated,969,
000958,电投产融,2021-01-01,2024-12-31,updated,969,
000959,首钢股份,2021-01-01,2024-12-31,updated,969,
000960,锡业股份,2021-01-01,2024-12-31,updated,969,
000962,东方钽业,2021-01-01,2024-12-31,updated,969,
000963,华东医药,2021-01-01,2024-12-31,updated,969,
000965,天保基建,2021-01-01,2024-12-31,updated,969,
000966,长源电力,2021-01-01,2024-12-31,updated,969,
000967,盈峰环境,2021-01-01,2024-12-31,updated,969,
000968,蓝焰控股,2021-01-01,2024-12-31,updated,969,
000969,安泰科技,2021-01-01,2024-12-31,updated,969,
000970,中科三环,2021-01-01,2024-12-31,updated,969,
000972,*ST中基,2021-01-01,2024-12-31,updated,969,
000973,佛塑科技,2021-01-01,2024-12-31,updated,969,
000975,山金国际,2021-01-01,2024-12-31,updated,969,
000977,浪潮信息,2021-01-01,2024-12-31,updated,969,
000978,桂林旅游,2021-01-01,2024-12-31,updated,969,
000980,众泰汽车,2021-01-01,2024-12-31,updated,969,
000981,山子高科,2021-01-01,2024-12-31,updated,969,
000983,山西焦煤,2021-01-01,2024-12-31,updated,969,
000985,大庆华科,2021-01-01,2024-12-31,updated,969,
000987,越秀资本,2021-01-01,2024-12-31,updated,969,
000988,华工科技,2021-01-01,2024-12-31,updated,969,
000989,九芝堂,2021-01-01,2024-12-31,updated,969,
000990,诚志股份,2021-01-01,2024-12-31,updated,969,
000993,闽东电力,2021-01-01,2024-12-31,updated,969,
000995,皇台酒业,2021-01-01,2024-12-31,updated,969,
000997,新大陆,2021-01-01,2024-12-31,updated,969,
000998,隆平高科,2021-01-01,2024-12-31,updated,969,
000999,华润三九,2021-01-01,2024-12-31,updated,969,
001201,东瑞股份,2021-01-01,2024-12-31,updated,893,
001202,炬申股份,2021-01-01,2024-12-31,updated,892,
001203,大中矿业,2021-01-01,2024-12-31,updated,888,
001205,盛航股份,2021-01-01,2024-12-31,updated,885,
001206,依依股份,2021-01-01,2024-12-31,updated,882,
001207,联科科技,2021-01-01,2024-12-31,updated,857,
001208,华菱线缆,2021-01-01,2024-12-31,updated,856,
001209,洪兴股份,2021-01-01,2024-12-31,updated,835,
001210,金房能源,2021-01-01,2024-12-31,updated,831,
001211,双枪科技,2021-01-01,2024-12-31,updated,826,
001212,中旗新材,2021-01-01,2024-12-31,updated,814,
001213,中铁特货,2021-01-01,2024-12-31,updated,802,
001215,千味央厨,2021-01-01,2024-12-31,updated,804,
001216,华瓷股份,2021-01-01,2024-12-31,updated,780,
001217,华尔泰,2021-01-01,2024-12-31,updated,789,
001218,丽臣实业,2021-01-01,2024-12-31,updated,782,
001219,青岛食品,2021-01-01,2024-12-31,updated,778,
001220,世盟股份,2021-01-01,2024-12-31,empty,0,
001221,悍高集团,2021-01-01,2024-12-31,empty,0,
001222,源飞宠物,2021-01-01,2024-12-31,updated,575,
001223,欧克科技,2021-01-01,2024-12-31,updated,499,
001225,和泰机电,2021-01-01,2024-12-31,updated,453,
001226,拓山重工,2021-01-01,2024-12-31,updated,616,
001227,兰州银行,2021-01-01,2024-12-31,updated,717,
001228,永泰运,2021-01-01,2024-12-31,updated,650,
001229,魅视科技,2021-01-01,2024-12-31,updated,583,
001230,劲旅环境,2021-01-01,2024-12-31,updated,599,
001231,农心科技,2021-01-01,2024-12-31,updated,574,
001233,海安集团,2021-01-01,2024-12-31,empty,0,
001234,泰慕士,2021-01-01,2024-12-31,updated,721,
001236,弘业期货,2021-01-01,2024-12-31,updated,584,
001237,惠康科技,2021-01-01,2024-12-31,empty,0,
001238,浙江正特,2021-01-01,2024-12-31,updated,554,
001239,永达股份,2021-01-01,2024-12-31,updated,256,
001255,博菲电气,2021-01-01,2024-12-31,updated,545,
