code,name,start_date,end_date,status,rows,reason
600930,华电新能,2021-01-01,2024-12-31,empty,0,
600933,爱柯迪,2021-01-01,2024-12-31,updated,969,
600935,华塑股份,2021-01-01,2024-12-31,updated,752,
600936,北投科技,2021-01-01,2024-12-31,updated,969,
600938,中国海油,2021-01-01,2024-12-31,updated,656,
600939,重庆建工,2021-01-01,2024-12-31,updated,969,
600941,中国移动,2021-01-01,2024-12-31,updated,725,
600955,维远股份,2021-01-01,2024-12-31,updated,797,
600956,新天绿能,2021-01-01,2024-12-31,updated,969,
600958,东方证券,2021-01-01,2024-12-31,updated,969,
600959,江苏有线,2021-01-01,2024-12-31,updated,969,
600960,渤海汽车,2021-01-01,2024-12-31,updated,969,
600961,株冶集团,2021-01-01,2024-12-31,updated,969,
600962,国投中鲁,2021-01-01,2024-12-31,updated,969,
600963,岳阳林纸,2021-01-01,2024-12-31,updated,969,
600965,*ST福成,2021-01-01,2024-12-31,updated,969,
600966,博汇纸业,2021-01-01,2024-12-31,updated,969,
600967,内蒙一机,2021-01-01,2024-12-31,updated,969,
600968,海油发展,2021-01-01,2024-12-31,updated,969,
600969,郴电国际,2021-01-01,2024-12-31,updated,969,
600970,中材国际,2021-01-01,2024-12-31,updated,969,
600971,恒源煤电,2021-01-01,2024-12-31,updated,969,
600973,宝胜股份,2021-01-01,2024-12-31,updated,969,
600975,新五丰,2021-01-01,2024-12-31,updated,969,
600976,健民集团,2021-01-01,2024-12-31,updated,969,
600977,中国电影,2021-01-01,2024-12-31,updated,969,
600979,广安爱众,2021-01-01,2024-12-31,updated,969,
600980,北矿科技,2021-01-01,2024-12-31,updated,969,
600981,苏豪汇鸿,2021-01-01,2024-12-31,updated,969,
600982,宁波能源,2021-01-01,2024-12-31,updated,969,
600983,惠而浦,2021-01-01,2024-12-31,updated,969,
600984,建设机械,2021-01-01,2024-12-31,updated,969,
600985,淮北矿业,2021-01-01,2024-12-31,updated,969,
600986,浙文互联,2021-01-01,2024-12-31,updated,969,
600987,航民股份,2021-01-01,2024-12-31,updated,969,
600988,赤峰黄金,2021-01-01,2024-12-31,updated,969,
600989,宝丰能源,2021-01-01,2024-12-31,updated,969,
600990,四创电子,2021-01-01,2024-12-31,updated,969,
600992,贵绳股份,2021-01-01,2024-12-31,updated,969,
600993,马应龙,2021-01-01,2024-12-31,updated,969,
600995,南网储能,2021-01-01,2024-12-31,updated,969,
600996,贵广网络,2021-01-01,2024-12-31,updated,969,
600997,开滦股份,2021-01-01,2024-12-31,updated,969,
600998,九州通,2021-01-01,2024-12-31,updated,969,
600999,招商证券,2021-01-01,2024-12-31,updated,969,
601000,唐山港,2021-01-01,2024-12-31,updated,969,
601001,晋控煤业,2021-01-01,2024-12-31,updated,969,
601002,晋亿实业,2021-01-01,2024-12-31,updated,969,
601003,柳钢股份,2021-01-01,2024-12-31,updated,969,
601005,重庆钢铁,2021-01-01,2024-12-31,updated,969,
601006,大秦铁路,2021-01-01,2024-12-31,updated,969,
601007,金陵饭店,2021-01-01,2024-12-31,updated,969,
601008,连云港,2021-01-01,2024-12-31,updated,969,
601009,南京银行,2021-01-01,2024-12-31,updated,969,
601010,ST文峰,2021-01-01,2024-12-31,updated,969,
601011,宝泰隆,2021-01-01,2024-12-31,updated,969,
601012,隆基绿能,2021-01-01,2024-12-31,updated,969,
601015,陕西黑猫,2021-01-01,2024-12-31,updated,969,
601016,节能风电,2021-01-01,2024-12-31,updated,969,
601018,宁波港,2021-01-01,2024-12-31,updated,969,
601019,山东出版,2021-01-01,2024-12-31,updated,969,
601020,华钰矿业,2021-01-01,2024-12-31,updated,969,
601021,春秋航空,2021-01-01,2024-12-31,updated,969,
601022,宁波远洋,2021-01-01,2024-12-31,updated,501,
601026,道生天合,2021-01-01,2024-12-31,empty,0,
601033,永兴股份,2021-01-01,2024-12-31,updated,230,
601038,一拖股份,2021-01-01,2024-12-31,updated,969,
601058,赛轮轮胎,2021-01-01,2024-12-31,updated,969,
601059,信达证券,2021-01-01,2024-12-31,updated,468,
601061,中信金属,2021-01-01,2024-12-31,updated,421,
601065,江盐集团,2021-01-01,2024-12-31,updated,421,
601066,中信建投,2021-01-01,2024-12-31,updated,969,
601068,中铝国际,2021-01-01,2024-12-31,updated,969,
601069,西部黄金,2021-01-01,2024-12-31,updated,969,
601077,渝农商行,2021-01-01,2024-12-31,updated,969,
601083,锦江航运,2021-01-01,2024-12-31,updated,261,
601086,国芳集团,2021-01-01,2024-12-31,updated,969,
601088,中国神华,2021-01-01,2024-12-31,updated,969,
601089,福元医药,2021-01-01,2024-12-31,updated,610,
601096,宏盛华源,2021-01-01,2024-12-31,updated,248,
601098,中南传媒,2021-01-01,2024-12-31,updated,969,
601099,太平洋,2021-01-01,2024-12-31,updated,969,
601100,恒立液压,2021-01-01,2024-12-31,updated,969,
601101,昊华能源,2021-01-01,2024-12-31,updated,969,
601106,中国一重,2021-01-01,2024-12-31,updated,969,
601107,四川成渝,2021-01-01,2024-12-31,updated,969,
601108,财通证券,2021-01-01,2024-12-31,updated,969,
601111,中国国航,2021-01-01,2024-12-31,updated,969,
601112,振石股份,2021-01-01,2024-12-31,empty,0,
601113,华鼎股份,2021-01-01,2024-12-31,updated,969,
601116,三江购物,2021-01-01,2024-12-31,updated,969,
601117,中国化学,2021-01-01,2024-12-31,updated,969,
601118,海南橡胶,2021-01-01,2024-12-31,updated,969,
601121,宝地矿业,2021-01-01,2024-12-31,updated,441,
601126,四方股份,2021-01-01,2024-12-31,updated,969,
601127,赛力斯,2021-01-01,2024-12-31,updated,969,
601128,常熟银行,2021-01-01,2024-12-31,updated,969,
601133,柏诚股份,2021-01-01,2024-12-31,updated,421,
601136,首创证券,2021-01-01,2024-12-31,updated,491,
601137,博威合金,2021-01-01,2024-12-31,updated,969,
601138,工业富联,2021-01-01,2024-12-31,updated,969,
601139,深圳燃气,2021-01-01,2024-12-31,updated,969,
601155,新城控股,2021-01-01,2024-12-31,updated,969,
601156,东航物流,2021-01-01,2024-12-31,updated,866,
601158,重庆水务,2021-01-01,2024-12-31,updated,969,
601162,天风证券,2021-01-01,2024-12-31,updated,969,
601163,三角轮胎,2021-01-01,2024-12-31,updated,969,
601166,兴业银行,2021-01-01,2024-12-31,updated,969,
601168,西部矿业,2021-01-01,2024-12-31,updated,969,
601169,北京银行,2021-01-01,2024-12-31,updated,969,
601177,杭齿前进,2021-01-01,2024-12-31,updated,969,
601179,中国西电,2021-01-01,2024-12-31,updated,969,
601186,中国铁建,2021-01-01,2024-12-31,updated,969,
601187,厦门银行,2021-01-01,2024-12-31,updated,969,
601188,龙江交通,2021-01-01,2024-12-31,updated,969,
