code,name,start_date,end_date,status,rows,reason
300383,光环新网,2021-01-01,2024-12-31,updated,969,
300384,三联虹普,2021-01-01,2024-12-31,updated,969,
300385,ST雪浪,2021-01-01,2024-12-31,updated,969,
300386,飞天诚信,2021-01-01,2024-12-31,updated,969,
300387,富邦科技,2021-01-01,2024-12-31,updated,969,
300388,节能国祯,2021-01-01,2024-12-31,updated,969,
300389,艾比森,2021-01-01,2024-12-31,updated,969,
300390,天华新能,2021-01-01,2024-12-31,updated,969,
300393,中来股份,2021-01-01,2024-12-31,updated,969,
300394,天孚通信,2021-01-01,2024-12-31,updated,969,
300395,菲利华,2021-01-01,2024-12-31,updated,969,
300396,ST迪瑞,2021-01-01,2024-12-31,updated,969,
300397,天和防务,2021-01-01,2024-12-31,updated,969,
300398,飞凯材料,2021-01-01,2024-12-31,updated,969,
300399,天利科技,2021-01-01,2024-12-31,updated,969,
300400,劲拓股份,2021-01-01,2024-12-31,updated,969,
300401,花园生物,2021-01-01,2024-12-31,updated,969,
300402,宝色股份,2021-01-01,2024-12-31,updated,969,
300403,汉宇集团,2021-01-01,2024-12-31,updated,969,
300404,博济医药,2021-01-01,2024-12-31,updated,969,
300405,科隆股份,2021-01-01,2024-12-31,updated,969,
300406,九强生物,2021-01-01,2024-12-31,updated,969,
300407,凯发电气,2021-01-01,2024-12-31,updated,969,
300408,三环集团,2021-01-01,2024-12-31,updated,969,
300409,道氏技术,2021-01-01,2024-12-31,updated,969,
300410,正业科技,2021-01-01,2024-12-31,updated,969,
300411,金盾股份,2021-01-01,2024-12-31,updated,969,
300412,迦南科技,2021-01-01,2024-12-31,updated,969,
300413,芒果超媒,2021-01-01,2024-12-31,updated,969,
300414,中光防雷,2021-01-01,2024-12-31,updated,969,
300415,伊之密,2021-01-01,2024-12-31,updated,969,
300416,苏试试验,2021-01-01,2024-12-31,updated,969,
300417,南华仪器,2021-01-01,2024-12-31,updated,969,
300418,昆仑万维,2021-01-01,2024-12-31,updated,969,
300419,ST浩丰,2021-01-01,2024-12-31,updated,969,
300420,五洋自控,2021-01-01,2024-12-31,updated,969,
300421,力星股份,2021-01-01,2024-12-31,updated,969,
300422,博世科,2021-01-01,2024-12-31,updated,969,
300423,昇辉科技,2021-01-01,2024-12-31,updated,969,
300424,航新科技,2021-01-01,2024-12-31,updated,969,
300425,中建环能,2021-01-01,2024-12-31,updated,969,
300426,华智数媒,2021-01-01,2024-12-31,updated,969,
300427,红相股份,2021-01-01,2024-12-31,updated,969,
300428,立中集团,2021-01-01,2024-12-31,updated,969,
300429,强力新材,2021-01-01,2024-12-31,updated,969,
300430,*ST益通,2021-01-01,2024-12-31,updated,969,
300432,富临精工,2021-01-01,2024-12-31,updated,969,
300433,蓝思科技,2021-01-01,2024-12-31,updated,969,
300434,金石亚药,2021-01-01,2024-12-31,updated,969,
300435,中泰股份,2021-01-01,2024-12-31,updated,969,
300436,广生堂,2021-01-01,2024-12-31,updated,969,
300437,清水源,2021-01-01,2024-12-31,updated,969,
300438,鹏辉能源,2021-01-01,2024-12-31,updated,969,
300439,美康生物,2021-01-01,2024-12-31,updated,969,
300440,运达科技,2021-01-01,2024-12-31,updated,969,
300441,鲍斯股份,2021-01-01,2024-12-31,updated,969,
300442,润泽科技,2021-01-01,2024-12-31,updated,969,
300443,金雷股份,2021-01-01,2024-12-31,updated,969,
300444,双杰电气,2021-01-01,2024-12-31,updated,969,
300445,康斯特,2021-01-01,2024-12-31,updated,969,
300446,航天智造,2021-01-01,2024-12-31,updated,969,
300447,全信股份,2021-01-01,2024-12-31,updated,969,
300448,浩云科技,2021-01-01,2024-12-31,updated,969,
300449,汉邦高科,2021-01-01,2024-12-31,updated,969,
300450,先导智能,2021-01-01,2024-12-31,updated,969,
300451,创业慧康,2021-01-01,2024-12-31,updated,969,
300452,山河药辅,2021-01-01,2024-12-31,updated,969,
300453,三鑫医疗,2021-01-01,2024-12-31,updated,969,
300454,深信服,2021-01-01,2024-12-31,updated,969,
300455,航天智装,2021-01-01,2024-12-31,updated,969,
300456,赛微电子,2021-01-01,2024-12-31,updated,969,
300457,赢合科技,2021-01-01,2024-12-31,updated,969,
300458,全志科技,2021-01-01,2024-12-31,updated,969,
300459,汤姆猫,2021-01-01,2024-12-31,updated,969,
300460,ST惠伦,2021-01-01,2024-12-31,updated,969,
300461,田中精机,2021-01-01,2024-12-31,updated,969,
300462,ST华铭,2021-01-01,2024-12-31,updated,969,
300463,迈克生物,2021-01-01,2024-12-31,updated,969,
300464,星徽股份,2021-01-01,2024-12-31,updated,969,
300465,高伟达,2021-01-01,2024-12-31,updated,969,
300466,赛摩智能,2021-01-01,2024-12-31,updated,969,
300467,迅游科技,2021-01-01,2024-12-31,updated,969,
300468,四方精创,2021-01-01,2024-12-31,updated,969,
300469,信息发展,2021-01-01,2024-12-31,updated,969,
300470,中密控股,2021-01-01,2024-12-31,updated,969,
300471,厚普股份,2021-01-01,2024-12-31,updated,969,
300472,*ST新元,2021-01-01,2024-12-31,updated,969,
300473,德尔股份,2021-01-01,2024-12-31,updated,969,
300474,景嘉微,2021-01-01,2024-12-31,updated,969,
300475,香农芯创,2021-01-01,2024-12-31,updated,969,
300476,胜宏科技,2021-01-01,2024-12-31,updated,969,
300477,ST合纵,2021-01-01,2024-12-31,updated,969,
300478,杭州高新,2021-01-01,2024-12-31,updated,969,
300479,神思电子,2021-01-01,2024-12-31,updated,969,
300480,光力科技,2021-01-01,2024-12-31,updated,969,
300481,濮阳惠成,2021-01-01,2024-12-31,updated,969,
300482,万孚生物,2021-01-01,2024-12-31,updated,969,
300483,首华燃气,2021-01-01,2024-12-31,updated,969,
300484,蓝海华腾,2021-01-01,2024-12-31,updated,969,
300485,赛升药业,2021-01-01,2024-12-31,updated,969,
300486,东杰智能,2021-01-01,2024-12-31,updated,969,
300487,蓝晓科技,2021-01-01,2024-12-31,updated,969,
300488,恒锋工具,2021-01-01,2024-12-31,updated,969,
300489,光智科技,2021-01-01,2024-12-31,updated,969,
300490,华自科技,2021-01-01,2024-12-31,updated,969,
300491,通合科技,2021-01-01,2024-12-31,updated,969,
300492,华图山鼎,2021-01-01,2024-12-31,updated,969,
300493,润欣科技,2021-01-01,2024-12-31,updated,969,
300494,盛天网络,2021-01-01,2024-12-31,updated,969,
300496,中科创达,2021-01-01,2024-12-31,updated,969,
300497,富祥股份,2021-01-01,2024-12-31,updated,969,
300498,温氏股份,2021-01-01,2024-12-31,updated,969,
300499,高澜股份,2021-01-01,2024-12-31,updated,969,
300500,启迪设计,2021-01-01,2024-12-31,updated,969,
300501,海顺新材,2021-01-01,2024-12-31,updated,969,
300502,新易盛,2021-01-01,2024-12-31,updated,969,
300503,昊志机电,2021-01-01,2024-12-31,updated,969,
300504,天邑股份,2021-01-01,2024-12-31,updated,969,
300505,川金诺,2021-01-01,2024-12-31,updated,969,
300506,ST名家汇,2021-01-01,2024-12-31,updated,969,
300507,苏奥传感,2021-01-01,2024-12-31,updated,969,
300508,维宏股份,2021-01-01,2024-12-31,updated,969,
300509,新美星,2021-01-01,2024-12-31,updated,969,
300510,金冠股份,2021-01-01,2024-12-31,updated,969,
300511,雪榕生物,2021-01-01,2024-12-31,updated,969,
300512,中亚股份,2021-01-01,2024-12-31,updated,969,
300513,恒实科技,2021-01-01,2024-12-31,updated,969,
300514,友讯达,2021-01-01,2024-12-31,updated,969,
300515,三德科技,2021-01-01,2024-12-31,updated,969,
300516,久之洋,2021-01-01,2024-12-31,updated,969,
300517,海波重科,2021-01-01,2024-12-31,updated,969,
300518,新迅达,2021-01-01,2024-12-31,updated,969,
300519,新光药业,2021-01-01,2024-12-31,updated,969,
300520,科大国创,2021-01-01,2024-12-31,updated,969,
300521,爱司凯,2021-01-01,2024-12-31,updated,969,
300522,世名科技,2021-01-01,2024-12-31,updated,969,
300523,辰安科技,2021-01-01,2024-12-31,updated,969,
300525,博思软件,2021-01-01,2024-12-31,updated,969,
300527,ST应急,2021-01-01,2024-12-31,updated,969,
300528,幸福蓝海,2021-01-01,2024-12-31,updated,969,
300529,健帆生物,2021-01-01,2024-12-31,updated,969,
300530,领湃科技,2021-01-01,2024-12-31,updated,969,
300531,优博讯,2021-01-01,2024-12-31,updated,969,
300532,今天国际,2021-01-01,2024-12-31,updated,969,
300533,冰川网络,2021-01-01,2024-12-31,updated,969,
300534,陇神戎发,2021-01-01,2024-12-31,updated,969,
300535,达威股份,2021-01-01,2024-12-31,updated,969,
300536,农尚环境,2021-01-01,2024-12-31,updated,969,
300537,广信材料,2021-01-01,2024-12-31,updated,969,
300538,同益股份,2021-01-01,2024-12-31,updated,969,
300539,横河精密,2021-01-01,2024-12-31,updated,969,
300540,蜀道装备,2021-01-01,2024-12-31,updated,969,
300541,先进数通,2021-01-01,2024-12-31,updated,969,
300542,新晨科技,2021-01-01,2024-12-31,updated,969,
300543,朗科智能,2021-01-01,2024-12-31,updated,969,
300545,联得装备,2021-01-01,2024-12-31,updated,969,
300546,雄帝科技,2021-01-01,2024-12-31,updated,969,
300547,川环科技,2021-01-01,2024-12-31,updated,969,
300548,长芯博创,2021-01-01,2024-12-31,updated,969,
300549,优德精密,2021-01-01,2024-12-31,updated,969,
300550,和仁科技,2021-01-01,2024-12-31,updated,969,
300551,古鳌科技,2021-01-01,2024-12-31,updated,969,
300552,万集科技,2021-01-01,2024-12-31,updated,969,
300553,集智股份,2021-01-01,2024-12-31,updated,969,
300554,三超新材,2021-01-01,2024-12-31,updated,969,
300555,ST路通,2021-01-01,2024-12-31,updated,969,
300556,丝路视觉,2021-01-01,2024-12-31,updated,969,
300557,理工光科,2021-01-01,2024-12-31,updated,969,
300558,贝达药业,2021-01-01,2024-12-31,updated,969,
300559,佳发教育,2021-01-01,2024-12-31,updated,969,
300560,中富通,2021-01-01,2024-12-31,updated,969,
300561,汇金科技,2021-01-01,2024-12-31,updated,969,
300562,乐心医疗,2021-01-01,2024-12-31,updated,969,
300563,神宇股份,2021-01-01,2024-12-31,updated,969,
300564,筑博设计,2021-01-01,2024-12-31,updated,969,
300565,科信技术,2021-01-01,2024-12-31,updated,969,
300566,激智科技,2021-01-01,2024-12-31,updated,969,
300567,精测电子,2021-01-01,2024-12-31,updated,969,
300568,星源材质,2021-01-01,2024-12-31,updated,969,
300569,天能重工,2021-01-01,2024-12-31,updated,969,
300570,太辰光,2021-01-01,2024-12-31,updated,969,
300571,平治信息,2021-01-01,2024-12-31,updated,969,
300572,安车检测,2021-01-01,2024-12-31,updated,969,
300573,兴齐眼药,2021-01-01,2024-12-31,updated,969,
300575,中旗股份,2021-01-01,2024-12-31,updated,969,
300576,容大感光,2021-01-01,2024-12-31,updated,969,
300577,开润股份,2021-01-01,2024-12-31,updated,969,
300578,会畅科技,2021-01-01,2024-12-31,updated,969,
300579,数字认证,2021-01-01,2024-12-31,updated,969,
300580,贝斯特,2021-01-01,2024-12-31,updated,969,
300581,晨曦航空,2021-01-01,2024-12-31,updated,969,
300582,英飞特,2021-01-01,2024-12-31,updated,969,
300583,赛托生物,2021-01-01,2024-12-31,updated,969,
300584,海辰药业,2021-01-01,2024-12-31,updated,969,
300585,奥联电子,2021-01-01,2024-12-31,updated,969,
300586,美联新材,2021-01-01,2024-12-31,updated,969,
300587,天铁科技,2021-01-01,2024-12-31,updated,969,
300588,熙菱信息,2021-01-01,2024-12-31,updated,969,
300589,江龙船艇,2021-01-01,2024-12-31,updated,969,
300590,移为通信,2021-01-01,2024-12-31,updated,969,
300591,万里马,2021-01-01,2024-12-31,updated,969,
300592,华凯易佰,2021-01-01,2024-12-31,updated,969,
300593,新雷能,2021-01-01,2024-12-31,updated,969,
300594,ST朗进,2021-01-01,2024-12-31,updated,969,
300595,欧普康视,2021-01-01,2024-12-31,updated,969,
300596,利安隆,2021-01-01,2024-12-31,updated,969,
300597,吉大通信,2021-01-01,2024-12-31,updated,969,
300598,诚迈科技,2021-01-01,2024-12-31,updated,969,
300599,雄塑科技,2021-01-01,2024-12-31,updated,969,
300600,国瑞科技,2021-01-01,2024-12-31,updated,969,
300601,康泰生物,2021-01-01,2024-12-31,updated,969,
300602,飞荣达,2021-01-01,2024-12-31,updated,969,
300603,立昂技术,2021-01-01,2024-12-31,updated,969,
300604,长川科技,2021-01-01,2024-12-31,updated,969,
300605,恒锋信息,2021-01-01,2024-12-31,updated,969,
300606,金太阳,2021-01-01,2024-12-31,updated,969,
300607,拓斯达,2021-01-01,2024-12-31,updated,969,
300608,思特奇,2021-01-01,2024-12-31,updated,969,
300609,汇纳科技,2021-01-01,2024-12-31,updated,969,
300610,晨化股份,2021-01-01,2024-12-31,updated,969,
300611,美力科技,2021-01-01,2024-12-31,updated,969,
300612,宣亚国际,2021-01-01,2024-12-31,updated,969,
300613,富瀚微,2021-01-01,2024-12-31,updated,969,
300614,百川畅银,2021-01-01,2024-12-31,updated,877,
300615,欣天科技,2021-01-01,2024-12-31,updated,969,
300616,尚品宅配,2021-01-01,2024-12-31,updated,969,
300617,安靠智电,2021-01-01,2024-12-31,updated,969,
300618,寒锐钴业,2021-01-01,2024-12-31,updated,969,
300619,金银河,2021-01-01,2024-12-31,updated,969,
300620,光库科技,2021-01-01,2024-12-31,updated,969,
300621,维业股份,2021-01-01,2024-12-31,updated,969,
300622,博士眼镜,2021-01-01,2024-12-31,updated,969,
300623,捷捷微电,2021-01-01,2024-12-31,updated,969,
300624,万兴科技,2021-01-01,2024-12-31,updated,969,
300625,三雄极光,2021-01-01,2024-12-31,updated,969,
300626,华瑞股份,2021-01-01,2024-12-31,updated,969,
300627,华测导航,2021-01-01,2024-12-31,updated,969,
300628,亿联网络,2021-01-01,2024-12-31,updated,969,
300629,新劲刚,2021-01-01,2024-12-31,updated,969,
300631,久吾高科,2021-01-01,2024-12-31,updated,969,
300632,光莆股份,2021-01-01,2024-12-31,updated,969,
300633,开立医疗,2021-01-01,2024-12-31,updated,969,
300634,彩讯股份,2021-01-01,2024-12-31,updated,969,
300635,中达安,2021-01-01,2024-12-31,updated,969,
300636,同和药业,2021-01-01,2024-12-31,updated,969,
300637,扬帆新材,2021-01-01,2024-12-31,updated,969,
300638,广和通,2021-01-01,2024-12-31,updated,969,
300639,凯普生物,2021-01-01,2024-12-31,updated,969,
300640,德艺文创,2021-01-01,2024-12-31,updated,969,
300641,正丹股份,2021-01-01,2024-12-31,updated,969,
300642,透景生命,2021-01-01,2024-12-31,updated,969,
300643,万通智控,2021-01-01,2024-12-31,updated,969,
300644,南京聚隆,2021-01-01,2024-12-31,updated,969,
300645,正元智慧,2021-01-01,2024-12-31,updated,969,
300647,超频三,2021-01-01,2024-12-31,updated,969,
300648,星云股份,2021-01-01,2024-12-31,updated,969,
300649,杭州园林,2021-01-01,2024-12-31,updated,969,
300650,太龙股份,2021-01-01,2024-12-31,updated,969,
300651,金陵体育,2021-01-01,2024-12-31,updated,969,
300652,雷迪克,2021-01-01,2024-12-31,updated,969,
300653,正海生物,2021-01-01,2024-12-31,updated,969,
300654,世纪天鸿,2021-01-01,2024-12-31,updated,969,
300655,晶瑞电材,2021-01-01,2024-12-31,updated,969,
300656,民德电子,2021-01-01,2024-12-31,updated,969,
300657,弘信电子,2021-01-01,2024-12-31,updated,969,
300658,延江股份,2021-01-01,2024-12-31,updated,969,
300659,中孚信息,2021-01-01,2024-12-31,updated,969,
300660,江苏雷利,2021-01-01,2024-12-31,updated,969,
300661,圣邦股份,2021-01-01,2024-12-31,updated,969,
300662,科锐国际,2021-01-01,2024-12-31,updated,969,
300663,科蓝软件,2021-01-01,2024-12-31,updated,969,
300664,鹏鹞环保,2021-01-01,2024-12-31,updated,969,
300665,飞鹿股份,2021-01-01,2024-12-31,updated,969,
300666,江丰电子,2021-01-01,2024-12-31,updated,969,
300667,必创科技,2021-01-01,2024-12-31,updated,969,
300668,杰恩股份,2021-01-01,2024-12-31,updated,969,
300669,沪宁股份,2021-01-01,2024-12-31,updated,969,
300670,大烨智能,2021-01-01,2024-12-31,updated,969,
300671,富满微,2021-01-01,2024-12-31,updated,969,
300672,国科微,2021-01-01,2024-12-31,updated,969,
300673,佩蒂股份,2021-01-01,2024-12-31,updated,969,
300674,宇信科技,2021-01-01,2024-12-31,updated,969,
300675,建科院,2021-01-01,2024-12-31,updated,969,
300676,华大基因,2021-01-01,2024-12-31,updated,969,
300677,英科医疗,2021-01-01,2024-12-31,updated,969,
300678,中科信息,2021-01-01,2024-12-31,updated,969,
300679,电连技术,2021-01-01,2024-12-31,updated,969,
300680,隆盛科技,2021-01-01,2024-12-31,updated,969,
300681,英搏尔,2021-01-01,2024-12-31,updated,969,
300682,朗新科技,2021-01-01,2024-12-31,updated,969,
300683,海特生物,2021-01-01,2024-12-31,updated,969,
300684,中石科技,2021-01-01,2024-12-31,updated,969,
300685,艾德生物,2021-01-01,2024-12-31,updated,969,
300686,智动力,2021-01-01,2024-12-31,updated,969,
300687,赛意信息,2021-01-01,2024-12-31,updated,969,
300688,创业黑马,2021-01-01,2024-12-31,updated,969,
300689,澄天伟业,2021-01-01,2024-12-31,updated,969,
300690,双一科技,2021-01-01,2024-12-31,updated,969,
300691,联合光电,2021-01-01,2024-12-31,updated,969,
300692,中赋科技,2021-01-01,2024-12-31,updated,969,
300693,盛弘股份,2021-01-01,2024-12-31,updated,969,
300694,蠡湖股份,2021-01-01,2024-12-31,updated,969,
300695,兆丰股份,2021-01-01,2024-12-31,updated,969,
300696,爱乐达,2021-01-01,2024-12-31,updated,969,
300697,电工合金,2021-01-01,2024-12-31,updated,969,
300698,万马科技,2021-01-01,2024-12-31,updated,969,
300699,光威复材,2021-01-01,2024-12-31,updated,969,
300700,岱勒新材,2021-01-01,2024-12-31,updated,969,
300701,森霸传感,2021-01-01,2024-12-31,updated,969,
300702,天宇股份,2021-01-01,2024-12-31,updated,969,
300703,创源股份,2021-01-01,2024-12-31,updated,969,
300705,九典制药,2021-01-01,2024-12-31,updated,969,
300706,阿石创,2021-01-01,2024-12-31,updated,969,
300707,威唐工业,2021-01-01,2024-12-31,updated,969,
300708,聚灿光电,2021-01-01,2024-12-31,updated,969,
300709,精研科技,2021-01-01,2024-12-31,updated,969,
300710,万隆光电,2021-01-01,2024-12-31,updated,969,
300711,广哈通信,2021-01-01,2024-12-31,updated,969,
300712,永福股份,2021-01-01,2024-12-31,updated,969,
300713,英可瑞,2021-01-01,2024-12-31,updated,969,
300715,凯伦股份,2021-01-01,2024-12-31,updated,969,
300716,*ST泉为,2021-01-01,2024-12-31,updated,969,
300717,华信新材,2021-01-01,2024-12-31,updated,969,
300718,长盛轴承,2021-01-01,2024-12-31,updated,969,
300719,安达维尔,2021-01-01,2024-12-31,updated,969,
300720,海川智能,2021-01-01,2024-12-31,updated,969,
300721,怡达股份,2021-01-01,2024-12-31,updated,969,
300722,新余国科,2021-01-01,2024-12-31,updated,969,
300723,一品红,2021-01-01,2024-12-31,updated,969,
300724,捷佳伟创,2021-01-01,2024-12-31,updated,969,
300725,药石科技,2021-01-01,2024-12-31,updated,969,
300726,宏达电子,2021-01-01,2024-12-31,updated,969,
300727,润禾材料,2021-01-01,2024-12-31,updated,969,
300729,乐歌股份,2021-01-01,2024-12-31,updated,969,
300730,科创信息,2021-01-01,2024-12-31,updated,969,
300731,科创新源,2021-01-01,2024-12-31,updated,969,
300732,设研院,2021-01-01,2024-12-31,updated,969,
300733,西菱动力,2021-01-01,2024-12-31,updated,969,
300735,光弘科技,2021-01-01,2024-12-31,updated,969,
300736,百邦科技,2021-01-01,2024-12-31,updated,969,
300737,科顺股份,2021-01-01,2024-12-31,updated,969,
300738,奥飞数据,2021-01-01,2024-12-31,updated,969,
300739,明阳电路,2021-01-01,2024-12-31,updated,969,
300740,水羊股份,2021-01-01,2024-12-31,updated,969,
300741,华宝股份,2021-01-01,2024-12-31,updated,969,
300743,天地数码,2021-01-01,2024-12-31,updated,969,
300745,欣锐科技,2021-01-01,2024-12-31,updated,969,
300746,汉嘉数智,2021-01-01,2024-12-31,updated,969,
300747,锐科激光,2021-01-01,2024-12-31,updated,969,
300748,金力永磁,2021-01-01,2024-12-31,updated,969,
300749,顶固集创,2021-01-01,2024-12-31,updated,969,
300750,宁德时代,2021-01-01,2024-12-31,updated,969,
300751,迈为股份,2021-01-01,2024-12-31,updated,969,
300752,隆利科技,2021-01-01,2024-12-31,updated,969,
300753,爱朋医疗,2021-01-01,2024-12-31,updated,969,
300755,华致酒行,2021-01-01,2024-12-31,updated,969,
300756,金马游乐,2021-01-01,2024-12-31,updated,969,
300757,罗博特科,2021-01-01,2024-12-31,updated,969,
300758,七彩化学,2021-01-01,2024-12-31,updated,969,
300759,康龙化成,2021-01-01,2024-12-31,updated,969,
300760,迈瑞医疗,2021-01-01,2024-12-31,updated,969,
300761,立华股份,2021-01-01,2024-12-31,updated,969,
300762,上海瀚讯,2021-01-01,2024-12-31,updated,969,
300763,锦浪科技,2021-01-01,2024-12-31,updated,969,
300765,新诺威,2021-01-01,2024-12-31,updated,969,
300766,每日互动,2021-01-01,2024-12-31,updated,969,
300767,震安科技,2021-01-01,2024-12-31,updated,969,
300768,迪普科技,2021-01-01,2024-12-31,updated,969,
300769,德方纳米,2021-01-01,2024-12-31,updated,969,
300770,新媒股份,2021-01-01,2024-12-31,updated,969,
300771,智莱科技,2021-01-01,2024-12-31,updated,969,
300772,运达股份,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300772, error=10001001, msg=用户未登录"
300773,拉卡拉,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300773, error=10001001, msg=用户未登录"
300774,倍杰特,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300774, error=10001001, msg=用户未登录"
300775,三角防务,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300775, error=10001001, msg=用户未登录"
300776,帝尔激光,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300776, error=10001001, msg=用户未登录"
300777,中简科技,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300777, error=10001001, msg=用户未登录"
300778,新城市,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300778, error=10001001, msg=用户未登录"
300779,惠城环保,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300779, error=10001001, msg=用户未登录"
300780,德恩精工,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300780, error=10001001, msg=用户未登录"
300781,因赛集团,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300781, error=10001001, msg=用户未登录"
300782,卓胜微,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300782, error=10001001, msg=用户未登录"
300783,三只松鼠,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300783, error=10001001, msg=用户未登录"
300784,利安科技,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300784, error=10001001, msg=用户未登录"
300785,值得买,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300785, error=10001001, msg=用户未登录"
300786,国林科技,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300786, error=10001001, msg=用户未登录"
300787,海能实业,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300787, error=10001001, msg=用户未登录"
300788,中信出版,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300788, error=10001001, msg=用户未登录"
300789,唐源电气,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300789, error=10001001, msg=用户未登录"
300790,宇瞳光学,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300790, error=10001001, msg=用户未登录"
300791,仙乐健康,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300791, error=10001001, msg=用户未登录"
300792,壹网壹创,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300792, error=10001001, msg=用户未登录"
300793,佳禾智能,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300793, error=10001001, msg=用户未登录"
300795,米奥会展,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300795, error=10001001, msg=用户未登录"
300796,贝斯美,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300796, error=10001001, msg=用户未登录"
300797,钢研纳克,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300797, error=10001001, msg=用户未登录"
300798,锦鸡股份,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300798, error=10001001, msg=用户未登录"
300800,力合科技,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300800, error=10001001, msg=用户未登录"
300801,泰和科技,2021-01-01,2024-12-31,failed,0,"RuntimeError: query_history_k_data_plus failed: code=sz.300801, error=10001001, msg=用户未登录"
