rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.82943755230673,75.95225213055573,688135,利扬芯片,bottom_area,2021-09-22,38.18,2021-09-17,37.29,2.3866988468758397,4.04934298739608,29.641509433962266,False,0.1311,2.7374,1,1,1,100.0,12.225405921680993,12.225405921680993,7.61330115312416,2.3866988468758397,历史1/1次成功; 当前距低点2.39%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
2,79.466796887958,75.09442811984752,000532,华金资本,bottom_area,2021-09-22,13.07,2021-09-22,12.81,2.02966432474629,3.590944574551125,28.595317725752512,False,-1.9505,1.7263,1,1,1,100.0,25.710014947683103,25.710014947683103,7.97033567525371,2.02966432474629,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
3,77.80908247816106,71.59334249193645,688316,青云科技,bottom_area,2021-09-22,57.36,2021-09-17,57.0,0.6315789473684201,3.508771929824561,29.785661492978573,False,-1.4094,1.9314,2,2,2,100.0,12.921196193206702,13.030303030303022,9.36842105263158,0.6315789473684201,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
4,77.02653839041271,70.42129168171424,002127,南极电商,bottom_area,2021-09-22,6.77,2021-09-22,6.75,0.29629629629629,2.5185185185185177,28.87249736564805,False,-2.7299,2.7911,1,1,1,100.0,19.17659804983748,19.17659804983748,9.70370370370371,0.29629629629629,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
5,76.71343139439803,70.61230152394343,603005,晶方科技,bottom_area,2021-09-22,44.79,2021-09-22,44.5,0.6516853932584251,2.0000000000000013,29.92125984251969,False,-0.4224,1.377,1,1,1,100.0,24.55991516436903,24.55991516436903,9.348314606741576,0.6516853932584251,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
6,74.26565957074818,71.13677203786808,688071,华依科技,bottom_area,2021-09-22,35.24,2021-09-22,34.3,2.740524781341122,4.8979591836734695,29.04426975589575,False,-2.0567,8.0996,1,1,1,100.0,13.146067415730336,13.146067415730336,7.259475218658879,2.740524781341122,历史1/1次成功; 当前距低点2.74%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
7,74.14087293178949,71.13203417597285,300463,迈克生物,bottom_area,2021-09-22,27.66,2021-09-17,26.9,2.825278810408928,5.762081784386621,32.75,False,-2.0191,1.1324,1,1,1,100.0,14.159515396264513,14.159515396264513,7.1747211895910725,2.825278810408928,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
8,73.63173193636003,67.8783292803747,688080,映翰通,bottom_area,2021-09-22,48.23,2021-09-17,47.88,0.7309941520467717,4.594820384294059,31.502145922746784,False,-3.3467,0.9675,1,1,1,100.0,21.048365306673873,21.048365306673873,9.26900584795323,0.7309941520467717,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
