rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.00885457326713,80.58743508423332,688095,福昕软件,bottom_area,2022-06-28,72.77,2022-06-28,70.81,2.7679706256178416,3.9259991526620546,30.48301590418221,False,0.2204,1.1534,2,2,2,100.0,25.152731777645194,31.679509356817103,12.232029374382158,2.7679706256178416,历史2/2次成功; 当前距低点2.77%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
2,81.96684063049655,75.11970677399802,603222,济民健康,bottom_area,2022-06-28,10.96,2022-06-20,10.66,2.814258911819894,5.81613508442776,31.535003211303792,False,0.1828,1.6814,4,6,4,66.66666666666666,35.21263670043394,68.46504559270518,12.185741088180105,2.814258911819894,历史4/6次成功; 当前距低点2.81%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
3,62.956281740341694,58.07822066274693,600382,广东明珠,bottom_area,2022-06-28,4.56,2022-06-28,4.42,3.1674208144796308,3.8461538461538445,27.77777777777778,False,0.885,0.5676,1,2,1,50.0,17.365269461077848,17.365269461077848,11.832579185520368,3.1674208144796308,历史1/2次成功; 当前距低点3.17%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
4,62.952905117739135,56.80838713614818,002116,中国海诚,bottom_area,2022-06-28,9.25,2022-06-28,9.07,1.984564498346193,2.535832414553478,29.635376260667183,False,-0.5376,2.1995,1,2,1,50.0,18.51179673321235,18.51179673321235,13.015435501653808,1.984564498346193,历史1/2次成功; 当前距低点1.98%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
