rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.91310903923207,86.20754131940551,603327,福蓉科技,bottom_area,2023-06-05,11.63,2023-06-01,11.25,3.3777777777777844,3.8222222222222197,27.419354838709676,False,1.6608,0.361,4,4,4,100.0,29.510078778165898,52.609776304888165,6.622222222222216,3.3777777777777844,历史4/4次成功; 当前距低点3.38%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
14,79.47397299923159,75.29954214805306,600935,华塑股份,bottom_area,2023-06-05,3.77,2023-05-31,3.69,2.168021680216804,3.2520325203252063,27.788649706457928,False,-0.7895,0.1984,1,1,1,100.0,28.50877192982458,28.50877192982458,7.831978319783197,2.168021680216804,历史1/1次成功; 当前距低点2.17%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
15,78.50309499828546,77.00204252377144,603290,斯达半导,bottom_area,2023-06-05,221.2,2023-06-01,212.72,3.986461075592323,8.104550582925917,29.922582770548512,True,-1.8198,1.076,3,3,3,100.0,17.42566546302117,23.2822670787034,6.013538924407678,3.986461075592323,历史3/3次成功; 当前距低点3.99%; 最新日涨幅-1.82%; 状态bottom_area; 底部已确认
16,78.1954748653465,74.51924320615184,300753,爱朋医疗,bottom_area,2023-06-05,19.48,2023-06-05,19.01,2.472382956338763,4.576538663861112,30.519005847953206,False,-1.3671,28.2043,1,1,1,100.0,28.044496487119456,28.044496487119456,7.5276170436612375,2.472382956338763,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
17,78.0560854097827,75.076040901749,300363,博腾股份,bottom_area,2023-06-05,31.34,2023-05-30,30.44,2.9566360052562373,5.946123521681993,27.01989930472309,False,-2.1237,1.1912,1,1,1,100.0,36.97403760071621,36.97403760071621,7.043363994743763,2.9566360052562373,历史1/1次成功; 当前距低点2.96%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
18,78.00917605332172,74.37102586892306,002132,恒星科技,bottom_area,2023-06-05,3.7,2023-06-01,3.61,2.493074792243776,3.6011080332410064,29.902912621359228,False,-0.2695,0.4642,2,2,2,100.0,10.834604275477771,11.088295687885012,7.506925207756225,2.493074792243776,历史2/2次成功; 当前距低点2.49%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
19,77.16487782169669,76.69167387650127,601598,中国外运,bottom_area,2023-06-05,4.7,2023-05-25,4.49,4.677060133630288,7.34966592427617,27.110389610389607,True,0.0,0.5769,2,2,2,100.0,18.41597301708783,18.82640586797067,5.322939866369712,4.677060133630288,历史2/2次成功; 当前距低点4.68%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
20,77.1044310915538,75.69320190352202,601111,中国国航,bottom_area,2023-06-05,8.26,2023-06-02,7.94,4.030226700251881,4.408060453400488,29.920564872021178,False,1.3497,0.5526,1,1,1,100.0,30.97913322632423,30.97913322632423,5.969773299748119,4.030226700251881,历史1/1次成功; 当前距低点4.03%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
21,76.53782997015864,73.06948984903696,002041,登海种业,bottom_area,2023-06-05,15.59,2023-05-30,15.2,2.565789473684214,3.552631578947375,28.30188679245283,False,-0.574,0.2818,1,1,1,100.0,21.395106715252467,21.395106715252467,7.434210526315786,2.565789473684214,历史1/1次成功; 当前距低点2.57%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
22,75.82912989991208,73.4082205004298,601388,怡球资源,bottom_area,2023-06-05,2.82,2023-05-30,2.73,3.296703296703291,4.3956043956043995,27.777777777777775,False,-0.7042,0.4623,2,2,2,100.0,15.509161381254394,18.333333333333325,6.70329670329671,3.296703296703291,历史2/2次成功; 当前距低点3.30%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
23,75.28776128390226,73.56527622225022,600955,维远股份,bottom_area,2023-06-05,18.92,2023-06-01,18.23,3.784969829950638,4.552934722984083,28.453689167974883,False,-0.578,0.2416,2,2,2,100.0,22.33874964805201,25.969084423305596,6.215030170049363,3.784969829950638,历史2/2次成功; 当前距低点3.78%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
24,74.81537876105651,74.41782111901836,300762,上海瀚讯,bottom_area,2023-06-05,11.98,2023-05-10,11.44,4.720279720279728,6.6433566433566416,27.50316856780735,False,0.8418,1.0527,1,1,1,100.0,32.580961727183514,32.580961727183514,5.279720279720273,4.720279720279728,历史1/1次成功; 当前距低点4.72%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
25,74.42128396649949,68.89062792205297,002567,唐人神,bottom_area,2023-06-05,6.39,2023-06-05,6.33,0.9478672985781929,5.213270142180096,32.008592910848556,False,-3.7651,3.8101,2,2,2,100.0,12.482609477479864,13.8187221396731,9.052132701421808,0.9478672985781929,历史2/2次成功; 当前距低点0.95%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
26,74.15489675219997,72.68283924843422,002084,海鸥住工,bottom_area,2023-06-05,3.95,2023-06-01,3.8,3.947368421052641,4.473684210526326,27.06333973128599,False,0.0,0.6439,1,1,1,100.0,13.778705636743219,13.778705636743219,6.052631578947359,3.947368421052641,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
27,73.22855532625722,68.29840552356296,600984,建设机械,bottom_area,2023-06-05,4.53,2023-06-01,4.47,1.342281879194642,4.697986577181208,28.480000000000004,False,-2.3707,0.9881,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,8.657718120805358,1.342281879194642,历史2/3次成功; 当前距低点1.34%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
28,72.48666179847163,70.51938287700999,002481,双塔食品,bottom_area,2023-06-05,4.66,2023-06-01,4.5,3.555555555555559,6.222222222222228,27.41935483870968,False,-1.8947,0.5913,1,1,1,100.0,19.817470664928287,19.817470664928287,6.444444444444441,3.555555555555559,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
29,72.43104272761474,70.74792672882415,600256,广汇能源,bottom_area,2023-06-05,7.44,2023-06-01,7.17,3.765690376569044,5.718270571827059,29.49852507374631,False,-0.2681,0.8903,1,1,1,100.0,23.62204724409449,23.62204724409449,6.234309623430956,3.765690376569044,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
30,67.21482383223206,65.96609218537715,002268,电科网安,confirmed_rebound,2023-06-05,29.53,2023-05-30,28.39,4.015498414934838,10.954561465304682,32.725118483412324,False,-0.8395,1.7854,1,1,1,100.0,11.190476190476202,11.190476190476202,5.984501585065162,4.015498414934838,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-0.84%; 状态confirmed_rebound; 底部未确认
31,66.47530991132503,66.20476160668234,000572,海马汽车,confirmed_rebound,2023-06-05,4.16,2023-05-26,3.97,4.785894206549117,10.579345088161196,32.59762308998301,True,-1.1876,0.7955,1,1,1,100.0,12.723658051689855,12.723658051689855,5.214105793450884,4.785894206549117,历史1/1次成功; 当前距低点4.79%; 最新日涨幅-1.19%; 状态confirmed_rebound; 底部已确认
32,61.98656159543928,61.05670715618001,600409,三友化工,bottom_area,2023-06-05,5.45,2023-05-31,5.23,4.206500956022939,5.927342256214141,29.324324324324323,False,-0.7286,0.5958,2,3,2,66.66666666666666,15.81108961960026,18.95551257253386,5.793499043977062,4.206500956022939,历史2/3次成功; 当前距低点4.21%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
