rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.12440258854232,85.67339975980434,600135,乐凯胶片,bottom_area,2026-06-01,9.21,12.8,2026-06-01,9.03,1.9933554817275914,3.211517165005547,29.453125000000007,28.046875,False,0.6557,2.0482,2,2,2,100.0,43.00134547388843,56.981132075471706,18.00664451827241,1.9933554817275914,历史2/2次成功; 当前距低点1.99%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
2,94.57685186033584,82.20499944401203,300798,锦鸡股份,bottom_area,2026-06-01,8.0,11.45,2026-06-01,7.82,2.3017902813299194,4.603580562659839,31.703056768558945,30.131004366812224,False,1.5228,3.1974,1,1,1,100.0,44.801512287334596,44.801512287334596,17.698209718670082,2.3017902813299194,历史1/1次成功; 当前距低点2.30%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
3,93.55975806640171,79.14420621931262,300272,开能健康,bottom_area,2026-06-01,6.16,9.02,2026-06-01,6.11,0.8183306055646452,2.7823240589198024,32.26164079822616,31.707317073170728,False,0.4894,2.4395,1,1,1,100.0,65.74468085106382,65.74468085106382,19.181669394435357,0.8183306055646452,历史1/1次成功; 当前距低点0.82%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
4,93.35053426053862,83.17578635014836,300348,长亮科技,bottom_area,2026-06-01,10.48,14.95,2026-06-01,10.11,3.659742828882305,4.945598417408506,32.37458193979933,29.899665551839462,False,3.0482,2.3979,2,2,2,100.0,61.67178134052256,87.71331058020478,16.340257171117695,3.659742828882305,历史2/2次成功; 当前距低点3.66%; 最新日涨幅3.05%; 状态bottom_area; 底部未确认
5,93.11931435801836,81.21328855949102,601238,广汽集团,bottom_area,2026-06-01,6.18,8.67,2026-05-28,6.03,2.4875621890547173,3.1509121061359786,30.44982698961937,28.719723183391004,False,1.8122,0.3007,2,2,2,100.0,25.08027070180526,26.42487046632124,17.512437810945283,2.4875621890547173,历史2/2次成功; 当前距低点2.49%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
6,91.51925469809134,79.45452629433198,688228,开普云,bottom_area,2026-06-01,90.0,121.5,2026-05-29,88.03,2.237873452232192,10.155628762921728,27.54732510288066,25.925925925925924,False,1.7639,3.1952,5,7,5,71.42857142857143,41.135287525306936,77.58669034489205,17.76212654776781,2.237873452232192,历史5/7次成功; 当前距低点2.24%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
7,91.10998030046889,81.40153977664846,300355,蒙草生态,bottom_area,2026-06-01,3.27,4.38,2026-05-27,3.15,3.8095238095238133,6.349206349206354,28.08219178082192,25.342465753424655,False,2.8302,1.3612,3,3,3,100.0,25.63039818474601,33.201581027668,16.19047619047619,3.8095238095238133,历史3/3次成功; 当前距低点3.81%; 最新日涨幅2.83%; 状态bottom_area; 底部未确认
8,90.90292118160406,78.6558377239199,600808,马钢股份,bottom_area,2026-06-01,2.98,4.2,2026-06-01,2.92,2.054794520547947,2.3972602739726128,30.476190476190478,29.04761904761905,False,1.0169,0.8981,1,1,1,100.0,22.692307692307686,22.692307692307686,17.945205479452053,2.054794520547947,历史1/1次成功; 当前距低点2.05%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
9,90.52588166869212,76.91693655472058,002413,雷科防务,bottom_area,2026-06-01,10.49,14.26,2026-06-01,10.38,1.05973025048169,2.5048169556840056,27.20897615708274,26.437587657784007,False,0.191,2.9877,2,3,2,66.66666666666666,40.034703543828805,51.174934725848566,18.94026974951831,1.05973025048169,历史2/3次成功; 当前距低点1.06%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
10,90.36383829897214,77.04536933110874,002902,铭普光磁,bottom_area,2026-06-01,31.62,43.03,2026-06-01,31.23,1.248799231508167,6.596221581812356,27.422728329072743,26.516383918196606,False,-5.0736,12.892,1,1,1,100.0,36.84210526315789,36.84210526315789,18.751200768491834,1.248799231508167,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-5.07%; 状态bottom_area; 底部未确认
11,89.20192555341954,75.11825427546677,300984,金沃股份,bottom_area,2026-06-01,56.26,76.8,2026-06-01,55.94,0.5720414730067935,2.306042188058633,27.161458333333332,26.744791666666668,False,-1.2809,2.9055,1,1,1,100.0,47.809187279151935,47.809187279151935,19.42795852699321,0.5720414730067935,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
12,89.18746399519867,80.55015790643623,300411,金盾股份,bottom_area,2026-06-01,8.3,11.24,2026-05-28,7.95,4.402515723270447,6.9182389937106885,29.270462633451956,26.15658362989323,False,3.3624,2.2883,3,3,3,100.0,28.322009438133495,33.550488599348526,15.597484276729553,4.402515723270447,历史3/3次成功; 当前距低点4.40%; 最新日涨幅3.36%; 状态bottom_area; 底部未确认
13,89.0649746291722,79.35178885630499,601390,中国中铁,bottom_area,2026-06-01,4.82,6.47,2026-05-28,4.65,3.6559139784946217,3.6559139784946217,28.129829984544042,25.502318392581135,False,1.0482,0.4778,1,1,1,100.0,46.06060606060606,46.06060606060606,16.34408602150538,3.6559139784946217,历史1/1次成功; 当前距低点3.66%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
14,88.49649429911746,75.78020606231863,603520,司太立,bottom_area,2026-06-01,10.25,14.37,2026-06-01,10.1,1.4851485148514887,3.5643564356435764,29.714683368128043,28.67084203201113,False,-0.4854,3.7128,1,1,1,100.0,22.72228320526894,22.72228320526894,18.51485148514851,1.4851485148514887,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
15,88.30090420000286,79.92541272719899,000919,金陵药业,bottom_area,2026-06-01,6.47,8.83,2026-05-28,6.19,4.523424878836823,4.684975767366721,29.898074745186857,26.72706681766705,False,2.0505,1.7488,3,3,3,100.0,26.44527661799429,31.2267657992565,15.476575121163178,4.523424878836823,历史3/3次成功; 当前距低点4.52%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
16,88.16279344821898,78.71440350886269,002987,京北方,bottom_area,2026-06-01,11.83,15.99,2026-06-01,11.4,3.7719298245614006,4.8245614035087625,28.705440900562852,26.01626016260163,False,3.3188,1.2045,2,2,2,100.0,27.389266176681016,28.88432580424366,16.2280701754386,3.7719298245614006,历史2/2次成功; 当前距低点3.77%; 最新日涨幅3.32%; 状态bottom_area; 底部未确认
17,88.01468223216513,76.97854957956942,300164,通源石油,bottom_area,2026-06-01,10.1,14.13,2026-05-28,9.84,2.6422764227642253,6.605691056910573,30.36093418259024,28.52087756546356,False,1.8145,7.7854,3,4,3,75.0,25.042687222966958,28.79952690715554,17.357723577235777,2.6422764227642253,历史3/4次成功; 当前距低点2.64%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
18,88.00541778975739,79.05571428571427,000913,钱江摩托,bottom_area,2026-06-01,11.66,15.85,2026-05-28,11.2,4.107142857142865,4.553571428571443,29.33753943217666,26.43533123028391,False,2.2807,0.9457,1,1,1,100.0,53.534183082271134,53.534183082271134,15.892857142857137,4.107142857142865,历史1/1次成功; 当前距低点4.11%; 最新日涨幅2.28%; 状态bottom_area; 底部未确认
19,87.76694823546332,73.22962188262647,601698,中国卫通,bottom_area,2026-06-01,29.67,41.0,2026-06-01,29.65,0.06745362563238828,2.8330522765598647,27.682926829268297,27.63414634146341,False,-1.4286,0.7317,1,1,1,100.0,31.469979296066242,31.469979296066242,19.932546374367615,0.06745362563238828,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
20,87.27178062080647,73.38818056064508,301696,三瑞智能,bottom_area,2026-06-01,122.0,169.0,2026-06-01,121.4,0.49423393739702987,6.25205930807249,28.165680473372777,27.810650887573964,False,-5.014,16.8462,1,1,1,100.0,47.76899966618449,47.76899966618449,19.505766062602973,0.49423393739702987,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-5.01%; 状态bottom_area; 底部未确认
21,87.27174138514145,73.54217391304347,688667,菱电电控,bottom_area,2026-06-01,115.7,162.88,2026-06-01,115.0,0.6086956521739155,7.008695652173914,29.395874263261295,28.96611001964636,False,-4.309,2.8538,1,1,1,100.0,71.22137404580155,71.22137404580155,19.391304347826086,0.6086956521739155,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
22,86.1117301854975,76.51494097807759,002252,上海莱士,bottom_area,2026-06-01,5.31,7.26,2026-05-27,5.13,3.5087719298245554,3.8986354775828493,29.338842975206607,26.85950413223141,False,0.0,0.6168,1,1,1,100.0,29.005059021922442,29.005059021922442,16.491228070175445,3.5087719298245554,历史1/1次成功; 当前距低点3.51%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
23,86.03061678497205,74.49500904159132,300292,吴通控股,bottom_area,2026-06-01,5.36,7.3,2026-05-28,5.25,2.0952380952381016,6.285714285714287,28.082191780821912,26.575342465753423,False,-0.5566,6.0587,1,1,1,100.0,23.291139240506325,23.291139240506325,17.9047619047619,2.0952380952381016,历史1/1次成功; 当前距低点2.10%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
24,85.92357495293753,76.06548774162316,002773,康弘药业,bottom_area,2026-06-01,21.25,30.6,2026-05-28,20.57,3.305785123966941,4.132231404958684,32.77777777777778,30.555555555555557,False,1.1905,0.9106,1,1,1,100.0,24.10041841004185,24.10041841004185,16.694214876033058,3.305785123966941,历史1/1次成功; 当前距低点3.31%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
25,85.3061516960868,76.39234662059987,603325,博隆技术,bottom_area,2026-06-01,55.98,77.95,2026-06-01,53.86,3.9361307092461892,4.845896769402152,30.90442591404747,28.18473380372034,False,3.0749,1.8087,1,1,1,100.0,33.584541062801925,33.584541062801925,16.063869290753814,3.9361307092461892,历史1/1次成功; 当前距低点3.94%; 最新日涨幅3.07%; 状态bottom_area; 底部未确认
26,85.21056006127627,76.26107470907756,301225,恒勃股份,bottom_area,2026-06-01,93.7,134.46,2026-05-29,90.18,3.903304502106893,11.77644710578841,32.93172690763052,30.313847984530717,True,2.9218,9.1678,3,4,3,75.0,27.44951061226492,31.690140845070424,16.09669549789311,3.903304502106893,历史3/4次成功; 当前距低点3.90%; 最新日涨幅2.92%; 状态bottom_area; 底部已确认
27,84.65296308554261,74.09904327677566,300536,农尚环境,bottom_area,2026-06-01,10.7,14.54,2026-05-29,10.42,2.6871401151631416,8.92514395393474,28.335625859697384,26.409903713892714,True,1.3258,7.3728,4,7,4,57.14285714285714,39.608340380517234,60.27027027027027,17.312859884836858,2.6871401151631416,历史4/7次成功; 当前距低点2.69%; 最新日涨幅1.33%; 状态bottom_area; 底部已确认
28,84.07979106254116,72.00203102040817,002248,华东数控,bottom_area,2026-06-01,10.23,14.05,2026-06-01,10.08,1.4880952380952417,2.6785714285714244,28.256227758007118,27.18861209964413,False,0.4912,2.7413,2,4,2,50.0,38.30585034013606,47.360000000000014,18.51190476190476,1.4880952380952417,历史2/4次成功; 当前距低点1.49%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
29,84.06863224991736,74.28883610451308,002300,太阳电缆,bottom_area,2026-06-01,8.69,11.73,2026-06-01,8.42,3.206650831353914,4.3942992874109175,28.218243819266842,25.916453537936924,False,1.6374,2.7274,3,5,3,60.0,50.34643279142729,75.7716049382716,16.79334916864609,3.206650831353914,历史3/5次成功; 当前距低点3.21%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
30,83.99360062742748,70.45955656980243,688778,厦钨新能,bottom_area,2026-06-01,61.13,86.8,2026-06-01,60.91,0.3611886389755475,5.040223280249549,29.82718894009217,29.573732718894004,False,-2.6902,1.4606,1,1,1,100.0,20.177777777777774,20.177777777777774,19.63881136102445,0.3611886389755475,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
31,83.2725296643869,74.592164273057,002760,凤形股份,bottom_area,2026-06-01,19.73,26.5,2026-06-01,18.98,3.9515279241306636,5.163329820864069,28.377358490566035,25.547169811320753,False,2.4935,6.0948,1,1,1,100.0,24.094881398252184,24.094881398252184,16.048472075869338,3.9515279241306636,历史1/1次成功; 当前距低点3.95%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
