rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.12440258854232,85.67339975980434,600135,乐凯胶片,bottom_area,2026-06-01,9.21,12.8,2026-06-01,9.03,1.9933554817275914,3.211517165005547,29.453125000000007,28.046875,False,0.6557,2.0482,2,2,2,100.0,43.00134547388843,56.981132075471706,18.00664451827241,1.9933554817275914,历史2/2次成功; 当前距低点1.99%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
32,83.18628762541806,69.32190635451505,002297,博云新材,bottom_area,2026-06-01,19.66,29.24,2026-06-01,19.66,0.0,5.696846388606312,32.76333789329685,32.76333789329685,False,-4.6094,19.5837,1,1,1,100.0,32.10702341137123,32.10702341137123,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
33,83.06799820385565,72.10958961448819,688166,博瑞医药,bottom_area,2026-06-01,51.3,72.88,2026-05-29,50.18,2.231964926265439,8.011159824631333,31.147091108671788,29.610318331503844,True,-0.9461,2.4794,2,3,2,66.66666666666666,41.83765042853081,50.993377483443716,17.768035073734563,2.231964926265439,历史2/3次成功; 当前距低点2.23%; 最新日涨幅-0.95%; 状态bottom_area; 底部已确认
34,82.9456858096163,73.36231972005905,603178,圣龙股份,bottom_area,2026-06-01,17.76,24.0,2026-06-01,17.2,3.2558139534883854,3.662790697674413,28.33333333333334,25.999999999999996,False,1.0814,2.8953,6,9,6,66.66666666666666,31.176929394332788,47.51869476546566,16.744186046511615,3.2558139534883854,历史6/9次成功; 当前距低点3.26%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
35,82.56167854215717,74.79388205146516,000912,泸天化,bottom_area,2026-06-01,3.89,5.43,2026-05-27,3.72,4.569892473118277,5.107526881720428,31.491712707182312,28.360957642725594,False,3.183,1.8154,4,5,4,80.0,26.092671452552917,33.20388349514563,15.430107526881724,4.569892473118277,历史4/5次成功; 当前距低点4.57%; 最新日涨幅3.18%; 状态bottom_area; 底部未确认
36,81.65411897314746,68.91168760828903,688502,茂莱光学,bottom_area,2026-06-01,432.99,606.3,2026-06-01,430.02,0.6906655504395208,5.34393749127948,29.07471548738248,28.584858980702617,False,-4.2058,3.133,1,1,1,100.0,26.109704641350206,26.109704641350206,19.30933444956048,0.6906655504395208,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
37,81.62615031419354,69.32577138382791,688552,航天南湖,bottom_area,2026-06-01,31.19,42.49,2026-05-29,30.87,1.0366051182377722,7.547781017168778,27.347611202635914,26.594492821840433,False,-0.3514,0.7812,2,3,2,66.66666666666666,21.411636487867607,21.800367421922857,18.96339488176223,1.0366051182377722,历史2/3次成功; 当前距低点1.04%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
38,81.052104220334,68.26835960703677,000762,西藏矿业,bottom_area,2026-06-01,29.35,41.43,2026-06-01,29.18,0.5825908156271477,2.364633310486639,29.567945932898866,29.157615254646384,False,-0.744,2.7385,2,3,2,66.66666666666666,54.884457817237255,71.15671641791043,19.417409184372854,0.5825908156271477,历史2/3次成功; 当前距低点0.58%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
39,80.91873994419002,70.3904293133657,002506,协鑫集成,bottom_area,2026-06-01,3.49,4.9,2026-06-01,3.41,2.346041055718477,4.1055718475073215,30.408163265306126,28.775510204081634,False,0.8671,4.1486,2,3,2,66.66666666666666,20.713635772780442,21.019108280254766,17.653958944281523,2.346041055718477,历史2/3次成功; 当前距低点2.35%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
40,80.85873775669842,70.73615067705141,002470,金正大,bottom_area,2026-06-01,2.32,3.17,2026-06-01,2.26,2.654867256637171,3.539823008849561,28.70662460567824,26.81388012618297,False,0.8696,2.3165,2,3,2,66.66666666666666,26.357964276975775,30.327868852459027,17.34513274336283,2.654867256637171,历史2/3次成功; 当前距低点2.65%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
41,80.02694899504328,72.63984601088545,601186,中国铁建,bottom_area,2026-06-01,6.49,8.93,2026-05-28,6.2,4.67741935483871,4.838709677419352,30.571108622620375,27.32362821948488,False,1.4063,0.5191,1,1,1,100.0,22.496570644718787,22.496570644718787,15.32258064516129,4.67741935483871,历史1/1次成功; 当前距低点4.68%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
42,79.6227540372518,67.69332874746208,688160,步科股份,bottom_area,2026-06-01,105.5,151.89,2026-06-01,104.36,1.0923725565350715,7.224990417784598,31.292382645335437,30.54183948910395,False,-4.895,3.0807,2,3,2,66.66666666666666,23.53371779406109,26.542553191489354,18.907627443464932,1.0923725565350715,历史2/3次成功; 当前距低点1.09%; 最新日涨幅-4.89%; 状态bottom_area; 底部未确认
43,78.85487779568135,70.32213438475183,000829,天音控股,bottom_area,2026-06-01,8.67,12.03,2026-06-01,8.36,3.7081339712918724,5.3827751196172375,30.507065669160433,27.93017456359102,False,2.847,2.2428,3,5,3,60.0,34.820859351060705,46.4765100671141,16.291866028708128,3.7081339712918724,历史3/5次成功; 当前距低点3.71%; 最新日涨幅2.85%; 状态bottom_area; 底部未确认
44,78.54456217326218,69.0731984109182,002759,天际股份,bottom_area,2026-06-01,28.34,39.6,2026-06-01,27.53,2.942244823828546,6.211405739193597,30.47979797979798,28.43434343434344,False,1.5771,7.1345,3,6,3,50.0,40.3844978991789,72.99787384833452,17.057755176171455,2.942244823828546,历史3/6次成功; 当前距低点2.94%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
45,77.75805159481752,65.0967363707137,300895,铜牛信息,bottom_area,2026-06-01,60.0,81.99,2026-06-01,59.85,0.2506265664160377,3.592314118629906,27.003293084522497,26.820343944383456,False,-1.9608,4.6952,2,3,2,66.66666666666666,28.879022986427948,35.27357392316647,19.749373433583965,0.2506265664160377,历史2/3次成功; 当前距低点0.25%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
46,77.57650448105728,65.0056942071055,002083,孚日股份,bottom_area,2026-06-01,9.97,14.53,2026-05-26,9.94,0.3018108651911583,4.627766599597594,31.589814177563664,31.383344803854087,False,-0.5982,1.8988,2,3,2,66.66666666666666,29.01696942513269,31.79487179487179,19.698189134808842,0.3018108651911583,历史2/3次成功; 当前距低点0.30%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
47,77.53669122447845,68.46252823401544,300471,厚普股份,bottom_area,2026-06-01,10.11,13.73,2026-06-01,9.8,3.1632653061224354,4.387755102040813,28.62345229424617,26.365622723962133,False,2.0182,2.0106,2,3,2,66.66666666666666,20.366163791978032,20.386007237635724,16.836734693877563,3.1632653061224354,历史2/3次成功; 当前距低点3.16%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
48,77.30500812915994,65.07944083125425,688037,芯源微,bottom_area,2026-06-01,237.32,330.0,2026-06-01,236.01,0.5550612262192289,6.673446040422017,28.481818181818184,28.084848484848486,False,-3.2532,3.799,4,6,4,66.66666666666666,26.066203012728074,34.08866995073892,19.444938773780773,0.5550612262192289,历史4/6次成功; 当前距低点0.56%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
49,76.85520316833319,64.43685203225715,600078,澄星股份,bottom_area,2026-06-01,12.09,16.88,2026-06-01,12.05,0.3319502074688726,3.73443983402489,28.613744075829377,28.37677725118483,False,-1.3061,2.9785,2,3,2,66.66666666666666,26.328128164621056,30.647709320695093,19.66804979253113,0.3319502074688726,历史2/3次成功; 当前距低点0.33%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
50,76.71951577971417,68.46502038621172,003038,鑫铂股份,bottom_area,2026-06-01,12.74,17.26,2026-06-01,12.28,3.745928338762222,4.96742671009773,28.85283893395134,26.18771726535342,False,3.1579,2.4867,2,3,2,66.66666666666666,27.521883504961874,29.536152796725773,16.25407166123778,3.745928338762222,历史2/3次成功; 当前距低点3.75%; 最新日涨幅3.16%; 状态bottom_area; 底部未确认
51,76.64658812277965,67.989647961869,002519,银河电子,bottom_area,2026-06-01,6.66,9.11,2026-06-01,6.44,3.4161490683229774,4.813664596273286,29.308452250274414,26.893523600439075,False,0.3012,3.2155,2,3,2,66.66666666666666,20.923662209562995,20.959595959595962,16.583850931677024,3.4161490683229774,历史2/3次成功; 当前距低点3.42%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
52,76.52783485941244,67.59051132413572,300437,清水源,bottom_area,2026-06-01,12.66,17.3,2026-05-29,12.27,3.178484107579467,5.378973105134476,29.075144508670526,26.820809248554916,False,3.0106,5.4232,6,11,6,54.54545454545454,25.46041348171349,30.330330330330323,16.821515892420535,3.178484107579467,历史6/11次成功; 当前距低点3.18%; 最新日涨幅3.01%; 状态bottom_area; 底部未确认
53,76.33198138379659,69.67897179417861,300149,睿智医药,bottom_area,2026-06-01,8.63,11.72,2026-05-28,8.22,4.987834549878347,11.19221411192214,29.86348122866894,26.36518771331058,True,-1.0321,2.5883,1,1,1,100.0,23.662551440329203,23.662551440329203,15.012165450121653,4.987834549878347,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-1.03%; 状态bottom_area; 底部已确认
54,75.50113404370826,66.48413756312435,603109,神驰机电,bottom_area,2026-06-01,19.48,26.2,2026-06-01,18.91,3.014278159703862,3.7546271813855148,27.824427480916032,25.648854961832058,False,1.6701,0.8147,3,6,3,50.0,27.347805200264215,33.71428571428571,16.98572184029614,3.014278159703862,历史3/6次成功; 当前距低点3.01%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
55,74.67318900094806,63.993794481092614,002418,康盛股份,bottom_area,2026-06-01,4.65,6.69,2026-06-01,4.58,1.5283842794759888,3.7117903930130987,31.539611360239167,30.493273542600896,False,0.432,3.7607,1,2,1,50.0,29.078014184397176,29.078014184397176,18.471615720524014,1.5283842794759888,历史1/2次成功; 当前距低点1.53%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
56,74.4811937414529,62.21004816152635,300657,弘信电子,bottom_area,2026-06-01,40.05,58.55,2026-06-01,40.0,0.1249999999999929,5.549999999999997,31.68232280102476,31.596925704526047,False,-1.476,12.3414,2,4,2,50.0,31.263699793152412,33.47457627118643,19.87500000000001,0.1249999999999929,历史2/4次成功; 当前距低点0.12%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
57,74.3212815528455,64.90603101666102,300603,立昂技术,bottom_area,2026-06-01,9.21,12.6,2026-06-01,8.98,2.561247216035639,4.231625835189298,28.730158730158724,26.904761904761898,False,0.4362,4.4964,3,8,3,37.5,40.39341220011974,49.427168576104755,17.43875278396436,2.561247216035639,历史3/8次成功; 当前距低点2.56%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
58,73.81287361951739,66.87297447877748,600130,波导股份,bottom_area,2026-06-01,5.03,6.86,2026-06-01,4.81,4.573804573804587,6.02910602910603,29.88338192419826,26.676384839650147,False,2.0284,4.3981,3,5,3,60.0,26.888434984150216,32.23140495867769,15.426195426195413,4.573804573804587,历史3/5次成功; 当前距低点4.57%; 最新日涨幅2.03%; 状态bottom_area; 底部未确认
59,73.09103210293839,62.23435387720525,000592,平潭发展,bottom_area,2026-06-01,8.61,12.46,2026-05-29,8.51,1.1750881316098667,4.347826086956533,31.701444622792945,30.89887640449439,False,0.3497,4.0841,1,5,1,20.0,46.9545957918051,46.9545957918051,18.824911868390135,1.1750881316098667,历史1/5次成功; 当前距低点1.18%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
60,72.97010759447569,61.05887892565791,301611,珂玛科技,bottom_area,2026-06-01,89.39,128.9,2026-06-01,89.19,0.2242403856934666,5.258437044511714,30.80682699767262,30.651667959658653,False,-3.4039,5.6061,2,4,2,50.0,36.506166693758125,46.48437499999999,19.775759614306534,0.2242403856934666,历史2/4次成功; 当前距低点0.22%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
61,72.20423217200819,60.662438105740435,688182,灿勤科技,bottom_area,2026-06-01,33.89,46.6,2026-06-01,33.74,0.4445761707172453,5.186721991701244,27.596566523605148,27.274678111587985,False,-3.1714,2.3621,2,4,2,50.0,37.0756547041707,49.999999999999986,19.555423829282756,0.4445761707172453,历史2/4次成功; 当前距低点0.44%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
62,71.67747742964946,60.98115549658403,002392,北京利尔,bottom_area,2026-06-01,8.05,11.33,2026-05-29,7.96,1.1306532663316677,7.788944723618092,29.74404236540159,28.94969108561341,False,0.3741,2.1474,1,4,1,25.0,28.838951310861425,28.838951310861425,18.869346733668333,1.1306532663316677,历史1/4次成功; 当前距低点1.13%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
63,70.58571678751461,62.84959580761764,300592,华凯易佰,bottom_area,2026-06-01,12.3,16.3,2026-05-28,11.87,3.6225779275484546,7.41364785172705,27.17791411042946,24.539877300613497,True,0.4902,3.5179,1,2,1,50.0,39.403620873269425,39.403620873269425,16.377422072451548,3.6225779275484546,历史1/2次成功; 当前距低点3.62%; 最新日涨幅0.49%; 状态bottom_area; 底部已确认
64,69.81222803085369,58.747090974949835,688208,道通科技,bottom_area,2026-06-01,30.22,42.15,2026-05-29,30.06,0.5322687957418502,15.76846307385229,28.68327402135231,28.303677342823253,False,-0.2969,3.5199,2,5,2,40.0,39.30464424323251,43.885869565217384,19.46773120425815,0.5322687957418502,历史2/5次成功; 当前距低点0.53%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
65,68.85117373680605,59.55488142095919,600418,江淮汽车,bottom_area,2026-06-01,36.58,52.75,2026-05-29,35.85,2.0362622036262117,7.949790794979084,32.03791469194313,30.654028436018958,False,-1.1885,1.988,2,5,2,40.0,22.244942178639526,24.365079365079367,17.963737796373792,2.0362622036262117,历史2/5次成功; 当前距低点2.04%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
66,68.0194637362075,59.14359482091627,002772,众兴菌业,bottom_area,2026-06-01,13.66,19.2,2026-06-01,13.35,2.322097378277157,2.8464419475655487,30.46875,28.854166666666664,False,1.6369,2.9467,1,3,1,33.33333333333333,32.175502742230364,32.175502742230364,17.677902621722843,2.322097378277157,历史1/3次成功; 当前距低点2.32%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
67,67.98227354042682,59.82847761353902,300546,雄帝科技,bottom_area,2026-06-01,17.61,23.58,2026-05-29,17.1,2.982456140350865,6.432748538011683,27.480916030534342,25.31806615776081,False,2.087,2.6678,2,6,2,33.33333333333333,27.285721936589546,33.791666666666664,17.017543859649138,2.982456140350865,历史2/6次成功; 当前距低点2.98%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
68,66.75824226765006,56.32943820224722,300626,华瑞股份,bottom_area,2026-06-01,34.05,46.8,2026-06-01,33.82,0.6800709639266613,5.9727971614429425,27.735042735042732,27.243589743589748,False,-4.0575,7.0751,1,2,1,50.0,60.05625879043601,60.05625879043601,19.31992903607334,0.6800709639266613,历史1/2次成功; 当前距低点0.68%; 最新日涨幅-4.06%; 状态bottom_area; 底部未确认
