rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.97294637317468,86.57315630523719,002678,珠江钢琴,bottom_area,2025-11-21,4.99,2025-11-03,4.92,1.4227642276422823,7.113821138211375,29.613733905579405,True,-2.1569,1.1153,4,4,4,100.0,20.79063841000859,35.5191256830601,6.577235772357717,1.4227642276422823,历史4/4次成功; 当前距低点1.42%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
12,83.05811219773277,76.90565944234515,002682,龙洲股份,bottom_area,2025-11-21,5.72,2025-11-21,5.72,0.0,3.4965034965034993,27.226463104325703,False,-9.9213,18.9579,4,4,4,100.0,22.87988947497389,42.121212121212146,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
13,82.9269414293513,78.46173034539657,300687,赛意信息,bottom_area,2025-11-21,22.52,2025-11-21,22.27,1.1225864391558151,3.771890435563538,27.055355388142814,False,-1.011,3.0287,2,2,2,100.0,16.028104444472227,23.299319727891156,6.877413560844185,1.1225864391558151,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
14,82.27336411546311,76.2523407528012,603026,石大胜华,confirmed_rebound,2025-11-21,80.14,2025-11-21,80.1,0.04993757802747347,8.913857677902623,27.55065123010131,False,-8.1595,11.4455,4,4,4,100.0,17.936550702708807,31.14618918600542,7.950062421972527,0.04993757802747347,历史4/4次成功; 当前距低点0.05%; 最新日涨幅-8.16%; 状态confirmed_rebound; 底部未确认
15,82.24575997213893,76.15348145568419,600376,首开股份,bottom_area,2025-11-21,5.68,2025-11-21,5.68,0.0,7.218309859154933,28.911138923654573,False,-5.3333,8.7566,4,4,4,100.0,18.835921804753653,24.99999999999999,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-5.33%; 状态bottom_area; 底部未确认
16,82.21772606380439,76.66817303439831,601126,四方股份,bottom_area,2025-11-21,24.58,2025-11-21,24.49,0.3674969375255201,5.716619028174774,27.864506627393236,False,-6.219,3.6182,3,3,3,100.0,30.516484150303725,46.85534591194968,7.63250306247448,0.3674969375255201,历史3/3次成功; 当前距低点0.37%; 最新日涨幅-6.22%; 状态bottom_area; 底部未确认
17,82.13581984474534,77.71471600112572,688050,爱博医疗,bottom_area,2025-11-21,60.3,2025-11-21,59.63,1.1235955056179685,2.666443065571015,28.86794703566742,False,-1.1475,1.2413,2,2,2,100.0,12.024267494272554,12.90770757525636,6.876404494382032,1.1235955056179685,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
18,82.07705274715609,76.29438426135556,000661,长春高新,bottom_area,2025-11-21,98.91,2025-11-21,98.71,0.2026137169486403,2.7048931212643113,30.37313959229739,False,-2.7338,1.6844,3,3,3,100.0,16.270664172034742,25.03526756324649,7.79738628305136,0.2026137169486403,历史3/3次成功; 当前距低点0.20%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
19,82.01130061761914,75.93638946075846,301038,深水规院,bottom_area,2025-11-21,23.5,2025-11-21,23.5,0.0,3.4893617021276606,27.803379416282638,False,-2.6915,1.5444,3,3,3,100.0,24.12037344493796,39.102564102564095,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
20,81.65129095848233,76.47455205045173,002374,中锐股份,confirmed_rebound,2025-11-21,3.38,2025-11-21,3.36,0.5952380952380958,13.392857142857148,27.429805615550755,False,-2.3121,17.2435,5,5,5,100.0,15.600510255884876,24.873096446700508,7.404761904761904,0.5952380952380958,历史5/5次成功; 当前距低点0.60%; 最新日涨幅-2.31%; 状态confirmed_rebound; 底部未确认
21,81.48117085146473,75.75210686204521,000063,中兴通讯,bottom_area,2025-11-21,38.07,2025-11-21,37.99,0.21058173203474145,2.921821531982099,27.638095238095232,False,-2.8579,2.4815,3,3,3,100.0,13.452866726260273,17.19567492152075,7.789418267965259,0.21058173203474145,历史3/3次成功; 当前距低点0.21%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
22,81.26017068853244,78.5841694057931,603809,豪能股份,bottom_area,2025-11-21,11.77,2025-11-21,11.51,2.258905299739355,4.257167680278021,32.294117647058826,False,-0.5912,2.3594,2,2,2,100.0,30.615448866660387,31.661442006269603,5.7410947002606445,2.258905299739355,历史2/2次成功; 当前距低点2.26%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
23,81.09999670239812,75.71743129471048,002338,奥普光电,bottom_area,2025-11-21,49.01,2025-11-21,48.8,0.43032786885246077,2.418032786885245,30.632551528073915,False,-2.0779,1.5974,3,3,3,100.0,15.960101267172554,20.995288574793882,7.56967213114754,0.43032786885246077,历史3/3次成功; 当前距低点0.43%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
24,81.05859797620069,76.38042911396397,688286,敏芯股份,bottom_area,2025-11-21,72.1,2025-11-21,71.45,0.9097270818754255,4.89853044086774,28.39963924240906,False,-4.033,2.9217,7,7,7,100.0,18.94949925075238,30.759999999999994,7.090272918124575,0.9097270818754255,历史7/7次成功; 当前距低点0.91%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
25,80.81110093125356,77.79725173902978,600693,东百集团,confirmed_rebound,2025-11-21,8.57,2025-11-21,8.4,2.023809523809523,8.928571428571429,30.578512396694208,False,-1.2673,15.2498,3,3,3,100.0,17.051276630728402,30.632090761750412,5.976190476190477,2.023809523809523,历史3/3次成功; 当前距低点2.02%; 最新日涨幅-1.27%; 状态confirmed_rebound; 底部未确认
26,80.71425023461005,74.93016715590836,002664,信质集团,bottom_area,2025-11-21,22.23,2025-11-21,22.2,0.13513513513514025,3.5585585585585546,29.746835443037977,False,-3.3478,2.0489,2,2,2,100.0,34.990727225895085,52.526315789473685,7.86486486486486,0.13513513513514025,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
27,80.49447942973785,74.53192539790541,605178,时空科技,bottom_area,2025-11-21,62.1,2025-11-21,62.1,0.0,6.409017713365535,29.335457441966312,False,-10.0,4.8992,4,4,4,100.0,10.117878483362354,11.97247706422018,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
28,80.18855442083769,74.24866150077564,000753,漳州发展,confirmed_rebound,2025-11-21,7.91,2025-11-21,7.91,0.0,10.366624525916565,30.123674911660782,False,-9.3929,8.4292,4,4,4,100.0,18.8100080686862,43.344709897610926,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.39%; 状态confirmed_rebound; 底部未确认
29,80.10821638391664,76.07975828381686,688027,国盾量子,bottom_area,2025-11-21,436.0,2025-11-21,430.33,1.3175934747751763,4.496549159947023,29.45409836065574,False,-4.5952,5.095,4,5,4,80.0,25.827265625291705,54.833310085088584,6.682406525224824,1.3175934747751763,历史4/5次成功; 当前距低点1.32%; 最新日涨幅-4.60%; 状态bottom_area; 底部未确认
30,79.33489779129566,73.69070855001979,002136,安纳达,confirmed_rebound,2025-11-21,12.21,2025-11-21,12.19,0.16406890894176662,10.172272354388845,29.45601851851853,False,-7.4299,10.5687,3,3,3,100.0,22.230030443048534,42.29299363057326,7.835931091058233,0.16406890894176662,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-7.43%; 状态confirmed_rebound; 底部未确认
31,79.26644555006928,74.44914775420872,688148,芳源股份,confirmed_rebound,2025-11-21,9.52,2025-11-21,9.45,0.7407407407407438,11.11111111111112,31.322674418604656,False,-10.2733,8.4889,5,5,5,100.0,16.709874425256036,26.66666666666668,7.259259259259257,0.7407407407407438,历史5/5次成功; 当前距低点0.74%; 最新日涨幅-10.27%; 状态confirmed_rebound; 底部未确认
32,79.13572525490434,76.27620279114295,603127,昭衍新药,bottom_area,2025-11-21,27.4,2025-11-21,26.84,2.086438152011918,5.923994038748137,29.33122696155871,False,-3.1117,2.9714,2,2,2,100.0,26.307966546936147,41.08695652173912,5.913561847988082,2.086438152011918,历史2/2次成功; 当前距低点2.09%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
33,78.3656700231894,72.65900618317471,605333,沪光股份,bottom_area,2025-11-21,28.5,2025-11-21,28.48,0.0702247191011221,2.844101123595501,28.58575727181545,False,-2.6972,0.5701,4,5,4,80.0,21.76945453078103,29.01840490797546,7.929775280898878,0.0702247191011221,历史4/5次成功; 当前距低点0.07%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
34,78.14501836873598,72.83198666364564,000620,盈新发展,confirmed_rebound,2025-11-21,2.95,2025-11-21,2.94,0.3401360544217766,8.163265306122456,28.11735941320293,False,-8.9506,9.606,9,10,9,90.0,24.771488536168206,58.4192439862543,7.659863945578224,0.3401360544217766,历史9/10次成功; 当前距低点0.34%; 最新日涨幅-8.95%; 状态confirmed_rebound; 底部未确认
35,78.03005908885841,73.05846281436826,688608,恒玄科技,bottom_area,2025-11-21,200.16,2025-11-21,199.01,0.577860409024675,2.7285061052208466,30.899305555555557,False,-1.3018,2.0172,1,1,1,100.0,36.80636853195971,36.80636853195971,7.422139590975325,0.577860409024675,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
36,77.9132079992266,73.45455331412106,688588,凌志软件,bottom_area,2025-11-21,14.01,2025-11-21,13.88,0.9365994236311168,4.178674351585014,30.599999999999994,False,-2.0964,1.8659,1,1,1,100.0,43.33333333333334,43.33333333333334,7.063400576368883,0.9365994236311168,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
37,77.67724038242544,74.28132287604157,300680,隆盛科技,bottom_area,2025-11-21,42.47,2025-11-21,41.77,1.6758439071103561,4.357194158486952,28.9625850340136,False,-0.7942,5.3517,3,4,3,75.0,21.167994538995604,34.71428571428571,6.324156092889643,1.6758439071103561,历史3/4次成功; 当前距低点1.68%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
38,77.50092458100748,71.7601153527847,002309,中利集团,bottom_area,2025-11-21,3.06,2025-11-21,3.06,0.0,5.8823529411764754,29.49308755760368,False,-6.422,6.8203,7,8,7,87.5,22.299007273035993,55.97014925373133,8.0,0.0,历史7/8次成功; 当前距低点0.00%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
39,77.41595309047798,71.68143804673888,002578,闽发铝业,confirmed_rebound,2025-11-21,3.73,2025-11-21,3.73,0.0,9.651474530831097,30.410447761194032,False,-9.6852,12.986,3,3,3,100.0,21.674398100746647,38.589211618257245,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.69%; 状态confirmed_rebound; 底部未确认
40,77.2831066021573,72.9448100070039,688310,迈得医疗,bottom_area,2025-11-21,15.2,2025-11-21,15.05,0.9966777408637779,6.245847176079731,29.804104477611943,False,-4.6424,1.8179,3,3,3,100.0,18.210942237490904,23.648648648648653,7.003322259136222,0.9966777408637779,历史3/3次成功; 当前距低点1.00%; 最新日涨幅-4.64%; 状态bottom_area; 底部未确认
41,76.98421418187054,72.42373283891362,603151,邦基科技,bottom_area,2025-11-21,18.32,2025-11-21,18.17,0.825536598789205,3.5773252614199147,32.62884686688913,False,-2.8117,1.9995,1,1,1,100.0,36.42987249544626,36.42987249544626,7.1744634012107955,0.825536598789205,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
42,76.90607333653284,72.31170436277152,002748,世龙实业,bottom_area,2025-11-21,11.37,2025-11-21,11.28,0.7978723404255307,5.6737588652482325,28.335451080050834,False,-5.25,7.4068,3,3,3,100.0,12.370179026568422,15.77181208053692,7.20212765957447,0.7978723404255307,历史3/3次成功; 当前距低点0.80%; 最新日涨幅-5.25%; 状态bottom_area; 底部未确认
43,76.83169823051165,73.42444749021004,688766,普冉股份,bottom_area,2025-11-21,121.97,2025-11-21,120.0,1.6416666666666655,7.816666666666664,28.22966507177033,False,-12.9594,9.0341,1,1,1,100.0,22.190577904355056,22.190577904355056,6.358333333333335,1.6416666666666655,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-12.96%; 状态bottom_area; 底部未确认
44,76.80418119026064,71.3338238129714,301338,凯格精机,bottom_area,2025-11-21,56.5,2025-11-21,56.41,0.15954617975536856,4.18365538025174,27.540141297366734,False,-4.7218,3.5623,2,2,2,100.0,15.954780122653972,16.035634743875285,7.840453820244632,0.15954617975536856,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
45,76.47041603506757,71.2273805855162,301017,漱玉平民,bottom_area,2025-11-21,13.02,2025-11-21,12.98,0.30816640986131855,5.084745762711865,27.566964285714292,False,-2.8358,7.0636,1,1,1,100.0,23.655913978494613,23.655913978494613,7.691833590138682,0.30816640986131855,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
46,76.27529701371469,75.08345840130505,300258,精锻科技,bottom_area,2025-11-21,12.65,2025-11-21,12.26,3.181076672104409,4.812398042414355,29.418537708693155,False,0.0791,3.3054,1,1,1,100.0,17.29200652528549,17.29200652528549,4.818923327895591,3.181076672104409,历史1/1次成功; 当前距低点3.18%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
47,76.00054019889703,71.55721688905716,000803,山高环能,bottom_area,2025-11-21,6.97,2025-11-21,6.91,0.8683068017366079,4.920405209840808,27.94577685088634,False,-4.1265,5.5751,2,2,2,100.0,25.843851596863644,36.1111111111111,7.131693198263392,0.8683068017366079,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
48,75.94590927467495,71.52155275538814,603197,保隆科技,bottom_area,2025-11-21,34.4,2025-11-21,34.1,0.8797653958944197,2.170087976539595,27.431368376250266,False,-0.8074,1.4436,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,7.12023460410558,0.8797653958944197,历史5/6次成功; 当前距低点0.88%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
49,75.75213807657101,70.22779244944262,003038,鑫铂股份,bottom_area,2025-11-21,15.56,2025-11-21,15.55,0.06430868167202435,5.016077170417991,27.975914775358955,False,-5.0641,4.1826,1,1,1,100.0,25.507614213197975,25.507614213197975,7.935691318327976,0.06430868167202435,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
50,75.63935744402148,72.51888394718551,688337,普源精电,bottom_area,2025-11-21,36.57,2025-11-21,35.92,1.8095768374164771,3.674832962138085,28.159999999999997,False,-1.6142,1.3149,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,6.1904231625835235,1.8095768374164771,历史4/6次成功; 当前距低点1.81%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
51,75.55192572945033,70.67567789975307,300591,万里马,confirmed_rebound,2025-11-21,9.45,2025-11-21,9.4,0.5319148936170099,8.404255319148927,27.131782945736433,False,-8.6957,15.6922,2,2,2,100.0,27.19593471612817,29.663608562691135,7.468085106382991,0.5319148936170099,历史2/2次成功; 当前距低点0.53%; 最新日涨幅-8.70%; 状态confirmed_rebound; 底部未确认
52,75.51748273527421,69.9235951252539,603173,福斯达,bottom_area,2025-11-21,36.88,2025-11-21,36.88,0.0,3.9587852494577023,32.81107669885225,False,-3.6069,4.6577,1,1,1,100.0,35.34190927555856,35.34190927555856,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
53,75.45876051988553,73.11895399213714,688665,四方光电,bottom_area,2025-11-21,46.8,2025-11-21,45.72,2.3622047244094455,3.8713910761154926,27.715415019762844,False,-1.2241,1.0475,1,1,1,100.0,19.16548797736917,19.16548797736917,5.6377952755905545,2.3622047244094455,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
54,75.10797069179993,70.86303524704915,688171,纬德信息,confirmed_rebound,2025-11-21,41.4,2025-11-21,41.0,0.9756097560975575,8.219512195121945,28.34673191191891,False,-5.5441,0.9909,3,3,3,100.0,16.975405865331158,20.508658008658003,7.024390243902443,0.9756097560975575,历史3/3次成功; 当前距低点0.98%; 最新日涨幅-5.54%; 状态confirmed_rebound; 底部未确认
55,74.55607149289986,69.0705728732084,688411,海博思创,bottom_area,2025-11-21,286.28,2025-11-21,286.2,0.027952480782663904,5.5136268343815615,32.81847843947325,False,-5.362,8.5979,1,1,1,100.0,18.84034693221972,18.84034693221972,7.972047519217336,0.027952480782663904,历史1/1次成功; 当前距低点0.03%; 最新日涨幅-5.36%; 状态bottom_area; 底部未确认
56,73.82760739791443,68.35889573880965,300730,科创信息,bottom_area,2025-11-21,13.48,2025-11-21,13.48,0.0,4.154302670623135,30.871794871794872,False,-2.3188,7.1134,3,4,3,75.0,20.881159886073412,24.329896907216508,8.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
57,73.22230780920005,68.26134262674898,600506,统一股份,confirmed_rebound,2025-11-21,25.56,2025-11-21,25.47,0.3533568904593634,12.367491166077746,30.21917808219178,False,-8.812,20.0946,1,1,1,100.0,28.69352869352869,28.69352869352869,7.646643109540636,0.3533568904593634,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-8.81%; 状态confirmed_rebound; 底部未确认
58,71.54385899231195,66.56861291414201,301069,凯盛新材,bottom_area,2025-11-21,23.72,2025-11-21,23.66,0.25359256128486357,6.846999154691466,30.10339734121123,False,-6.5406,7.4044,1,1,1,100.0,8.154859967051072,8.154859967051072,7.746407438715136,0.25359256128486357,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
59,71.46854823088333,66.61776261459441,603938,三孚股份,confirmed_rebound,2025-11-21,17.37,2025-11-21,17.31,0.34662045060659896,8.08781051415368,27.45180217937972,False,-8.9145,5.1371,1,1,1,100.0,19.774501300954046,19.774501300954046,7.6533795493934,0.34662045060659896,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-8.91%; 状态confirmed_rebound; 底部未确认
60,71.41772220193435,66.82317725752507,002593,日上集团,bottom_area,2025-11-21,5.55,2025-11-21,5.52,0.5434782608695699,7.24637681159421,28.31168831168832,False,-4.3103,13.6851,1,1,1,100.0,13.076923076923084,13.076923076923084,7.45652173913043,0.5434782608695699,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
61,71.40401870230983,66.93948343204467,600408,安泰集团,confirmed_rebound,2025-11-21,4.69,2025-11-21,4.66,0.64377682403434,13.090128755364795,32.46376811594203,False,-7.4951,19.556,4,5,4,80.0,18.48007844539228,22.6027397260274,7.356223175965661,0.64377682403434,历史4/5次成功; 当前距低点0.64%; 最新日涨幅-7.50%; 状态confirmed_rebound; 底部未确认
62,71.39239405457782,66.23722931770119,603366,日出东方,confirmed_rebound,2025-11-21,9.58,2025-11-21,9.57,0.10449320794148158,8.150470219435729,28.582089552238806,False,-8.1496,9.2083,3,4,3,75.0,18.927278665633175,25.15964240102172,7.8955067920585185,0.10449320794148158,历史3/4次成功; 当前距低点0.10%; 最新日涨幅-8.15%; 状态confirmed_rebound; 底部未确认
63,71.35613907046027,66.56071330143881,688733,壹石通,bottom_area,2025-11-21,26.15,2025-11-21,26.05,0.3838771593090129,7.408829174664105,30.10464180305876,False,-8.2456,4.8186,1,1,1,100.0,9.709425939050325,9.709425939050325,7.616122840690988,0.3838771593090129,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-8.25%; 状态bottom_area; 底部未确认
64,71.15939798050982,66.45718307162008,605318,法狮龙,bottom_area,2025-11-21,51.75,2025-11-21,51.52,0.44642857142856535,4.231366459627328,29.8474945533769,False,-3.6313,2.0276,1,1,1,100.0,9.919571045576399,9.919571045576399,7.553571428571434,0.44642857142856535,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-3.63%; 状态bottom_area; 底部未确认
65,70.58269356984479,65.35434589800444,301177,迪阿股份,bottom_area,2025-11-21,30.04,2025-11-21,30.04,0.0,4.926764314247671,27.211049188272362,False,-3.5634,0.3981,1,1,1,100.0,10.776053215077603,10.776053215077603,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.56%; 状态bottom_area; 底部未确认
66,70.40636322349044,65.21957253647024,301150,中一科技,confirmed_rebound,2025-11-21,44.08,2025-11-21,44.07,0.022691173133646495,9.711822101202634,30.92476489028213,False,-10.7331,7.901,1,1,1,100.0,8.286604361370706,8.286604361370706,7.977308826866354,0.022691173133646495,历史1/1次成功; 当前距低点0.02%; 最新日涨幅-10.73%; 状态confirmed_rebound; 底部未确认
67,67.70190562604427,62.87932602259563,600292,电投水电,bottom_area,2025-11-21,12.59,2025-11-21,12.57,0.1591089896579123,3.3412887828162283,32.23719676549865,False,-3.3768,2.7051,2,3,2,66.66666666666666,26.050687378220395,40.524193548387096,7.840891010342088,0.1591089896579123,历史2/3次成功; 当前距低点0.16%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
68,66.64848351175426,61.71155880717987,002017,东信和平,bottom_area,2025-11-21,20.9,2025-11-21,20.9,0.0,3.7320574162679483,27.60651195012124,False,-3.7753,3.4133,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
69,66.2496107145153,61.680672044548714,600939,重庆建工,bottom_area,2025-11-21,3.51,2025-11-21,3.5,0.28571428571427965,4.571428571428576,27.23492723492723,False,-4.3597,1.931,2,3,2,66.66666666666666,21.158247039304307,31.277533039647576,7.714285714285721,0.28571428571427965,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
70,65.40357088643181,65.01425250124736,301292,海科新源,confirmed_rebound,2025-11-21,54.24,2025-11-21,52.31,3.6895431083922765,20.053527050277182,28.342465753424655,False,-14.9043,32.5596,1,1,1,100.0,12.292531120331935,12.292531120331935,4.310456891607724,3.6895431083922765,历史1/1次成功; 当前距低点3.69%; 最新日涨幅-14.90%; 状态confirmed_rebound; 底部未确认
71,63.65453130351374,59.97627365866629,603767,中马传动,bottom_area,2025-11-21,22.28,2025-11-21,22.08,0.9057971014492883,4.076086956521749,27.725040916530286,False,-3.0461,2.3806,2,3,2,66.66666666666666,19.59583001776342,29.881925522252505,7.094202898550712,0.9057971014492883,历史2/3次成功; 当前距低点0.91%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
72,56.96255172413793,52.74310344827586,600104,上汽集团,bottom_area,2025-11-21,14.7,2025-11-21,14.7,0.0,1.9047619047619126,28.74454677653902,False,-2.1305,0.4847,1,2,1,50.0,24.425287356321842,24.425287356321842,8.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
