rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.47167361259652,82.86754033930872,000591,太阳能,bottom_area,2022-09-30,6.83,2022-09-30,6.76,1.0355029585798858,1.7751479289940846,29.140461215932913,False,0.1466,0.7525,1,1,1,100.0,32.84132841328414,32.84132841328414,13.964497041420113,1.0355029585798858,历史1/1次成功; 当前距低点1.04%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
2,88.80053369823308,79.67021643363341,002405,四维图新,bottom_area,2022-09-30,11.54,2022-09-29,11.35,1.674008810572683,4.0528634361233555,28.209993674889315,False,1.0508,1.0992,1,1,1,100.0,23.478260869565215,23.478260869565215,13.325991189427317,1.674008810572683,历史1/1次成功; 当前距低点1.67%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
3,88.76744317537283,80.20066490906656,000688,国城矿业,bottom_area,2022-09-30,16.43,2022-09-29,16.1,2.049689440993778,5.217391304347824,32.88870362651103,False,0.0,0.5787,1,1,1,100.0,30.935251798561143,30.935251798561143,12.950310559006223,2.049689440993778,历史1/1次成功; 当前距低点2.05%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,88.40685307192979,79.84740671641791,688010,福光股份,bottom_area,2022-09-30,19.59,2022-09-26,19.2,2.031250000000003,7.8125,31.379556826304505,True,-1.3595,0.1239,1,1,1,100.0,42.08955223880597,42.08955223880597,12.968749999999996,2.031250000000003,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
5,88.2312769188311,77.68192494203328,300484,蓝海华腾,bottom_area,2022-09-30,10.6,2022-09-30,10.53,0.6647673314340009,2.564102564102577,30.950819672131153,False,0.0,1.5446,2,2,2,100.0,23.589217514531214,28.708133971291865,14.335232668565997,0.6647673314340009,历史2/2次成功; 当前距低点0.66%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,87.0125962302081,77.58430487606391,300502,新易盛,bottom_area,2022-09-30,21.14,2022-09-28,20.86,1.3422818791946365,4.985618408437197,28.781153977466712,False,-1.537,1.1395,1,1,1,100.0,30.670470756062763,30.670470756062763,13.657718120805363,1.3422818791946365,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
7,86.83919345801509,75.51234213740443,002245,蔚蓝锂芯,bottom_area,2022-09-30,13.9,2022-09-30,13.9,0.0,2.7338129496402805,31.391905231984207,False,-2.7292,1.5753,3,3,3,100.0,21.840549125830286,25.653923541247494,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
8,86.3488318218749,75.16120518972467,603315,福鞍股份,bottom_area,2022-09-30,18.67,2022-09-30,18.66,0.05359056806002982,8.252947481243297,32.61105092091008,False,-2.1488,0.4182,1,1,1,100.0,41.68490153172865,41.68490153172865,14.94640943193997,0.05359056806002982,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
9,86.34308803263472,75.4257219251337,688055,龙腾光电,bottom_area,2022-09-30,4.09,2022-09-30,4.08,0.24509803921568107,2.2058823529411726,28.421052631578945,False,-1.2077,0.1576,1,1,1,100.0,45.45454545454546,45.45454545454546,14.75490196078432,0.24509803921568107,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
10,85.96441093917977,76.63530609308997,603356,华菱精工,bottom_area,2022-09-30,12.17,2022-09-30,12.01,1.3322231473771868,3.4970857618651117,28.169856459330138,False,-1.1373,0.7773,1,1,1,100.0,25.445026178010465,25.445026178010465,13.667776852622811,1.3322231473771868,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
11,85.7325,74.55000000000001,002202,金风科技,bottom_area,2022-09-30,11.34,2022-09-30,11.34,0.0,2.3809523809523774,28.045685279187815,False,-1.9031,0.3887,1,1,1,100.0,55.172413793103445,55.172413793103445,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
12,85.7325,74.55000000000001,600135,乐凯胶片,bottom_area,2022-09-30,6.3,2022-09-30,6.3,0.0,2.857142857142867,27.83505154639176,False,-1.5625,0.6367,1,1,1,100.0,56.981132075471706,56.981132075471706,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
13,85.46665534100413,74.7137853809058,300538,同益股份,bottom_area,2022-09-30,10.61,2022-09-30,10.58,0.28355387523628883,2.55198487712665,30.84967320261438,False,-1.3941,0.6592,2,2,2,100.0,25.431657077658826,30.150753768844226,14.71644612476371,0.28355387523628883,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
14,85.39071761364026,74.50933579335795,000678,襄阳轴承,bottom_area,2022-09-30,5.43,2022-09-30,5.42,0.18450184501844624,7.56457564575646,29.150326797385624,False,-6.701,5.8108,1,1,1,100.0,121.62162162162164,121.62162162162164,14.815498154981555,0.18450184501844624,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
15,85.2063294915012,74.26667170245675,300342,天银机电,bottom_area,2022-09-30,7.97,2022-09-30,7.96,0.1256281407035149,2.386934673366839,30.175438596491233,False,-1.2392,0.7251,2,2,2,100.0,21.09195625409008,26.68539325842696,14.874371859296485,0.1256281407035149,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
16,84.85914240539138,74.22082426127525,000957,中通客车,bottom_area,2022-09-30,12.9,2022-09-30,12.86,0.3110419906687475,5.9097978227060635,29.534246575342472,False,-5.4252,9.617,1,1,1,100.0,354.54545454545456,354.54545454545456,14.688958009331252,0.3110419906687475,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
17,84.64748383968973,74.8256043956044,300446,航天智造,bottom_area,2022-09-30,9.18,2022-09-30,9.1,0.87912087912088,4.3956043956043995,30.000000000000004,False,-0.8639,2.3581,1,1,1,100.0,51.92697768762679,51.92697768762679,14.12087912087912,0.87912087912088,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
18,84.55543852404752,73.95720917225952,600215,派斯林,bottom_area,2022-09-30,6.42,2022-09-30,6.4,0.31249999999999334,3.7499999999999893,32.63157894736842,False,-1.5337,0.6927,2,2,2,100.0,21.718866517524237,23.993288590604024,14.687500000000005,0.31249999999999334,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
19,84.18514618594753,73.34283944639472,002138,顺络电子,bottom_area,2022-09-30,19.82,2022-09-30,19.8,0.10101010101009886,3.3838383838383743,30.355258529722125,False,-2.3164,0.7589,1,1,1,100.0,32.49001331557922,32.49001331557922,14.8989898989899,0.10101010101009886,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
20,83.85537612124884,76.0978697518406,600110,诺德股份,bottom_area,2022-09-30,8.5,2022-09-30,8.31,2.2864019253910888,3.4897713598074502,28.4853700516351,False,-0.7009,1.1653,1,1,1,100.0,34.251968503937015,34.251968503937015,12.713598074608912,2.2864019253910888,历史1/1次成功; 当前距低点2.29%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
21,83.66440607734805,72.75165745856353,002343,慈文传媒,bottom_area,2022-09-30,4.79,2022-09-30,4.79,0.0,4.384133611691022,31.47353361945637,False,-1.8443,1.3664,1,1,1,100.0,40.33149171270718,40.33149171270718,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
22,83.47914368904905,73.62288055477812,600126,杭钢股份,bottom_area,2022-09-30,4.0,2022-09-29,3.97,0.7556675062972242,2.5188916876574328,30.472854640980735,False,0.5025,0.215,1,1,1,100.0,19.54732510288064,19.54732510288064,14.244332493702775,0.7556675062972242,历史1/1次成功; 当前距低点0.76%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
23,83.29425821425832,75.34415122312824,300607,拓斯达,bottom_area,2022-09-30,11.6,2022-09-30,11.36,2.1126760563380302,3.7852112676056313,27.964489537095755,False,-0.4292,0.9642,1,1,1,100.0,28.070175438596472,28.070175438596472,12.887323943661968,2.1126760563380302,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
24,83.11814629318735,72.82342866644494,002283,天润工业,bottom_area,2022-09-30,4.98,2022-09-30,4.96,0.40322580645162226,2.0161290322580574,31.0152990264256,False,-1.7751,0.5908,1,1,1,100.0,33.402061855670105,33.402061855670105,14.596774193548379,0.40322580645162226,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
25,82.98073607427054,72.15716180371352,688199,久日新材,bottom_area,2022-09-30,33.08,2022-09-30,33.08,0.0,1.5417170495767991,30.269814502529513,False,-1.5476,0.595,1,1,1,100.0,37.135278514588855,37.135278514588855,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
26,82.94718846623172,72.35572354643021,002173,创新医疗,bottom_area,2022-09-30,5.94,2022-09-30,5.93,0.16863406408095574,6.745362563237781,30.399061032863848,False,-5.1118,5.6221,2,2,2,100.0,21.560264583520393,24.903474903474905,14.831365935919044,0.16863406408095574,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
27,82.8090820268163,73.21929787973585,300541,先进数通,bottom_area,2022-09-30,10.17,2022-09-30,10.08,0.8928571428571415,2.3809523809523827,31.335149863760215,False,0.2959,1.5364,1,1,1,100.0,19.05920519059205,19.05920519059205,14.107142857142858,0.8928571428571415,历史1/1次成功; 当前距低点0.89%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
28,82.48445703930221,71.93707874802361,603155,新亚强,bottom_area,2022-09-30,25.44,2022-09-30,25.4,0.15748031496064058,3.346456692913392,28.57142857142858,False,-2.7151,1.5057,1,1,1,100.0,25.624375624375624,25.624375624375624,14.84251968503936,0.15748031496064058,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
29,82.40530757657866,71.87177956371987,002708,光洋股份,bottom_area,2022-09-30,6.25,2022-09-30,6.24,0.16025641025640683,5.769230769230759,31.277533039647576,False,-4.8706,2.5422,1,1,1,100.0,35.522388059701484,35.522388059701484,14.839743589743593,0.16025641025640683,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
30,81.83731686554786,73.3191181903942,002600,领益智造,bottom_area,2022-09-30,4.45,2022-09-29,4.38,1.5981735159817416,4.109589041095884,29.240710823909538,False,0.6787,0.3493,2,3,2,66.66666666666666,27.29186634497801,38.381201044386415,13.401826484018258,1.5981735159817416,历史2/3次成功; 当前距低点1.60%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
31,81.82353290551622,72.0448755688971,002516,旷达科技,bottom_area,2022-09-30,4.52,2022-09-29,4.49,0.6681514476614556,4.231625835189298,31.86646433990895,False,-0.2208,0.7039,1,1,1,100.0,32.46376811594203,32.46376811594203,14.331848552338544,0.6681514476614556,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
32,81.4906446451988,71.37366707598312,002053,云南能投,bottom_area,2022-09-30,10.42,2022-09-30,10.38,0.3853564547206083,2.8901734104046137,28.904109589041088,False,-1.6981,0.4801,1,1,1,100.0,25.38860103626942,25.38860103626942,14.61464354527939,0.3853564547206083,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
33,80.74360922909,71.9451610538223,002178,延华智能,bottom_area,2022-09-30,3.88,2022-09-30,3.83,1.305483028720622,2.349869451697124,29.724770642201836,False,0.7792,0.7879,2,3,2,66.66666666666666,16.31718114321852,17.359413202933986,13.694516971279377,1.305483028720622,历史2/3次成功; 当前距低点1.31%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
34,80.51725351374029,71.1876009644364,002616,长青集团,bottom_area,2022-09-30,4.54,2022-09-30,4.5,0.8888888888888897,3.7777777777777763,32.432432432432435,False,-2.1552,1.9475,1,1,1,100.0,30.560578661844474,30.560578661844474,14.11111111111111,0.8888888888888897,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
35,80.18089694656489,69.72251908396947,600203,福日电子,bottom_area,2022-09-30,5.75,2022-09-29,5.75,0.0,4.3478260869565215,27.490542244640604,False,-0.8621,0.6925,1,1,1,100.0,24.045801526717554,24.045801526717554,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
36,80.167604486794,69.9440530592402,000009,中国宝安,bottom_area,2022-09-30,11.22,2022-09-30,11.2,0.17857142857144065,3.8392857142857277,27.74193548387097,False,-2.8571,1.5638,1,1,1,100.0,15.167719980554208,15.167719980554208,14.821428571428557,0.17857142857144065,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
37,79.16355763742976,68.83787620646066,688195,腾景科技,bottom_area,2022-09-30,24.34,2022-09-30,24.34,0.0,8.874281018898934,28.136994390315913,False,-5.8414,1.854,4,5,4,80.0,22.83804412075621,38.77410468319559,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
38,79.02398783436088,69.431038803364,603333,尚纬股份,bottom_area,2022-09-30,5.45,2022-09-30,5.42,0.5535055350553552,3.690036900369007,28.49604221635884,False,-1.9784,1.2005,1,1,1,100.0,17.005545286506468,17.005545286506468,14.446494464944646,0.5535055350553552,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
39,78.91613468987983,68.81071332271111,300671,富满微,bottom_area,2022-09-30,41.06,2022-09-30,41.0,0.1463414634146397,4.414634146341469,32.874918140144075,False,-3.4791,1.037,1,1,1,100.0,18.894472361809044,18.894472361809044,14.85365853658536,0.1463414634146397,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
40,78.65620220162224,68.39669756662803,603192,汇得科技,bottom_area,2022-09-30,18.4,2022-09-30,18.4,0.0,2.6086956521739157,30.539826349565875,False,-1.919,0.4227,1,1,1,100.0,16.917728852838945,16.917728852838945,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
