rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.26032360065192,86.78046688643886,301421,波长光电,bottom_area,2024-08-28,30.15,2024-08-28,29.74,1.3786146603900475,2.689979825151314,31.045675863667988,False,-0.0663,8.9821,3,3,3,100.0,47.22423823724819,56.02000000000002,13.621385339609951,1.3786146603900475,历史3/3次成功; 当前距低点1.38%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
16,83.58335450959534,77.3643405811827,002674,兴业科技,bottom_area,2024-08-28,8.03,2024-08-21,7.77,3.3462033462033434,6.30630630630631,31.72231985940247,False,0.5006,0.5724,1,1,1,100.0,31.578947368421055,31.578947368421055,11.653796653796656,3.3462033462033434,历史1/1次成功; 当前距低点3.35%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
17,82.50950838734467,77.7009650579394,600210,紫江企业,bottom_area,2024-08-28,4.88,2024-07-25,4.68,4.273504273504278,9.61538461538462,27.329192546583858,True,0.2053,0.8604,2,2,2,100.0,18.895455922199744,19.867549668874158,10.726495726495722,4.273504273504278,历史2/2次成功; 当前距低点4.27%; 最新日涨幅0.21%; 状态bottom_area; 底部已确认
18,81.73800257539885,73.80986600754196,002230,科大讯飞,bottom_area,2024-08-28,33.32,2024-08-28,32.66,2.0208205756276905,2.571953459889784,28.093350946719518,False,-0.03,0.7061,1,1,1,100.0,18.69535978480161,18.69535978480161,12.979179424372308,2.0208205756276905,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
19,81.28903803588032,75.76341920374705,000628,高新发展,bottom_area,2024-08-28,35.43,2024-08-28,34.16,3.717798594847785,4.7716627634660504,27.31914893617022,False,-0.7563,7.4965,1,1,1,100.0,99.77973568281939,99.77973568281939,11.282201405152215,3.717798594847785,历史1/1次成功; 当前距低点3.72%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
20,79.75749162820284,72.94307296923483,000597,东北制药,bottom_area,2024-08-28,4.18,2024-08-26,4.07,2.7027027027026884,4.422604422604415,32.053422370617696,False,1.4563,2.7314,2,3,2,66.66666666666666,38.80950787489403,61.02150537634409,12.29729729729731,2.7027027027026884,历史2/3次成功; 当前距低点2.70%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
21,78.72678283918019,69.45695126632796,002357,富临运业,bottom_area,2024-08-28,5.2,2024-08-27,5.16,0.7751937984496131,3.8759689922480653,27.52808988764045,False,-0.1919,2.5973,3,4,3,75.0,24.02899530533914,31.941031941031934,14.224806201550386,0.7751937984496131,历史3/4次成功; 当前距低点0.78%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
22,77.48544884175558,69.60961779931843,000037,深南电A,bottom_area,2024-08-28,7.0,2024-08-28,6.88,1.7441860465116297,2.325581395348839,28.92561983471074,False,0.7194,1.169,4,8,4,50.0,28.58259131916628,45.16765285996055,13.25581395348837,1.7441860465116297,历史4/8次成功; 当前距低点1.74%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
23,75.94424687677316,70.13107029829058,688311,盟升电子,bottom_area,2024-08-28,17.3,2024-08-28,16.76,3.221957040572787,7.279236276849635,28.161165880840105,False,1.7647,1.9421,3,5,3,60.0,27.83404489675551,40.786357176693514,11.778042959427212,3.221957040572787,历史3/5次成功; 当前距低点3.22%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
24,73.85239449835021,65.71160461488654,603282,亚光股份,bottom_area,2024-08-28,12.35,2024-08-26,12.2,1.2295081967213144,3.1147540983606623,27.164179104477615,False,0.081,1.9116,1,2,1,50.0,34.64991023339317,34.64991023339317,13.770491803278684,1.2295081967213144,历史1/2次成功; 当前距低点1.23%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
25,73.6768565453547,66.34264653815498,603069,海汽集团,bottom_area,2024-08-28,15.26,2024-08-27,14.98,1.8691588785046687,6.542056074766357,27.140077821011666,False,1.5303,1.6686,2,6,2,33.33333333333333,48.661265848453205,76.0375880971026,13.130841121495331,1.8691588785046687,历史2/6次成功; 当前距低点1.87%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
26,71.76018998978554,63.73909090909093,002110,三钢闽光,bottom_area,2024-08-28,2.67,2024-08-23,2.64,1.136363636363629,1.8939393939393872,29.787234042553184,False,0.3759,0.2472,1,2,1,50.0,22.90322580645161,22.90322580645161,13.86363636363637,1.136363636363629,历史1/2次成功; 当前距低点1.14%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
27,70.02019855422903,62.970811274396176,002682,龙洲股份,bottom_area,2024-08-28,3.39,2024-08-28,3.33,1.8018018018018036,3.3033033033032995,30.76923076923076,False,0.2959,1.9366,1,2,1,50.0,26.929674099485425,26.929674099485425,13.198198198198197,1.8018018018018036,历史1/2次成功; 当前距低点1.80%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
28,67.4545887641654,59.366990513916384,603132,金徽股份,bottom_area,2024-08-28,10.93,2024-08-28,10.86,0.6445672191528572,2.02578268876612,27.551701134089395,False,0.0,0.9264,1,2,1,50.0,33.20754716981132,33.20754716981132,14.35543278084714,0.6445672191528572,历史1/2次成功; 当前距低点0.64%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,66.59107070855605,60.189162527491526,605358,立昂微,bottom_area,2024-08-28,18.23,2024-08-28,17.86,2.0716685330347198,2.8555431131019127,27.83838383838384,False,0.4961,0.6037,1,3,1,33.33333333333333,34.72706155632985,34.72706155632985,12.928331466965279,2.0716685330347198,历史1/3次成功; 当前距低点2.07%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
30,66.57394635399935,61.12060606060605,002685,华东重机,bottom_area,2024-08-28,2.83,2024-08-28,2.75,2.9090909090909114,4.363636363636368,30.20304568527919,False,1.7986,2.8231,1,3,1,33.33333333333333,109.52380952380952,109.52380952380952,12.090909090909088,2.9090909090909114,历史1/3次成功; 当前距低点2.91%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
31,65.3579173723699,59.129903556147056,300653,正海生物,bottom_area,2024-08-28,18.77,2024-08-28,18.38,2.1218715995647472,3.5364526659412525,27.466456195737965,False,1.3499,1.1311,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,12.878128400435251,2.1218715995647472,历史1/3次成功; 当前距低点2.12%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
32,65.23657513338912,59.40840567964468,301510,固高科技,bottom_area,2024-08-28,20.3,2024-08-21,19.81,2.473498233215558,3.9878849066128352,28.91998564764981,False,0.995,0.8042,1,2,1,50.0,16.010654039656714,16.010654039656714,12.526501766784442,2.473498233215558,历史1/2次成功; 当前距低点2.47%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
33,64.78707797716594,60.15838658235828,000591,太阳能,bottom_area,2024-08-28,4.12,2024-08-23,3.98,3.5175879396984957,4.271356783919607,28.158844765342963,False,1.9802,0.5556,1,2,1,50.0,32.84132841328414,32.84132841328414,11.482412060301503,3.5175879396984957,历史1/2次成功; 当前距低点3.52%; 最新日涨幅1.98%; 状态bottom_area; 底部未确认
34,64.65307630754111,60.373362817754405,000155,川能动力,bottom_area,2024-08-28,9.24,2024-08-23,8.9,3.8202247191011214,3.932584269662917,29.08366533864542,False,2.5527,0.6621,1,2,1,50.0,37.70685579196216,37.70685579196216,11.179775280898879,3.8202247191011214,历史1/2次成功; 当前距低点3.82%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
35,64.31007894670019,57.43355111213606,301509,金凯生科,bottom_area,2024-08-28,25.57,2024-08-28,25.21,1.4280047600158643,2.7766759222530712,29.6792189679219,False,-0.273,2.6685,1,2,1,50.0,15.05054819877544,15.05054819877544,13.571995239984137,1.4280047600158643,历史1/2次成功; 当前距低点1.43%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
36,63.88202653716488,57.62678027238019,002735,王子新材,bottom_area,2024-08-28,7.78,2024-08-28,7.63,1.9659239842726126,3.145478374836176,27.950897072710102,False,1.039,2.3833,1,4,1,25.0,21.043478260869563,21.043478260869563,13.034076015727386,1.9659239842726126,历史1/4次成功; 当前距低点1.97%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
37,63.67855529168618,57.442887612324235,002196,方正电机,bottom_area,2024-08-28,4.15,2024-08-28,4.07,1.9656019656019672,3.1941031941031914,30.546075085324233,False,1.467,2.0447,1,3,1,33.33333333333333,18.661971830985923,18.661971830985923,13.03439803439803,1.9656019656019672,历史1/3次成功; 当前距低点1.97%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
38,63.50805241848123,58.4611940214326,688065,凯赛生物,bottom_area,2024-08-28,34.78,2024-08-27,33.75,3.0518518518518554,3.9407407407407358,30.36930059830823,False,1.5771,0.1621,1,2,1,50.0,18.007614213197968,18.007614213197968,11.948148148148144,3.0518518518518554,历史1/2次成功; 当前距低点3.05%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
39,61.77173370270992,58.1318087167277,300718,长盛轴承,bottom_area,2024-08-28,13.04,2024-08-26,12.51,4.23661071143085,7.513988808952835,31.936887921653966,True,-0.3058,9.2607,1,2,1,50.0,44.03914590747332,44.03914590747332,10.763389288569151,4.23661071143085,历史1/2次成功; 当前距低点4.24%; 最新日涨幅-0.31%; 状态bottom_area; 底部已确认
40,60.91067909514091,53.371977759028475,600990,四创电子,bottom_area,2024-08-28,14.74,2024-08-28,14.68,0.40871934604904975,2.656675749318805,27.326732673267323,False,-0.1355,1.1304,1,2,1,50.0,20.55837563451777,20.55837563451777,14.59128065395095,0.40871934604904975,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
41,60.702244547822346,55.98214079866515,002732,燕塘乳业,bottom_area,2024-08-28,13.42,2024-08-23,13.01,3.1514219830899317,5.918524212144502,29.599567099567103,False,0.0,0.3884,1,3,1,33.33333333333333,25.344352617079892,25.344352617079892,11.848578016910068,3.1514219830899317,历史1/3次成功; 当前距低点3.15%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
42,60.698797080515064,55.1796834532579,688202,美迪西,bottom_area,2024-08-28,24.09,2024-08-28,23.53,2.3799405014874573,4.419889502762428,29.59305804907241,False,0.5006,1.4719,1,5,1,20.0,23.795418261555337,23.795418261555337,12.620059498512543,2.3799405014874573,历史1/5次成功; 当前距低点2.38%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
43,59.81415944471011,52.51613469676065,600262,北方股份,bottom_area,2024-08-28,15.59,2024-08-28,15.51,0.515796260477112,2.385557704706647,31.03601600711427,False,-1.3915,1.8776,1,2,1,50.0,17.269624573378834,17.269624573378834,14.484203739522888,0.515796260477112,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
44,59.152664362694075,55.62684536571716,301591,肯特股份,bottom_area,2024-08-28,29.29,2024-08-28,28.11,4.197794379224475,5.549626467449315,27.644787644787648,False,1.2094,4.7724,1,2,1,50.0,16.816218012628774,16.816218012628774,10.802205620775524,4.197794379224475,历史1/2次成功; 当前距低点4.20%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
45,55.906271920962205,52.596463325406994,002403,爱仕达,bottom_area,2024-08-28,6.42,2024-08-28,6.16,4.220779220779217,6.493506493506485,27.444051825677267,False,0.3125,8.1358,1,4,1,25.0,21.63892445582587,21.63892445582587,10.779220779220783,4.220779220779217,历史1/4次成功; 当前距低点4.22%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
