rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.22439510918386,85.80884559323685,603215,比依股份,bottom_area,2024-07-16,11.66,2024-07-09,11.5,1.3913043478260883,6.956521739130441,32.70918665886483,False,-0.5119,1.4484,4,4,4,100.0,25.48935218430281,36.01562499999999,6.608695652173912,1.3913043478260883,历史4/4次成功; 当前距低点1.39%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
12,85.92216930788264,80.43777552227311,603229,奥翔药业,bottom_area,2024-07-16,7.04,2024-07-16,7.0,0.571428571428572,1.4285714285714235,32.43243243243243,False,-0.2833,0.5183,4,4,4,100.0,26.40125088779702,43.052109181141425,7.428571428571429,0.571428571428572,历史4/4次成功; 当前距低点0.57%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
13,85.645667440675,82.76245897831814,605580,恒盛能源,bottom_area,2024-07-16,8.29,2024-07-09,8.11,2.219482120838468,7.274969173859431,28.859649122807024,True,0.0,1.0247,2,2,2,100.0,20.929452762526086,27.66233766233766,5.780517879161533,2.219482120838468,历史2/2次成功; 当前距低点2.22%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
14,85.63162981308838,85.3185342744665,601388,怡球资源,bottom_area,2024-07-16,2.18,2024-07-09,2.1,3.809523809523813,7.619047619047604,29.292929292929294,True,0.4608,0.5185,4,4,4,100.0,20.829293334305355,35.632183908045974,4.190476190476187,3.809523809523813,历史4/4次成功; 当前距低点3.81%; 最新日涨幅0.46%; 状态bottom_area; 底部已确认
15,85.32993292871392,80.70538619590116,002803,吉宏股份,bottom_area,2024-07-16,10.08,2024-07-10,9.97,1.1033099297893625,6.018054162487458,32.40677966101694,False,-0.3953,1.5286,2,2,2,100.0,27.854477611940297,41.25000000000001,6.896690070210637,1.1033099297893625,历史2/2次成功; 当前距低点1.10%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
16,85.08260823967977,80.661780884611,601717,中创智领,bottom_area,2024-07-16,13.21,2024-07-16,13.05,1.2260536398467443,1.6091954022988433,27.900552486187845,False,-0.3771,0.8451,2,2,2,100.0,29.124640771298786,35.43478260869567,6.773946360153256,1.2260536398467443,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
17,83.53896648325414,82.00796686594218,603155,新亚强,bottom_area,2024-07-16,11.87,2024-07-16,11.52,3.0381944444444415,3.9062500000000098,30.976632714200125,False,1.0213,2.7042,3,3,3,100.0,19.435753759545772,25.624375624375624,4.961805555555558,3.0381944444444415,历史3/3次成功; 当前距低点3.04%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
18,83.44984661421792,79.66572469137749,002531,天顺风能,bottom_area,2024-07-16,7.68,2024-07-16,7.56,1.587301587301589,1.8518518518518594,32.68032056990206,False,-0.2597,0.6904,3,3,3,100.0,11.531033927016717,15.128205128205142,6.412698412698411,1.587301587301589,历史3/3次成功; 当前距低点1.59%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
19,83.30829901972814,79.36008007737453,001218,丽臣实业,bottom_area,2024-07-16,14.44,2024-07-09,14.23,1.4757554462403308,6.60576247364722,28.131313131313128,False,-1.2312,0.957,2,2,2,100.0,25.18711018711019,29.999999999999993,6.52424455375967,1.4757554462403308,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
20,83.3024958023951,80.77276165028408,601886,江河集团,bottom_area,2024-07-16,4.7,2024-07-09,4.59,2.3965141612200505,5.228758169934646,27.488151658767773,False,-0.2123,0.5874,3,3,3,100.0,27.40222547239673,33.5540838852097,5.6034858387799495,2.3965141612200505,历史3/3次成功; 当前距低点2.40%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
21,82.68018713821193,80.52076657993193,600955,维远股份,bottom_area,2024-07-16,14.08,2024-07-09,13.72,2.6239067055393543,7.069970845481041,28.911917098445596,True,-1.676,0.2473,3,3,3,100.0,19.641257357858347,25.969084423305596,5.376093294460646,2.6239067055393543,历史3/3次成功; 当前距低点2.62%; 最新日涨幅-1.68%; 状态bottom_area; 底部已确认
22,82.52062480932935,81.52316490926307,002317,众生药业,confirmed_rebound,2024-07-16,11.05,2024-07-10,10.69,3.367633302151555,8.886810102899917,31.342324983943488,True,-1.1628,1.2221,4,4,4,100.0,27.695531388003374,58.31999999999999,4.632366697848445,3.367633302151555,历史4/4次成功; 当前距低点3.37%; 最新日涨幅-1.16%; 状态confirmed_rebound; 底部已确认
23,82.51849468159061,79.49772088027515,002698,博实股份,bottom_area,2024-07-16,11.39,2024-07-16,11.16,2.060931899641581,3.046594982078852,29.722921914357688,False,0.7073,0.668,2,2,2,100.0,10.627126943322317,11.142857142857146,5.939068100358419,2.060931899641581,历史2/2次成功; 当前距低点2.06%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
24,82.47010146381658,77.25211433956343,002853,皮阿诺,bottom_area,2024-07-16,6.68,2024-07-16,6.64,0.6024096385542175,2.560240963855421,27.982646420824302,False,-2.4818,3.6795,4,4,4,100.0,9.653808147672265,10.012836970474972,7.397590361445783,0.6024096385542175,历史4/4次成功; 当前距低点0.60%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
25,82.34419220534792,80.60330019254988,002125,湘潭电化,bottom_area,2024-07-16,9.26,2024-07-09,9.0,2.8888888888888866,7.555555555555553,28.684627575277332,True,-0.7503,0.9416,3,3,3,100.0,23.333155157078114,32.067510548523195,5.111111111111113,2.8888888888888866,历史3/3次成功; 当前距低点2.89%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
26,82.05894078948555,79.01113192689664,002043,兔宝宝,bottom_area,2024-07-16,9.54,2024-07-11,9.35,2.032085561497321,5.026737967914445,28.076923076923077,False,-1.7508,1.0009,3,3,3,100.0,13.463908640379232,15.96638655462185,5.967914438502679,2.032085561497321,历史3/3次成功; 当前距低点2.03%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
27,82.0244850156049,78.05602896362261,601933,永辉超市,bottom_area,2024-07-16,2.14,2024-07-09,2.11,1.4218009478673106,5.6872037914692,31.27035830618893,False,0.0,0.4869,1,1,1,100.0,11.70825335892515,11.70825335892515,6.57819905213269,1.4218009478673106,历史1/1次成功; 当前距低点1.42%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
28,81.88978312030957,76.44774057117509,002346,柘中股份,bottom_area,2024-07-16,7.08,2024-07-16,7.05,0.4255319148936206,3.2624113475177365,28.57142857142857,False,-2.3448,0.3603,3,3,3,100.0,19.827706113615825,34.89010989010989,7.57446808510638,0.4255319148936206,历史3/3次成功; 当前距低点0.43%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
29,81.71545401726874,80.21990881458967,600094,大名城,confirmed_rebound,2024-07-16,3.39,2024-07-09,3.29,3.0395136778115526,9.118541033434644,30.000000000000004,True,-0.2941,0.3904,2,2,2,100.0,51.71595225176342,87.28070175438596,4.960486322188448,3.0395136778115526,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-0.29%; 状态confirmed_rebound; 底部已确认
30,81.54110289306567,75.8796184106156,600129,太极集团,bottom_area,2024-07-16,27.02,2024-07-09,26.95,0.25974025974026077,7.569573283858995,30.2355682112348,True,-2.6306,1.6343,2,2,2,100.0,22.21411937001825,29.540598290598297,7.740259740259739,0.25974025974026077,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-2.63%; 状态bottom_area; 底部已确认
31,80.86305852886028,78.55421446384037,002687,乔治白,bottom_area,2024-07-16,4.11,2024-07-09,4.01,2.493765586034926,6.733167082294276,31.45299145299145,False,-1.2019,0.6078,1,1,1,100.0,64.00000000000001,64.00000000000001,5.506234413965074,2.493765586034926,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
32,80.72268752124373,78.34817624130253,002416,爱施德,bottom_area,2024-07-16,8.79,2024-07-05,8.58,2.447552447552437,6.17715617715617,29.901960784313726,False,0.0,0.4071,2,2,2,100.0,9.185999041516526,9.811320754716984,5.552447552447563,2.447552447552437,历史2/2次成功; 当前距低点2.45%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
33,80.66460897010035,77.46066326953982,002366,融发核电,bottom_area,2024-07-16,3.23,2024-07-09,3.17,1.89274447949527,7.2555205047318605,30.634573304157552,True,-0.3086,0.5407,5,6,5,83.33333333333334,13.670899728256478,25.0,6.10725552050473,1.89274447949527,历史5/6次成功; 当前距低点1.89%; 最新日涨幅-0.31%; 状态bottom_area; 底部已确认
34,80.54119588571359,80.27484616571674,300601,康泰生物,bottom_area,2024-07-16,15.19,2024-07-09,14.63,3.8277511961722395,7.587149692412846,32.487309644670056,True,0.1318,0.5826,3,3,3,100.0,10.602789747255038,11.580726965342352,4.1722488038277605,3.8277511961722395,历史3/3次成功; 当前距低点3.83%; 最新日涨幅0.13%; 状态bottom_area; 底部已确认
35,79.99260919770616,79.39869188282984,002555,三七互娱,bottom_area,2024-07-16,12.62,2024-07-09,12.18,3.6124794745484365,6.403940886699516,30.28048082427017,False,1.0408,1.6505,3,3,3,100.0,12.447016584947619,16.78160919540231,4.3875205254515635,3.6124794745484365,历史3/3次成功; 当前距低点3.61%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
36,79.91035659997364,77.99683426598155,000928,中钢国际,bottom_area,2024-07-16,5.25,2024-07-09,5.11,2.739726027397254,5.479452054794508,28.33099579242636,False,0.0,0.5927,4,5,4,80.0,20.878546281974685,33.7972166998012,5.2602739726027465,2.739726027397254,历史4/5次成功; 当前距低点2.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
37,79.7925233398987,76.40089768564494,605123,派克新材,bottom_area,2024-07-16,47.9,2024-07-09,47.08,1.7417162276975366,5.947323704333059,31.649245063879206,False,-0.2499,0.4547,2,2,2,100.0,12.537691853738242,15.71713589004656,6.258283772302464,1.7417162276975366,历史2/2次成功; 当前距低点1.74%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
38,79.2503000996193,74.22527940960644,001336,楚环科技,bottom_area,2024-07-16,16.91,2024-07-16,16.81,0.5948839976204725,2.5580011897679937,29.547359597652978,False,-0.7046,6.3282,2,2,2,100.0,26.62158561387693,40.95427435387674,7.405116002379527,0.5948839976204725,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
39,79.051894876041,74.42837841733656,002044,美年健康,bottom_area,2024-07-16,3.49,2024-07-16,3.46,0.8670520231213945,2.3121387283237014,29.24335378323108,False,-1.1331,0.6894,3,3,3,100.0,14.383102312114746,18.108108108108105,7.132947976878606,0.8670520231213945,历史3/3次成功; 当前距低点0.87%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
40,78.96624000897643,77.41163596168015,000629,钒钛股份,bottom_area,2024-07-16,2.43,2024-07-10,2.36,2.9661016949152663,6.779661016949159,28.484848484848484,False,0.0,0.3777,1,1,1,100.0,27.173913043478265,27.173913043478265,5.033898305084734,2.9661016949152663,历史1/1次成功; 当前距低点2.97%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
41,78.92790054985707,78.93505208345466,002838,道恩股份,confirmed_rebound,2024-07-16,8.83,2024-07-09,8.49,4.004711425206123,9.422850412249693,32.511923688394276,True,-0.7865,0.4539,5,5,5,100.0,21.59029103722908,38.59649122807017,3.9952885747938773,4.004711425206123,历史5/5次成功; 当前距低点4.00%; 最新日涨幅-0.79%; 状态confirmed_rebound; 底部已确认
42,78.92276148928703,76.60488591259397,002557,洽洽食品,bottom_area,2024-07-16,27.18,2024-07-09,26.53,2.4500565397662966,4.033169996230683,31.001300390117038,False,0.0,0.4296,1,1,1,100.0,16.510832383124292,16.510832383124292,5.549943460233703,2.4500565397662966,历史1/1次成功; 当前距低点2.45%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
43,78.91250246011451,76.20521203263915,603325,博隆技术,bottom_area,2024-07-16,60.8,2024-07-16,59.5,2.1848739495798273,2.8403361344537776,31.356714351638214,False,-0.0986,1.6475,1,1,1,100.0,33.584541062801925,33.584541062801925,5.815126050420173,2.1848739495798273,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
44,78.69236986769518,78.78296218560882,603218,日月股份,bottom_area,2024-07-16,9.74,2024-07-05,9.36,4.0598290598290685,6.623931623931635,27.216174183514774,False,0.309,0.4082,1,1,1,100.0,47.95361527967258,47.95361527967258,3.940170940170932,4.0598290598290685,历史1/1次成功; 当前距低点4.06%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
45,78.18187172018197,76.52083350000353,603282,亚光股份,bottom_area,2024-07-16,15.7,2024-07-09,15.26,2.883355176933155,7.7326343381389355,27.848699763593377,True,-0.507,0.6117,1,1,1,100.0,34.64991023339317,34.64991023339317,5.116644823066845,2.883355176933155,历史1/1次成功; 当前距低点2.88%; 最新日涨幅-0.51%; 状态bottom_area; 底部已确认
46,78.1225165309409,77.8319439402307,000657,中钨高新,bottom_area,2024-07-16,9.0,2024-07-09,8.67,3.8062283737024227,7.6124567474048455,28.465346534653463,True,0.1112,0.7198,2,2,2,100.0,13.87174533479693,15.120000000000006,4.193771626297577,3.8062283737024227,历史2/2次成功; 当前距低点3.81%; 最新日涨幅0.11%; 状态bottom_area; 底部已确认
47,77.76055436642362,77.85572605192002,600155,华创云信,bottom_area,2024-07-16,5.89,2024-07-08,5.66,4.063604240282677,7.59717314487632,27.806122448979586,True,-0.1695,0.4736,2,2,2,100.0,39.627654407336166,46.19883040935671,3.9363957597173234,4.063604240282677,历史2/2次成功; 当前距低点4.06%; 最新日涨幅-0.17%; 状态bottom_area; 底部已确认
48,77.58271541451066,75.85558229400739,603308,应流股份,bottom_area,2024-07-16,11.63,2024-07-09,11.31,2.829354553492487,7.6923076923076845,31.867469879518072,True,-0.5133,0.8325,2,2,2,100.0,13.744681053603557,14.186046511627906,5.170645446507513,2.829354553492487,历史2/2次成功; 当前距低点2.83%; 最新日涨幅-0.51%; 状态bottom_area; 底部已确认
49,77.352062865129,78.2178010483613,603060,国检集团,confirmed_rebound,2024-07-16,5.71,2024-07-09,5.46,4.5787545787545785,9.157509157509157,31.835205992509362,True,0.0,0.1346,3,3,3,100.0,18.964309074848,36.2098138747885,3.4212454212454215,4.5787545787545785,历史3/3次成功; 当前距低点4.58%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
50,77.1060714981212,75.0990643505724,605099,共创草坪,confirmed_rebound,2024-07-16,18.35,2024-07-09,17.88,2.6286353467561656,9.060402684563766,28.96305125148988,True,-3.4211,0.17,1,1,1,100.0,44.31372549019606,44.31372549019606,5.371364653243835,2.6286353467561656,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-3.42%; 状态confirmed_rebound; 底部已确认
51,76.85198973651131,76.95291158777397,002860,星帅尔,confirmed_rebound,2024-07-16,7.93,2024-07-09,7.62,4.068241469816268,8.398950131233592,28.984156570363467,True,0.1263,0.7715,2,2,2,100.0,22.572592144919646,30.917874396135282,3.931758530183732,4.068241469816268,历史2/2次成功; 当前距低点4.07%; 最新日涨幅0.13%; 状态confirmed_rebound; 底部已确认
52,76.84871379858035,75.99680875354497,688151,华强科技,confirmed_rebound,2024-07-16,11.49,2024-07-09,11.11,3.4203420342034274,9.36093609360937,27.051871306631654,True,-1.2887,0.6638,2,2,2,100.0,31.9633795243483,32.022471910112344,4.579657965796573,3.4203420342034274,历史2/2次成功; 当前距低点3.42%; 最新日涨幅-1.29%; 状态confirmed_rebound; 底部已确认
53,76.65806535682418,73.41178284918148,603010,万盛股份,bottom_area,2024-07-16,8.72,2024-07-09,8.57,1.750291715285885,5.834305717619603,27.18776550552251,False,-2.0225,0.3127,1,1,1,100.0,13.238967527060783,13.238967527060783,6.249708284714115,1.750291715285885,历史1/1次成功; 当前距低点1.75%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
54,76.60606608727234,77.05713222713851,000404,长虹华意,confirmed_rebound,2024-07-16,5.33,2024-07-09,5.11,4.305283757338547,10.176125244618387,31.409395973154357,True,0.188,1.0567,2,2,2,100.0,26.03859781650749,40.139211136890964,3.6947162426614533,4.305283757338547,历史2/2次成功; 当前距低点4.31%; 最新日涨幅0.19%; 状态confirmed_rebound; 底部已确认
55,76.46285736850699,71.57777530265355,603128,华贸物流,bottom_area,2024-07-16,5.31,2024-07-16,5.28,0.568181818181806,2.0833333333333224,27.071823204419886,False,-0.9328,0.845,2,2,2,100.0,12.060375527462716,15.267175572519085,7.431818181818193,0.568181818181806,历史2/2次成功; 当前距低点0.57%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
56,76.40058648228877,71.53213099934807,600062,华润双鹤,bottom_area,2024-07-16,17.42,2024-07-16,17.32,0.5773672055427334,1.7321016166281795,28.22213012847078,False,-0.9101,0.7304,2,2,2,100.0,11.927571118201655,13.741034352585885,7.422632794457266,0.5773672055427334,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
57,76.12604013444707,71.3977146602578,603317,天味食品,bottom_area,2024-07-16,10.57,2024-07-16,10.5,0.6666666666666694,3.0476190476190506,28.327645051194537,False,-2.2202,0.5747,2,2,2,100.0,12.299541184181786,14.347826086956525,7.33333333333333,0.6666666666666694,历史2/2次成功; 当前距低点0.67%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
58,75.99482406332898,73.94057544021994,002172,澳洋健康,confirmed_rebound,2024-07-16,2.39,2024-07-09,2.33,2.5751072961373414,8.154506437768237,30.03003003003003,True,-0.8299,0.9136,4,5,4,80.0,20.54741976028543,29.824561403508774,5.424892703862659,2.5751072961373414,历史4/5次成功; 当前距低点2.58%; 最新日涨幅-0.83%; 状态confirmed_rebound; 底部已确认
59,75.48430608962464,70.26775270333805,002677,浙江美大,bottom_area,2024-07-16,7.22,2024-07-16,7.2,0.27777777777777185,2.499999999999996,31.753554502369667,False,-2.957,0.7928,1,1,1,100.0,18.124118476727787,18.124118476727787,7.7222222222222285,0.27777777777777185,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
60,75.45464779592038,75.89933096000027,605567,春雪食品,bottom_area,2024-07-16,7.51,2024-07-09,7.2,4.30555555555555,7.638888888888887,29.961089494163417,True,-0.9235,2.0525,2,2,2,100.0,32.07525605734906,36.46616541353383,3.69444444444445,4.30555555555555,历史2/2次成功; 当前距低点4.31%; 最新日涨幅-0.92%; 状态bottom_area; 底部已确认
61,75.40924094154087,70.44958981833041,600389,江山股份,bottom_area,2024-07-16,13.0,2024-07-16,12.94,0.46367851622875195,2.6275115919629046,29.289617486338805,False,-0.9901,0.8559,1,1,1,100.0,21.380520620064356,21.380520620064356,7.536321483771248,0.46367851622875195,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
62,75.37650945226983,74.7192282740911,002335,科华数据,bottom_area,2024-07-16,19.28,2024-07-10,18.62,3.5445757250268537,7.733619763694939,32.24163027656477,True,0.8368,2.668,1,1,1,100.0,10.596026490066222,10.596026490066222,4.455424274973146,3.5445757250268537,历史1/1次成功; 当前距低点3.54%; 最新日涨幅0.84%; 状态bottom_area; 底部已确认
63,75.29412369897446,74.84991057980649,002145,钛能化学,confirmed_rebound,2024-07-16,3.37,2024-07-01,3.25,3.6923076923076956,8.307692307692308,31.72268907563025,True,-1.7493,0.7739,3,3,3,100.0,12.46436622724744,16.649537512846855,4.307692307692305,3.6923076923076956,历史3/3次成功; 当前距低点3.69%; 最新日涨幅-1.75%; 状态confirmed_rebound; 底部已确认
64,75.25499178696194,75.19499940303204,001308,康冠科技,bottom_area,2024-07-16,22.06,2024-07-09,21.22,3.9585296889726664,6.456173421300665,29.101236217841635,False,0.1362,1.1145,1,1,1,100.0,27.421758569299566,27.421758569299566,4.041470311027333,3.9585296889726664,历史1/1次成功; 当前距低点3.96%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
65,74.437572288742,74.86292984467768,000705,浙江震元,bottom_area,2024-07-16,7.04,2024-07-09,6.75,4.296296296296297,6.518518518518525,30.555555555555557,False,-0.4243,1.2018,3,3,3,100.0,18.916588173296947,34.04605263157895,3.7037037037037033,4.296296296296297,历史3/3次成功; 当前距低点4.30%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
66,74.4315931308452,69.78055145524031,600295,鄂尔多斯,bottom_area,2024-07-16,9.35,2024-07-15,9.29,0.645855758880522,2.691065662002153,31.03192279138828,False,-1.0582,0.2462,1,1,1,100.0,20.016680567139286,20.016680567139286,7.354144241119479,0.645855758880522,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
67,74.42992169574025,73.63238329238331,603012,创力集团,bottom_area,2024-07-16,4.21,2024-07-09,4.07,3.4398034398034314,6.633906633906624,27.19141323792486,False,-0.237,0.6365,1,1,1,100.0,35.13513513513512,35.13513513513512,4.560196560196569,3.4398034398034314,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
68,74.30030003663443,70.02255829360679,002367,康力电梯,bottom_area,2024-07-16,5.5,2024-07-09,5.45,0.9174311926605472,5.321100917431193,29.036458333333325,False,-1.2567,0.6794,1,1,1,100.0,24.646781789638936,24.646781789638936,7.082568807339452,0.9174311926605472,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
69,74.26227249726921,72.0362593333211,600230,沧州大化,bottom_area,2024-07-16,9.32,2024-07-10,9.1,2.4175824175824245,6.1538461538461595,28.62745098039216,False,-1.1665,0.505,1,1,1,100.0,14.02337228714524,14.02337228714524,5.582417582417576,2.4175824175824245,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
70,74.22586259787322,74.41189232869496,002254,泰和新材,confirmed_rebound,2024-07-16,8.32,2024-07-09,7.99,4.1301627033792245,8.760951188986224,31.416309012875537,True,-1.0702,0.6803,2,2,2,100.0,32.14335103440648,38.58695652173914,3.8698372966207755,4.1301627033792245,历史2/2次成功; 当前距低点4.13%; 最新日涨幅-1.07%; 状态confirmed_rebound; 底部已确认
71,74.10878177708511,69.1606992305119,000068,华控赛格,bottom_area,2024-07-16,2.46,2024-07-16,2.45,0.40816326530611374,1.632653061224491,30.19943019943019,False,-0.4049,0.54,1,1,1,100.0,13.7704918032787,13.7704918032787,7.591836734693887,0.40816326530611374,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
72,73.87340495617023,69.14246938837213,603187,海容冷链,bottom_area,2024-07-16,10.78,2024-07-16,10.72,0.5597014925373014,2.0522388059701386,30.43478260869565,False,-1.2821,0.9196,1,1,1,100.0,15.530047265361235,15.530047265361235,7.440298507462699,0.5597014925373014,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
