rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.59839451359672,89.26529238093389,000811,冰轮环境,bottom_area,2025-06-09,9.39,2025-06-03,9.21,1.9543973941368045,6.297502714440806,28.54926299456943,False,0.0,2.2528,5,5,5,100.0,28.501712040676264,47.451868629671566,8.045602605863197,1.9543973941368045,历史5/5次成功; 当前距低点1.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,89.65733530252788,84.76693519511728,002136,安纳达,bottom_area,2025-06-09,10.92,2025-06-06,10.7,2.0560747663551466,2.7102803738317847,28.428093645484953,False,1.3928,6.0735,3,3,3,100.0,22.230030443048534,42.29299363057326,7.943925233644854,2.0560747663551466,历史3/3次成功; 当前距低点2.06%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
3,88.0421281330149,82.41819415346755,688188,柏楚电子,bottom_area,2025-06-09,139.5,2025-06-09,137.39,1.5357740738045083,2.8531916442244825,31.50363944560775,False,-1.2809,0.394,3,3,3,100.0,25.69762925667648,34.07281509974057,8.464225926195493,1.5357740738045083,历史3/3次成功; 当前距低点1.54%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
4,86.86326373444759,81.63469703606516,002041,登海种业,bottom_area,2025-06-09,9.93,2025-06-03,9.76,1.7418032786885238,2.151639344262304,28.023598820059004,False,0.4044,0.5576,2,2,2,100.0,18.2043468358871,21.395106715252467,8.258196721311476,1.7418032786885238,历史2/2次成功; 当前距低点1.74%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
5,85.8283129087283,83.72401937366818,000715,中兴商业,bottom_area,2025-06-09,5.61,2025-06-03,5.41,3.6968576709796706,6.099815157116452,28.815789473684205,False,0.0,1.9836,4,4,4,100.0,20.069112169364704,29.105691056910565,6.303142329020331,3.6968576709796706,历史4/4次成功; 当前距低点3.70%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,85.591844236528,84.39865735969745,002779,中坚科技,bottom_area,2025-06-09,98.32,2025-06-06,94.3,4.262990455991512,6.023329798515384,30.809303690659622,False,2.727,5.4562,4,4,4,100.0,30.635890319129533,38.253119429590015,5.7370095440084885,4.262990455991512,历史4/4次成功; 当前距低点4.26%; 最新日涨幅2.73%; 状态bottom_area; 底部未确认
7,85.18062432813576,83.6556810045179,002819,东方中科,bottom_area,2025-06-09,29.02,2025-05-30,27.89,4.051631409107203,4.266762280387228,31.575073601570164,False,1.2561,3.555,5,5,5,100.0,24.050540953130696,51.677148846960186,5.948368590892797,4.051631409107203,历史5/5次成功; 当前距低点4.05%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
8,85.14304875786532,80.43417274939173,002889,东方嘉盛,bottom_area,2025-06-09,14.69,2025-06-05,14.4,2.0138888888888826,3.611111111111108,32.92966930600838,False,0.273,1.4768,1,1,1,100.0,31.751824817518237,31.751824817518237,7.986111111111118,2.0138888888888826,历史1/1次成功; 当前距低点2.01%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
9,85.08370402213569,80.96445958700727,605378,野马电池,bottom_area,2025-06-09,17.1,2025-06-06,16.7,2.3952095808383365,4.4311377245509105,32.850824286288706,False,1.5439,1.8728,2,2,2,100.0,22.61041629741227,29.89631336405531,7.604790419161664,2.3952095808383365,历史2/2次成功; 当前距低点2.40%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
10,84.68261621088797,79.94038970307825,688179,阿拉丁,bottom_area,2025-06-09,12.39,2025-06-06,12.15,1.9753086419753103,4.362139917695468,30.41237113402062,False,1.7241,2.4562,2,2,2,100.0,11.957491434311619,12.021924482338617,8.024691358024691,1.9753086419753103,历史2/2次成功; 当前距低点1.98%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
11,82.79069499675923,78.42472463768117,688305,科德数控,bottom_area,2025-06-09,55.9,2025-06-05,54.72,2.1564327485380113,2.649853801169596,32.26046051002724,False,0.939,0.7642,1,1,1,100.0,22.69565217391304,22.69565217391304,7.843567251461988,2.1564327485380113,历史1/1次成功; 当前距低点2.16%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
12,82.74539789097635,79.11359618919103,002811,郑中设计,bottom_area,2025-06-09,10.87,2025-06-03,10.59,2.644003777148247,4.249291784702542,28.203389830508474,False,0.6481,4.6613,2,2,2,100.0,15.709273124134537,16.78832116788322,7.355996222851753,2.644003777148247,历史2/2次成功; 当前距低点2.64%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
13,82.70839821774071,79.37472918826427,300819,聚杰微纤,bottom_area,2025-06-09,22.81,2025-06-06,22.18,2.840396753832277,4.643823264201989,28.451612903225808,False,1.1082,2.3462,2,2,2,100.0,19.520611758074537,26.54716175842936,7.159603246167723,2.840396753832277,历史2/2次成功; 当前距低点2.84%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
