rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.81229683453057,89.0806596880554,688355,明志科技,bottom_area,2023-08-25,20.89,2023-08-25,20.62,1.3094083414160989,3.831231813773032,32.28243021346469,False,0.1918,3.1737,4,4,4,100.0,19.602745733785582,35.08474576271185,6.690591658583902,1.3094083414160989,历史4/4次成功; 当前距低点1.31%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
2,89.47443035776791,83.3367724878249,002339,积成电子,bottom_area,2023-08-25,6.55,2023-08-25,6.53,0.30627871362939624,2.9096477794793185,27.201783723522855,False,-1.9461,1.6223,4,4,4,100.0,38.73703201559097,82.94930875576038,7.693721286370605,0.30627871362939624,历史4/4次成功; 当前距低点0.31%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
3,88.06006972485426,85.80155146688718,000620,盈新发展,bottom_area,2023-08-25,1.55,2023-08-25,1.51,2.6490066225165587,4.635761589403978,27.403846153846157,False,0.0,1.7296,3,3,3,100.0,35.0606804635748,58.4192439862543,5.350993377483442,2.6490066225165587,历史3/3次成功; 当前距低点2.65%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,86.78701754206297,84.82658100331957,000411,英特集团,bottom_area,2023-08-25,11.7,2023-08-24,11.38,2.8119507908611467,3.7785588752196806,27.974683544303797,False,0.3431,3.7807,3,3,3,100.0,31.816283905822544,47.98426745329401,5.188049209138853,2.8119507908611467,历史3/3次成功; 当前距低点2.81%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
5,86.47040476469759,81.73511226786275,688286,敏芯股份,bottom_area,2023-08-25,46.19,2023-08-25,45.7,1.072210065645503,3.960612691466072,30.335365853658523,False,-2.7784,0.8517,3,3,3,100.0,16.34274848136819,25.016501650165008,6.9277899343544975,1.072210065645503,历史3/3次成功; 当前距低点1.07%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
6,85.41336549174177,79.45370219732482,300648,星云股份,bottom_area,2023-08-25,25.0,2023-08-25,24.94,0.24057738572573667,2.4859663191659878,27.28862973760932,False,-1.9992,1.2057,5,5,5,100.0,17.054938907416574,26.78362573099414,7.759422614274264,0.24057738572573667,历史5/5次成功; 当前距低点0.24%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
7,84.97489158827184,79.18044095815382,002265,建设工业,bottom_area,2023-08-25,12.2,2023-08-25,12.16,0.3289473684210456,2.796052631578946,28.344136711844424,False,-2.7113,1.1968,4,4,4,100.0,16.669037409429027,32.75229357798165,7.671052631578955,0.3289473684210456,历史4/4次成功; 当前距低点0.33%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
8,84.19247684379835,78.4735803064004,688248,南网科技,bottom_area,2023-08-25,29.2,2023-08-25,29.1,0.34364261168384147,3.264604810996561,32.29409027454629,False,-2.6667,2.3429,3,3,3,100.0,29.715513231395445,49.406593406593416,7.656357388316158,0.34364261168384147,历史3/3次成功; 当前距低点0.34%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
9,83.29743183557906,78.44758841684947,601127,赛力斯,bottom_area,2023-08-25,32.04,2023-08-25,31.76,0.8816120906800932,3.022670025188908,31.270287816489933,False,-2.5844,1.8225,8,8,8,100.0,19.503569804301506,30.591200733272228,7.118387909319907,0.8816120906800932,历史8/8次成功; 当前距低点0.88%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
10,83.12954469508327,78.94203624953555,688148,芳源股份,bottom_area,2023-08-25,9.26,2023-08-23,9.14,1.3129102844638865,3.5010940919037226,27.3449920508744,False,-0.7503,0.9887,2,2,2,100.0,20.943396226415096,26.66666666666668,6.687089715536114,1.3129102844638865,历史2/2次成功; 当前距低点1.31%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
11,82.79391519856017,77.3757566960995,302132,中航成飞,bottom_area,2023-08-25,41.7,2023-08-25,41.5,0.4819277108433803,4.048192771084336,32.02293202293202,False,-3.7174,2.2108,4,4,4,100.0,19.056730520550555,28.81165919282512,7.5180722891566205,0.4819277108433803,历史4/4次成功; 当前距低点0.48%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
