rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.8122778170486,79.36028703038538,600250,南京商旅,bottom_area,2025-12-26,11.85,2025-12-24,11.55,2.597402597402588,5.367965367965361,28.171641791044767,False,-1.8227,9.641,2,2,2,100.0,38.937445980985316,53.93258426966293,17.402597402597415,2.597402597402588,历史2/2次成功; 当前距低点2.60%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
2,89.5686940745676,76.77593954592868,603038,华立股份,bottom_area,2025-12-26,15.82,2025-12-17,15.58,1.5404364569961502,5.0064184852374805,29.661399548532724,False,-1.31,1.5026,1,1,1,100.0,28.753412192902637,28.753412192902637,18.459563543003853,1.5404364569961502,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
3,88.80185991703081,76.49222335543094,605580,恒盛能源,bottom_area,2025-12-26,25.9,2025-12-25,25.44,1.80817610062892,11.635220125786153,29.878721058434397,True,-4.8843,7.8583,1,1,1,100.0,31.531531531531513,31.531531531531513,18.19182389937108,1.80817610062892,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-4.88%; 状态bottom_area; 底部已确认
4,84.68271656253148,70.94434662998626,603322,超讯通信,bottom_area,2025-12-26,38.11,2025-12-26,38.0,0.28947368421052483,1.7894736842105254,31.29632977761707,False,-0.8327,4.6828,1,1,1,100.0,21.905089408528212,21.905089408528212,19.710526315789476,0.28947368421052483,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
5,82.26469935265735,73.92640494298853,603072,天和磁材,bottom_area,2025-12-26,41.12,2025-12-17,39.49,4.127627247404394,4.93795897695618,27.05947543405984,False,0.1705,2.9226,1,1,1,100.0,22.674167027260935,22.674167027260935,15.872372752595606,4.127627247404394,历史1/1次成功; 当前距低点4.13%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
6,80.93230075290457,71.93879482723598,603679,华体科技,bottom_area,2025-12-26,15.55,2025-12-24,15.02,3.528628495339555,6.8575233022636555,29.284369114877585,False,-2.0164,11.0997,1,1,1,100.0,27.118644067796616,27.118644067796616,16.471371504660446,3.528628495339555,历史1/1次成功; 当前距低点3.53%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
7,80.75505100053137,71.76871350248632,000692,惠天热电,bottom_area,2025-12-26,3.53,2025-12-17,3.41,3.5190615835777024,6.744868035190615,28.511530398322844,False,-1.1204,2.8578,1,1,1,100.0,26.08695652173914,26.08695652173914,16.480938416422298,3.5190615835777024,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
8,65.81501290786876,57.89591630924754,300056,中创环保,bottom_area,2025-12-26,8.7,2025-12-17,8.45,2.9585798816568047,8.284023668639067,29.34782608695653,True,-0.9112,3.8186,1,2,1,50.0,27.10472279260781,27.10472279260781,17.041420118343197,2.9585798816568047,历史1/2次成功; 当前距低点2.96%; 最新日涨幅-0.91%; 状态bottom_area; 底部已确认
9,59.97569132709501,53.48838450870035,603327,福蓉科技,bottom_area,2025-12-26,10.9,2025-12-19,10.51,3.710751665080881,7.4215033301617455,29.651941097724226,False,-1.6245,3.428,1,2,1,50.0,21.82203389830509,21.82203389830509,16.289248334919122,3.710751665080881,历史1/2次成功; 当前距低点3.71%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
