rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.16633861033223,81.9446586051791,300649,杭州园林,bottom_area,2022-04-21,24.1,2022-04-21,23.77,1.3883045856121239,7.2360117795540555,29.213817748659913,False,-4.931,5.5761,2,2,2,100.0,48.22576914179969,71.60305343511452,6.611695414387876,1.3883045856121239,历史2/2次成功; 当前距低点1.39%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
2,83.17854190618064,81.30131436071468,002603,以岭药业,confirmed_rebound,2022-04-21,29.97,2022-04-19,29.15,2.8130360205831915,16.295025728987994,27.10677669417355,True,2.3915,8.8231,2,2,2,100.0,30.564712299163222,39.661898569570866,5.1869639794168085,2.8130360205831915,历史2/2次成功; 当前距低点2.81%; 最新日涨幅2.39%; 状态confirmed_rebound; 底部已确认
3,81.3811288153408,76.87703877866157,300365,恒华科技,bottom_area,2022-04-21,6.8,2022-04-21,6.73,1.0401188707280742,6.686478454680524,28.78306878306877,False,-5.1604,2.0658,2,2,2,100.0,16.712418300653603,19.111111111111114,6.959881129271926,1.0401188707280742,历史2/2次成功; 当前距低点1.04%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
4,80.01773895005537,74.59685861255835,300624,万兴科技,bottom_area,2022-04-21,31.21,2022-04-21,31.1,0.3536977491961396,6.623794212218634,30.33154121863799,False,-5.909,2.7835,2,2,2,100.0,35.87790043400834,51.195680123425035,7.64630225080386,0.3536977491961396,历史2/2次成功; 当前距低点0.35%; 最新日涨幅-5.91%; 状态bottom_area; 底部未确认
5,79.59053987623076,76.38667047711094,688089,嘉必优,bottom_area,2022-04-21,30.06,2022-04-21,29.51,1.863774991528286,6.506269061335133,27.81311154598826,False,-4.3893,1.5951,1,1,1,100.0,40.83912611717973,40.83912611717973,6.1362250084717145,1.863774991528286,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
6,77.38972122742143,74.06013443731541,605589,圣泉集团,confirmed_rebound,2022-04-21,24.93,2022-04-18,24.51,1.7135862913096618,8.323133414932677,30.369318181818183,True,-4.4095,2.8432,2,2,2,100.0,10.844683771513038,11.515151515151507,6.286413708690339,1.7135862913096618,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-4.41%; 状态confirmed_rebound; 底部已确认
7,77.37663788719276,73.16678241518308,002235,安妮股份,confirmed_rebound,2022-04-21,4.63,2022-04-21,4.58,1.091703056768555,8.078602620087338,31.539611360239167,False,-5.7026,8.4789,1,1,1,100.0,24.27884615384615,24.27884615384615,6.908296943231446,1.091703056768555,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-5.70%; 状态confirmed_rebound; 底部未确认
8,76.9371456834456,71.55860149654268,600418,江淮汽车,bottom_area,2022-04-21,8.6,2022-04-21,8.58,0.23310023310022812,5.244755244755236,29.09090909090909,False,-4.9724,2.2154,2,2,2,100.0,18.064892623716155,24.365079365079367,7.766899766899773,0.23310023310022812,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-4.97%; 状态bottom_area; 底部未确认
9,76.00823778332204,70.54625412063234,002605,姚记科技,bottom_area,2022-04-21,16.15,2022-04-21,16.13,0.12399256044637058,3.843769373837576,28.722934158197084,False,-4.2679,1.697,2,2,2,100.0,11.284715905645513,12.862318840579725,7.8760074395536295,0.12399256044637058,历史2/2次成功; 当前距低点0.12%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
10,74.8843475390827,69.97404303860955,002728,特一药业,bottom_area,2022-04-21,12.7,2022-04-21,12.64,0.47468354430378734,5.69620253164556,29.26692781197538,False,-4.1509,4.0598,2,2,2,100.0,12.507104944205294,14.169139465875372,7.525316455696212,0.47468354430378734,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
11,74.50364448823349,69.64071349229246,601218,吉鑫科技,bottom_area,2022-04-21,4.09,2022-04-21,4.07,0.4914004914004809,7.862407862407847,29.46273830155978,False,-5.977,2.9114,2,2,2,100.0,10.919928025191178,11.111111111111114,7.50859950859952,0.4914004914004809,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-5.98%; 状态bottom_area; 底部未确认
12,73.58407717124177,68.44195849202798,603186,华正新材,bottom_area,2022-04-21,21.36,2022-04-21,21.31,0.23463162834350404,6.14734866259973,29.78583196046129,False,-5.1088,1.6402,1,1,1,100.0,17.994186046511643,17.994186046511643,7.765368371656496,0.23463162834350404,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
13,73.22596188078326,67.91955555981816,300424,航新科技,bottom_area,2022-04-21,11.11,2022-04-21,11.1,0.09009009009008817,6.5765765765765805,29.746835443037977,False,-5.8475,1.8233,1,1,1,100.0,13.413768630234213,13.413768630234213,7.909909909909913,0.09009009009008817,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
14,73.19710319414038,70.82853218550082,688229,博睿数据,confirmed_rebound,2022-04-21,38.42,2022-04-21,37.56,2.289669861554844,8.972310969116073,27.657935285053924,False,-4.5229,0.5969,2,2,2,100.0,9.725696074440098,11.21206614573869,5.710330138445157,2.289669861554844,历史2/2次成功; 当前距低点2.29%; 最新日涨幅-4.52%; 状态confirmed_rebound; 底部未确认
15,72.90123972081018,67.79063734862969,600055,万东医疗,bottom_area,2022-04-21,22.55,2022-04-21,22.5,0.22222222222222537,5.022222222222218,27.419354838709676,False,-4.5705,1.5729,1,1,1,100.0,14.340344168260035,14.340344168260035,7.777777777777775,0.22222222222222537,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
16,72.7860112820337,69.46874412091111,002140,东华科技,confirmed_rebound,2022-04-21,9.03,2022-04-21,8.89,1.5748031496062858,8.323959505061868,29.332273449920503,False,-5.3459,2.4781,1,1,1,100.0,10.318791946308728,10.318791946308728,6.425196850393715,1.5748031496062858,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-5.35%; 状态confirmed_rebound; 底部未确认
17,72.58023756262568,68.01643332517622,300663,科蓝软件,bottom_area,2022-04-21,14.51,2022-04-21,14.42,0.6241331484049921,7.142857142857138,32.141176470588235,False,-5.4723,4.2443,1,1,1,100.0,20.480951094298856,20.480951094298856,7.375866851595009,0.6241331484049921,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-5.47%; 状态bottom_area; 底部未确认
18,72.42070277608457,67.45348583735803,002014,永新股份,bottom_area,2022-04-21,6.54,2022-04-21,6.52,0.3067484662576758,4.601226993865041,32.43523316062177,False,-3.3973,0.4758,1,1,1,100.0,13.563829787234038,13.563829787234038,7.693251533742325,0.3067484662576758,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
19,72.40334035665852,67.47918370771701,688339,亿华通,bottom_area,2022-04-21,118.4,2022-04-21,118.0,0.33898305084746244,5.932203389830509,27.384615384615387,False,-5.1662,1.2514,1,1,1,100.0,14.0971239981141,14.0971239981141,7.661016949152538,0.33898305084746244,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-5.17%; 状态bottom_area; 底部未确认
20,72.15779562043797,66.81277372262774,002537,海联金汇,confirmed_rebound,2022-04-21,8.33,2022-04-21,8.33,0.0,9.12364945978391,28.065630397236614,False,-9.9459,9.1765,1,1,1,100.0,28.832116788321155,28.832116788321155,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态confirmed_rebound; 底部未确认
21,72.1208371278375,67.34067102655452,300598,诚迈科技,bottom_area,2022-04-21,41.53,2022-04-21,41.35,0.43530834340991464,5.92503022974606,27.303094233473978,False,-5.096,1.6993,1,1,1,100.0,14.533193814672712,14.533193814672712,7.564691656590086,0.43530834340991464,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-5.10%; 状态bottom_area; 底部未确认
22,72.11503758609754,67.39272180518974,600196,复星医药,bottom_area,2022-04-21,41.9,2022-04-21,41.7,0.4796163069544262,5.371702637889675,27.072402938090235,False,-4.0311,1.8728,1,1,1,100.0,15.356166586267886,15.356166586267886,7.520383693045574,0.4796163069544262,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
23,71.86920979930225,70.48900549588629,001266,宏英智能,confirmed_rebound,2022-04-21,37.18,2022-04-15,36.1,2.9916897506925157,8.310249307479225,30.45655942978231,True,-2.1836,9.8011,1,1,1,100.0,13.763753373468953,13.763753373468953,5.008310249307485,2.9916897506925157,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-2.18%; 状态confirmed_rebound; 底部已确认
24,71.73447904893227,67.26476807581615,300690,双一科技,confirmed_rebound,2022-04-21,15.35,2022-04-21,15.25,0.6557377049180304,8.852459016393452,30.555555555555557,False,-6.5164,2.2658,2,2,2,100.0,10.375537865748704,11.160714285714286,7.34426229508197,0.6557377049180304,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-6.52%; 状态confirmed_rebound; 底部未确认
25,71.45571448242197,66.51789788524725,002428,云南锗业,bottom_area,2022-04-21,10.82,2022-04-21,10.79,0.2780352177942645,5.653382761816508,29.935064935064943,False,-3.6509,1.5299,1,1,1,100.0,8.181818181818185,8.181818181818185,7.721964782205736,0.2780352177942645,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
26,71.40190362758632,66.76783075609376,300485,赛升药业,bottom_area,2022-04-21,11.78,2022-04-21,11.72,0.5119453924914567,6.143344709897601,29.567307692307693,False,-4.3831,3.3758,1,1,1,100.0,12.392829306313327,12.392829306313327,7.488054607508543,0.5119453924914567,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
27,71.23570673463756,66.67155416951472,600272,开开实业,bottom_area,2022-04-21,9.01,2022-04-21,8.96,0.5580357142857023,7.031249999999989,28.83240667196187,False,-6.4382,4.7993,1,1,1,100.0,12.440191387559814,12.440191387559814,7.441964285714297,0.5580357142857023,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-6.44%; 状态bottom_area; 底部未确认
28,71.1901133624792,66.7049234196603,002390,信邦制药,bottom_area,2022-04-21,4.89,2022-04-21,4.86,0.6172839506172707,4.938271604938257,27.027027027027025,False,-3.7402,1.5301,1,1,1,100.0,13.345864661654133,13.345864661654133,7.382716049382728,0.6172839506172707,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
29,71.12887177864394,66.79722647006838,300675,建科院,bottom_area,2022-04-21,15.1,2022-04-21,14.99,0.7338225483655733,7.004669779853229,27.6195074843071,False,-5.6839,3.2182,1,1,1,100.0,15.270655270655267,15.270655270655267,7.2661774516344275,0.7338225483655733,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
30,71.03543548823586,66.59041898527005,300656,民德电子,bottom_area,2022-04-21,34.54,2022-04-21,34.32,0.6410256410256377,5.769230769230759,27.97481636935991,False,-4.2683,0.3614,1,1,1,100.0,13.021276595744673,13.021276595744673,7.358974358974363,0.6410256410256377,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
31,70.76800686614489,66.45945241462923,300732,设研院,bottom_area,2022-04-21,12.34,2022-04-21,12.25,0.7346938775510192,5.877551020408169,30.397727272727277,False,-4.563,3.3525,1,1,1,100.0,13.465346534653477,13.465346534653477,7.2653061224489806,0.7346938775510192,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-4.56%; 状态bottom_area; 底部未确认
32,70.76602428951203,66.51134843581445,002320,海峡股份,bottom_area,2022-04-21,5.19,2022-04-21,5.15,0.7766990291262142,4.27184466019417,28.670360110803315,False,-3.1716,0.8072,1,1,1,100.0,14.259259259259249,14.259259259259249,7.223300970873786,0.7766990291262142,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
33,70.69498298676749,65.45831758034026,000524,岭南控股,confirmed_rebound,2022-04-21,9.99,2022-04-21,9.99,0.0,9.509509509509503,28.387096774193544,False,-10.0,3.9508,1,1,1,100.0,21.550094517958406,21.550094517958406,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
34,70.50684596558158,66.285377235007,600405,动力源,bottom_area,2022-04-21,5.1,2022-04-21,5.06,0.7905138339920956,6.916996047430842,27.817403708987165,False,-4.4944,2.5801,1,1,1,100.0,13.213703099510612,13.213703099510612,7.209486166007904,0.7905138339920956,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
35,70.47942048299379,66.22496799370144,002565,顺灏股份,bottom_area,2022-04-21,3.96,2022-04-21,3.93,0.7633587786259493,6.106870229007628,27.75735294117647,False,-5.036,3.021,1,1,1,100.0,12.556053811659185,12.556053811659185,7.236641221374052,0.7633587786259493,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
36,70.1763021582734,64.97805755395684,300452,山河药辅,bottom_area,2022-04-21,14.93,2022-04-21,14.93,0.0,5.157401205626253,27.73475314617619,False,-3.0519,4.4689,1,1,1,100.0,8.752997601918471,8.752997601918471,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
