rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.68085107901157,80.98843126069595,002826,易明医药,bottom_area,2025-07-15,17.78,2025-07-15,17.53,1.4261266400456358,3.3086138049058653,30.73883840379296,False,-1.9846,5.1284,1,1,1,100.0,50.0,50.0,18.573873359954366,1.4261266400456358,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
2,92.44818142986078,78.49937058562222,603928,兴业股份,bottom_area,2025-07-15,15.78,2025-07-15,15.62,1.0243277848911663,3.008962868117802,29.92373261552266,False,-1.4981,3.9838,1,1,1,100.0,31.69267707082834,31.69267707082834,18.975672215108837,1.0243277848911663,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
3,88.15373931348495,75.87897725333734,301348,蓝箭电子,bottom_area,2025-07-15,20.14,2025-07-15,19.79,1.768569984840836,3.183425972713505,29.92209631728045,False,-1.1291,5.5064,1,1,1,100.0,26.727509778357234,26.727509778357234,18.231430015159162,1.768569984840836,历史1/1次成功; 当前距低点1.77%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
4,85.15548051543081,76.62217235771209,002155,湖南黄金,bottom_area,2025-07-15,18.12,2025-06-30,17.39,4.197814836112711,7.073030477285798,29.28019520130134,True,0.0,2.6179,1,1,1,100.0,28.834355828220854,28.834355828220854,15.80218516388729,4.197814836112711,历史1/1次成功; 当前距低点4.20%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
5,83.0114077032401,72.05851363128481,002658,雪迪龙,bottom_area,2025-07-15,8.25,2025-07-15,8.07,2.230483271375461,2.8500619578686543,29.581151832460733,False,0.4872,8.7934,2,3,2,66.66666666666666,28.265316254592392,34.81481481481481,17.76951672862454,2.230483271375461,历史2/3次成功; 当前距低点2.23%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
6,82.76370745990093,69.80566115089705,000999,华润三九,bottom_area,2025-07-15,30.62,2025-07-15,30.42,0.657462195923732,2.531229454306376,30.036798528058867,False,-1.6067,0.9087,1,1,1,100.0,20.293951384963254,20.293951384963254,19.34253780407627,0.657462195923732,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
7,82.3545119741107,69.7236350469719,301108,洁雅股份,bottom_area,2025-07-15,23.35,2025-07-15,23.15,0.8639308855291701,4.103671706263511,32.32972814966384,False,-2.7893,2.6703,1,1,1,100.0,22.383857343969968,22.383857343969968,19.13606911447083,0.8639308855291701,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
8,76.38836093712887,67.96915453743956,300346,南大光电,bottom_area,2025-07-15,30.92,2025-06-13,29.85,3.5845896147403695,8.576214405360117,27.513355998057303,True,-0.4187,1.6705,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,16.415410385259634,3.5845896147403695,历史2/3次成功; 当前距低点3.58%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
9,69.28087898551985,59.520420827389465,300698,万马科技,bottom_area,2025-07-15,42.76,2025-07-14,42.06,1.6642891107940934,2.924393723252489,27.093083723348926,False,-0.3496,5.3609,1,4,1,25.0,63.86182462356068,63.86182462356068,18.33571088920591,1.6642891107940934,历史1/4次成功; 当前距低点1.66%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
10,68.59563714115674,58.72331219280167,600241,时代万恒,bottom_area,2025-07-15,8.28,2025-07-15,8.16,1.470588235294108,4.044117647058824,30.25641025641025,False,-2.3585,3.7929,1,2,1,50.0,22.50673854447439,22.50673854447439,18.529411764705895,1.470588235294108,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
11,65.73184168160896,57.04457193196932,000637,茂化实华,bottom_area,2025-07-15,4.15,2025-07-07,4.06,2.216748768472925,5.665024630541883,27.370304114490168,False,-2.3529,5.3697,1,2,1,50.0,22.627737226277358,22.627737226277358,17.783251231527075,2.216748768472925,历史1/2次成功; 当前距低点2.22%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
12,65.11734784447479,56.6061110452594,002041,登海种业,bottom_area,2025-07-15,9.75,2025-06-23,9.53,2.3084994753410353,4.931794333683113,29.719764011799416,False,-1.5152,1.2228,1,2,1,50.0,21.395106715252467,21.395106715252467,17.691500524658966,2.3084994753410353,历史1/2次成功; 当前距低点2.31%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
13,64.85916322617096,54.439550361316776,603022,新通联,bottom_area,2025-07-15,10.23,2025-07-15,10.19,0.39254170755643697,2.0608439646712546,32.202262142381905,False,-1.4451,3.3465,1,2,1,50.0,26.099706744868023,26.099706744868023,19.607458292443564,0.39254170755643697,历史1/2次成功; 当前距低点0.39%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
14,59.872902322131225,53.986051255043776,002172,澳洋健康,bottom_area,2025-07-15,3.87,2025-06-23,3.71,4.312668463611864,9.97304582210243,27.11198428290766,True,-2.7638,6.1758,2,6,2,33.33333333333333,25.46022590723384,29.824561403508774,15.687331536388138,4.312668463611864,历史2/6次成功; 当前距低点4.31%; 最新日涨幅-2.76%; 状态bottom_area; 底部已确认
