rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.41437323184581,80.12595399070133,300480,光力科技,bottom_area,2024-01-02,21.02,2023-12-28,20.18,4.162537165510406,6.045589692765108,29.85749044143205,False,-1.5457,1.4032,4,4,4,100.0,28.906122193898153,39.69465648854962,5.837462834489595,4.162537165510406,历史4/4次成功; 当前距低点4.16%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
2,80.93084163172753,75.06233203617225,002786,银宝山新,bottom_area,2024-01-02,15.4,2024-01-02,15.24,1.0498687664042003,6.69291338582678,29.704797047970477,False,-4.1096,16.9477,4,5,4,80.0,17.075445288031343,22.074688796680498,8.9501312335958,1.0498687664042003,历史4/5次成功; 当前距低点1.05%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
3,79.97316336912075,78.92946792547808,601858,中国科传,bottom_area,2024-01-02,24.2,2023-12-28,23.2,4.310344827586207,7.974137931034489,29.268292682926827,True,-1.9051,1.271,4,4,4,100.0,15.091688883734559,21.243523316062173,5.689655172413794,4.310344827586207,历史4/4次成功; 当前距低点4.31%; 最新日涨幅-1.91%; 状态bottom_area; 底部已确认
4,77.75586325007009,74.99414924769142,301499,维科精密,bottom_area,2024-01-02,28.92,2023-12-27,28.05,3.10160427807487,5.347593582887701,32.73381294964029,False,-1.6661,4.3465,2,2,2,100.0,21.64412366506522,21.950454687989964,6.898395721925131,3.10160427807487,历史2/2次成功; 当前距低点3.10%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
5,77.58517926961174,73.00092535566837,002508,老板电器,bottom_area,2024-01-02,21.45,2023-12-21,21.07,1.80351210251542,4.318936877076412,31.922455573505655,False,-1.5152,0.6176,1,1,1,100.0,11.682435211846977,11.682435211846977,8.19648789748458,1.80351210251542,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
6,76.34488153156556,74.98742580254394,603013,亚普股份,bottom_area,2024-01-02,17.18,2023-12-28,16.51,4.0581465778316055,5.330102967898237,27.428571428571423,False,-0.5787,0.6684,1,1,1,100.0,53.30739299610896,53.30739299610896,5.941853422168395,4.0581465778316055,历史1/1次成功; 当前距低点4.06%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
7,75.84225149595851,74.73402826315879,000070,特发信息,bottom_area,2024-01-02,7.89,2023-12-26,7.57,4.227212681638036,5.680317040951119,27.00096432015428,False,-0.6297,1.3107,2,2,2,100.0,34.04340417899739,50.60532687651331,5.772787318361964,4.227212681638036,历史2/2次成功; 当前距低点4.23%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
8,75.63725666427926,74.40537951990991,600199,金种子酒,bottom_area,2024-01-02,18.12,2023-12-21,17.4,4.137931034482773,8.10344827586207,27.1356783919598,True,-2.1598,1.2173,2,2,2,100.0,21.988506873820672,23.70304114490161,5.862068965517228,4.137931034482773,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
9,74.69265104397549,71.29291760651193,601933,永辉超市,bottom_area,2024-01-02,2.81,2023-12-27,2.74,2.5547445255474392,4.014598540145981,31.32832080200501,False,-0.3546,0.228,1,1,1,100.0,11.70825335892515,11.70825335892515,7.445255474452561,2.5547445255474392,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
10,74.67331091061158,73.19700386331559,000829,天音控股,bottom_area,2024-01-02,9.47,2023-12-27,9.11,3.951701427003307,5.2689352360043955,29.105058365758758,False,-0.7338,2.0173,2,2,2,100.0,22.40259740259741,34.80519480519481,6.048298572996694,3.951701427003307,历史2/2次成功; 当前距低点3.95%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
11,74.57332030383853,68.14300948074498,002821,凯莱英,bottom_area,2024-01-02,111.8,2024-01-02,111.5,0.269058295964123,4.233183856502241,29.652996845425868,False,-3.7037,1.5886,1,1,1,100.0,16.80893761044718,16.80893761044718,9.730941704035878,0.269058295964123,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
