rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.76974640281095,85.1015126852898,300510,金冠股份,bottom_area,2025-09-15,4.51,2025-09-03,4.43,1.8058690744921009,6.997742663656896,30.01579778830964,False,-0.8791,2.7171,4,4,4,100.0,26.76824825339677,40.000000000000014,6.194130925507899,1.8058690744921009,历史4/4次成功; 当前距低点1.81%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
2,87.72687859831774,83.72734114526303,002041,登海种业,bottom_area,2025-09-15,9.68,2025-06-23,9.53,1.5739769150052505,7.345225603357829,29.719764011799416,True,0.6237,0.919,2,2,2,100.0,18.2043468358871,21.395106715252467,6.426023084994751,1.5739769150052505,历史2/2次成功; 当前距低点1.57%; 最新日涨幅0.62%; 状态bottom_area; 底部已确认
3,85.86006568030786,79.8136739211731,600316,洪都航空,bottom_area,2025-09-15,34.31,2025-09-15,34.24,0.2044392523364494,2.949766355140181,27.87023383189382,False,-1.9714,2.1826,5,5,5,100.0,18.547287185485008,30.462519936204153,7.795560747663551,0.2044392523364494,历史5/5次成功; 当前距低点0.20%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
4,83.8764625226851,81.73323112210544,302132,中航成飞,bottom_area,2025-09-15,81.61,2025-09-09,79.5,2.654088050314465,6.163522012578623,27.595628415300546,False,-1.6036,2.056,4,4,4,100.0,19.056730520550555,28.81165919282512,5.345911949685536,2.654088050314465,历史4/4次成功; 当前距低点2.65%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
5,83.5244710236622,80.55625707020408,002826,易明医药,bottom_area,2025-09-15,19.28,2025-09-03,18.88,2.1186440677966214,7.786016949152555,29.631010063361906,True,-1.9827,2.986,2,2,2,100.0,30.305191100969765,50.0,5.881355932203379,2.1186440677966214,历史2/2次成功; 当前距低点2.12%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
6,81.17168759437548,78.84999334585854,601669,中国电建,bottom_area,2025-09-15,5.76,2025-09-10,5.62,2.4911032028469693,4.448398576512456,28.31632653061224,False,1.0526,2.7137,2,2,2,100.0,12.417788431987212,16.457680250783696,5.508896797153031,2.4911032028469693,历史2/2次成功; 当前距低点2.49%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
7,80.2003056478888,79.76363962848944,603109,神驰机电,confirmed_rebound,2025-09-15,30.98,2025-09-04,29.87,3.7161031134917955,8.77134248409776,27.79792119893642,True,-1.962,2.7656,5,5,5,100.0,22.507283479842627,33.71428571428571,4.283896886508205,3.7161031134917955,历史5/5次成功; 当前距低点3.72%; 最新日涨幅-1.96%; 状态confirmed_rebound; 底部已确认
8,80.14469904947481,79.66317938739986,000561,烽火电子,bottom_area,2025-09-15,11.25,2025-09-04,10.85,3.6866359447004644,6.267281105990781,32.60869565217392,False,-0.7937,2.1247,4,4,4,100.0,20.584458824284518,31.050955414012744,4.313364055299536,3.6866359447004644,历史4/4次成功; 当前距低点3.69%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
9,79.98026385727624,74.49353911512769,601900,南方传媒,bottom_area,2025-09-15,13.11,2025-09-15,13.07,0.3060443764345765,2.1423106350420764,27.308120133481644,False,-1.6504,1.1176,2,2,2,100.0,24.523227383863077,39.999999999999986,7.693955623565424,0.3060443764345765,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
10,79.82374896758044,77.94447761194033,301009,可靠股份,bottom_area,2025-09-15,13.77,2025-09-05,13.4,2.7611940298507403,5.522388059701494,27.762803234501348,False,-0.5058,2.1948,1,1,1,100.0,53.96648044692738,53.96648044692738,5.23880597014926,2.7611940298507403,历史1/1次成功; 当前距低点2.76%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
11,79.12558398452072,76.12031442788724,300645,正元智慧,bottom_area,2025-09-15,18.48,2025-09-05,18.12,1.9867549668874138,5.242825607064013,27.3164861612515,False,-1.0707,3.2829,1,1,1,100.0,30.699547055863096,30.699547055863096,6.013245033112587,1.9867549668874138,历史1/1次成功; 当前距低点1.99%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
