rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.82577269271387,83.74062206879105,300663,科蓝软件,bottom_area,2025-01-06,15.22,2025-01-06,15.0,1.466666666666671,3.9333333333333322,29.544387036167212,False,-1.8065,3.8148,2,2,2,100.0,48.62700036984445,76.77304964539006,18.533333333333328,1.466666666666671,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
2,94.45292839603495,81.26534882546102,300456,赛微电子,bottom_area,2025-01-06,16.33,2025-01-06,16.05,1.744548286604346,2.4922118380062215,28.02690582959641,False,0.6161,2.0213,1,1,1,100.0,32.91891891891892,32.91891891891892,18.255451713395654,1.744548286604346,历史1/1次成功; 当前距低点1.74%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
3,93.42440536241392,81.14929107895217,000567,海德股份,bottom_area,2025-01-06,6.32,2025-01-06,6.18,2.2653721682847987,2.912621359223311,31.333333333333336,False,0.4769,0.6468,1,1,1,100.0,38.67924528301886,38.67924528301886,17.7346278317152,2.2653721682847987,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
4,92.13213499979993,82.4458147149577,301456,盘古智能,bottom_area,2025-01-06,21.33,2025-01-06,20.53,3.89673648319531,5.35801266439356,28.715277777777775,False,0.8988,2.0281,2,2,2,100.0,48.98050482066129,55.619596541786734,16.10326351680469,3.89673648319531,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
5,91.27504600114136,76.97895445879392,002077,大港股份,bottom_area,2025-01-06,13.86,2025-01-06,13.77,0.6535947712418291,4.066811909949169,30.207805372529144,False,-2.6685,4.5121,3,3,3,100.0,25.479303963576843,26.22826908541193,19.346405228758172,0.6535947712418291,历史3/3次成功; 当前距低点0.65%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
6,91.08061882829772,80.93006793478261,002516,旷达科技,bottom_area,2025-01-06,4.72,2025-01-06,4.56,3.5087719298245648,5.482456140350878,27.5039745627981,False,0.4255,1.1177,2,2,2,100.0,36.07563405797101,39.687499999999986,16.49122807017544,3.5087719298245648,历史2/2次成功; 当前距低点3.51%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
7,90.92449453228389,80.6331573448492,002489,浙江永强,bottom_area,2025-01-06,3.04,2025-01-06,2.94,3.40136054421769,4.42176870748299,27.58620689655172,False,0.0,1.4793,1,1,1,100.0,49.82935153583616,49.82935153583616,16.598639455782312,3.40136054421769,历史1/1次成功; 当前距低点3.40%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,89.72496093439149,77.88456587328194,000917,电广传媒,bottom_area,2025-01-06,6.42,2025-01-06,6.28,2.2292993630573195,4.299363057324833,30.299667036625966,False,-1.2308,2.6319,1,1,1,100.0,43.157894736842124,43.157894736842124,17.77070063694268,2.2292993630573195,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
9,89.40345077681023,77.09633017936959,600227,赤天化,bottom_area,2025-01-06,2.18,2025-01-06,2.14,1.8691588785046744,4.672897196261686,28.666666666666664,False,-3.1111,2.5596,1,1,1,100.0,44.72049689440993,44.72049689440993,18.13084112149533,1.8691588785046744,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
10,89.3802326238907,80.69990654205608,002535,林州重机,bottom_area,2025-01-06,3.57,2025-01-06,3.42,4.385964912280699,5.263157894736847,31.872509960159356,False,0.0,1.5661,2,2,2,100.0,45.59089538739825,54.03225806451613,15.614035087719301,4.385964912280699,历史2/2次成功; 当前距低点4.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,88.92103909138392,76.71220077220077,000949,新乡化纤,bottom_area,2025-01-06,3.77,2025-01-06,3.7,1.8918918918918874,3.2432432432432337,27.16535433070866,False,-0.7895,3.0182,1,1,1,100.0,32.718894009216584,32.718894009216584,18.108108108108116,1.8918918918918874,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
12,88.53846559001575,75.86690537713277,002246,北化股份,bottom_area,2025-01-06,9.34,2025-01-06,9.2,1.521739130434789,3.695652173913042,27.38752959747435,False,-0.8493,1.5035,3,4,3,75.0,27.803605346903716,31.992687385740403,18.478260869565215,1.521739130434789,历史3/4次成功; 当前距低点1.52%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
13,88.45556500591864,78.33196072507555,002469,三维化学,bottom_area,2025-01-06,6.84,2025-01-06,6.62,3.32326283987915,4.531722054380662,27.012127894156563,False,1.034,3.8934,1,1,1,100.0,36.5,36.5,16.67673716012085,3.32326283987915,历史1/1次成功; 当前距低点3.32%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
14,88.3452421421802,75.81332365747461,000402,金融街,bottom_area,2025-01-06,3.17,2025-01-06,3.12,1.6025641025640969,2.5641025641025665,29.411764705882348,False,-1.2461,1.0102,1,1,1,100.0,24.339622641509433,24.339622641509433,18.397435897435905,1.6025641025640969,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
15,86.02589355400701,75.39678571428574,600429,三元股份,bottom_area,2025-01-06,4.1,2025-01-06,3.99,2.7568922305764265,6.265664160401002,31.79487179487179,False,-1.4423,0.7259,1,1,1,100.0,36.25000000000001,36.25000000000001,17.243107769423574,2.7568922305764265,历史1/1次成功; 当前距低点2.76%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
16,85.98569174263872,75.01783346511372,603185,弘元绿能,bottom_area,2025-01-06,15.54,2025-01-06,15.16,2.506596306068595,3.9577836411609475,29.651972157772622,False,1.1719,1.464,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,17.493403693931405,2.506596306068595,历史4/6次成功; 当前距低点2.51%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
17,85.87115303945778,77.36547507769906,600231,凌钢股份,bottom_area,2025-01-06,1.71,2025-01-06,1.64,4.268292682926833,4.268292682926833,27.753303964757713,False,1.7857,0.3858,2,2,2,100.0,26.221410724581972,29.302325581395344,15.731707317073168,4.268292682926833,历史2/2次成功; 当前距低点4.27%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
18,85.39913518792754,75.82784097498806,301356,天振股份,bottom_area,2025-01-06,14.91,2025-01-06,14.41,3.4698126301179735,6.037473976405269,28.592666005946484,False,0.2016,1.0708,1,1,1,100.0,24.83340737450022,24.83340737450022,16.530187369882025,3.4698126301179735,历史1/1次成功; 当前距低点3.47%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
19,84.80143791978202,76.67827612591974,000042,中洲控股,bottom_area,2025-01-06,4.21,2025-01-06,4.03,4.466501240694782,4.962779156327548,32.495812395309876,False,0.0,1.1544,2,2,2,100.0,24.956445993031362,28.57142857142858,15.53349875930522,4.466501240694782,历史2/2次成功; 当前距低点4.47%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,82.85781200517243,70.7685162935835,001287,中电港,bottom_area,2025-01-06,18.1,2025-01-06,17.86,1.343784994400907,3.8073908174692037,29.988239905919258,False,-1.1469,2.3507,2,3,2,66.66666666666666,32.93376029113394,42.36351071181756,18.656215005599094,1.343784994400907,历史2/3次成功; 当前距低点1.34%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
21,82.79411455850611,70.68917147015308,603178,圣龙股份,bottom_area,2025-01-06,16.83,2025-01-06,16.61,1.3245033112582714,3.973509933774835,29.319148936170215,False,-2.9412,1.6095,3,5,3,60.0,30.048596880763135,44.66270354096666,18.67549668874173,1.3245033112582714,历史3/5次成功; 当前距低点1.32%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
22,82.79222112824999,69.9190404040404,000839,国安股份,bottom_area,2025-01-06,2.77,2025-01-06,2.75,0.7272727272727278,4.363636363636368,27.631578947368418,False,-2.807,1.2638,1,1,1,100.0,21.75925925925925,21.75925925925925,19.272727272727273,0.7272727272727278,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
23,82.76086036147717,72.51243606437836,000036,华联控股,bottom_area,2025-01-06,3.75,2025-01-06,3.65,2.739726027397263,4.657534246575341,29.94241842610365,False,-0.7937,1.1746,1,1,1,100.0,20.532319391634985,20.532319391634985,17.26027397260274,2.739726027397263,历史1/1次成功; 当前距低点2.74%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
24,82.70112064129496,73.16632370586944,002616,长青集团,bottom_area,2025-01-06,4.42,2025-01-06,4.28,3.2710280373831697,5.841121495327103,29.021558872305143,False,-1.559,2.7924,1,1,1,100.0,30.560578661844474,30.560578661844474,16.728971962616832,3.2710280373831697,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
