rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.82577269271387,83.74062206879105,300663,科蓝软件,bottom_area,2025-01-06,15.22,2025-01-06,15.0,1.466666666666671,3.9333333333333322,29.544387036167212,False,-1.8065,3.8148,2,2,2,100.0,48.62700036984445,76.77304964539006,18.533333333333328,1.466666666666671,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
25,81.62375834356712,72.31081519419546,301315,威士顿,bottom_area,2025-01-06,58.7,2025-01-06,56.8,3.3450704225352212,5.598591549295774,28.083059002279064,False,-1.675,24.292,1,1,1,100.0,26.868686868686865,26.868686868686865,16.65492957746478,3.3450704225352212,历史1/1次成功; 当前距低点3.35%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
26,81.3872164204873,73.46033388079249,300369,绿盟科技,bottom_area,2025-01-06,6.45,2025-01-06,6.18,4.368932038834959,5.663430420711983,32.60632497273719,False,0.1553,2.5643,1,1,1,100.0,23.126338329764458,23.126338329764458,15.63106796116504,4.368932038834959,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
27,80.48739436893321,70.16503784047825,300409,道氏技术,bottom_area,2025-01-06,12.48,2025-01-06,12.18,2.463054187192124,4.351395730706085,27.672209026128268,False,0.6452,3.3369,3,6,3,50.0,40.380652619765016,50.03460207612457,17.53694581280788,2.463054187192124,历史3/6次成功; 当前距低点2.46%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
28,80.45362439952353,68.95199275045371,601020,华钰矿业,bottom_area,2025-01-06,11.93,2025-01-06,11.75,1.531914893617019,5.106382978723401,27.018633540372676,False,-1.6488,2.5506,2,3,2,66.66666666666666,25.473613124913108,26.324110671936758,18.46808510638298,1.531914893617019,历史2/3次成功; 当前距低点1.53%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
29,79.96797777096049,72.30588627387417,300535,达威股份,bottom_area,2025-01-06,12.4,2025-01-06,11.87,4.465037910699252,6.149957877000847,28.060606060606062,False,-0.4815,2.5968,2,2,2,100.0,23.90415435628202,26.329787234042563,15.53496208930075,4.465037910699252,历史2/2次成功; 当前距低点4.47%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
30,79.32141705506376,68.48292675086225,000058,深赛格,bottom_area,2025-01-06,7.38,2025-01-06,7.24,1.933701657458559,3.7292817679557952,29.227761485826004,False,-1.8617,1.2047,2,3,2,66.66666666666666,27.87688098495213,34.82352941176472,18.066298342541444,1.933701657458559,历史2/3次成功; 当前距低点1.93%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
31,78.80770538290474,67.45957399236141,002819,东方中科,bottom_area,2025-01-06,24.23,2025-01-06,23.88,1.4656616415410444,3.6850921273031934,28.072289156626518,False,-1.2632,1.6314,2,4,2,50.0,36.08216416706984,51.677148846960186,18.534338358458957,1.4656616415410444,历史2/4次成功; 当前距低点1.47%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
32,78.61274318138844,69.75072945019053,603004,鼎龙科技,bottom_area,2025-01-06,19.0,2025-01-06,18.37,3.429504627109412,5.606967882416971,27.847604084838963,False,0.4228,5.3597,2,4,2,50.0,52.20363732099522,55.7168784029038,16.57049537289059,3.429504627109412,历史2/4次成功; 当前距低点3.43%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
33,78.05086523169606,67.23706948640483,000420,吉林化纤,bottom_area,2025-01-06,3.37,2025-01-06,3.31,1.8126888217522674,3.021148036253779,28.96995708154507,False,0.0,1.7569,1,2,1,50.0,53.9249146757679,53.9249146757679,18.187311178247732,1.8126888217522674,历史1/2次成功; 当前距低点1.81%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
34,77.70875000483487,68.48218048718915,000430,张家界,bottom_area,2025-01-06,5.73,2025-01-06,5.56,3.0575539568345476,4.856115107913678,31.102850061957877,False,-1.7153,3.1193,2,3,2,66.66666666666666,41.649122807017534,53.99999999999999,16.942446043165454,3.0575539568345476,历史2/3次成功; 当前距低点3.06%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
35,77.34601032602389,66.12888235294116,300520,科大国创,bottom_area,2025-01-06,20.28,2025-01-06,20.0,1.4000000000000057,4.0000000000000036,31.342258839684174,False,-2.2179,4.3753,2,4,2,50.0,28.123023402909546,32.59013282732449,18.599999999999994,1.4000000000000057,历史2/4次成功; 当前距低点1.40%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
36,76.86795336671875,66.13516145120838,300588,熙菱信息,bottom_area,2025-01-06,12.25,2025-01-06,12.04,1.7441860465116352,11.461794019933562,29.093050647820974,False,-9.1246,7.9264,2,3,2,66.66666666666666,23.146446078431378,25.98039215686274,18.255813953488364,1.7441860465116352,历史2/3次成功; 当前距低点1.74%; 最新日涨幅-9.12%; 状态bottom_area; 底部未确认
37,76.4122681805374,68.50755078255078,002375,亚厦股份,bottom_area,2025-01-06,3.64,2025-01-06,3.5,4.0000000000000036,4.571428571428576,29.149797570850204,False,0.2755,0.8719,2,3,2,66.66666666666666,30.864968364968366,36.9047619047619,15.999999999999998,4.0000000000000036,历史2/3次成功; 当前距低点4.00%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
38,76.34934962898298,63.62445802415249,600973,宝胜股份,bottom_area,2025-01-06,4.78,2025-01-06,4.78,0.0,4.184100418410045,30.924855491329478,False,-9.9812,9.7586,2,3,2,66.66666666666666,40.36446966390223,46.551724137931025,20.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
39,76.29534941497926,67.82393475579882,688329,艾隆科技,bottom_area,2025-01-06,12.89,2025-01-06,12.45,3.5341365461847496,5.702811244979927,31.21546961325968,False,0.0,2.182,2,3,2,66.66666666666666,21.479029109856874,21.72890326374596,16.465863453815253,3.5341365461847496,历史2/3次成功; 当前距低点3.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
40,76.03233092268908,66.16763163825287,002761,浙江建投,bottom_area,2025-01-06,8.21,2025-01-06,8.02,2.369077306733183,3.491271820448892,28.392857142857142,False,0.2442,1.4229,3,7,3,42.857142857142854,33.213437237505204,43.73730534867976,17.630922693266818,2.369077306733183,历史3/7次成功; 当前距低点2.37%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
41,75.88082550786254,67.54098245668878,688277,天智航,bottom_area,2025-01-06,9.2,2025-01-06,8.88,3.6036036036035863,6.081081081081071,32.67626990144048,False,1.4333,0.7407,2,3,2,66.66666666666666,20.809311861496127,21.148825065274142,16.396396396396415,3.6036036036035863,历史2/3次成功; 当前距低点3.60%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
42,75.30379016809836,65.3878330658106,002553,南方精工,bottom_area,2025-01-06,11.83,2025-01-06,11.57,2.2471910112359534,5.272255834053582,32.73255813953488,False,-1.4988,4.1942,3,7,3,42.857142857142854,51.3949564034161,83.5926449787836,17.752808988764045,2.2471910112359534,历史3/7次成功; 当前距低点2.25%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
43,75.28117649056139,64.9833440012224,601865,福莱特,bottom_area,2025-01-06,19.07,2025-01-06,18.71,1.9241047568145344,3.4206306787814036,30.2386278896346,False,1.1135,0.7223,1,2,1,50.0,39.24894003634159,39.24894003634159,18.075895243185467,1.9241047568145344,历史1/2次成功; 当前距低点1.92%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
44,75.02580878528009,67.67999225406662,605577,龙版传媒,bottom_area,2025-01-06,13.47,2025-01-06,12.91,4.337722695584822,4.570100697134003,32.05263157894736,False,1.2782,1.1189,2,4,2,50.0,50.62209104325122,80.80939947780678,15.662277304415179,4.337722695584822,历史2/4次成功; 当前距低点4.34%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
45,74.75569545968378,68.23731787958796,000155,川能动力,bottom_area,2025-01-06,10.95,2025-01-02,10.43,4.985618408437197,5.656759348034514,27.569444444444446,False,2.6242,1.5918,2,3,2,66.66666666666666,41.493877334183324,45.280898876404486,15.014381591562802,4.985618408437197,历史2/3次成功; 当前距低点4.99%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
46,74.72524777751084,68.00310205693975,002574,明牌珠宝,bottom_area,2025-01-06,4.35,2025-01-06,4.15,4.819277108433717,6.5060240963855325,28.07625649913344,False,-0.9112,1.3235,1,1,1,100.0,21.779859484777532,21.779859484777532,15.180722891566283,4.819277108433717,历史1/1次成功; 当前距低点4.82%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
47,74.36307766657629,65.91618175315557,002796,世嘉科技,bottom_area,2025-01-06,10.41,2025-01-06,10.07,3.376365441906652,6.2562065541211425,30.599586492074426,False,-0.478,5.2968,2,3,2,66.66666666666666,31.7614424410541,36.33841886269071,16.623634558093347,3.376365441906652,历史2/3次成功; 当前距低点3.38%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
48,74.33064420865156,65.33591264208505,300363,博腾股份,bottom_area,2025-01-06,15.53,2025-01-03,15.09,2.9158383035122566,6.891981444665336,28.177058543550697,False,1.6361,2.7747,2,5,2,40.0,41.63453749512357,46.29503738953092,17.084161696487744,2.9158383035122566,历史2/5次成功; 当前距低点2.92%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
49,74.0116769458409,66.44101686130452,002855,捷荣技术,bottom_area,2025-01-06,17.64,2025-01-06,16.95,4.070796460176998,5.191740412979345,32.73809523809524,False,0.0,1.7198,2,3,2,66.66666666666666,20.62239851527635,21.093749999999993,15.929203539823003,4.070796460176998,历史2/3次成功; 当前距低点4.07%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
50,73.3489807203278,62.87784297534618,300397,天和防务,bottom_area,2025-01-06,9.86,2025-01-06,9.71,1.5447991761070912,4.119464469618935,31.667839549612946,False,-1.4985,2.5183,1,2,1,50.0,45.75260804769001,45.75260804769001,18.45520082389291,1.5447991761070912,历史1/2次成功; 当前距低点1.54%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
51,72.96557613068877,62.14458223039464,605168,三人行,bottom_area,2025-01-06,30.61,2025-01-06,30.25,1.1900826446280974,4.7603305785124,27.976190476190478,False,-3.408,2.5859,1,2,1,50.0,47.67726161369193,47.67726161369193,18.8099173553719,1.1900826446280974,历史1/2次成功; 当前距低点1.19%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
52,72.5628224322856,62.0588622754491,300613,富瀚微,bottom_area,2025-01-06,50.81,2025-01-06,50.1,1.4171656686626763,7.145708582834327,28.30566685746994,False,-4.7967,5.1603,1,2,1,50.0,52.08163265306121,52.08163265306121,18.582834331337324,1.4171656686626763,历史1/2次成功; 当前距低点1.42%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
53,71.98862020380697,64.5617882827314,300490,华自科技,bottom_area,2025-01-06,7.25,2025-01-06,6.97,4.017216642754667,5.451936872309898,31.126482213438734,False,0.4155,1.421,2,4,2,50.0,29.306678646301293,32.06349206349206,15.982783357245333,4.017216642754667,历史2/4次成功; 当前距低点4.02%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
54,71.60047204941509,62.26964905702205,300563,神宇股份,bottom_area,2025-01-06,51.76,2025-01-03,50.58,2.3329379201265317,8.995650454725196,30.04149377593361,True,1.8898,14.973,1,2,1,50.0,20.477137176938378,20.477137176938378,17.667062079873467,2.3329379201265317,历史1/2次成功; 当前距低点2.33%; 最新日涨幅1.89%; 状态bottom_area; 底部已确认
55,71.49985638916495,60.88432029795157,002657,中科金财,bottom_area,2025-01-06,16.3,2025-01-06,16.11,1.1793916821849861,4.779639975170699,27.004984141368375,False,-2.5702,4.7096,1,3,1,33.33333333333333,56.540447504302946,56.540447504302946,18.820608317815015,1.1793916821849861,历史1/3次成功; 当前距低点1.18%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
56,70.86673975494752,60.20725333060454,000810,创维数字,bottom_area,2025-01-06,12.46,2025-01-06,12.33,1.0543390105433965,12.652068126520685,30.963045912653975,False,-8.9847,8.5321,2,6,2,33.33333333333333,38.375338394140584,45.01187648456058,18.945660989456606,1.0543390105433965,历史2/6次成功; 当前距低点1.05%; 最新日涨幅-8.98%; 状态bottom_area; 底部未确认
57,70.45361348217814,61.011141490717534,002457,青龙管业,bottom_area,2025-01-06,10.7,2025-01-06,10.48,2.099236641221363,4.103053435114501,27.72413793103448,False,-1.1091,2.7197,1,2,1,50.0,42.51290877796902,42.51290877796902,17.900763358778637,2.099236641221363,历史1/2次成功; 当前距低点2.10%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
58,70.39616934106017,60.32919003931847,000503,国新健康,bottom_area,2025-01-06,9.96,2025-01-06,9.81,1.5290519877675877,3.4658511722731893,32.34482758620689,False,-0.994,1.9618,1,2,1,50.0,31.85714285714286,31.85714285714286,18.470948012232412,1.5290519877675877,历史1/2次成功; 当前距低点1.53%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
59,70.02681635028034,59.63864994521987,600158,中体产业,bottom_area,2025-01-06,7.67,2025-01-06,7.58,1.187335092348283,2.9023746701846935,30.394857667584947,False,-1.1598,2.1637,1,2,1,50.0,23.955773955773946,23.955773955773946,18.81266490765172,1.187335092348283,历史1/2次成功; 当前距低点1.19%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
60,69.62928298308906,60.72804847987455,300768,迪普科技,bottom_area,2025-01-06,16.06,2025-01-06,15.67,2.488832163369488,3.7013401403956614,31.51223776223776,False,-0.3722,1.2133,1,2,1,50.0,45.76659038901602,45.76659038901602,17.511167836630513,2.488832163369488,历史1/2次成功; 当前距低点2.49%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
61,69.47817887674836,62.68707868578799,002551,尚荣医疗,bottom_area,2025-01-06,2.88,2025-01-06,2.76,4.347826086956526,7.24637681159421,31.000000000000007,False,-0.6897,3.1725,2,4,2,50.0,45.75334496800466,52.61780104712043,15.652173913043477,4.347826086956526,历史2/4次成功; 当前距低点4.35%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
62,69.43170339958006,60.01285594923108,000833,粤桂股份,bottom_area,2025-01-06,10.22,2025-01-06,10.02,1.996007984031947,4.790419161676651,31.60409556313994,False,-2.201,7.1996,1,2,1,50.0,35.88039867109634,35.88039867109634,18.003992015968056,1.996007984031947,历史1/2次成功; 当前距低点2.00%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
63,69.41767123628277,60.09014679914393,605186,健麾信息,bottom_area,2025-01-06,18.18,2025-01-06,17.81,2.0774845592363897,4.1549691184727795,31.42087023488641,False,-0.547,1.2624,1,2,1,50.0,37.29468599033817,37.29468599033817,17.92251544076361,2.0774845592363897,历史1/2次成功; 当前距低点2.08%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
64,69.33912011053675,62.88896940257985,300637,扬帆新材,bottom_area,2025-01-06,8.58,2025-01-06,8.2,4.634146341463424,6.097560975609757,29.794520547945208,False,0.2336,2.2548,3,6,3,50.0,27.8753928017014,31.810193321616865,15.365853658536576,4.634146341463424,历史3/6次成功; 当前距低点4.63%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
65,68.87502755882667,59.984234527687285,002777,久远银海,bottom_area,2025-01-06,15.72,2025-01-06,15.35,2.410423452768736,3.5830618892508186,28.504890544946438,False,0.2551,1.943,1,5,1,20.0,51.99999999999999,51.99999999999999,17.589576547231264,2.410423452768736,历史1/5次成功; 当前距低点2.41%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
66,68.69894449849538,58.92842794759826,603330,天洋新材,bottom_area,2025-01-06,5.79,2025-01-06,5.7,1.5789473684210502,5.263157894736839,32.86219081272085,False,-3.5,2.8852,1,2,1,50.0,35.1528384279476,35.1528384279476,18.421052631578952,1.5789473684210502,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
67,67.96900150785808,58.225000750713164,300671,富满微,bottom_area,2025-01-06,31.67,2025-01-06,31.2,1.5064102564102642,5.06410256410257,31.578947368421055,False,-1.646,2.6701,1,2,1,50.0,20.266753415744958,20.266753415744958,18.493589743589737,1.5064102564102642,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
68,67.71852557104197,58.81187195715677,603232,格尔软件,bottom_area,2025-01-06,11.78,2025-01-06,11.52,2.256944444444443,3.645833333333333,29.32515337423314,False,-0.7582,2.6339,2,6,2,33.33333333333333,35.39984923202562,48.01488833746897,17.74305555555556,2.256944444444443,历史2/6次成功; 当前距低点2.26%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
69,67.64917559976341,59.97303976124413,002590,万安科技,bottom_area,2025-01-06,11.61,2025-01-06,11.23,3.38379341050756,4.986642920747985,27.030539311241064,False,1.0444,1.6569,1,2,1,50.0,30.204778156996575,30.204778156996575,16.616206589492442,3.38379341050756,历史1/2次成功; 当前距低点3.38%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
70,67.45738479019283,57.70674175278208,000062,深圳华强,bottom_area,2025-01-06,20.56,2025-01-06,20.27,1.4306857424765622,2.7627035027133635,27.138749101365928,False,-0.7243,1.4233,1,4,1,25.0,37.385512073272274,37.385512073272274,18.569314257523438,1.4306857424765622,历史1/4次成功; 当前距低点1.43%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
71,67.30717806449086,56.3321259414209,688107,安路科技,bottom_area,2025-01-06,25.52,2025-01-06,25.46,0.23566378633149537,4.791830322073837,29.47368421052632,False,-3.6981,0.8254,2,6,2,33.33333333333333,47.34465613399662,67.95615731785945,19.764336213668507,0.23566378633149537,历史2/6次成功; 当前距低点0.24%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
72,67.23207414163339,59.3292547092547,688310,迈得医疗,bottom_area,2025-01-06,10.21,2025-01-06,9.9,3.1313131313131364,4.34343434343434,27.631578947368418,False,1.6932,1.031,1,2,1,50.0,23.648648648648653,23.648648648648653,16.868686868686865,3.1313131313131364,历史1/2次成功; 当前距低点3.13%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
