rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.47445758661448,83.2813222179327,603800,洪田股份,bottom_area,2026-02-05,38.68,53.2,2026-02-05,38.16,1.3626834381551445,3.983228511530407,28.270676691729335,27.29323308270677,False,-2.1007,1.7969,3,3,3,100.0,28.216346542615163,32.08300079808461,18.63731656184486,1.3626834381551445,历史3/3次成功; 当前距低点1.36%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
2,91.88128304673843,81.13340114968773,300668,杰恩股份,bottom_area,2026-02-05,24.76,33.3,2026-01-30,24.0,3.166666666666673,8.333333333333332,27.92792792792792,25.645645645645637,True,-0.5622,3.5412,3,3,3,100.0,29.588178224127592,36.04488078541374,16.83333333333333,3.166666666666673,历史3/3次成功; 当前距低点3.17%; 最新日涨幅-0.56%; 状态bottom_area; 底部已确认
3,86.01348090517402,72.02439906602226,301023,奕帆传动,bottom_area,2026-02-05,45.73,65.18,2026-02-05,45.61,0.2631001973251424,2.1267265950449437,30.024547407180123,29.840441853329253,False,-2.0561,5.4241,1,1,1,100.0,27.388535031847127,27.388535031847127,19.73689980267486,0.2631001973251424,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
4,85.15532935870937,74.42766579967515,600435,北方导航,bottom_area,2026-02-05,16.54,22.55,2026-01-30,16.12,2.6054590570719487,4.83870967741934,28.514412416851435,26.651884700665196,False,-1.0174,1.5951,1,1,1,100.0,29.183400267737625,29.183400267737625,17.394540942928053,2.6054590570719487,历史1/1次成功; 当前距低点2.61%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
5,83.79512555056085,70.4626971340758,300765,新诺威,bottom_area,2026-02-05,34.67,47.92,2026-02-05,34.5,0.4927536231884107,3.59420289855073,28.005008347245415,27.650250417362273,False,-3.1564,0.7182,4,5,4,80.0,25.35578169325464,28.947368421052634,19.50724637681159,0.4927536231884107,历史4/5次成功; 当前距低点0.49%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
6,82.23290337308141,72.31930964467004,600271,航天信息,bottom_area,2026-02-05,10.14,13.99,2026-02-02,9.85,2.9441624365482326,5.1776649746192875,29.592566118656187,27.519656897784127,False,-0.7828,1.2556,1,1,1,100.0,21.999999999999996,21.999999999999996,17.05583756345177,2.9441624365482326,历史1/1次成功; 当前距低点2.94%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
7,74.19854835418157,66.78497620702373,603169,兰石重装,bottom_area,2026-02-05,10.63,14.18,2026-01-29,10.2,4.215686274509819,7.745098039215696,28.067700987306072,25.03526093088857,True,-1.8467,1.6843,3,5,3,60.0,35.30505867153828,49.872122762148344,15.78431372549018,4.215686274509819,历史3/5次成功; 当前距低点4.22%; 最新日涨幅-1.85%; 状态bottom_area; 底部已确认
8,69.25779400164522,58.37175134488941,300652,雷迪克,bottom_area,2026-02-05,50.5,74.21,2026-02-04,50.19,0.6176529189081537,2.5104602510460357,32.36760544401024,31.94987198490769,False,-0.6297,1.3535,1,2,1,50.0,54.41115272575945,54.41115272575945,19.382347081091847,0.6176529189081537,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
9,66.11777502680754,56.87281929827089,603039,泛微网络,bottom_area,2026-02-05,54.64,74.51,2026-02-05,53.71,1.7315211320052128,5.902066654254332,27.915716011273656,26.66756140115421,False,-4.6256,3.6298,1,2,1,50.0,25.971438060445035,25.971438060445035,18.26847886799479,1.7315211320052128,历史1/2次成功; 当前距低点1.73%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
10,64.59818849361605,56.8770087250944,300723,一品红,bottom_area,2026-02-05,33.9,45.88,2026-02-02,32.91,3.008204193254336,4.983287754481923,28.269398430688764,26.111595466434185,False,-1.0508,1.1156,1,2,1,50.0,31.428571428571427,31.428571428571427,16.991795806745667,3.008204193254336,历史1/2次成功; 当前距低点3.01%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
11,62.51032520168364,53.507479452528116,300639,凯普生物,bottom_area,2026-02-05,6.93,10.07,2026-02-05,6.83,1.4641288433382087,3.074670571010248,32.17477656405164,31.181727904667333,False,-2.9412,6.1381,1,6,1,16.666666666666664,33.27433628318583,33.27433628318583,18.53587115666179,1.4641288433382087,历史1/6次成功; 当前距低点1.46%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
12,60.55659029610461,50.67574479997759,300687,赛意信息,bottom_area,2026-02-05,21.92,30.44,2026-02-05,21.87,0.2286236854138121,1.6918152720621737,28.153745072273324,27.989487516425754,False,-0.9489,2.4124,1,3,1,33.33333333333333,23.299319727891156,23.299319727891156,19.77137631458619,0.2286236854138121,历史1/3次成功; 当前距低点0.23%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
13,58.81688941984687,53.17451156775004,605365,立达信,bottom_area,2026-02-05,20.62,27.37,2026-01-30,19.74,4.457953394123621,7.294832826747727,27.87723785166241,24.662038728534892,True,-0.0485,1.0161,1,3,1,33.33333333333333,39.54468802698146,39.54468802698146,15.542046605876381,4.457953394123621,历史1/3次成功; 当前距低点4.46%; 最新日涨幅-0.05%; 状态bottom_area; 底部已确认
