rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.05246017643785,86.24797193810494,000517,荣安地产,bottom_area,2024-09-05,1.99,2024-09-05,1.97,1.0152284263959401,3.0456852791878086,30.141843971631204,False,0.0,1.0886,2,2,2,100.0,34.10049865746067,40.92827004219408,8.98477157360406,1.0152284263959401,历史2/2次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,91.33290329083808,85.67980289372625,600956,新天绿能,bottom_area,2024-09-05,6.79,2024-08-29,6.68,1.6467065868263524,7.035928143712584,28.860489882854107,True,0.5926,0.2248,2,2,2,100.0,29.592978019840494,41.27358490566036,8.353293413173649,1.6467065868263524,历史2/2次成功; 当前距低点1.65%; 最新日涨幅0.59%; 状态bottom_area; 底部已确认
3,89.39666543515857,83.0788798920378,002110,三钢闽光,bottom_area,2024-09-05,2.63,2024-09-04,2.6,1.1538461538461462,1.5384615384615397,30.85106382978723,False,1.1538,0.193,2,2,2,100.0,18.761554423693642,22.90322580645161,8.846153846153854,1.1538461538461462,历史2/2次成功; 当前距低点1.15%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
4,88.65677346641647,83.16151891271296,001218,丽臣实业,bottom_area,2024-09-05,13.62,2024-08-30,13.4,1.641791044776111,4.850746268656718,32.323232323232325,False,0.7396,0.6177,2,2,2,100.0,25.18711018711019,29.999999999999993,8.358208955223889,1.641791044776111,历史2/2次成功; 当前距低点1.64%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
5,85.34203148434109,79.83837985526512,600011,华能国际,bottom_area,2024-09-05,6.76,2024-09-05,6.66,1.501501501501496,2.1021021021020974,32.72727272727273,False,0.0,0.4764,1,1,1,100.0,22.267759562841515,22.267759562841515,8.498498498498504,1.501501501501496,历史1/1次成功; 当前距低点1.50%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,84.0451379259571,79.18998915388185,002715,登云股份,bottom_area,2024-09-05,9.77,2024-08-23,9.59,1.8769551616266915,7.4035453597497485,31.45103645461044,True,-1.809,2.1746,1,1,1,100.0,36.66369313113291,36.66369313113291,8.123044838373309,1.8769551616266915,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-1.81%; 状态bottom_area; 底部已确认
7,83.4759358291869,77.1221621704129,603132,金徽股份,bottom_area,2024-09-05,10.73,2024-09-04,10.64,0.8458646616541339,1.973684210526307,29.019346230820542,False,0.1867,1.0158,2,2,2,100.0,22.799643005292072,33.20754716981132,9.154135338345867,0.8458646616541339,历史2/2次成功; 当前距低点0.85%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
8,83.37706450782547,78.32032588288268,000708,中信特钢,bottom_area,2024-09-05,11.26,2024-09-04,11.07,1.716350496838297,2.2583559168925023,32.08588957055215,False,0.8961,0.0964,1,1,1,100.0,16.739811912225715,16.739811912225715,8.283649503161703,1.716350496838297,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
9,82.9192695503124,76.03501792717621,000600,建投能源,bottom_area,2024-09-05,4.44,2024-09-05,4.42,0.45248868778281587,1.3574660633484277,32.312404287902,False,0.2257,1.1058,2,2,2,100.0,12.132753415704464,13.438735177865627,9.547511312217184,0.45248868778281587,历史2/2次成功; 当前距低点0.45%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
10,82.54191247720755,79.60895112014941,603069,海汽集团,bottom_area,2024-09-05,14.63,2024-09-04,14.19,3.1007751937984587,4.862579281183941,30.982490272373536,False,2.0223,1.2647,5,6,5,83.33333333333334,26.74938294987391,76.0375880971026,6.899224806201543,3.1007751937984587,历史5/6次成功; 当前距低点3.10%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
11,82.35819540315934,78.83152204836412,002674,兴业科技,bottom_area,2024-09-05,7.98,2024-08-21,7.77,2.702702702702714,6.30630630630631,31.72231985940247,False,0.5038,0.2703,1,1,1,100.0,31.578947368421055,31.578947368421055,7.297297297297287,2.702702702702714,历史1/1次成功; 当前距低点2.70%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
12,82.24765286568027,79.20004999188335,300401,花园生物,bottom_area,2024-09-05,12.63,2024-09-04,12.26,3.0179445350734175,4.486133768352371,27.967097532314924,False,2.7665,3.7195,2,2,2,100.0,20.757868450810403,29.551451187335093,6.9820554649265825,3.0179445350734175,历史2/2次成功; 当前距低点3.02%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
13,81.71466251579012,75.8136036560207,000983,山西焦煤,bottom_area,2024-09-05,7.58,2024-09-05,7.5,1.0666666666666678,4.533333333333331,30.87557603686636,False,-1.3021,0.6358,3,4,3,75.0,21.938729333444627,27.212389380530986,8.933333333333332,1.0666666666666678,历史3/4次成功; 当前距低点1.07%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
14,81.59172781604295,75.8809378954305,600160,巨化股份,bottom_area,2024-09-05,14.43,2024-09-05,14.26,1.192145862552594,6.661991584852743,29.822834645669293,False,-5.4391,1.9189,2,2,2,100.0,13.22059388199155,16.05657237936772,8.807854137447407,1.192145862552594,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-5.44%; 状态bottom_area; 底部未确认
15,81.57711039383672,76.82357881511051,002140,东华科技,bottom_area,2024-09-05,6.61,2024-08-23,6.49,1.8489984591679522,5.855161787365176,27.888888888888886,False,1.2251,0.7023,1,1,1,100.0,10.318791946308728,10.318791946308728,8.151001540832048,1.8489984591679522,历史1/1次成功; 当前距低点1.85%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
16,81.57089347141387,80.67868216279007,000597,东北制药,bottom_area,2024-09-05,4.25,2024-08-26,4.07,4.422604422604415,5.65110565110564,32.053422370617696,False,1.9185,1.4783,3,3,3,100.0,29.259248636172746,61.02150537634409,5.577395577395585,4.422604422604415,历史3/3次成功; 当前距低点4.42%; 最新日涨幅1.92%; 状态bottom_area; 底部未确认
17,81.44901179390146,78.79206990186192,002545,东方铁塔,bottom_area,2024-09-05,6.02,2024-07-25,5.83,3.25900514579759,7.375643224699823,29.247572815533985,True,-0.4959,0.5066,3,3,3,100.0,18.132266850969987,28.468653648509758,6.740994854202411,3.25900514579759,历史3/3次成功; 当前距低点3.26%; 最新日涨幅-0.50%; 状态bottom_area; 底部已确认
18,81.13525646389789,76.61042073834643,300563,神宇股份,bottom_area,2024-09-05,29.24,2024-09-05,28.67,1.9881409138472157,5.615626089989534,29.104846686449054,False,-2.9216,18.3634,2,2,2,100.0,16.68484958020473,20.477137176938378,8.011859086152786,1.9881409138472157,历史2/2次成功; 当前距低点1.99%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
19,80.95737233495663,77.6120263707022,688287,退市观典,bottom_area,2024-09-05,4.06,2024-08-30,3.95,2.784810126582264,9.87341772151898,31.77892918825561,True,0.0,1.1466,3,4,3,75.0,21.00211537263308,36.70473083197391,7.215189873417736,2.784810126582264,历史3/4次成功; 当前距低点2.78%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
20,80.01689360133155,79.6120863824378,002219,新里程,bottom_area,2024-09-05,1.77,2024-08-23,1.69,4.733727810650891,7.6923076923077,29.288702928870297,True,1.7241,0.751,2,2,2,100.0,34.81175156302061,45.685279187817265,5.266272189349109,4.733727810650891,历史2/2次成功; 当前距低点4.73%; 最新日涨幅1.72%; 状态bottom_area; 底部已确认
21,79.56554370022731,75.6870529282806,002302,西部建设,bottom_area,2024-09-05,6.03,2024-09-05,5.89,2.3769100169779387,3.056027164685919,27.463054187192114,False,1.1745,4.9819,1,1,1,100.0,10.679611650485443,10.679611650485443,7.623089983022062,2.3769100169779387,历史1/1次成功; 当前距低点2.38%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
22,78.4417346950401,75.68939312679306,002357,富临运业,bottom_area,2024-09-05,5.28,2024-08-29,5.12,3.1250000000000027,4.492187499999991,28.08988764044944,False,2.3256,3.8219,3,4,3,75.0,24.02899530533914,31.941031941031934,6.874999999999998,3.1250000000000027,历史3/4次成功; 当前距低点3.13%; 最新日涨幅2.33%; 状态bottom_area; 底部未确认
23,77.71449937006976,74.51108710259095,600262,北方股份,bottom_area,2024-09-05,15.84,2024-08-29,15.41,2.7903958468526913,6.55418559377029,31.48065807025344,False,-0.0631,1.7742,2,2,2,100.0,15.232202330188693,17.269624573378834,7.209604153147309,2.7903958468526913,历史2/2次成功; 当前距低点2.79%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
24,77.37287890284306,76.60164846593418,688065,凯赛生物,bottom_area,2024-09-05,35.26,2024-08-27,33.75,4.4740740740740685,8.711111111111105,30.36930059830823,True,0.5705,0.1625,2,2,2,100.0,15.443749219478864,18.007614213197968,5.525925925925932,4.4740740740740685,历史2/2次成功; 当前距低点4.47%; 最新日涨幅0.57%; 状态bottom_area; 底部已确认
25,77.32821571316282,76.88272701457369,000532,华金资本,bottom_area,2024-09-05,10.7,2024-09-04,10.22,4.696673189823861,4.794520547945207,27.926657263751757,False,1.4218,2.3103,2,2,2,100.0,28.877106921355356,32.044198895027606,5.303326810176139,4.696673189823861,历史2/2次成功; 当前距低点4.70%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
26,77.22379478537107,75.13591028941067,603079,圣达生物,bottom_area,2024-09-05,10.76,2024-08-26,10.39,3.5611164581328127,6.929740134744936,28.83561643835616,False,1.3183,1.1613,1,1,1,100.0,22.232558139534888,22.232558139534888,6.438883541867188,3.5611164581328127,历史1/1次成功; 当前距低点3.56%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
27,76.90846872060273,75.38797213374475,603291,联合水务,bottom_area,2024-09-05,9.47,2024-08-28,9.11,3.951701427003307,5.92755214050495,29.65250965250965,False,0.4242,0.8201,2,2,2,100.0,11.708878426410102,12.102772143340088,6.048298572996694,3.951701427003307,历史2/2次成功; 当前距低点3.95%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
28,76.29585999174515,74.58122809064844,300478,杭州高新,bottom_area,2024-09-05,7.09,2024-08-28,6.83,3.8067349926793526,8.052708638360173,28.10526315789474,True,2.3088,2.5312,1,1,1,100.0,13.067655236329937,13.067655236329937,6.193265007320648,3.8067349926793526,历史1/1次成功; 当前距低点3.81%; 最新日涨幅2.31%; 状态bottom_area; 底部已确认
29,75.85701916439456,73.56913452440588,301518,长华化学,bottom_area,2024-09-05,14.02,2024-08-28,13.56,3.392330383480819,6.12094395280236,28.21598729486501,False,0.9359,0.9313,1,1,1,100.0,11.740041928721173,11.740041928721173,6.607669616519182,3.392330383480819,历史1/1次成功; 当前距低点3.39%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
30,75.30719334258818,73.93994068617951,605296,神农集团,bottom_area,2024-09-05,27.31,2024-08-28,26.25,4.038095238095233,8.87619047619047,28.82321041214751,True,0.1834,2.7227,1,1,1,100.0,12.455902306648564,12.455902306648564,5.961904761904768,4.038095238095233,历史1/1次成功; 当前距低点4.04%; 最新日涨幅0.18%; 状态bottom_area; 底部已确认
31,75.29709805057657,75.01766263103403,002682,龙洲股份,bottom_area,2024-09-05,3.49,2024-08-28,3.33,4.804804804804809,6.606606606606599,30.76923076923076,False,2.346,2.0672,2,2,2,100.0,20.175363365532185,26.929674099485425,5.195195195195191,4.804804804804809,历史2/2次成功; 当前距低点4.80%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
32,75.18941555037586,69.21579178141461,001286,陕西能源,bottom_area,2024-09-05,9.2,2024-09-05,9.14,0.6564551422319334,1.3129102844638865,27.6326207442597,False,-0.1086,0.9093,1,1,1,100.0,17.110266159695826,17.110266159695826,9.343544857768068,0.6564551422319334,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
33,71.67704725208077,71.4975206309345,002230,科大讯飞,bottom_area,2024-09-05,34.25,2024-08-28,32.66,4.868340477648511,6.399265156154328,28.093350946719518,False,1.0921,0.6567,1,1,1,100.0,18.69535978480161,18.69535978480161,5.131659522351489,4.868340477648511,历史1/1次成功; 当前距低点4.87%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
34,70.6709603728223,70.43746601035701,000726,鲁泰A,bottom_area,2024-09-05,5.43,2024-08-29,5.18,4.826254826254826,6.370656370656372,31.390728476821195,False,0.3697,0.3978,1,1,1,100.0,12.480252764612954,12.480252764612954,5.173745173745175,4.826254826254826,历史1/1次成功; 当前距低点4.83%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
35,70.43201755780552,69.25627155238136,000539,粤电力A,bottom_area,2024-09-05,4.3,2024-08-26,4.13,4.1162227602905554,6.7796610169491585,31.395348837209298,False,-1.1494,0.4041,1,1,1,100.0,19.89924433249369,19.89924433249369,5.883777239709445,4.1162227602905554,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
36,68.98465532702748,65.10879959119205,000922,佳电股份,bottom_area,2024-09-05,9.34,2024-09-04,9.16,1.9650655021834031,2.401746724890837,27.01195219123506,False,1.1918,1.1428,1,2,1,50.0,40.42553191489362,40.42553191489362,8.034934497816598,1.9650655021834031,历史1/2次成功; 当前距低点1.97%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
37,67.24581940433197,65.51826897415782,000037,深南电A,bottom_area,2024-09-05,7.13,2024-08-28,6.88,3.6337209302325584,5.523255813953487,28.92561983471074,False,-0.2797,1.3035,5,8,5,62.5,25.1379177155272,45.16765285996055,6.366279069767441,3.6337209302325584,历史5/8次成功; 当前距低点3.63%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
38,58.784300141445144,58.23619477882096,603282,亚光股份,bottom_area,2024-09-05,12.75,2024-08-26,12.2,4.5081967213114815,6.311475409836078,27.164179104477615,False,1.5127,1.2431,1,2,1,50.0,34.64991023339317,34.64991023339317,5.4918032786885185,4.5081967213114815,历史1/2次成功; 当前距低点4.51%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
39,58.62014335934103,56.64719785954115,301538,骏鼎达,bottom_area,2024-09-05,67.99,2024-09-03,65.88,3.202792956891317,5.251973284760182,31.26760563380282,False,0.8006,4.5814,1,2,1,50.0,10.10519247985676,10.10519247985676,6.797207043108683,3.202792956891317,历史1/2次成功; 当前距低点3.20%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
40,57.79367606578414,56.71373003818781,300690,双一科技,bottom_area,2024-09-05,17.12,2024-08-23,16.46,4.009720534629405,9.781287970838392,30.89840470193115,True,0.2929,3.1441,1,2,1,50.0,11.160714285714286,11.160714285714286,5.9902794653705955,4.009720534629405,历史1/2次成功; 当前距低点4.01%; 最新日涨幅0.29%; 状态bottom_area; 底部已确认
41,53.859813806151806,53.66718534456448,000625,长安汽车,bottom_area,2024-09-05,11.98,2024-08-29,11.43,4.811898512685921,6.999125109361335,29.138251704897705,False,0.9267,1.0598,1,2,1,50.0,13.808139534883724,13.808139534883724,5.18810148731408,4.811898512685921,历史1/2次成功; 当前距低点4.81%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
