rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.11350943907236,74.54437758919354,605398,新炬网络,bottom_area,2022-08-15,25.5,2022-08-15,25.03,1.8777467039552493,3.395924890131833,32.913428035379255,False,-0.9709,5.1506,1,1,1,100.0,20.890538033395174,20.890538033395174,8.122253296044752,1.8777467039552493,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
2,78.9158104470042,76.18890538033396,002110,三钢闽光,bottom_area,2022-08-15,5.56,2022-08-03,5.39,3.153988868274581,3.710575139146571,27.456258411843876,False,0.0,0.2771,1,1,1,100.0,22.90322580645161,22.90322580645161,6.846011131725419,3.153988868274581,历史1/1次成功; 当前距低点3.15%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,78.72360575572796,76.90927265432641,002761,浙江建投,confirmed_rebound,2022-08-15,25.01,2022-08-04,24.1,3.7759336099585066,10.248962655601654,32.24627495080124,True,-1.1072,2.2687,3,3,3,100.0,24.561297231353766,43.73730534867976,6.224066390041494,3.7759336099585066,历史3/3次成功; 当前距低点3.78%; 最新日涨幅-1.11%; 状态confirmed_rebound; 底部已确认
4,75.82486395867964,71.2039581218626,000899,赣能股份,bottom_area,2022-08-15,10.17,2022-08-12,10.0,1.6999999999999995,3.5999999999999943,29.128277817150956,False,1.194,4.4516,2,3,2,66.66666666666666,17.16823363008569,23.445378151260496,8.300000000000002,1.6999999999999995,历史2/3次成功; 当前距低点1.70%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
5,74.84344454180824,74.16339952882764,002157,正邦科技,bottom_area,2022-08-15,5.78,2022-08-02,5.53,4.520795660036167,6.329113924050627,28.737113402061848,False,0.6969,1.6824,2,2,2,100.0,12.101148568333835,13.751169317118809,5.479204339963833,4.520795660036167,历史2/2次成功; 当前距低点4.52%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
6,70.8329610757199,69.25889527403723,600248,陕建股份,bottom_area,2022-08-15,4.62,2022-08-03,4.45,3.8202247191011214,4.943820224719095,28.2258064516129,False,-0.6452,0.7553,1,1,1,100.0,16.28498727735369,16.28498727735369,6.179775280898879,3.8202247191011214,历史1/1次成功; 当前距低点3.82%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
7,69.10838036229337,68.51261846261845,000761,本钢板材,bottom_area,2022-08-15,3.45,2022-07-15,3.3,4.5454545454545565,8.484848484848492,31.818181818181817,True,-0.289,0.1585,1,1,1,100.0,11.969111969111971,11.969111969111971,5.4545454545454435,4.5454545454545565,历史1/1次成功; 当前距低点4.55%; 最新日涨幅-0.29%; 状态bottom_area; 底部已确认
8,69.06271765932934,68.69901698119361,000715,中兴商业,bottom_area,2022-08-15,5.1,2022-08-03,4.87,4.722792607802865,5.749486652977417,27.421758569299552,False,-0.7782,1.1585,1,1,1,100.0,24.33862433862435,24.33862433862435,5.277207392197136,4.722792607802865,历史1/1次成功; 当前距低点4.72%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
9,65.97920372706793,65.95313529414533,600062,华润双鹤,confirmed_rebound,2022-08-15,20.24,2022-08-03,19.28,4.979253112033181,10.114107883817423,29.299596626329294,True,-0.5405,2.0888,1,1,1,100.0,13.741034352585885,13.741034352585885,5.02074688796682,4.979253112033181,历史1/1次成功; 当前距低点4.98%; 最新日涨幅-0.54%; 状态confirmed_rebound; 底部已确认
10,61.20814806924349,57.78775736105435,603180,金牌家居,bottom_area,2022-08-15,23.67,2022-08-10,23.21,1.9819043515726016,5.040930633347687,27.15003138731952,False,-2.1092,1.4275,1,2,1,50.0,23.744619799139173,23.744619799139173,8.0180956484274,1.9819043515726016,历史1/2次成功; 当前距低点1.98%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
