rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.81046320246719,82.35339014338508,605133,嵘泰股份,bottom_area,2024-01-03,25.72,2024-01-03,25.4,1.2598425196850405,6.9685039370078865,29.070092153029886,False,-5.7875,7.3809,2,2,2,100.0,48.8485542379945,60.01483679525222,6.740157480314959,1.2598425196850405,历史2/2次成功; 当前距低点1.26%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
2,85.83215459380621,81.1918644713739,603286,日盈电子,bottom_area,2024-01-03,24.58,2024-01-03,24.31,1.1106540518305208,3.907856849033332,27.777777777777775,False,-2.7305,7.0433,3,3,3,100.0,13.893310266384404,16.874999999999986,6.88934594816948,1.1106540518305208,历史3/3次成功; 当前距低点1.11%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
3,84.29390601746852,82.72456647831284,300480,光力科技,bottom_area,2024-01-03,20.79,2023-12-28,20.18,3.022794846382554,6.045589692765108,29.85749044143205,False,-1.0942,1.6799,4,4,4,100.0,28.906122193898153,39.69465648854962,4.977205153617446,3.022794846382554,历史4/4次成功; 当前距低点3.02%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
4,80.63681713430182,79.95541020199616,000980,众泰汽车,confirmed_rebound,2024-01-03,2.91,2023-12-27,2.81,3.5587188612099676,8.540925266903907,28.31632653061224,True,-1.0204,1.4658,4,4,4,100.0,21.609081750295033,43.49775784753364,4.441281138790033,3.5587188612099676,历史4/4次成功; 当前距低点3.56%; 最新日涨幅-1.02%; 状态confirmed_rebound; 底部已确认
5,79.03152783609501,76.6198176968893,301499,维科精密,bottom_area,2024-01-03,28.72,2023-12-27,28.05,2.3885918003564997,5.347593582887701,32.73381294964029,False,-0.6916,4.0441,2,2,2,100.0,21.64412366506522,21.950454687989964,5.6114081996435,2.3885918003564997,历史2/2次成功; 当前距低点2.39%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
6,78.89036332530402,77.44472839525918,000070,特发信息,bottom_area,2024-01-03,7.8,2023-12-26,7.57,3.0383091149273387,5.680317040951119,27.00096432015428,False,-1.1407,1.2718,2,2,2,100.0,34.04340417899739,50.60532687651331,4.961690885072661,3.0383091149273387,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
7,78.84491000361662,76.20702882031006,002508,老板电器,bottom_area,2024-01-03,21.54,2023-12-21,21.07,2.230659705742757,4.318936877076412,31.922455573505655,False,0.4196,0.5119,1,1,1,100.0,11.682435211846977,11.682435211846977,5.769340294257243,2.230659705742757,历史1/1次成功; 当前距低点2.23%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
8,78.56132339379123,77.1969957601454,603013,亚普股份,bottom_area,2024-01-03,17.02,2023-12-28,16.51,3.0890369473046517,5.330102967898237,27.428571428571423,False,-0.9313,0.6461,1,1,1,100.0,53.30739299610896,53.30739299610896,4.910963052695348,3.0890369473046517,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
9,78.5322367346939,75.69000000000001,001239,永达股份,confirmed_rebound,2024-01-03,22.05,2024-01-03,21.6,2.08333333333333,9.72222222222221,27.999999999999996,False,-8.125,47.5474,1,1,1,100.0,62.04678362573098,62.04678362573098,5.91666666666667,2.08333333333333,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-8.12%; 状态confirmed_rebound; 底部未确认
10,78.37276420714574,77.28425359315759,688182,灿勤科技,confirmed_rebound,2024-01-03,17.04,2023-12-26,16.5,3.2727272727272676,8.727272727272736,29.001721170395868,True,-2.4055,2.4487,2,2,2,100.0,37.0756547041707,49.999999999999986,4.727272727272733,3.2727272727272676,历史2/2次成功; 当前距低点3.27%; 最新日涨幅-2.41%; 状态confirmed_rebound; 底部已确认
11,77.57191839588982,73.7045949435573,000700,模塑科技,bottom_area,2024-01-03,6.8,2023-12-27,6.71,1.3412816691505194,5.514157973174369,27.06521739130434,False,-2.0173,1.7521,1,1,1,100.0,9.799554565701547,9.799554565701547,6.658718330849481,1.3412816691505194,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
12,77.57040226048947,74.22706552748673,002748,世龙实业,bottom_area,2024-01-03,10.71,2024-01-03,10.53,1.7094017094017238,5.033238366571711,32.58642765685019,False,-3.1646,11.6018,2,2,2,100.0,10.669362499584171,12.627291242362526,6.290598290598276,1.7094017094017238,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
13,77.38663256182296,75.69974810041771,000829,天音控股,bottom_area,2024-01-03,9.37,2023-12-27,9.11,2.8540065861690427,5.2689352360043955,29.105058365758758,False,-1.056,2.3372,2,2,2,100.0,22.40259740259741,34.80519480519481,5.145993413830957,2.8540065861690427,历史2/2次成功; 当前距低点2.85%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
