rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.50423621144363,79.0821054964906,300649,杭州园林,bottom_area,2023-10-13,17.65,2023-10-13,17.61,0.22714366837023933,2.6689381033503627,32.269230769230774,False,-2.7548,3.9759,2,2,2,100.0,48.22576914179969,71.60305343511452,19.77285633162976,0.22714366837023933,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
2,88.35137380933051,74.0953728789142,601226,华电科工,bottom_area,2023-10-13,5.79,2023-10-13,5.77,0.34662045060659386,3.119584055459283,29.20245398773007,False,-2.6891,0.4549,1,1,1,100.0,39.54659949622166,39.54659949622166,19.653379549393406,0.34662045060659386,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
3,85.87806776463032,72.30631411758344,600004,白云机场,bottom_area,2023-10-13,10.73,2023-10-11,10.67,0.5623242736644846,1.9681349578256873,27.661016949152543,False,-1.3787,0.341,1,1,1,100.0,32.57211538461537,32.57211538461537,19.437675726335517,0.5623242736644846,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
4,85.58133818625929,72.35935715084445,301313,凡拓数创,bottom_area,2023-10-13,28.02,2023-10-09,27.8,0.791366906474816,10.215827338129497,30.93167701863354,False,-1.3033,5.1867,3,4,3,75.0,39.831579019392564,52.43243243243245,19.208633093525187,0.791366906474816,历史3/4次成功; 当前距低点0.79%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
5,76.56510413619759,67.65632143758404,002534,西子洁能,bottom_area,2023-10-13,12.88,2023-09-22,12.48,3.2051282051282075,7.2115384615384635,27.861271676300582,True,-1.1512,0.4961,2,3,2,66.66666666666666,29.824446659191896,33.11594202898551,16.794871794871792,3.2051282051282075,历史2/3次成功; 当前距低点3.21%; 最新日涨幅-1.15%; 状态bottom_area; 底部已确认
6,70.39828185026316,60.57163837190295,600322,津投城开,bottom_area,2023-10-13,2.33,2023-10-11,2.29,1.746724890829696,3.9301310043668063,30.182926829268286,False,-0.8511,2.6642,1,2,1,50.0,35.828877005347586,35.828877005347586,18.253275109170307,1.746724890829696,历史1/2次成功; 当前距低点1.75%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
7,70.32907046479133,58.788395507735814,002333,罗普斯金,bottom_area,2023-10-13,5.96,2023-10-13,5.95,0.1680672268907527,1.8487394957983097,27.52740560292327,False,-1.8122,3.4539,1,2,1,50.0,46.728971962616825,46.728971962616825,19.831932773109248,0.1680672268907527,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
8,63.77620414740884,53.544263849116206,600408,安泰集团,bottom_area,2023-10-13,2.47,2023-10-13,2.46,0.40650406504065983,2.0325203252032447,28.07017543859649,False,-1.9841,2.5894,1,2,1,50.0,21.457489878542503,21.457489878542503,19.59349593495934,0.40650406504065983,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
9,61.777291930216506,52.31434889028782,000014,沙河股份,bottom_area,2023-10-13,11.51,2023-10-13,11.41,0.8764241893076218,2.5416301489921045,28.01261829652997,False,-1.371,2.182,1,2,1,50.0,20.605355064027936,20.605355064027936,19.12357581069238,0.8764241893076218,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
10,61.54814342936401,51.521061528059505,000428,华天酒店,bottom_area,2023-10-13,4.09,2023-10-13,4.08,0.24509803921568107,2.2058823529411726,27.142857142857135,False,-2.1531,1.7189,1,3,1,33.33333333333333,28.045977011494273,28.045977011494273,19.75490196078432,0.24509803921568107,历史1/3次成功; 当前距低点0.25%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
11,60.41199999999999,50.34333333333333,002069,獐子岛,bottom_area,2023-10-13,4.01,2023-10-13,4.01,0.0,2.493765586034926,29.151943462897535,False,-2.6699,1.1162,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
