rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.02155155089896,86.23645014365692,002761,浙江建投,bottom_area,2024-06-27,7.88,2024-06-26,7.8,1.0256410256410264,3.205128205128217,32.173913043478265,False,-2.1118,1.1445,6,6,6,100.0,23.305976785583134,43.73730534867976,8.974358974358974,1.0256410256410264,历史6/6次成功; 当前距低点1.03%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
2,90.97165699471888,84.93285321134356,601388,怡球资源,bottom_area,2024-06-27,2.18,2024-06-26,2.15,1.395348837209314,4.1860465116279215,27.609427609427616,False,-2.6786,0.6525,4,4,4,100.0,20.829293334305355,35.632183908045974,8.604651162790686,1.395348837209314,历史4/4次成功; 当前距低点1.40%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
3,89.53630109436386,83.2000200884975,002459,晶澳科技,bottom_area,2024-06-27,11.45,2024-06-26,11.32,1.148409893992924,4.9469964664310995,30.46683046683047,False,-3.0483,1.2118,4,4,4,100.0,18.701046488179387,26.683937823834192,8.851590106007077,1.148409893992924,历史4/4次成功; 当前距低点1.15%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
4,89.11162309146009,84.05517874507662,000722,湖南发展,bottom_area,2024-06-27,8.96,2024-06-26,8.79,1.9340159271900081,4.436860068259393,29.454253611556997,False,-2.0765,1.3102,4,4,4,100.0,22.71362934983783,36.6412213740458,8.065984072809993,1.9340159271900081,历史4/4次成功; 当前距低点1.93%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
5,88.56400715834283,83.66519010607898,002838,道恩股份,bottom_area,2024-06-27,9.12,2024-06-26,8.94,2.0134228187919434,5.369127516778528,28.934817170111295,False,-2.5641,0.6257,5,5,5,100.0,21.59029103722908,38.59649122807017,7.986577181208057,2.0134228187919434,历史5/5次成功; 当前距低点2.01%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
6,87.6281168298105,82.83003550483528,002317,众生药业,bottom_area,2024-06-27,11.48,2024-06-25,11.25,2.0444444444444483,6.222222222222216,27.745664739884397,False,-3.4483,1.5111,4,4,4,100.0,27.695531388003374,58.31999999999999,7.955555555555552,2.0444444444444483,历史4/4次成功; 当前距低点2.04%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
7,86.58586441677517,79.10363878904818,002481,双塔食品,bottom_area,2024-06-27,3.88,2024-06-27,3.87,0.25839793281653195,3.1007751937984525,27.25563909774436,False,-2.7569,1.1561,3,3,3,100.0,32.057989655214385,54.6583850931677,9.74160206718347,0.25839793281653195,历史3/3次成功; 当前距低点0.26%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
8,86.38951072782339,80.43817293311018,301332,德尔玛,bottom_area,2024-06-27,8.88,2024-06-24,8.77,1.2542759407069695,4.332953249714946,30.507131537242472,False,-2.2026,1.4147,1,1,1,100.0,44.935064935064936,44.935064935064936,8.74572405929303,1.2542759407069695,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
9,86.38882631386542,80.16337288749604,002219,新里程,bottom_area,2024-06-27,1.88,2024-06-24,1.86,1.0752688172042901,6.451612903225799,28.735632183908038,False,-4.5685,0.6829,2,2,2,100.0,34.81175156302061,45.685279187817265,8.92473118279571,1.0752688172042901,历史2/2次成功; 当前距低点1.08%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
10,85.68901551822937,80.59857895279,000717,中南股份,bottom_area,2024-06-27,1.71,2024-06-24,1.68,1.7857142857142874,5.357142857142862,29.411764705882355,False,-2.2857,0.6083,2,2,2,100.0,35.64520174311065,56.020942408376975,8.214285714285714,1.7857142857142874,历史2/2次成功; 当前距低点1.79%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
11,85.6609389852879,78.55997971998075,603368,柳药集团,bottom_area,2024-06-27,17.48,2024-06-24,17.4,0.4597701149425394,3.3333333333333446,27.800829875518684,False,-2.4009,1.758,3,3,3,100.0,31.603524634675978,42.85714285714285,9.54022988505746,0.4597701149425394,历史3/3次成功; 当前距低点0.46%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
12,85.65343428498069,80.40558861578266,002015,协鑫能科,bottom_area,2024-06-27,7.86,2024-06-25,7.73,1.6817593790426892,4.786545924967648,27.349624060150372,False,-2.7228,0.4226,1,1,1,100.0,65.95380667236954,65.95380667236954,8.318240620957312,1.6817593790426892,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
13,84.93258553478218,77.21144139525651,603326,我乐家居,bottom_area,2024-06-27,5.5,2024-06-27,5.5,0.0,3.4545454545454617,32.34932349323494,False,-1.4337,1.173,4,4,4,100.0,14.30882470568014,20.141843971631218,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
