rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.27712302416994,80.96636363636364,301058,中粮科工,bottom_area,2025-05-27,10.87,2025-04-30,10.45,4.019138755980861,8.038277511961722,29.77150537634409,True,0.0921,1.2248,1,1,1,100.0,57.794273594909875,57.794273594909875,15.98086124401914,4.019138755980861,历史1/1次成功; 当前距低点4.02%; 最新日涨幅0.09%; 状态bottom_area; 底部已确认
2,88.41248805751891,75.22668677934209,688010,福光股份,bottom_area,2025-05-27,31.15,2025-05-27,30.8,1.1363636363636294,6.81818181818181,31.034482758620683,False,-5.5774,2.5792,3,4,3,75.0,29.852665969092307,42.08955223880597,18.86363636363637,1.1363636363636294,历史3/4次成功; 当前距低点1.14%; 最新日涨幅-5.58%; 状态bottom_area; 底部未确认
3,88.37289811222514,73.95044470526062,002304,洋河股份,bottom_area,2025-05-27,66.38,2025-05-27,66.23,0.2264834667069175,1.3136041069001816,30.284210526315785,False,-0.4798,0.2883,2,2,2,100.0,20.62810220081931,20.781426953567394,19.773516533293083,0.2264834667069175,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
4,86.97290275715528,74.31045314562255,002813,路畅科技,bottom_area,2025-05-27,23.04,2025-05-26,22.73,1.3638363396392377,3.739551253849529,29.409937888198762,False,-1.1583,5.3168,3,5,3,60.0,53.266653128562695,85.16388729154689,18.636163660360765,1.3638363396392377,历史3/5次成功; 当前距低点1.36%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
5,72.61482677095604,63.65328735094693,002042,华孚时尚,bottom_area,2025-05-27,4.83,2025-05-27,4.7,2.765957446808508,3.404255319148939,27.469135802469136,False,1.046,2.256,1,2,1,50.0,42.41758241758243,42.41758241758243,17.234042553191493,2.765957446808508,历史1/2次成功; 当前距低点2.77%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
6,70.97427148997654,61.396428624547184,002041,登海种业,bottom_area,2025-05-27,10.0,2025-05-26,9.8,2.0408163265306047,2.0408163265306047,27.72861356932153,False,0.9082,0.6481,1,2,1,50.0,21.395106715252467,21.395106715252467,17.959183673469397,2.0408163265306047,历史1/2次成功; 当前距低点2.04%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
7,69.62896314030961,62.97833125778328,000576,甘化科工,bottom_area,2025-05-27,8.39,2025-05-23,8.03,4.483188044831896,8.34371108343711,27.527075812274376,True,-3.4522,6.3786,2,4,2,50.0,57.033233678424665,90.05145797598628,15.516811955168105,4.483188044831896,历史2/4次成功; 当前距低点4.48%; 最新日涨幅-3.45%; 状态bottom_area; 底部已确认
8,67.99577797385096,57.04483516483516,600137,浪莎股份,bottom_area,2025-05-27,19.18,2025-05-27,19.11,0.36630036630036783,2.982731554160127,29.74264705882353,False,-4.5296,13.3458,1,2,1,50.0,120.42139384116692,120.42139384116692,19.633699633699635,0.36630036630036783,历史1/2次成功; 当前距低点0.37%; 最新日涨幅-4.53%; 状态bottom_area; 底部未确认
9,67.4281139252448,57.182442944631326,002819,东方中科,bottom_area,2025-05-27,29.58,2025-05-27,29.3,0.9556313993173979,2.047781569965863,28.115799803729143,False,-1.4,6.1023,2,5,2,40.0,36.08216416706984,51.677148846960186,19.044368600682603,0.9556313993173979,历史2/5次成功; 当前距低点0.96%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
10,55.5002383458288,46.52835727917122,300727,润禾材料,bottom_area,2025-05-27,27.6,2025-05-27,27.51,0.32715376226826554,2.5081788440566983,31.56716417910448,False,-2.2663,1.2734,1,7,1,14.285714285714285,26.812499999999993,26.812499999999993,19.672846237731736,0.32715376226826554,历史1/7次成功; 当前距低点0.33%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
