rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.95192881187019,79.6484756418083,688236,春立医疗,bottom_area,2023-07-05,24.4,2023-06-28,23.72,2.866779089376053,7.082630691399662,32.228571428571435,True,0.082,2.1757,1,1,1,100.0,28.788881535407025,28.788881535407025,7.133220910623947,2.866779089376053,历史1/1次成功; 当前距低点2.87%; 最新日涨幅0.08%; 状态bottom_area; 底部已确认
2,82.17486939898389,79.14859942111761,002545,东方铁塔,bottom_area,2023-07-05,7.14,2023-06-26,6.93,3.03030303030303,3.4632034632034667,27.58620689655173,False,0.5634,0.6164,2,2,2,100.0,20.63274371079842,28.468653648509758,6.969696969696971,3.03030303030303,历史2/2次成功; 当前距低点3.03%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
3,80.43125639937671,76.52022279010467,002299,圣农发展,bottom_area,2023-07-05,18.9,2023-06-26,18.46,2.3835319609967374,4.821235102925247,27.00672202451561,False,-1.3055,0.4532,2,2,2,100.0,21.046643339662563,26.73830594184577,7.616468039003263,2.3835319609967374,历史2/2次成功; 当前距低点2.38%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
4,79.31548913596998,72.49210626641766,002343,慈文传媒,bottom_area,2023-07-05,7.15,2023-07-05,7.13,0.2805049088359111,4.0673211781206176,27.76089159067882,False,-3.6388,7.0775,1,1,1,100.0,40.33149171270718,40.33149171270718,9.71949509116409,0.2805049088359111,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
5,79.19499567643739,72.38149969826692,688339,亿华通,bottom_area,2023-07-05,60.85,2023-07-05,60.68,0.28015820698747806,2.9663810151614984,31.712806662165207,False,-1.8073,1.4612,2,2,2,100.0,12.850862420421358,14.0971239981141,9.719841793012522,0.28015820698747806,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
6,77.76109010660663,77.19088182849097,688156,路德科技,bottom_area,2023-07-05,27.21,2023-07-03,26.01,4.6136101499423265,9.765474817377928,27.72992497916088,False,0.443,1.4101,2,2,2,100.0,29.515661130964897,44.22535211267606,5.386389850057674,4.6136101499423265,历史2/2次成功; 当前距低点4.61%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
7,76.86911542626471,74.00519463312301,300661,圣邦股份,bottom_area,2023-07-05,83.93,2023-07-03,81.48,3.00687285223368,6.529209621993118,27.145922746781114,False,-2.111,0.6193,1,1,1,100.0,31.832606108687024,31.832606108687024,6.99312714776632,3.00687285223368,历史1/1次成功; 当前距低点3.01%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
8,75.3071832085337,74.42811103100217,600935,华塑股份,bottom_area,2023-07-05,3.81,2023-06-27,3.65,4.383561643835621,6.575342465753431,28.571428571428577,False,0.2632,0.1957,1,1,1,100.0,28.50877192982458,28.50877192982458,5.61643835616438,4.383561643835621,历史1/1次成功; 当前距低点4.38%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
9,74.75649199857376,74.1709320090288,002395,双象股份,bottom_area,2023-07-05,11.4,2023-06-26,10.9,4.587155963302751,8.34862385321101,29.677419354838708,True,-1.9776,2.4965,2,2,2,100.0,26.23466454494123,36.59976387249114,5.4128440366972495,4.587155963302751,历史2/2次成功; 当前距低点4.59%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
10,73.96148999314194,71.98391004680124,300601,康泰生物,bottom_area,2023-07-05,25.48,2023-06-26,24.6,3.5772357723577195,5.162601626016258,28.44677137870855,False,-1.5075,0.8048,2,2,2,100.0,11.290363482671175,11.580726965342352,6.42276422764228,3.5772357723577195,历史2/2次成功; 当前距低点3.58%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
11,72.97309165122024,71.94062329838083,688085,三友医疗,bottom_area,2023-07-05,25.99,2023-06-26,24.93,4.25190533493782,6.498194945848379,29.25652667423383,False,0.0385,0.2856,1,1,1,100.0,13.52133044107013,13.52133044107013,5.7480946650621805,4.25190533493782,历史1/1次成功; 当前距低点4.25%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
