rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.32089023265186,80.05002883922134,600935,华塑股份,bottom_area,2023-06-28,3.72,2023-06-27,3.65,1.9178082191780899,1.9178082191780899,28.571428571428577,False,0.813,0.2022,1,1,1,100.0,28.50877192982458,28.50877192982458,6.08219178082191,1.9178082191780899,历史1/1次成功; 当前距低点1.92%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
2,82.24618068091941,80.7568334717213,603335,迪生力,bottom_area,2023-06-28,6.42,2023-06-27,6.23,3.0497592295345024,3.370786516853932,27.134502923976612,False,0.4695,4.4041,3,3,3,100.0,12.85099201645131,20.081135902636923,4.950240770465498,3.0497592295345024,历史3/3次成功; 当前距低点3.05%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
3,81.28923682776912,78.47496231708737,002414,高德红外,bottom_area,2023-06-28,7.54,2023-06-28,7.38,2.168021680216804,2.574525745257458,27.859237536656895,False,-0.3963,0.4106,3,3,3,100.0,12.247590042912286,16.372549019607842,5.831978319783196,2.168021680216804,历史3/3次成功; 当前距低点2.17%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
4,80.5882197847446,76.62190919131197,605178,时空科技,bottom_area,2023-06-28,22.1,2023-06-26,21.8,1.376146788990829,3.4403669724770642,29.4041450777202,False,-0.7634,3.3891,2,2,2,100.0,9.244751990382023,9.557235421166304,6.6238532110091715,1.376146788990829,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
5,80.41278829696137,77.38479483777532,002299,圣农发展,bottom_area,2023-06-28,18.83,2023-06-26,18.46,2.004333694474526,4.1170097508125565,27.00672202451561,False,-0.2648,0.3462,2,2,2,100.0,21.046643339662563,26.73830594184577,5.995666305525474,2.004333694474526,历史2/2次成功; 当前距低点2.00%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
6,79.91542460133337,77.46152210589837,000792,盐湖股份,bottom_area,2023-06-28,18.94,2023-05-30,18.5,2.378378378378385,7.5675675675675595,29.49695121951219,True,-0.4206,0.2156,2,2,2,100.0,16.850671013984325,24.904214559386965,5.621621621621615,2.378378378378385,历史2/2次成功; 当前距低点2.38%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
7,78.92487779381361,75.71387952943287,600063,皖维高新,bottom_area,2023-06-28,4.98,2023-06-26,4.89,1.8404907975460276,2.65848670756646,27.876106194690276,False,-0.4,0.4278,2,2,2,100.0,10.054830902353865,10.126582278481,6.159509202453972,1.8404907975460276,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
8,78.89144333471955,75.78391004680124,300601,康泰生物,bottom_area,2023-06-28,25.07,2023-06-26,24.6,1.9105691056910523,4.308943089430889,28.44677137870855,False,-1.1825,0.5478,2,2,2,100.0,11.290363482671175,11.580726965342352,6.089430894308948,1.9105691056910523,历史2/2次成功; 当前距低点1.91%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
9,78.44218373753384,78.41017958260215,000810,创维数字,bottom_area,2023-06-28,15.68,2023-06-28,15.08,3.978779840848804,5.371352785145892,27.360308285163782,False,-0.6966,2.1121,4,4,4,100.0,17.429019460953928,31.738800303720588,4.021220159151196,3.978779840848804,历史4/4次成功; 当前距低点3.98%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
10,78.2517205350465,78.91405362791293,601666,平煤股份,bottom_area,2023-06-28,7.53,2023-06-26,7.21,4.4382801664355105,4.85436893203883,29.10521140609636,False,1.6194,1.3307,3,3,3,100.0,19.964152727881192,27.30923694779115,3.5617198335644895,4.4382801664355105,历史3/3次成功; 当前距低点4.44%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
11,78.0178834996729,77.17620342094918,600009,上海机场,confirmed_rebound,2023-06-28,46.36,2023-06-06,44.82,3.4359660865684942,8.366800535475234,29.83719474013776,True,-0.0862,0.3174,3,3,3,100.0,21.829065044759854,27.704918032786885,4.564033913431506,3.4359660865684942,历史3/3次成功; 当前距低点3.44%; 最新日涨幅-0.09%; 状态confirmed_rebound; 底部已确认
