rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.32089023265186,80.05002883922134,600935,华塑股份,bottom_area,2023-06-28,3.72,2023-06-27,3.65,1.9178082191780899,1.9178082191780899,28.571428571428577,False,0.813,0.2022,1,1,1,100.0,28.50877192982458,28.50877192982458,6.08219178082191,1.9178082191780899,历史1/1次成功; 当前距低点1.92%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
12,77.88695984333575,75.85151485857733,688302,海创药业,bottom_area,2023-06-28,53.99,2023-06-26,52.61,2.6230754609389897,5.873408097319908,29.70336718332443,False,-0.3507,0.8352,1,1,1,100.0,37.054445750097926,37.054445750097926,5.376924539061011,2.6230754609389897,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
13,77.7523476965565,78.12270719734393,600409,三友化工,bottom_area,2023-06-28,5.4,2023-06-14,5.18,4.247104247104259,6.370656370656372,30.000000000000004,False,0.3717,0.6583,3,3,3,100.0,13.366155272804479,18.95551257253386,3.7528957528957414,4.247104247104259,历史3/3次成功; 当前距低点4.25%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
14,77.56344528268666,72.82266868518683,002545,东方铁塔,bottom_area,2023-06-28,6.98,2023-06-26,6.93,0.7215007215007319,2.0202020202020283,27.58620689655173,False,-0.2857,0.4179,2,2,2,100.0,20.63274371079842,28.468653648509758,7.278499278499269,0.7215007215007319,历史2/2次成功; 当前距低点0.72%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
15,76.97566743828709,73.28453616993613,002626,金达威,bottom_area,2023-06-28,18.25,2023-06-26,17.99,1.4452473596442554,3.112840466926083,27.165991902834012,False,-1.0304,0.341,1,1,1,100.0,8.815592203898044,8.815592203898044,6.554752640355745,1.4452473596442554,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
16,76.80633929518272,77.26845494480864,002395,双象股份,bottom_area,2023-06-28,11.37,2023-06-26,10.9,4.311926605504576,4.311926605504576,29.677419354838708,False,0.4417,2.8386,2,2,2,100.0,26.23466454494123,36.59976387249114,3.688073394495424,4.311926605504576,历史2/2次成功; 当前距低点4.31%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
17,76.05247869541986,73.7816597949033,603322,超讯通信,bottom_area,2023-06-28,29.58,2023-06-28,28.88,2.423822714681438,7.340720221606651,30.055703560184067,False,-6.2738,15.0072,2,2,2,100.0,17.03212679772567,18.007915567282325,5.576177285318562,2.423822714681438,历史2/2次成功; 当前距低点2.42%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
18,75.99314967336431,73.39641830622654,688236,春立医疗,bottom_area,2023-06-28,24.24,2023-06-28,23.72,2.192242833052275,6.829679595278251,32.228571428571435,False,-3.4263,3.4835,1,1,1,100.0,28.788881535407025,28.788881535407025,5.8077571669477255,2.192242833052275,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
19,75.8856747556125,72.97361968827248,688085,三友医疗,bottom_area,2023-06-28,25.42,2023-06-26,24.93,1.965503409546739,3.489771359807465,29.25652667423383,False,-0.7806,0.3578,1,1,1,100.0,13.52133044107013,13.52133044107013,6.034496590453261,1.965503409546739,历史1/1次成功; 当前距低点1.97%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
20,75.88258576310196,75.99492119724422,688256,寒武纪,confirmed_rebound,2023-06-28,202.95,2023-06-27,195.0,4.076923076923071,10.256410256410255,27.643784786641927,True,3.1827,6.6434,2,2,2,100.0,17.528525874348517,23.298969072164944,3.923076923076929,4.076923076923071,历史2/2次成功; 当前距低点4.08%; 最新日涨幅3.18%; 状态confirmed_rebound; 底部已确认
21,75.65458585940377,74.09743381739055,300357,我武生物,bottom_area,2023-06-28,33.5,2023-06-26,32.55,2.9185867895545408,4.454685099846399,31.78960603520537,False,0.2394,0.5158,1,1,1,100.0,8.773181169757484,8.773181169757484,5.08141321044546,2.9185867895545408,历史1/1次成功; 当前距低点2.92%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
22,75.33972849439868,74.46392818812987,300502,新易盛,bottom_area,2023-06-28,57.0,2023-06-28,55.13,3.391982586613454,7.926718664973693,32.08918452820892,False,-7.4074,10.2574,2,2,2,100.0,32.568002610798615,34.465534465534475,4.608017413386547,3.391982586613454,历史2/2次成功; 当前距低点3.39%; 最新日涨幅-7.41%; 状态bottom_area; 底部未确认
23,75.08665472434049,73.81364269670236,002507,涪陵榨菜,bottom_area,2023-06-28,18.23,2023-06-26,17.68,3.1108597285067914,3.28054298642535,28.967456809963842,False,1.9005,0.7044,1,1,1,100.0,9.604316546762583,9.604316546762583,4.889140271493209,3.1108597285067914,历史1/1次成功; 当前距低点3.11%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
24,74.58263784288965,69.9647744018825,002041,登海种业,bottom_area,2023-06-28,14.86,2023-06-28,14.76,0.6775067750677483,2.1002710027100306,30.377358490566035,False,-0.8672,0.4437,1,1,1,100.0,21.395106715252467,21.395106715252467,7.322493224932251,0.6775067750677483,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
25,74.43409688062923,72.31128895445326,601669,中国电建,bottom_area,2023-06-28,5.75,2023-06-07,5.61,2.4955436720142545,4.812834224598923,29.78723404255319,False,-0.519,0.5435,1,1,1,100.0,16.457680250783696,16.457680250783696,5.504456327985746,2.4955436720142545,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
26,74.06808242298993,73.36857321915815,300688,创业黑马,confirmed_rebound,2023-06-28,33.06,2023-06-28,31.94,3.5065748278021323,10.363180964308073,29.55447728275254,False,-5.1363,10.343,3,3,3,100.0,21.63206358358606,39.651707970529145,4.493425172197868,3.5065748278021323,历史3/3次成功; 当前距低点3.51%; 最新日涨幅-5.14%; 状态confirmed_rebound; 底部未确认
27,73.41302740363714,71.36260878502515,002378,章源钨业,bottom_area,2023-06-28,5.68,2023-06-27,5.54,2.5270758122743624,3.610108303249101,28.79177377892031,False,-0.5254,0.4296,1,1,1,100.0,11.743772241992884,11.743772241992884,5.472924187725638,2.5270758122743624,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
28,72.25041477085252,72.92092847521512,300620,光库科技,confirmed_rebound,2023-06-28,56.9,2023-06-28,54.46,4.480352552331983,15.277267719427105,28.511420320294047,False,-11.0799,12.5891,5,5,5,100.0,14.495334916838903,22.444343480236245,3.5196474476680173,4.480352552331983,历史5/5次成功; 当前距低点4.48%; 最新日涨幅-11.08%; 状态confirmed_rebound; 底部未确认
29,72.10776532194517,73.06231548397292,601086,国芳集团,bottom_area,2023-06-28,4.47,2023-06-26,4.27,4.683840749414524,5.152224824355987,28.83333333333334,False,0.6757,1.7116,1,1,1,100.0,24.846625766871185,24.846625766871185,3.316159250585476,4.683840749414524,历史1/1次成功; 当前距低点4.68%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
30,72.08284930003545,72.8752795239856,600421,退市华嵘,bottom_area,2023-06-28,10.3,2023-06-28,9.85,4.5685279187817365,5.7868020304568555,29.94310099573258,False,-0.5792,2.1325,1,1,1,100.0,44.900662251655625,44.900662251655625,3.4314720812182635,4.5685279187817365,历史1/1次成功; 当前距低点4.57%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
31,71.53384243745073,71.63581512802443,601388,怡球资源,bottom_area,2023-06-28,2.81,2023-06-26,2.7,4.07407407407407,5.185185185185174,28.571428571428566,False,-0.3546,0.4281,2,2,2,100.0,15.509161381254394,18.333333333333325,3.92592592592593,4.07407407407407,历史2/2次成功; 当前距低点4.07%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
32,71.2804157629234,71.75614712507861,002768,国恩股份,bottom_area,2023-06-28,23.53,2023-06-26,22.55,4.345898004434591,4.345898004434591,28.526148969889064,False,0.9871,0.7254,1,1,1,100.0,13.681691264459511,13.681691264459511,3.6541019955654086,4.345898004434591,历史1/1次成功; 当前距低点4.35%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
33,71.06743349469626,70.74792672882415,600256,广汇能源,bottom_area,2023-06-28,7.44,2023-06-01,7.17,3.765690376569044,5.718270571827059,29.49852507374631,False,-0.1342,1.3975,1,1,1,100.0,23.62204724409449,23.62204724409449,4.234309623430956,3.765690376569044,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
34,71.03707077830813,71.36079460722927,688048,长光华芯,confirmed_rebound,2023-06-28,92.76,2023-06-28,88.99,4.236431059669638,11.866501854140918,28.04237082558422,False,-4.9103,8.6547,3,3,3,100.0,19.78417969503248,23.810089020771517,3.7635689403303627,4.236431059669638,历史3/3次成功; 当前距低点4.24%; 最新日涨幅-4.91%; 状态confirmed_rebound; 底部未确认
35,70.9138499177582,71.5681876332623,300370,安控科技,bottom_area,2023-06-28,2.8,2023-06-28,2.68,4.477611940298495,6.3432835820895495,28.533333333333328,False,1.083,2.9017,1,1,1,100.0,14.285714285714285,14.285714285714285,3.5223880597015054,4.477611940298495,历史1/1次成功; 当前距低点4.48%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
36,70.56272261055852,70.97835812539296,001219,青岛食品,bottom_area,2023-06-28,18.17,2023-06-26,17.42,4.305396096440872,6.3145809414466,29.158194387962578,False,2.7134,4.6947,3,4,3,75.0,13.170221641280364,16.264559068219636,3.694603903559128,4.305396096440872,历史3/4次成功; 当前距低点4.31%; 最新日涨幅2.71%; 状态bottom_area; 底部未确认
37,70.21510264282513,71.513596713488,002481,双塔食品,bottom_area,2023-06-28,4.45,2023-06-26,4.24,4.952830188679244,5.188679245283013,31.61290322580645,False,1.3667,0.7464,1,1,1,100.0,19.817470664928287,19.817470664928287,3.047169811320756,4.952830188679244,历史1/1次成功; 当前距低点4.95%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
38,70.01529934144776,70.70999401953442,600283,钱江水利,confirmed_rebound,2023-06-28,14.82,2023-06-15,14.18,4.513399153737662,8.321579689703807,27.095115681233935,True,0.6793,4.9466,1,1,1,100.0,11.131957473420883,11.131957473420883,3.486600846262338,4.513399153737662,历史1/1次成功; 当前距低点4.51%; 最新日涨幅0.68%; 状态confirmed_rebound; 底部已确认
39,69.54218361550645,69.13306738114132,002554,惠博普,bottom_area,2023-06-28,3.65,2023-06-26,3.52,3.693181818181815,4.261363636363634,27.27272727272727,False,-0.2732,1.1547,3,4,3,75.0,18.21785982040783,28.404669260700388,4.306818181818185,3.693181818181815,历史3/4次成功; 当前距低点3.69%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
40,69.41373720448158,69.91769346064754,600995,南网储能,bottom_area,2023-06-28,11.21,2023-06-07,10.74,4.376163873370583,6.983240223463687,32.7909887359199,False,-0.2669,1.6281,1,1,1,100.0,26.64165103189493,26.64165103189493,3.623836126629417,4.376163873370583,历史1/1次成功; 当前距低点4.38%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
41,69.16554292872559,68.72022775622575,000703,恒逸石化,bottom_area,2023-06-28,6.79,2023-06-12,6.55,3.6641221374045836,5.954198473282451,27.222222222222225,False,-0.1471,0.2218,1,1,1,100.0,11.475409836065575,11.475409836065575,4.335877862595416,3.6641221374045836,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
42,69.0121779816543,68.80271517014268,000657,中钨高新,confirmed_rebound,2023-06-28,9.46,2023-06-14,9.11,3.841931942919884,8.12294182217344,27.294493216280923,True,-0.7345,0.4055,1,1,1,100.0,15.120000000000006,15.120000000000006,4.158068057080116,3.841931942919884,历史1/1次成功; 当前距低点3.84%; 最新日涨幅-0.73%; 状态confirmed_rebound; 底部已确认
43,68.64715482913164,67.5943577526305,601949,中国出版,bottom_area,2023-06-28,11.3,2023-06-28,10.95,3.1963470319634832,6.6666666666666705,27.960526315789476,False,-3.7479,2.8136,1,1,1,100.0,9.90338164251208,9.90338164251208,4.803652968036517,3.1963470319634832,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-3.75%; 状态bottom_area; 底部未确认
44,68.64290973111399,67.6895359848485,000545,金浦钛业,bottom_area,2023-06-28,2.84,2023-06-26,2.75,3.2727272727272676,3.63636363636364,29.30591259640103,False,0.0,0.5169,2,3,2,66.66666666666666,17.55208333333334,24.6875,4.727272727272733,3.2727272727272676,历史2/3次成功; 当前距低点3.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
45,68.36649719637593,68.43226583244748,688322,奥比中光,confirmed_rebound,2023-06-28,41.62,2023-06-28,40.0,4.049999999999994,10.0,31.03448275862069,False,-4.9555,17.5717,2,2,2,100.0,18.42078404541651,28.749462827675128,3.9500000000000064,4.049999999999994,历史2/2次成功; 当前距低点4.05%; 最新日涨幅-4.96%; 状态confirmed_rebound; 底部未确认
46,67.00147771002636,67.18746376890223,002174,游族网络,confirmed_rebound,2023-06-28,17.34,2023-06-28,16.65,4.144144144144152,9.309309309309315,27.450980392156865,False,-4.568,8.3752,2,2,2,100.0,12.88232482554249,14.303030303030301,3.8558558558558476,4.144144144144152,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-4.57%; 状态confirmed_rebound; 底部未确认
47,65.24123169229827,65.85239077138303,300499,高澜股份,confirmed_rebound,2023-06-28,17.24,2023-06-28,16.5,4.4848484848484755,8.969696969696972,31.592039800995025,False,-4.3816,14.799,2,2,2,100.0,9.880888800201893,10.396039603960403,3.5151515151515245,4.4848484848484755,历史2/2次成功; 当前距低点4.48%; 最新日涨幅-4.38%; 状态confirmed_rebound; 底部未确认
48,64.7904252420187,65.54897946984585,688229,博睿数据,confirmed_rebound,2023-06-28,50.88,2023-06-28,48.64,4.605263157894741,8.943256578947372,30.514285714285716,False,-3.0857,3.7451,2,2,2,100.0,9.725696074440098,11.21206614573869,3.3947368421052593,4.605263157894741,历史2/2次成功; 当前距低点4.61%; 最新日涨幅-3.09%; 状态confirmed_rebound; 底部未确认
49,62.309417779118675,62.87586703165613,600984,建设机械,bottom_area,2023-06-28,4.44,2023-06-12,4.25,4.470588235294127,7.9999999999999964,32.0,True,-0.8929,0.5982,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,3.5294117647058734,4.470588235294127,历史2/3次成功; 当前距低点4.47%; 最新日涨幅-0.89%; 状态bottom_area; 底部已确认
50,61.9168584651419,62.70192373763954,000681,视觉中国,confirmed_rebound,2023-06-28,18.21,2023-06-28,17.4,4.6551724137931165,8.275862068965525,29.66855295068715,False,-3.6508,10.9258,3,4,3,75.0,15.864069038106699,20.93690248565965,3.344827586206884,4.6551724137931165,历史3/4次成功; 当前距低点4.66%; 最新日涨幅-3.65%; 状态confirmed_rebound; 底部未确认
51,55.80740266655177,54.13048806409853,688228,开普云,confirmed_rebound,2023-06-28,52.19,2023-06-28,50.96,2.4136577708006217,9.262166405023546,28.92608089260809,False,-5.7602,4.3271,1,2,1,50.0,29.80445043830074,29.80445043830074,5.586342229199379,2.4136577708006217,历史1/2次成功; 当前距低点2.41%; 最新日涨幅-5.76%; 状态confirmed_rebound; 底部未确认
