rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.34146264832071,81.46970681457715,000411,英特集团,bottom_area,2023-01-16,11.9,2023-01-05,11.54,3.119584055459283,3.812824956672455,31.675547661338076,False,2.2337,1.9938,2,2,2,100.0,34.206228285076975,47.98426745329401,16.880415944540715,3.119584055459283,历史2/2次成功; 当前距低点3.12%; 最新日涨幅2.23%; 状态bottom_area; 底部未确认
2,90.00442185460986,76.33225256590637,002395,双象股份,bottom_area,2023-01-16,9.48,2023-01-13,9.39,0.9584664536741198,3.833865814696479,31.259150805270856,False,0.4237,1.1232,1,1,1,100.0,36.59976387249114,36.59976387249114,19.04153354632588,0.9584664536741198,历史1/1次成功; 当前距低点0.96%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
3,88.18262551357584,73.61141142388514,002095,生意宝,bottom_area,2023-01-16,21.44,2023-01-16,21.42,0.09337068160597373,1.9607843137254815,28.59999999999999,False,-1.107,4.9238,1,1,1,100.0,33.84030418250951,33.84030418250951,19.906629318394028,0.09337068160597373,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
4,87.33128208744631,79.3594298574245,000980,众泰汽车,bottom_area,2023-01-16,4.42,2022-12-29,4.22,4.739336492891,10.4265402843602,30.247933884297524,True,0.0,1.1917,2,2,2,100.0,33.52213473772031,43.49775784753364,15.260663507109001,4.739336492891,历史2/2次成功; 当前距低点4.74%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
5,82.26451263005993,73.80344216417909,000919,金陵药业,bottom_area,2023-01-16,7.99,2022-12-29,7.68,4.03645833333334,4.947916666666677,31.12107623318386,False,2.0434,2.2051,1,1,1,100.0,20.8955223880597,20.8955223880597,15.96354166666666,4.03645833333334,历史1/1次成功; 当前距低点4.04%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
6,75.45186927570036,64.28519751595653,300434,金石亚药,bottom_area,2023-01-16,12.55,2023-01-13,12.4,1.2096774193548416,3.3064516129032264,28.653624856156494,False,0.5609,3.2713,1,2,1,50.0,26.7379679144385,26.7379679144385,18.79032258064516,1.2096774193548416,历史1/2次成功; 当前距低点1.21%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
7,74.69919735198863,63.74033306981064,000419,通程控股,bottom_area,2023-01-16,6.27,2023-01-13,6.19,1.292407108239082,2.746365105008076,27.51756440281029,False,0.32,4.2642,1,2,1,50.0,24.82269503546099,24.82269503546099,18.707592891760918,1.292407108239082,历史1/2次成功; 当前距低点1.29%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
8,73.3074251488254,62.958741348261015,002838,道恩股份,bottom_area,2023-01-16,17.29,2023-01-13,17.01,1.6460905349794095,2.057613168724267,32.17703349282296,False,1.3482,1.2192,1,2,1,50.0,24.95606326889279,24.95606326889279,18.35390946502059,1.6460905349794095,历史1/2次成功; 当前距低点1.65%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
9,71.13735104400051,60.482664878157834,000715,中兴商业,bottom_area,2023-01-16,6.46,2023-01-13,6.39,1.095461658841945,3.7558685446009425,28.363228699551573,False,0.3106,4.2393,1,3,1,33.33333333333333,24.33862433862435,24.33862433862435,18.904538341158055,1.095461658841945,历史1/3次成功; 当前距低点1.10%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
10,56.54603018354452,47.71717220710597,002186,全聚德,bottom_area,2023-01-16,16.16,2023-01-16,16.05,0.6853582554517098,4.4859813084112075,29.973821989528798,False,-4.038,13.5764,1,3,1,33.33333333333333,23.20675105485231,23.20675105485231,19.314641744548293,0.6853582554517098,历史1/3次成功; 当前距低点0.69%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
