rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.05246599326104,81.15443584715338,300624,万兴科技,bottom_area,2022-02-14,39.69,2022-02-14,39.08,1.560900716479016,3.1473899692937666,29.24135433641137,False,-0.2513,2.404,2,2,2,100.0,35.87790043400834,51.195680123425035,6.439099283520984,1.560900716479016,历史2/2次成功; 当前距低点1.56%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
2,85.01227797197541,81.1953368547814,605117,德业股份,bottom_area,2022-02-14,209.32,2022-02-14,206.0,1.6116504854368898,4.611650485436893,28.217994285316056,False,-2.8677,4.2938,2,2,2,100.0,36.71989226654578,59.18895599654874,6.38834951456311,1.6116504854368898,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
3,84.70228004805293,81.55756453663143,688311,盟升电子,bottom_area,2022-02-14,55.21,2022-02-14,54.11,2.0328959526889694,3.2341526520051747,29.443212935193635,False,0.7114,0.5039,2,2,2,100.0,21.357888756786508,23.893805309734503,5.967104047311031,2.0328959526889694,历史2/2次成功; 当前距低点2.03%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
4,82.56429611196052,77.72314636283961,603368,柳药集团,bottom_area,2022-02-14,16.44,2022-01-28,16.3,0.8588957055214758,6.871165644171786,30.282292557741652,False,0.0,1.7736,1,1,1,100.0,42.85714285714285,42.85714285714285,7.141104294478525,0.8588957055214758,历史1/1次成功; 当前距低点0.86%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,79.96060285561218,78.7157949356988,300648,星云股份,bottom_area,2022-02-14,44.72,2022-02-14,43.34,3.1841255191508893,4.660821412090438,31.184503016830732,False,0.7207,1.6713,2,2,2,100.0,20.191403867542057,26.78362573099414,4.815874480849111,3.1841255191508893,历史2/2次成功; 当前距低点3.18%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
6,79.91581331191058,76.23024660641767,000848,承德露露,bottom_area,2022-02-14,9.2,2022-01-28,9.06,1.5452538631346444,7.174392935982343,27.228915662650593,True,-2.2317,0.9804,1,1,1,100.0,16.685082872928174,16.685082872928174,6.454746136865356,1.5452538631346444,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-2.23%; 状态bottom_area; 底部已确认
7,79.55161029022192,77.05151375582464,300562,乐心医疗,bottom_area,2022-02-14,11.81,2022-02-14,11.54,2.339688041594466,3.5528596187175054,31.957547169811328,False,1.1997,3.0635,1,1,1,100.0,17.559153175591536,17.559153175591536,5.660311958405534,2.339688041594466,历史1/1次成功; 当前距低点2.34%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
8,78.5301418467291,77.30403476050984,688276,百克生物,bottom_area,2022-02-14,50.59,2022-02-14,49.03,3.181725474199474,5.445645523149096,30.55240793201132,False,0.8774,1.3451,2,2,2,100.0,12.571875492928125,16.844155844155843,4.818274525800526,3.181725474199474,历史2/2次成功; 当前距低点3.18%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
9,78.09081030710165,77.94663156663158,300511,雪榕生物,confirmed_rebound,2022-02-14,6.92,2022-01-27,6.66,3.9039039039039007,8.108108108108109,31.198347107438014,True,0.2899,1.9215,2,2,2,100.0,25.900712191034756,29.220779220779214,4.096096096096099,3.9039039039039007,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.29%; 状态confirmed_rebound; 底部已确认
10,76.63150535700186,74.46562259750635,600211,西藏药业,bottom_area,2022-02-14,41.67,2022-01-28,40.65,2.5092250922509303,6.519065190651903,28.18021201413428,False,-0.024,0.417,2,2,2,100.0,11.541160257196122,13.252533280349695,5.49077490774907,2.5092250922509303,历史2/2次成功; 当前距低点2.51%; 最新日涨幅-0.02%; 状态bottom_area; 底部未确认
11,76.41610499632775,76.92896476140379,002342,巨力索具,bottom_area,2022-02-14,4.32,2022-01-28,4.14,4.347826086956537,7.971014492753625,28.620689655172416,True,0.6993,1.6445,2,2,2,100.0,15.655958277767192,19.889502762430933,3.6521739130434634,4.347826086956537,历史2/2次成功; 当前距低点4.35%; 最新日涨幅0.70%; 状态bottom_area; 底部已确认
12,76.16278197248053,71.62627719130373,688319,欧林生物,bottom_area,2022-02-14,27.46,2022-02-14,27.24,0.8076358296622702,3.083700440528634,29.739489295847317,False,0.3655,0.8165,1,1,1,100.0,9.449929478138205,9.449929478138205,7.19236417033773,0.8076358296622702,历史1/1次成功; 当前距低点0.81%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
13,75.51557611717784,73.78162641385345,688111,金山办公,bottom_area,2022-02-14,212.79,2022-02-14,207.01,2.792135645620985,6.250905753345249,28.171408743927827,False,-0.8388,0.7857,2,2,2,100.0,11.331697235856366,14.013605442176866,5.207864354379015,2.792135645620985,历史2/2次成功; 当前距低点2.79%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
14,75.21898721303907,74.40969745222932,000518,四环生物,confirmed_rebound,2022-02-14,3.31,2022-01-27,3.2,3.437499999999996,8.4375,27.272727272727277,True,0.6079,0.8604,1,1,1,100.0,17.834394904458602,17.834394904458602,4.562500000000004,3.437499999999996,历史1/1次成功; 当前距低点3.44%; 最新日涨幅0.61%; 状态confirmed_rebound; 底部已确认
15,75.20254317200846,75.77685194464154,600316,洪都航空,bottom_area,2022-02-14,31.35,2022-01-28,30.03,4.395604395604397,7.8588078588078565,31.51653363740023,True,0.5452,1.3338,2,2,2,100.0,10.047472938814842,10.422364023093307,3.6043956043956036,4.395604395604397,历史2/2次成功; 当前距低点4.40%; 最新日涨幅0.55%; 状态bottom_area; 底部已确认
16,73.15386847894132,71.02267106603482,300639,凯普生物,confirmed_rebound,2022-02-14,27.46,2022-01-28,26.8,2.4626865671641793,9.51492537313433,29.934640522875817,True,-2.6931,1.783,1,1,1,100.0,10.14836795252224,10.14836795252224,5.537313432835821,2.4626865671641793,历史1/1次成功; 当前距低点2.46%; 最新日涨幅-2.69%; 状态confirmed_rebound; 底部已确认
17,72.89044029693068,72.38087890940845,000710,贝瑞基因,confirmed_rebound,2022-02-14,16.25,2022-01-27,15.68,3.635204081632655,8.099489795918364,27.941176470588243,True,0.1232,0.8776,1,1,1,100.0,9.35023771790808,9.35023771790808,4.364795918367345,3.635204081632655,历史1/1次成功; 当前距低点3.64%; 最新日涨幅0.12%; 状态confirmed_rebound; 底部已确认
18,72.75488772104913,71.89822798337488,001896,豫能控股,confirmed_rebound,2022-02-14,6.11,2022-01-27,5.91,3.384094754653133,8.121827411167505,31.833910034602077,True,-0.6504,0.653,2,2,2,100.0,9.483677548301134,9.493670886075943,4.615905245346867,3.384094754653133,历史2/2次成功; 当前距低点3.38%; 最新日涨幅-0.65%; 状态confirmed_rebound; 底部已确认
19,72.57848041312639,68.3346249415878,300677,英科医疗,bottom_area,2022-02-14,51.14,2022-02-14,50.7,0.8678500986193249,2.0315581854043274,31.94630872483221,False,-0.0391,1.4899,1,1,1,100.0,14.964103045375621,14.964103045375621,7.132149901380676,0.8678500986193249,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
20,72.38547568618448,70.54691113030869,000967,盈峰环境,bottom_area,2022-02-14,6.17,2022-01-28,6.01,2.662229617304495,6.988352745424292,30.52023121387284,False,-0.6441,0.5096,1,1,1,100.0,9.015025041736227,9.015025041736227,5.337770382695505,2.662229617304495,历史1/1次成功; 当前距低点2.66%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
21,71.99000059298322,67.53009717384421,688049,炬芯科技,bottom_area,2022-02-14,47.69,2022-02-14,47.37,0.67553303778763,2.1110407430863414,31.645021645021647,False,-1.365,1.9577,1,1,1,100.0,8.281249999999996,8.281249999999996,7.3244669622123695,0.67553303778763,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
22,71.94863364309447,72.45554697554697,002022,科华生物,bottom_area,2022-02-14,13.15,2022-01-28,12.6,4.365079365079371,7.539682539682549,31.891891891891895,True,1.466,1.4942,1,1,1,100.0,8.483483483483475,8.483483483483475,3.634920634920629,4.365079365079371,历史1/1次成功; 当前距低点4.37%; 最新日涨幅1.47%; 状态bottom_area; 底部已确认
23,71.92164695876774,71.02821035058429,603319,美湖股份,bottom_area,2022-02-14,20.67,2022-02-14,20.0,3.3500000000000085,5.950000000000006,30.57965984033321,False,-1.3836,2.3199,1,1,1,100.0,20.033388981636072,20.033388981636072,4.6499999999999915,3.3500000000000085,历史1/1次成功; 当前距低点3.35%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
24,71.32930457115381,71.9231997114592,688356,键凯科技,bottom_area,2022-02-14,202.68,2022-02-14,194.08,4.431162407254737,5.848103874690846,32.816394350595395,False,1.6449,2.8161,1,1,1,100.0,15.625,15.625,3.568837592745263,4.431162407254737,历史1/1次成功; 当前距低点4.43%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
25,70.79353683143056,71.01559702062109,603283,赛腾股份,bottom_area,2022-02-14,22.77,2022-02-14,21.86,4.1628545288197625,6.1299176578225065,30.97568676981371,False,-1.0,1.2792,2,2,2,100.0,13.262931969516911,18.522815158546013,3.837145471180238,4.1628545288197625,历史2/2次成功; 当前距低点4.16%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
26,70.58810702784456,69.45870998745558,688020,方邦股份,bottom_area,2022-02-14,70.16,2022-02-14,68.01,3.1612998088516266,3.6612262902514257,27.363024671579613,False,-1.1831,0.7778,1,1,1,100.0,9.28211586901762,9.28211586901762,4.838700191148374,3.1612998088516266,历史1/1次成功; 当前距低点3.16%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
27,69.71256272407398,70.89972084047258,605162,新中港,confirmed_rebound,2022-02-14,10.75,2022-01-27,10.25,4.878048780487805,9.951219512195118,30.508474576271187,True,-0.647,1.5425,2,2,2,100.0,22.428344408520275,26.46502835538753,3.1219512195121952,4.878048780487805,历史2/2次成功; 当前距低点4.88%; 最新日涨幅-0.65%; 状态confirmed_rebound; 底部已确认
