rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.02232533613622,80.79184978160649,300672,国科微,bottom_area,2022-05-06,60.14,2022-04-28,59.14,1.6909029421711192,8.555968887385868,27.60435793854817,True,-2.4018,2.3731,2,2,2,100.0,26.328540267508803,33.08187961653309,13.30909705782888,1.6909029421711192,历史2/2次成功; 当前距低点1.69%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
2,82.36388739022209,73.92420708172513,600307,酒钢宏兴,bottom_area,2022-05-06,1.8,2022-04-27,1.77,1.6949152542372896,7.909604519774005,31.923076923076927,True,-4.2553,1.1466,1,1,1,100.0,16.33663366336634,16.33663366336634,13.305084745762711,1.6949152542372896,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-4.26%; 状态bottom_area; 底部已确认
3,82.12582503759833,73.70210305710907,002745,木林森,bottom_area,2022-05-06,8.43,2022-04-28,8.29,1.6887816646562193,8.564535585042231,30.2775441547519,True,-4.3133,1.9794,1,1,1,100.0,15.06734006734006,15.06734006734006,13.31121833534378,1.6887816646562193,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-4.31%; 状态bottom_area; 底部已确认
4,78.09593672198667,68.71622583314527,000715,中兴商业,bottom_area,2022-05-06,6.37,2022-05-06,6.33,0.6319115323854665,8.056872037914689,31.493506493506494,False,-6.5982,13.5985,1,1,1,100.0,24.33862433862435,24.33862433862435,14.368088467614534,0.6319115323854665,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-6.60%; 状态bottom_area; 底部未确认
5,76.13083370121778,71.50061750176431,002479,富春环保,bottom_area,2022-05-06,4.54,2022-04-28,4.36,4.1284403669724705,6.192660550458705,28.990228013029306,False,-1.3043,0.4745,1,1,1,100.0,32.11538461538461,32.11538461538461,10.871559633027529,4.1284403669724705,历史1/1次成功; 当前距低点4.13%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
6,75.23139892408291,70.6467210868821,302132,中航成飞,bottom_area,2022-05-06,9.6,2022-04-28,9.22,4.121475054229924,13.882863340563983,32.255694342395294,True,-2.439,2.1169,1,1,1,100.0,18.24561403508772,18.24561403508772,10.878524945770076,4.121475054229924,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
7,74.59958426005137,70.72857142857146,002274,华昌化工,bottom_area,2022-05-06,8.35,2022-04-27,7.98,4.636591478696732,10.651629072681699,30.48780487804878,True,-2.907,1.4403,1,1,1,100.0,24.999999999999993,24.999999999999993,10.363408521303267,4.636591478696732,历史1/1次成功; 当前距低点4.64%; 最新日涨幅-2.91%; 状态bottom_area; 底部已确认
8,74.53479600317253,69.65946939374253,600975,新五丰,bottom_area,2022-05-06,8.33,2022-05-06,8.02,3.865336658354121,8.728179551122208,27.024567788899006,False,-1.8846,5.0936,1,1,1,100.0,18.99159663865546,18.99159663865546,11.13466334164588,3.865336658354121,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
9,74.48014658887429,69.38307294531853,600219,南山铝业,bottom_area,2022-05-06,3.09,2022-04-27,2.98,3.691275167785231,10.402684563758392,30.04694835680751,True,-4.6296,0.7892,1,1,1,100.0,16.39344262295081,16.39344262295081,11.308724832214768,3.691275167785231,历史1/1次成功; 当前距低点3.69%; 最新日涨幅-4.63%; 状态bottom_area; 底部已确认
10,62.24939969604864,57.04750000000001,002069,獐子岛,bottom_area,2022-05-06,3.29,2022-04-27,3.2,2.8124999999999956,9.374999999999995,29.824561403508763,True,-4.9133,0.0621,1,2,1,50.0,30.967741935483854,30.967741935483854,12.187500000000004,2.8124999999999956,历史1/2次成功; 当前距低点2.81%; 最新日涨幅-4.91%; 状态bottom_area; 底部已确认
11,59.57749958692324,52.25569577641214,000959,首钢股份,bottom_area,2022-05-06,4.35,2022-05-06,4.33,0.46189376443417024,4.3879907621247005,28.782894736842106,False,-6.4516,1.0227,1,2,1,50.0,25.423728813559325,25.423728813559325,14.538106235565829,0.46189376443417024,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-6.45%; 状态bottom_area; 底部未确认
