rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.91480726165466,81.5345756097561,000789,万年青,bottom_area,2022-11-01,8.01,2022-10-31,7.79,2.8241335044929365,2.9525032092426127,30.008984725965863,False,1.7789,0.5083,1,1,1,100.0,47.599999999999994,47.599999999999994,17.175866495507066,2.8241335044929365,历史1/1次成功; 当前距低点2.82%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
2,84.04492400290177,76.61316049428054,002333,罗普斯金,bottom_area,2022-11-01,5.34,2022-10-31,5.09,4.911591355599215,5.500982318271125,28.711484593837532,False,1.5209,3.595,1,1,1,100.0,46.728971962616825,46.728971962616825,15.088408644400786,4.911591355599215,历史1/1次成功; 当前距低点4.91%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
3,82.92999148453026,74.66454382826477,603030,全筑股份,bottom_area,2022-11-01,2.71,2022-10-31,2.6,4.230769230769226,4.615384615384619,32.98969072164948,False,2.6515,2.9165,1,1,1,100.0,27.906976744186036,27.906976744186036,15.769230769230774,4.230769230769226,历史1/1次成功; 当前距低点4.23%; 最新日涨幅2.65%; 状态bottom_area; 底部未确认
