rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.30620905400811,82.34911851036509,603106,恒银科技,bottom_area,2023-09-14,7.21,2023-09-11,7.11,1.4064697609001355,6.610407876230657,30.634146341463413,False,0.0,3.4355,1,1,1,100.0,34.60144927536232,34.60144927536232,18.593530239099863,1.4064697609001355,历史1/1次成功; 当前距低点1.41%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,95.34859873700594,82.36091585256327,300561,汇金科技,bottom_area,2023-09-14,13.0,2023-09-13,12.75,1.9607843137254901,2.6666666666666656,30.96913914455874,False,0.7752,3.6122,2,2,2,100.0,24.79303273041607,27.62128325508607,18.039215686274513,1.9607843137254901,历史2/2次成功; 当前距低点1.96%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
3,88.36323744422647,76.72762029985314,601777,千里科技,bottom_area,2023-09-14,3.64,2023-08-25,3.56,2.247191011235957,8.146067415730338,27.93522267206478,True,-0.8174,0.5646,1,1,1,100.0,27.96352583586626,27.96352583586626,17.752808988764045,2.247191011235957,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-0.82%; 状态bottom_area; 底部已确认
4,86.38851898259641,78.08960790262707,300588,熙菱信息,bottom_area,2023-09-14,12.91,2023-09-12,12.36,4.449838187702271,9.870550161812304,27.20848056537103,True,2.7049,21.5298,2,2,2,100.0,23.146446078431378,25.98039215686274,15.55016181229773,4.449838187702271,历史2/2次成功; 当前距低点4.45%; 最新日涨幅2.70%; 状态bottom_area; 底部已确认
5,84.01283463665881,75.50717360947394,002339,积成电子,bottom_area,2023-09-14,6.8,2023-08-25,6.53,4.134762633996931,9.494640122511488,27.201783723522855,True,-1.1628,1.1158,3,4,3,75.0,48.70662588702658,82.94930875576038,15.865237366003072,4.134762633996931,历史3/4次成功; 当前距低点4.13%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
6,76.51795523171141,68.94439448242103,603326,我乐家居,bottom_area,2023-09-14,12.69,2023-09-13,12.17,4.272801972062446,8.874281018898934,30.29782359679267,False,-2.0833,12.5765,1,1,1,100.0,20.141843971631218,20.141843971631218,15.727198027937556,4.272801972062446,历史1/1次成功; 当前距低点4.27%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
7,72.16798659172743,62.16417203867851,688191,智洋创新,bottom_area,2023-09-14,18.58,2023-09-14,18.25,1.8082191780821826,2.73972602739726,27.0,False,0.1617,3.5421,1,2,1,50.0,22.671568627450974,22.671568627450974,18.19178082191782,1.8082191780821826,历史1/2次成功; 当前距低点1.81%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
8,71.0926042950952,60.74471716600718,601778,晶科科技,bottom_area,2023-09-14,3.71,2023-08-29,3.66,1.36612021857923,7.377049180327869,28.79377431906614,True,-1.0667,1.0868,1,3,1,33.33333333333333,42.344827586206904,42.344827586206904,18.63387978142077,1.36612021857923,历史1/3次成功; 当前距低点1.37%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
9,67.71707135381597,60.30705581465323,002272,川润股份,bottom_area,2023-09-14,5.99,2023-08-25,5.78,3.633217993079584,10.553633217993069,29.42612942612942,True,-0.6633,1.865,1,2,1,50.0,48.337595907928375,48.337595907928375,16.366782006920417,3.633217993079584,历史1/2次成功; 当前距低点3.63%; 最新日涨幅-0.66%; 状态bottom_area; 底部已确认
10,66.13859962263467,56.638792390405314,002069,獐子岛,bottom_area,2023-09-14,4.09,2023-09-14,4.03,1.4888337468982533,2.4813895781637627,28.79858657243816,False,-0.7282,1.686,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,18.51116625310175,1.4888337468982533,历史1/3次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
11,66.02338729864198,57.129426605504584,002265,建设工业,bottom_area,2023-09-14,12.41,2023-08-25,12.16,2.055921052631579,7.1546052631578885,28.344136711844424,True,-1.0367,0.6546,1,4,1,25.0,32.75229357798165,32.75229357798165,17.94407894736842,2.055921052631579,历史1/4次成功; 当前距低点2.06%; 最新日涨幅-1.04%; 状态bottom_area; 底部已确认
12,64.20893447718936,56.52399417346786,002386,天原股份,bottom_area,2023-09-14,5.84,2023-08-31,5.67,2.9982363315696636,5.996472663139327,31.604342581423396,False,-1.0169,0.3814,1,3,1,33.33333333333333,48.85290148448042,48.85290148448042,17.001763668430335,2.9982363315696636,历史1/3次成功; 当前距低点3.00%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
13,58.62643148926235,49.369626517273566,603226,菲林格尔,bottom_area,2023-09-14,5.28,2023-09-12,5.25,0.5714285714285762,3.428571428571423,29.71887550200803,False,-1.3084,4.0098,1,3,1,33.33333333333333,20.479302832244016,20.479302832244016,19.428571428571427,0.5714285714285762,历史1/3次成功; 当前距低点0.57%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
