rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.7453454443884,78.82250177043882,600009,上海机场,bottom_area,2021-07-28,38.86,2021-07-28,38.4,1.197916666666669,3.9583333333333415,27.34153263954589,False,-1.8439,1.4316,2,2,2,100.0,18.89113855074634,20.250284414106932,8.80208333333333,1.197916666666669,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
2,82.26815107983975,76.59448548812667,000037,深南电A,bottom_area,2021-07-28,7.29,2021-07-28,7.2,1.249999999999998,6.388888888888888,31.753554502369667,False,-4.9544,1.4028,1,1,1,100.0,34.43271767810025,34.43271767810025,8.750000000000002,1.249999999999998,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-4.95%; 状态bottom_area; 底部未确认
3,78.88782904032357,73.23052760728454,603236,移远通信,bottom_area,2021-07-28,126.48,2021-07-28,125.11,1.095036367996167,6.618176005115488,31.303536130024163,False,-4.3846,4.1975,1,1,1,100.0,14.447368421052637,14.447368421052637,8.904963632003833,1.095036367996167,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
4,77.09308293581577,72.43150348542966,603232,格尔软件,bottom_area,2021-07-28,14.73,2021-07-28,14.48,1.7265193370165748,4.972375690607727,28.245787908820613,False,-3.0921,1.3124,1,1,1,100.0,17.89229878401853,17.89229878401853,8.273480662983426,1.7265193370165748,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
5,76.13348113151606,72.51425447694236,000034,神州数码,bottom_area,2021-07-28,16.77,2021-07-28,16.37,2.4434941967012738,3.848503359804514,29.07279029462737,False,-1.4109,1.4807,1,1,1,100.0,16.910866910866908,16.910866910866908,7.556505803298727,2.4434941967012738,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
6,75.90907187549224,72.07914897561878,601717,中创智领,bottom_area,2021-07-28,9.41,2021-07-28,9.2,2.282608695652183,7.065217391304353,28.626842513576424,False,-4.7571,2.4383,1,1,1,100.0,22.814498933901906,22.814498933901906,7.717391304347817,2.282608695652183,历史1/1次成功; 当前距低点2.28%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
7,74.7544006256476,70.99453030091134,002765,蓝黛科技,bottom_area,2021-07-28,6.25,2021-07-28,6.11,2.2913256955810093,7.36497545008182,28.117647058823525,False,-4.8706,3.2975,1,1,1,100.0,17.09006928406467,17.09006928406467,7.708674304418992,2.2913256955810093,历史1/1次成功; 当前距低点2.29%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
8,73.94348693962863,67.52921903052066,605286,同力天启,bottom_area,2021-07-28,16.75,2021-07-28,16.71,0.23937761819269385,4.069419509275881,31.76806859942833,False,-4.2857,4.8456,1,1,1,100.0,13.145161290322571,13.145161290322571,9.760622381807307,0.23937761819269385,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-4.29%; 状态bottom_area; 底部未确认
9,72.68431550713106,70.4046076529334,605337,李子园,bottom_area,2021-07-28,44.41,2021-07-28,42.98,3.32712889716147,6.3983248022335975,27.15254237288136,False,-3.7703,6.1258,1,1,1,100.0,26.615384615384624,26.615384615384624,6.67287110283853,3.32712889716147,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
10,72.60364151759839,66.9472423146474,002600,领益智造,bottom_area,2021-07-28,6.77,2021-07-28,6.72,0.7440476190476164,5.952380952380958,27.429805615550755,False,-5.1821,3.1742,1,1,1,100.0,16.20253164556961,16.20253164556961,9.255952380952385,0.7440476190476164,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-5.18%; 状态bottom_area; 底部未确认
11,71.88630690460822,68.85214460019294,002316,亚联发展,bottom_area,2021-07-28,4.13,2021-07-28,4.02,2.736318407960207,8.706467661691557,30.808950086058523,False,-5.0575,2.984,1,1,1,100.0,11.02661596958175,11.02661596958175,7.263681592039793,2.736318407960207,历史1/1次成功; 当前距低点2.74%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
