rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.47474205021703,83.61099502494467,300559,佳发教育,bottom_area,2022-07-13,9.14,2022-07-12,9.01,1.4428412874583882,4.106548279689245,31.845688350983366,False,1.3304,0.9043,2,2,2,100.0,25.164909464246165,29.09783989834816,8.557158712541613,1.4428412874583882,历史2/2次成功; 当前距低点1.44%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
2,83.4707722632656,78.02263966590499,000761,本钢板材,bottom_area,2022-07-13,3.48,2022-07-12,3.43,1.4577259475218607,1.7492711370262406,29.132231404958674,False,0.2882,0.1756,1,1,1,100.0,11.969111969111971,11.969111969111971,8.54227405247814,1.4577259475218607,历史1/1次成功; 当前距低点1.46%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
3,77.34480642833876,73.82217168011739,002348,高乐股份,bottom_area,2022-07-13,2.41,2022-07-13,2.35,2.5531914893617045,6.808510638297858,31.884057971014496,False,-1.6327,14.7746,1,1,1,100.0,25.287356321839088,25.287356321839088,7.446808510638296,2.5531914893617045,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
4,77.21564573436886,74.7984934030243,688209,英集芯,bottom_area,2022-07-13,23.58,2022-07-13,22.82,3.330411919368966,3.330411919368966,27.022705468500156,False,2.1221,8.1497,1,1,1,100.0,17.590497737556557,17.590497737556557,6.6695880806310335,3.330411919368966,历史1/1次成功; 当前距低点3.33%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
5,74.55110219172609,72.98073529411765,000635,英力特,bottom_area,2022-07-13,8.83,2022-07-12,8.5,3.8823529411764715,3.8823529411764715,30.384930384930392,False,2.9138,1.3614,1,1,1,100.0,14.583333333333329,14.583333333333329,6.117647058823529,3.8823529411764715,历史1/1次成功; 当前距低点3.88%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
