rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.16969423969425,81.52060606060607,603327,福蓉科技,bottom_area,2025-06-20,8.88,2025-06-20,8.8,0.9090909090909097,2.1590909090909034,27.572016460905346,False,0.0,0.6721,5,6,5,83.33333333333334,51.44264398496634,129.39632545931758,14.09090909090909,0.9090909090909097,历史5/6次成功; 当前距低点0.91%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,91.43922677703901,81.9049756995171,002127,南极电商,bottom_area,2025-06-20,3.84,2025-06-20,3.78,1.587301587301589,2.6455026455026482,29.34579439252336,False,-0.7752,2.0133,3,3,3,100.0,23.570017841745774,33.53658536585366,13.41269841269841,1.587301587301589,历史3/3次成功; 当前距低点1.59%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
3,89.1480402713073,79.62479229789,000999,华润三九,bottom_area,2025-06-20,31.12,2025-06-19,30.68,1.4341590612777095,2.0208604954367697,29.438822447102115,False,0.9079,0.5366,1,1,1,100.0,20.293951384963254,20.293951384963254,13.56584093872229,1.4341590612777095,历史1/1次成功; 当前距低点1.43%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
4,89.03268515148494,77.72150278826997,002041,登海种业,bottom_area,2025-06-20,9.63,2025-06-19,9.61,0.20811654526536266,2.3933402705515134,29.129793510324493,False,0.104,0.4997,2,2,2,100.0,18.2043468358871,21.395106715252467,14.791883454734636,0.20811654526536266,历史2/2次成功; 当前距低点0.21%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
5,87.26738264585326,76.24777323799795,001230,劲旅环境,bottom_area,2025-06-20,19.63,2025-06-20,19.58,0.25536261491318035,2.2982635342186053,30.34507292778371,False,-1.5053,5.1927,1,1,1,100.0,84.69119579500656,84.69119579500656,14.74463738508682,0.25536261491318035,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
6,86.8436859931942,75.80968793550117,002678,珠江钢琴,bottom_area,2025-06-20,4.83,2025-06-20,4.82,0.20746887966804536,8.29875518672198,28.908554572271385,False,-7.4713,3.0263,3,3,3,100.0,23.939338608302766,35.5191256830601,14.792531120331953,0.20746887966804536,历史3/3次成功; 当前距低点0.21%; 最新日涨幅-7.47%; 状态bottom_area; 底部未确认
7,86.78829829905509,77.34888689907694,688136,科兴制药,bottom_area,2025-06-20,40.75,2025-06-20,40.22,1.3177523620089537,4.848334162108411,30.893470790378014,False,-2.5586,2.5048,3,4,3,75.0,33.270764970200936,60.65012831479899,13.682247637991047,1.3177523620089537,历史3/4次成功; 当前距低点1.32%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
8,86.30178118365868,75.72677419354838,301260,格力博,bottom_area,2025-06-20,18.69,2025-06-20,18.6,0.4838709677419347,2.4193548387096735,28.953399541634827,False,-0.9539,2.9765,1,1,1,100.0,58.71313672922254,58.71313672922254,14.516129032258066,0.4838709677419347,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
9,85.62450470562585,74.6173650718984,000811,冰轮环境,bottom_area,2025-06-20,8.65,2025-06-20,8.64,0.11574074074073826,2.08333333333333,32.97129557796741,False,-1.7045,1.3255,4,5,4,80.0,32.856204090254195,47.451868629671566,14.884259259259261,0.11574074074073826,历史4/5次成功; 当前距低点0.12%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
10,85.43431157615014,76.04592568866111,600980,北矿科技,bottom_area,2025-06-20,21.87,2025-06-20,21.6,1.249999999999998,3.6111111111110996,28.66578599735799,False,-0.5909,13.9592,1,1,1,100.0,21.268417680973737,21.268417680973737,13.750000000000002,1.249999999999998,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
11,85.35806138130106,75.48633830227745,000605,渤海股份,bottom_area,2025-06-20,6.71,2025-06-20,6.65,0.9022556390977385,1.5037593984962352,29.25531914893617,False,0.1493,1.687,3,4,3,75.0,35.52946859903381,56.66666666666668,14.097744360902261,0.9022556390977385,历史3/4次成功; 当前距低点0.90%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
