rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,103.8738811742738,88.38516291436159,000919,金陵药业,bottom_area,2026-06-05,6.22,2026-06-04,6.15,1.138211382113811,2.276422764227637,30.35107587768969,False,0.4847,1.0812,3,3,3,100.0,26.44527661799429,31.2267657992565,18.86178861788619,1.138211382113811,历史3/3次成功; 当前距低点1.14%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
74,73.79681659417952,63.84989319975427,301397,溯联股份,bottom_area,2026-06-05,30.85,2026-06-05,30.23,2.050942772080718,4.267284154813097,28.87058823529411,False,-1.0584,3.5424,1,2,1,50.0,65.27621195039458,65.27621195039458,17.94905722791928,2.050942772080718,历史1/2次成功; 当前距低点2.05%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
75,73.69167320943393,62.96547849078764,601865,福莱特,bottom_area,2026-06-05,11.13,2026-06-05,10.98,1.366120218579238,3.551912568306,27.23658051689861,False,-0.8021,0.8847,1,2,1,50.0,39.24894003634159,39.24894003634159,18.63387978142076,1.366120218579238,历史1/2次成功; 当前距低点1.37%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
76,73.57992632854908,63.83831303411615,600830,香溢融通,bottom_area,2026-06-05,7.89,2026-06-05,7.72,2.202072538860103,3.108808290155443,28.38589981447124,False,1.1538,1.6181,1,2,1,50.0,28.78787878787879,28.78787878787879,17.7979274611399,2.202072538860103,历史1/2次成功; 当前距低点2.20%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
77,73.39634598061319,64.66817583352265,603348,文灿股份,bottom_area,2026-06-05,15.9,2026-06-05,15.43,3.046014257939084,4.406999351911859,29.86363636363636,False,1.2739,0.712,2,5,2,40.0,28.97219153238415,31.53988868274584,16.95398574206092,3.046014257939084,历史2/5次成功; 当前距低点3.05%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
78,73.3761767493757,64.37695595853981,002108,沧州明珠,bottom_area,2026-06-05,4.75,2026-06-05,4.62,2.813852813852812,3.89610389610389,28.26086956521739,False,1.2793,2.5876,2,5,2,40.0,25.37374330852593,26.35135135135136,17.18614718614719,2.813852813852812,历史2/5次成功; 当前距低点2.81%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
79,73.0990645621819,63.64077524729699,600620,天宸股份,bottom_area,2026-06-05,4.71,2026-06-04,4.6,2.391304347826094,4.130434782608704,29.66360856269113,False,1.2903,1.0434,1,2,1,50.0,29.38271604938273,29.38271604938273,17.60869565217391,2.391304347826094,历史1/2次成功; 当前距低点2.39%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
80,72.8487403296013,61.39983578637715,300049,福瑞医科,bottom_area,2026-06-05,42.26,2026-06-05,42.0,0.6190476190476143,5.333333333333337,30.63583815028901,False,-3.648,2.8838,2,3,2,66.66666666666666,21.56630314525051,22.22222222222222,19.38095238095239,0.6190476190476143,历史2/3次成功; 当前距低点0.62%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
81,72.73112106006765,66.64476758650493,002407,多氟多,just_rebound,2026-06-05,33.2,2026-06-05,31.56,5.19645120405578,8.206590621039291,28.09295967190704,False,1.3431,11.7285,2,3,2,66.66666666666666,29.57469290714568,37.91044776119401,14.80354879594422,5.19645120405578,历史2/3次成功; 当前距低点5.20%; 最新日涨幅1.34%; 状态just_rebound; 底部未确认
82,72.53748179427764,62.97874152285805,300546,雄帝科技,bottom_area,2026-06-05,16.88,2026-06-05,16.51,2.241066020593564,3.815869170199873,29.98303647158608,False,0.4762,2.4108,2,6,2,33.33333333333333,27.28572193658955,33.79166666666666,17.75893397940644,2.241066020593564,历史2/6次成功; 当前距低点2.24%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
83,72.46439218272815,62.42772137605739,600328,中盐化工,bottom_area,2026-06-05,6.73,2026-06-04,6.61,1.815431164901666,3.630862329803318,27.12238147739802,False,0.8996,1.6688,1,3,1,33.33333333333333,37.26315789473683,37.26315789473683,18.18456883509834,1.815431164901666,历史1/3次成功; 当前距低点1.82%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
84,72.33936731796912,63.35839312068916,603716,塞力医疗,bottom_area,2026-06-05,16.24,2026-06-05,15.81,2.719797596457925,4.996837444655287,28.13636363636363,False,0.2469,3.8895,1,2,1,50.0,30.74074074074075,30.74074074074075,17.28020240354208,2.719797596457925,历史1/2次成功; 当前距低点2.72%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
85,72.30988787892872,63.68554413328607,601002,晋亿实业,bottom_area,2026-06-05,5.11,2026-05-28,4.96,3.024193548387104,8.66935483870967,27.16593245227606,False,1.3889,2.0431,1,2,1,50.0,35.16483516483515,35.16483516483515,16.9758064516129,3.024193548387104,历史1/2次成功; 当前距低点3.02%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
86,72.14329089523254,62.81065898635365,600316,洪都航空,bottom_area,2026-06-05,28.24,2026-06-04,27.58,2.393038433647571,4.641044234952869,27.61154855643045,False,1.364,1.5407,2,6,2,33.33333333333333,27.71268641683907,30.46251993620415,17.60696156635243,2.393038433647571,历史2/6次成功; 当前距低点2.39%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
87,72.0653749559592,61.45941164895711,002840,华统股份,bottom_area,2026-06-05,8.02,2026-06-05,7.92,1.262626262626258,4.797979797979808,29.28571428571428,False,-2.3143,3.049,1,3,1,33.33333333333333,49.69008264462811,49.69008264462811,18.73737373737374,1.262626262626258,历史1/3次成功; 当前距低点1.26%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
88,71.77132383747829,60.06517150823711,000833,粤桂股份,bottom_area,2026-06-05,21.53,2026-06-05,21.48,0.2327746741154595,3.817504655493484,28.35223482321548,False,-3.5394,6.8715,2,4,2,50.0,30.45301984836868,35.88039867109634,19.76722532588454,0.2327746741154595,历史2/4次成功; 当前距低点0.23%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
89,71.45082447992202,60.63853095680969,600216,浙江医药,bottom_area,2026-06-05,12.17,2026-06-04,12.05,0.9958506224066325,3.485477178423236,28.57142857142857,False,0.745,0.991,1,2,1,50.0,40.86206896551725,40.86206896551725,19.00414937759337,0.9958506224066325,历史1/2次成功; 当前距低点1.00%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
90,71.21302393348947,65.86236667303945,688283,坤恒顺维,just_rebound,2026-06-05,37.42,2026-06-02,35.4,5.706214689265546,7.881355932203387,29.15749449669802,True,2.2125,1.6312,2,4,2,50.0,40.08249936167695,44.29121231558692,14.29378531073445,5.706214689265546,历史2/4次成功; 当前距低点5.71%; 最新日涨幅2.21%; 状态just_rebound; 底部已确认
91,71.09222533277917,60.89426008480488,688307,中润光学,bottom_area,2026-06-05,67.63,2026-06-02,66.63,1.5008254539997,7.429085997298519,31.21709507587489,True,-2.6906,4.5799,1,2,1,50.0,20.09925558312656,20.09925558312656,18.4991745460003,1.5008254539997,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-2.69%; 状态bottom_area; 底部已确认
92,71.06832243071305,65.5484527273567,688182,灿勤科技,just_rebound,2026-06-05,35.15,2026-06-04,33.3,5.55555555555556,10.09009009009009,28.54077253218885,True,0.5722,2.7314,2,4,2,50.0,37.0756547041707,49.99999999999999,14.44444444444444,5.55555555555556,历史2/4次成功; 当前距低点5.56%; 最新日涨幅0.57%; 状态just_rebound; 底部已确认
93,70.96747215811646,62.09287700173625,600346,恒力石化,bottom_area,2026-06-05,16.96,2026-06-05,16.52,2.663438256658603,6.416464891041154,28.88506241928541,False,1.3748,0.7998,1,2,1,50.0,23.44342176502438,23.44342176502438,17.3365617433414,2.663438256658603,历史1/2次成功; 当前距低点2.66%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
94,70.8643572931941,61.43801803307962,300753,爱朋医疗,bottom_area,2026-06-05,21.73,2026-06-05,21.27,2.162670427832632,4.184297132110957,27.15753424657535,False,-0.092,3.2861,2,5,2,40.0,26.34452312507631,28.04449648711946,17.83732957216737,2.162670427832632,历史2/5次成功; 当前距低点2.16%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
95,70.41092374199583,60.44428683617375,000792,盐湖股份,bottom_area,2026-06-05,29.45,2026-06-05,28.98,1.62180814354727,4.727398205659079,30.33653846153846,False,0.3407,1.6198,1,3,1,33.33333333333333,24.90421455938696,24.90421455938696,18.37819185645273,1.62180814354727,历史1/3次成功; 当前距低点1.62%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
96,70.0834436849151,62.7603947483184,603275,众辰科技,bottom_area,2026-06-05,41.72,2026-06-05,40.14,3.936223218734426,6.751370204285005,27.80575539568344,False,1.0169,5.8431,1,2,1,50.0,38.17642698295033,38.17642698295033,16.06377678126558,3.936223218734426,历史1/2次成功; 当前距低点3.94%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
97,69.9363351314116,59.45946334491563,000710,贝瑞基因,bottom_area,2026-06-05,8.32,2026-06-04,8.23,1.093560145808018,4.617253948967181,31.92721257237386,False,0.241,2.2276,1,7,1,14.28571428571428,39.58742632612967,39.58742632612967,18.90643985419198,1.093560145808018,历史1/7次成功; 当前距低点1.09%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
98,69.92065896880399,59.96882476454208,300981,中红医疗,bottom_area,2026-06-05,11.63,2026-06-05,11.45,1.572052401746738,3.493449781659392,27.53164556962026,False,-0.5133,1.1967,1,2,1,50.0,24.94099134539732,24.94099134539732,18.42794759825327,1.572052401746738,历史1/2次成功; 当前距低点1.57%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
99,69.91216150064214,59.97412624052143,600550,保变电气,bottom_area,2026-06-05,12.83,2026-06-04,12.63,1.58353127474267,6.809184481393503,27.07852193995381,False,-3.7509,1.9414,1,2,1,50.0,35.28505392912172,35.28505392912172,18.41646872525733,1.58353127474267,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-3.75%; 状态bottom_area; 底部未确认
100,69.860768691098,60.8272717391924,688221,前沿生物,bottom_area,2026-06-05,18.8,2026-06-02,18.36,2.39651416122005,5.718954248366017,28.02822422579381,False,-1.1047,2.396,3,8,3,37.5,30.52508725979674,34.87394957983194,17.60348583877995,2.39651416122005,历史3/8次成功; 当前距低点2.40%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
101,69.81525138340432,64.25654984886006,002248,华东数控,just_rebound,2026-06-05,10.08,2026-06-05,9.56,5.43933054393305,7.531380753138063,31.95729537366548,False,2.5432,4.7478,2,4,2,50.0,38.30585034013606,47.36000000000001,14.56066945606695,5.43933054393305,历史2/4次成功; 当前距低点5.44%; 最新日涨幅2.54%; 状态just_rebound; 底部未确认
102,69.74792984689503,60.0084863994453,300577,开润股份,bottom_area,2026-06-05,16.34,2026-06-04,16.06,1.743462017434628,3.73599003735991,28.17531305903399,False,0.7398,1.4528,1,3,1,33.33333333333333,23.62637362637362,23.62637362637362,18.25653798256537,1.743462017434628,历史1/3次成功; 当前距低点1.74%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
103,69.03214775040591,61.59365051638558,003018,金富科技,bottom_area,2026-06-05,51.09,2026-06-04,49.25,3.736040609137063,7.329949238578679,30.47713156408809,True,0.8289,5.7125,1,2,1,50.0,20.95730918499352,20.95730918499352,16.26395939086294,3.736040609137063,历史1/2次成功; 当前距低点3.74%; 最新日涨幅0.83%; 状态bottom_area; 底部已确认
104,68.92503864104383,59.20284113522028,301191,菲菱科思,bottom_area,2026-06-05,135.88,2026-06-05,133.67,1.653325353482463,5.341512680481795,29.64736842105264,False,-3.8018,8.6646,1,2,1,50.0,31.74946004319655,31.74946004319655,18.34667464651754,1.653325353482463,历史1/2次成功; 当前距低点1.65%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
105,68.74578298757463,57.82084029808685,301177,迪阿股份,bottom_area,2026-06-05,23.88,2026-06-05,23.76,0.5050505050504942,2.609427609427599,27.33944954128441,False,0.294,0.3153,1,2,1,50.0,21.41586623977233,21.41586623977233,19.49494949494951,0.5050505050504942,历史1/2次成功; 当前距低点0.51%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
106,68.69405507842548,57.96800285033608,600227,赤天化,bottom_area,2026-06-05,2.94,2026-06-05,2.92,0.6849315068493157,3.424657534246579,27.90123456790123,False,-1.0101,4.5394,2,5,2,40.0,34.58850931677019,44.72049689440993,19.31506849315069,0.6849315068493157,历史2/5次成功; 当前距低点0.68%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
107,68.51914872356343,59.45305207781087,600770,综艺股份,bottom_area,2026-06-05,6.02,2026-06-02,5.89,2.207130730050932,4.753820033955862,31.67053364269141,False,-1.3115,2.5303,1,2,1,50.0,27.72861356932153,27.72861356932153,17.79286926994907,2.207130730050932,历史1/2次成功; 当前距低点2.21%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
108,68.45524005407786,59.33055450371047,300490,华自科技,bottom_area,2026-06-05,14.76,2026-06-05,14.45,2.145328719723187,5.051903114186854,31.7430325932924,False,-1.992,3.9893,2,6,2,33.33333333333333,29.30667864630129,32.06349206349206,17.85467128027681,2.145328719723187,历史2/6次成功; 当前距低点2.15%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
109,68.40414821321653,59.49170297644162,603300,海南华铁,bottom_area,2026-06-05,5.26,2026-06-05,5.14,2.334630350194554,4.280155642023359,28.80886426592798,False,0.7663,2.4833,1,3,1,33.33333333333333,26.02409638554217,26.02409638554217,17.66536964980545,2.334630350194554,历史1/3次成功; 当前距低点2.33%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
110,68.3958998065312,59.96057567844695,688339,亿华通,bottom_area,2026-06-05,21.14,2026-06-05,20.57,2.771025765678174,5.298979095770539,28.92190739460954,False,-0.236,1.8672,2,7,2,28.57142857142857,48.48980297838693,76.30996309963099,17.22897423432183,2.771025765678174,历史2/7次成功; 当前距低点2.77%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
111,68.21400617086167,64.06247169246714,003038,鑫铂股份,just_rebound,2026-06-05,12.53,2026-06-05,11.76,6.547619047619044,9.183673469387756,31.86558516801854,False,4.2429,5.0053,2,3,2,66.66666666666666,27.52188350496187,29.53615279672577,13.45238095238096,6.547619047619044,历史2/3次成功; 当前距低点6.55%; 最新日涨幅4.24%; 状态just_rebound; 底部未确认
112,67.95060022177594,58.20208366463469,002460,赣锋锂业,bottom_area,2026-06-05,65.65,2026-06-05,64.68,1.499690785405069,5.210265924551623,29.44256572488272,False,-1.7068,4.6369,1,3,1,33.33333333333333,34.25324675324675,34.25324675324675,18.50030921459493,1.499690785405069,历史1/3次成功; 当前距低点1.50%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
113,67.89103375856398,59.62278668515258,002589,瑞康医药,bottom_area,2026-06-05,2.87,2026-05-27,2.79,2.867383512544806,5.734767025089611,29.36708860759494,False,2.1352,1.8766,2,8,2,25.0,32.78239542171958,37.07317073170734,17.13261648745519,2.867383512544806,历史2/8次成功; 当前距低点2.87%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
114,67.47004378437083,60.01034232065038,003007,直真科技,bottom_area,2026-06-05,40.4,2026-06-05,39.01,3.563188925916434,4.56293258138939,28.21126242178875,False,0.5475,3.8027,1,2,1,50.0,20.12499999999999,20.12499999999999,16.43681107408357,3.563188925916434,历史1/2次成功; 当前距低点3.56%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
115,67.20572822430823,58.54064229869365,605108,同庆楼,bottom_area,2026-06-05,13.12,2026-06-04,12.81,2.419984387197492,4.371584699453542,28.03370786516854,False,1.2346,0.9402,1,3,1,33.33333333333333,21.65820642978003,21.65820642978003,17.58001561280251,2.419984387197492,历史1/3次成功; 当前距低点2.42%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
116,67.20412342189195,56.68079486588648,002190,成飞集成,bottom_area,2026-06-05,26.08,2026-06-05,25.91,0.6561173292165116,2.585874179853331,28.77954920285872,False,-0.1149,0.9876,1,2,1,50.0,39.08241291418863,39.08241291418863,19.34388267078349,0.6561173292165116,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
117,67.14285324146593,60.68379345841559,301607,富特科技,bottom_area,2026-06-05,42.56,2026-06-04,40.75,4.441717791411048,6.331288343558278,29.21660587111343,False,0.2828,7.7885,1,2,1,50.0,31.43789326497321,31.43789326497321,15.55828220858895,4.441717791411048,历史1/2次成功; 当前距低点4.44%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
118,67.13576173039155,60.13461444025263,300603,立昂技术,bottom_area,2026-06-05,8.95,2026-06-04,8.61,3.94889663182346,5.807200929152149,31.66666666666667,False,-0.7761,4.6482,3,8,3,37.5,40.39341220011974,49.42716857610476,16.05110336817654,3.94889663182346,历史3/8次成功; 当前距低点3.95%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
119,67.12549997198717,58.21303863116871,300569,天能重工,bottom_area,2026-06-05,5.16,2026-06-05,5.05,2.178217821782185,3.960396039603964,29.66573816155989,False,-0.1934,1.9899,1,3,1,33.33333333333333,40.25316455696202,40.25316455696202,17.82178217821782,2.178217821782185,历史1/3次成功; 当前距低点2.18%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
120,66.85076347703188,56.0217525124215,300618,寒锐钴业,bottom_area,2026-06-05,36.12,2026-06-05,36.01,0.3054707025826144,3.998889197445168,28.13809618838555,False,-2.5101,2.6433,1,2,1,50.0,32.46899661781286,32.46899661781286,19.69452929741739,0.3054707025826144,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
121,66.73575835965381,59.5160785371115,300780,德恩精工,bottom_area,2026-06-05,25.72,2026-06-05,24.8,3.709677419354831,7.499999999999997,29.14285714285714,False,-1.3047,5.6176,1,2,1,50.0,41.22340425531916,41.22340425531916,16.29032258064517,3.709677419354831,历史1/2次成功; 当前距低点3.71%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
122,66.72774567384977,58.05313873624929,603353,和顺石油,bottom_area,2026-06-05,43.5,2026-06-05,42.5,2.352941176470588,5.058823529411762,27.58561935593797,False,-2.6628,3.7679,2,6,2,33.33333333333333,24.2566568603505,27.07917498336662,17.64705882352941,2.352941176470588,历史2/6次成功; 当前距低点2.35%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
123,66.46010638193634,57.9652055662001,002858,力盛体育,bottom_area,2026-06-05,12.76,2026-06-05,12.45,2.489959839357434,5.140562248995989,28.65329512893983,False,1.4308,3.4034,1,4,1,25.0,20.56603773584906,20.56603773584906,17.51004016064257,2.489959839357434,历史1/4次成功; 当前距低点2.49%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
124,66.14314291104411,57.840498627418,688338,赛科希德,bottom_area,2026-06-05,24.55,2026-06-05,23.92,2.633779264214043,3.971571906354512,27.49317975143983,False,-0.1221,0.7729,1,3,1,33.33333333333333,42.23904813412657,42.23904813412657,17.36622073578596,2.633779264214043,历史1/3次成功; 当前距低点2.63%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
125,66.10300065314607,57.01068830155385,300639,凯普生物,bottom_area,2026-06-05,5.43,2026-06-04,5.33,1.876172607879918,3.939962476547842,29.40397350993377,False,0.9294,1.5405,1,7,1,14.28571428571428,33.27433628318583,33.27433628318583,18.12382739212008,1.876172607879918,历史1/7次成功; 当前距低点1.88%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
126,65.99125420580057,58.62522229868896,002652,扬子新材,bottom_area,2026-06-05,5.03,2026-06-05,4.86,3.497942386831274,6.172839506172836,27.57078986587182,False,-0.5929,4.744,2,5,2,40.0,22.91328671328671,23.42657342657342,16.50205761316873,3.497942386831274,历史2/5次成功; 当前距低点3.50%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
127,65.96975589758173,56.89788139957179,600410,华胜天成,bottom_area,2026-06-05,17.9,2026-06-05,17.57,1.878201479795095,4.097894137734769,28.43177189409369,False,-0.8859,4.9417,1,6,1,16.66666666666666,90.15873015873017,90.15873015873017,18.12179852020491,1.878201479795095,历史1/6次成功; 当前距低点1.88%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
128,65.89413753160822,57.39661058467753,300505,川金诺,bottom_area,2026-06-05,19.48,2026-06-05,19.02,2.418506834910625,3.890641430073617,28.71064467766117,False,-0.0513,5.2572,1,4,1,25.0,39.35656836461126,39.35656836461126,17.58149316508938,2.418506834910625,历史1/4次成功; 当前距低点2.42%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
129,65.87520607963924,59.69613269538054,002218,拓日新能,bottom_area,2026-06-05,4.56,2026-06-02,4.36,4.587155963302736,11.00917431192659,32.50773993808049,True,1.7857,6.4426,1,4,1,25.0,39.04109589041095,39.04109589041095,15.41284403669727,4.587155963302736,历史1/4次成功; 当前距低点4.59%; 最新日涨幅1.79%; 状态bottom_area; 底部已确认
130,65.51784977275703,55.48341049669626,688656,浩欧博,bottom_area,2026-06-05,103.42,2026-06-05,102.52,0.877877487319553,2.906749902458061,30.62191243148136,False,-0.6246,0.5668,1,2,1,50.0,34.5865413458654,34.5865413458654,19.12212251268045,0.877877487319553,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
131,65.36430186422116,58.23389958799434,000006,深振业A,bottom_area,2026-06-05,8.51,2026-06-05,8.21,3.654080389768562,5.846528623629703,27.02222222222222,False,1.3095,2.5732,1,4,1,25.0,32.20338983050848,32.20338983050848,16.34591961023144,3.654080389768562,历史1/4次成功; 当前距低点3.65%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
132,65.28888953813316,54.90760141892729,300584,海辰药业,bottom_area,2026-06-05,32.2,2026-06-04,32.04,0.4993757802746682,4.338327091136081,27.69126607989168,False,-0.031,3.1659,2,7,2,28.57142857142857,41.27196146514765,54.23197492163009,19.50062421972533,0.4993757802746682,历史2/7次成功; 当前距低点0.50%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
133,65.18807269722618,57.44011907248798,301636,泽润新能,bottom_area,2026-06-05,49.33,2026-06-05,47.87,3.049926885314395,4.449550866931277,31.22126436781609,False,-0.3434,3.6831,1,2,1,50.0,24.28571428571427,24.28571428571427,16.95007311468561,3.049926885314395,历史1/2次成功; 当前距低点3.05%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
134,64.79665374984496,56.35067024771043,688091,上海谊众,bottom_area,2026-06-05,42.58,2026-06-02,41.61,2.331170391732754,11.03100216294161,32.86544046466602,False,-0.514,1.9349,1,4,1,25.0,32.96853625171,32.96853625171,17.66882960826725,2.331170391732754,历史1/4次成功; 当前距低点2.33%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
135,64.70499632832696,60.98189138086369,688226,威腾电气,just_rebound,2026-06-05,47.5,2026-06-02,44.5,6.741573033707865,12.96629213483147,28.74299439551642,True,-1.1035,4.4794,2,3,2,66.66666666666666,25.93740828237242,31.09305760709011,13.25842696629214,6.741573033707865,历史2/3次成功; 当前距低点6.74%; 最新日涨幅-1.10%; 状态just_rebound; 底部已确认
136,64.45858392344687,57.09349719438224,002929,润建股份,bottom_area,2026-06-05,66.93,2026-06-05,64.77,3.334877257989826,6.530801296896718,30.16711590296496,False,-0.4314,10.4212,1,2,1,50.0,24.91711298138229,24.91711298138229,16.66512274201018,3.334877257989826,历史1/2次成功; 当前距低点3.33%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
137,64.38333129146011,57.23128338127707,002380,科远智慧,bottom_area,2026-06-05,38.41,2026-06-05,37.1,3.530997304582197,6.064690026954177,27.34038386212299,False,0.0,5.5575,1,4,1,25.0,25.73529411764707,25.73529411764707,16.4690026954178,3.530997304582197,历史1/4次成功; 当前距低点3.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
138,64.37319757156787,54.16423231792715,603123,翠微股份,bottom_area,2026-06-05,9.55,2026-06-05,9.5,0.5263157894736916,2.631578947368421,29.05153099327857,False,-1.1387,1.9239,2,7,2,28.57142857142857,37.51123366013071,45.93749999999999,19.47368421052631,0.5263157894736916,历史2/7次成功; 当前距低点0.53%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
139,64.26041488575575,57.97932170143378,300746,汉嘉数智,bottom_area,2026-06-05,10.8,2026-06-05,10.35,4.347826086956532,6.183574879227058,29.10958904109589,False,2.0794,2.0331,1,4,1,25.0,36.90896259703598,36.90896259703598,15.65217391304347,4.347826086956532,历史1/4次成功; 当前距低点4.35%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
140,64.20537480949454,57.13190131353328,300615,欣天科技,bottom_area,2026-06-05,11.55,2026-06-05,11.15,3.587443946188344,5.650224215246627,30.2252816020025,False,1.1384,3.8173,1,3,1,33.33333333333333,24.30632630410654,24.30632630410654,16.41255605381166,3.587443946188344,历史1/3次成功; 当前距低点3.59%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
141,64.14016235747687,53.95137271330819,300511,雪榕生物,bottom_area,2026-06-05,5.92,2026-06-05,5.89,0.509337860780989,4.584040747028871,30.54245283018869,False,-1.8242,3.0652,2,6,2,33.33333333333333,25.90071219103476,29.22077922077921,19.49066213921901,0.509337860780989,历史2/6次成功; 当前距低点0.51%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
142,63.88902138143592,56.87842483233425,688189,南新制药,bottom_area,2026-06-05,7.74,2026-06-04,7.47,3.614457831325307,5.89022757697457,28.17307692307693,False,2.381,3.1107,1,3,1,33.33333333333333,23.18007662835249,23.18007662835249,16.38554216867469,3.614457831325307,历史1/3次成功; 当前距低点3.61%; 最新日涨幅2.38%; 状态bottom_area; 底部未确认
143,63.43073158977729,55.91452860939853,688176,亚虹医药,bottom_area,2026-06-05,10.4,2026-06-04,10.09,3.072348860257686,6.144697720515372,30.84304318026046,False,1.3645,1.6962,1,5,1,20.0,25.47348484848484,25.47348484848484,16.92765113974232,3.072348860257686,历史1/5次成功; 当前距低点3.07%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
144,63.28435528424713,58.95445610041715,688290,景业智能,just_rebound,2026-06-05,59.8,2026-06-05,56.36,6.103619588360536,9.3860894251242,28.76643073811932,False,2.485,1.6452,2,5,2,40.0,37.28299232736573,38.3,13.89638041163946,6.103619588360536,历史2/5次成功; 当前距低点6.10%; 最新日涨幅2.48%; 状态just_rebound; 底部未确认
145,63.2790868715137,54.86132043439122,002466,天齐锂业,bottom_area,2026-06-05,59.06,2026-06-05,57.81,2.162255665109843,5.864037363777894,29.91877803370105,False,-0.6727,3.8905,1,5,1,20.0,34.31563565513881,34.31563565513881,17.83774433489016,2.162255665109843,历史1/5次成功; 当前距低点2.16%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
146,62.79962005538979,57.77847926267282,688148,芳源股份,just_rebound,2026-06-05,8.17,2026-06-05,7.75,5.419354838709676,8.516129032258066,30.43087971274686,False,2.125,3.8757,2,5,2,40.0,24.96927803379417,26.66666666666668,14.58064516129033,5.419354838709676,历史2/5次成功; 当前距低点5.42%; 最新日涨幅2.12%; 状态just_rebound; 底部未确认
