code,name,latest_date,latest_close,historical_valid_event_count,previous_event_count,current_stage,current_is_bottom_confirmed,current_top_date,current_top_price,current_top_confirm_date,current_top_confirm_price,current_low_date,current_low_price,current_low_confirm_date,current_low_confirm_price,current_drawdown_pct,current_rebound_high_date,current_rebound_high,current_rebound_pct,latest_close_rebound_pct,current_low_to_high_pct,current_low_to_latest_pct,previous_events
688251,井松智能,2026-06-05,24.85,2,2,bottom_area,False,2026-05-08,32.99,2026-05-12,29.88,2026-06-05,23.89,,,27.58411639890877,2026-06-05,25.33,6.02762662201757,4.018417748011724,6.02762662201757,4.018417748011724,2024-12-10 20.43 -> 2025-01-06 14.80 dd=27.56% -> 2025-02-12 20.69 rb=39.80%; 2025-03-28 22.60 -> 2025-04-07 15.81 dd=30.04% -> 2025-05-09 22.98 rb=45.35%
300986,志特新材,2026-06-05,18.97,2,2,bottom_area,False,2026-05-11,25.4,2026-05-12,23.18,2026-06-05,18.23,,,28.22834645669291,2026-06-05,19.42,6.527701590784428,4.059243006034001,6.527701590784428,4.059243006034001,2025-04-02 19.08 -> 2025-04-09 13.82 dd=27.57% -> 2025-04-21 19.50 rb=41.10%; 2026-01-12 33.38 -> 2026-01-19 23.90 dd=28.40% -> 2026-01-21 36.99 rb=54.77%
002685,华东重机,2026-06-05,7.25,2,2,bottom_area,False,2026-05-21,9.78,2026-05-22,8.88,2026-06-05,6.96,,,28.83435582822085,2026-06-05,7.32,5.172413793103453,4.166666666666667,5.172413793103453,4.166666666666667,2022-03-22 3.31 -> 2022-04-27 2.31 dd=30.21% -> 2022-05-11 4.84 rb=109.52%; 2024-08-06 3.94 -> 2024-08-28 2.75 dd=30.20% -> 2024-09-13 3.45 rb=25.45%
002519,银河电子,2026-06-05,6.62,2,2,bottom_area,False,2026-05-08,9.11,2026-05-12,8.44,2026-06-02,6.33,,,30.51591657519209,2026-06-05,6.74,6.477093206951029,4.58135860979463,6.477093206951029,4.58135860979463,2022-06-06 5.75 -> 2022-06-14 3.96 dd=31.13% -> 2022-06-24 4.79 rb=20.96%; 2025-03-25 5.40 -> 2025-04-09 3.83 dd=29.07% -> 2025-04-10 4.63 rb=20.89%
300618,寒锐钴业,2026-06-05,36.12,1,1,bottom_area,False,2026-05-07,50.11,2026-05-12,43.48,2026-06-05,36.01,,,28.13809618838555,2026-06-05,37.45,3.998889197445168,0.3054707025826144,3.998889197445168,0.3054707025826144,2024-01-26 24.83 -> 2024-02-05 17.74 dd=28.55% -> 2024-02-08 23.50 rb=32.47%
600808,马钢股份,2026-06-05,2.84,1,1,bottom_area,False,2026-04-23,4.2,2026-04-24,3.89,2026-06-04,2.83,,,32.61904761904762,2026-06-04,2.9,2.473498233215542,0.3533568904593564,2.473498233215542,0.3533568904593564,2025-03-04 3.59 -> 2025-04-09 2.60 dd=27.58% -> 2025-04-18 3.19 rb=22.69%
301177,迪阿股份,2026-06-05,23.88,1,1,bottom_area,False,2026-05-15,32.7,2026-05-19,29.92,2026-06-05,23.76,,,27.33944954128441,2026-06-05,24.38,2.609427609427599,0.5050505050504942,2.609427609427599,0.5050505050504942,2025-09-09 41.27 -> 2025-12-17 28.11 dd=31.89% -> 2026-01-26 34.13 rb=21.42%
000959,首钢股份,2026-06-05,3.46,1,1,bottom_area,False,2026-04-29,4.73,2026-05-12,4.36,2026-06-04,3.44,,,27.27272727272728,2026-06-04,3.56,3.488372093023259,0.5813953488372098,3.488372093023259,0.5813953488372098,2022-03-03 6.77 -> 2022-03-16 4.72 dd=30.28% -> 2022-04-08 5.92 rb=25.42%
002190,成飞集成,2026-06-05,26.08,1,1,bottom_area,False,2026-05-13,36.38,2026-05-14,32.0,2026-06-05,25.91,,,28.77954920285872,2026-06-05,26.58,2.585874179853331,0.6561173292165116,2.585874179853331,0.6561173292165116,2024-01-26 16.91 -> 2024-02-06 11.77 dd=30.40% -> 2024-02-28 16.37 rb=39.08%
603799,华友钴业,2026-06-05,49.96,1,1,bottom_area,False,2026-05-07,70.85,2026-05-08,65.55,2026-06-05,49.62,,,29.96471418489767,2026-06-05,51.67,4.131398629584853,0.6852075775896885,4.131398629584853,0.6852075775896885,2025-03-14 40.13 -> 2025-04-09 27.37 dd=31.80% -> 2025-05-23 36.08 rb=31.82%
300251,光线传媒,2026-06-05,12.04,1,1,bottom_area,False,2026-04-21,17.22,2026-04-22,15.22,2026-06-05,11.95,,,30.60394889663182,2026-06-05,12.23,2.343096234309633,0.7531380753138064,2.343096234309633,0.7531380753138064,2025-03-12 24.44 -> 2025-04-07 17.45 dd=28.60% -> 2025-04-21 22.87 rb=31.06%
601390,中国中铁,2026-06-05,4.69,1,1,bottom_area,False,2026-02-25,6.47,2026-03-03,5.97,2026-05-28,4.65,,,28.12982998454404,2026-06-02,4.84,4.086021505376333,0.8602150537634415,4.086021505376333,0.8602150537634415,2024-04-15 7.38 -> 2024-09-18 4.95 dd=32.93% -> 2024-10-08 7.23 rb=46.06%
605222,起帆电缆,2026-06-05,28.05,1,1,bottom_area,False,2026-05-21,38.58,2026-05-22,35.6,2026-06-04,27.81,,,27.91601866251944,2026-06-05,29.21,5.034160373966207,0.8629989212513557,5.034160373966207,0.8629989212513557,2024-01-02 19.59 -> 2024-02-05 13.70 dd=30.07% -> 2024-02-28 17.09 rb=24.74%
688656,浩欧博,2026-06-05,103.42,1,1,bottom_area,False,2026-05-08,147.77,2026-05-14,136.52,2026-06-05,102.52,,,30.62191243148136,2026-06-05,105.5,2.906749902458061,0.877877487319553,2.906749902458061,0.877877487319553,2025-06-12 144.44 -> 2025-06-23 100.01 dd=30.76% -> 2025-06-26 134.60 rb=34.59%
600426,华鲁恒升,2026-06-05,27.55,1,1,bottom_area,False,2026-04-30,39.7,2026-05-06,36.68,2026-06-05,27.28,,,31.28463476070529,2026-06-05,28.8,5.571847507331377,0.9897360703812301,5.571847507331377,0.9897360703812301,2021-05-12 40.09 -> 2021-05-24 27.21 dd=32.13% -> 2021-06-09 35.20 rb=29.36%
600216,浙江医药,2026-06-05,12.17,1,1,bottom_area,False,2026-03-30,16.87,2026-04-03,15.6,2026-06-04,12.05,,,28.57142857142857,2026-06-04,12.47,3.485477178423236,0.9958506224066325,3.485477178423236,0.9958506224066325,2025-02-28 16.23 -> 2025-04-09 11.60 dd=28.53% -> 2025-06-12 16.34 rb=40.86%
000710,贝瑞基因,2026-06-05,8.32,1,1,bottom_area,False,2026-05-11,12.09,2026-05-12,10.69,2026-06-04,8.23,,,31.92721257237386,2026-06-04,8.61,4.617253948967181,1.093560145808018,4.617253948967181,1.093560145808018,2025-04-01 14.55 -> 2025-04-09 10.18 dd=30.03% -> 2025-04-15 14.21 rb=39.59%
603062,麦加芯彩,2026-06-05,42.6,1,1,bottom_area,False,2026-05-08,58.5,2026-05-14,53.5,2026-06-05,42.1,,,28.03418803418803,2026-06-05,43.66,3.705463182897851,1.187648456057007,3.705463182897851,1.187648456057007,2024-01-29 51.24 -> 2024-02-06 35.94 dd=29.86% -> 2024-02-26 49.40 rb=37.45%
001367,海森药业,2026-06-05,19.48,1,1,bottom_area,False,2026-04-23,27.22,2026-04-24,25.06,2026-06-05,19.25,,,29.2799412196914,2026-06-05,19.78,2.753246753246759,1.194805194805197,2.753246753246759,1.194805194805197,2023-04-14 72.50 -> 2023-04-24 49.30 dd=32.00% -> 2023-04-26 60.98 rb=23.69%
002840,华统股份,2026-06-05,8.02,1,1,bottom_area,False,2026-05-15,11.2,2026-05-18,10.12,2026-06-05,7.92,,,29.28571428571428,2026-06-05,8.3,4.797979797979808,1.262626262626258,4.797979797979808,1.262626262626258,2024-08-13 14.31 -> 2024-09-18 9.68 dd=32.35% -> 2024-10-08 14.49 rb=49.69%
001206,依依股份,2026-06-05,16.02,1,1,bottom_area,False,2026-04-16,21.94,2026-04-17,20.06,2026-06-05,15.82,,,27.89425706472197,2026-06-05,16.26,2.781289506953232,1.264222503160552,2.781289506953232,1.264222503160552,2025-04-02 19.77 -> 2025-04-09 13.78 dd=30.30% -> 2025-04-25 19.57 rb=42.02%
002469,三维化学,2026-06-05,6.3,1,1,bottom_area,False,2026-04-16,8.96,2026-04-23,8.21,2026-05-29,6.22,,,30.58035714285715,2026-06-01,6.62,6.430868167202579,1.286173633440516,6.430868167202579,1.286173633440516,2024-01-26 5.95 -> 2024-02-06 4.00 dd=32.77% -> 2024-02-28 5.46 rb=36.50%
601865,福莱特,2026-06-05,11.13,1,1,bottom_area,False,2026-04-20,15.09,2026-04-28,13.36,2026-06-05,10.98,,,27.23658051689861,2026-06-05,11.37,3.551912568306,1.366120218579238,3.551912568306,1.366120218579238,2022-04-19 45.48 -> 2022-04-26 33.02 dd=27.40% -> 2022-05-11 45.98 rb=39.25%
002588,史丹利,2026-06-05,8.89,1,1,bottom_area,False,2026-04-23,12.1,2026-04-27,11.12,2026-06-04,8.77,,,27.52066115702479,2026-06-04,9.05,3.192702394526809,1.368301026225781,3.192702394526809,1.368301026225781,2022-04-20 7.35 -> 2022-04-27 5.28 dd=28.16% -> 2022-05-16 7.12 rb=34.85%
002460,赣锋锂业,2026-06-05,65.65,1,1,bottom_area,False,2026-05-06,91.67,2026-05-08,84.68,2026-06-05,64.68,,,29.44256572488272,2026-06-05,68.05,5.210265924551623,1.499690785405069,5.210265924551623,1.499690785405069,2024-01-11 45.62 -> 2024-02-05 30.80 dd=32.49% -> 2024-03-04 41.35 rb=34.25%
688307,中润光学,2026-06-05,67.63,1,1,bottom_area,True,2026-05-21,96.87,2026-05-22,87.1,2026-06-02,66.63,2026-06-05,71.58,31.21709507587489,2026-06-05,71.58,7.429085997298519,1.5008254539997,7.429085997298519,1.5008254539997,2023-04-19 40.75 -> 2023-05-10 28.21 dd=30.77% -> 2023-05-19 33.88 rb=20.10%
000932,华菱钢铁,2026-06-05,3.92,1,1,bottom_area,False,2026-03-25,5.29,2026-04-07,4.88,2026-06-04,3.86,,,27.03213610586011,2026-06-05,4.0,3.62694300518135,1.554404145077722,3.62694300518135,1.554404145077722,2024-07-02 4.69 -> 2024-09-12 3.32 dd=29.21% -> 2024-10-08 5.17 rb=55.72%
002252,上海莱士,2026-06-05,5.19,1,1,bottom_area,False,2025-08-26,7.26,2025-09-04,6.72,2026-06-04,5.11,,,29.61432506887052,2026-06-05,5.26,2.935420743639911,1.565557729941293,2.935420743639911,1.565557729941293,2023-12-13 8.68 -> 2024-02-05 5.93 dd=31.68% -> 2024-03-14 7.65 rb=29.01%
300981,中红医疗,2026-06-05,11.63,1,1,bottom_area,False,2026-05-25,15.8,2026-05-26,13.61,2026-06-05,11.45,,,27.53164556962026,2026-06-05,11.85,3.493449781659392,1.572052401746738,3.493449781659392,1.572052401746738,2026-03-19 18.27 -> 2026-03-30 12.71 dd=30.43% -> 2026-04-07 15.88 rb=24.94%
600550,保变电气,2026-06-05,12.83,1,1,bottom_area,False,2026-05-13,17.32,2026-05-14,15.7,2026-06-04,12.63,,,27.07852193995381,2026-06-04,13.49,6.809184481393503,1.58353127474267,6.809184481393503,1.58353127474267,2025-04-01 9.23 -> 2025-04-09 6.49 dd=29.69% -> 2025-04-14 8.78 rb=35.29%
000792,盐湖股份,2026-06-05,29.45,1,1,bottom_area,False,2026-04-30,41.6,2026-05-06,38.61,2026-06-05,28.98,,,30.33653846153846,2026-06-05,30.35,4.727398205659079,1.62180814354727,4.727398205659079,1.62180814354727,2021-08-10 43.90 -> 2021-08-12 31.32 dd=28.66% -> 2021-08-13 39.12 rb=24.90%
002131,利欧股份,2026-06-05,5.6,1,1,bottom_area,False,2026-05-19,7.59,2026-05-20,6.9,2026-06-05,5.51,,,27.40447957839262,2026-06-05,5.82,5.626134301270427,1.633393829401086,5.626134301270427,1.633393829401086,2026-01-15 10.40 -> 2026-01-23 7.59 dd=27.02% -> 2026-02-03 10.32 rb=35.97%
301191,菲菱科思,2026-06-05,135.88,1,1,bottom_area,False,2026-05-25,190.0,2026-05-26,164.2,2026-06-05,133.67,,,29.64736842105264,2026-06-05,140.81,5.341512680481795,1.653325353482463,5.341512680481795,1.653325353482463,2025-08-27 127.50 -> 2025-09-04 92.60 dd=27.37% -> 2025-09-18 122.00 rb=31.75%
688551,科威尔,2026-06-05,54.08,1,1,bottom_area,False,2026-06-04,74.46,2026-06-05,53.2,2026-06-05,53.2,,,28.55224281493418,2026-06-05,57.11,7.349624060150369,1.654135338345856,7.349624060150369,1.654135338345856,2025-03-12 31.65 -> 2025-04-07 23.08 dd=27.08% -> 2025-06-10 30.30 rb=31.28%
600067,冠城新材,2026-06-05,3.01,1,1,bottom_area,False,2026-04-22,4.2,2026-04-27,3.81,2026-06-05,2.96,,,29.52380952380953,2026-06-05,3.06,3.378378378378381,1.689189189189183,3.378378378378381,1.689189189189183,2025-03-04 2.77 -> 2025-04-09 1.97 dd=28.88% -> 2025-04-28 2.49 rb=26.40%
300577,开润股份,2026-06-05,16.34,1,1,bottom_area,False,2026-05-07,22.36,2026-05-11,20.5,2026-06-04,16.06,,,28.17531305903399,2026-06-04,16.66,3.73599003735991,1.743462017434628,3.73599003735991,1.743462017434628,2022-04-22 17.50 -> 2022-04-28 12.74 dd=27.20% -> 2022-05-06 15.75 rb=23.63%
601800,中国交建,2026-06-05,6.28,1,1,bottom_area,False,2026-03-13,8.55,2026-03-20,7.92,2026-05-27,6.17,,,27.83625730994153,2026-06-01,6.53,5.83468395461913,1.782820097244738,5.83468395461913,1.782820097244738,2023-08-28 10.10 -> 2024-01-23 6.81 dd=32.57% -> 2024-01-29 9.36 rb=37.44%
600328,中盐化工,2026-06-05,6.73,1,1,bottom_area,False,2026-04-22,9.07,2026-04-30,8.05,2026-06-04,6.61,,,27.12238147739802,2026-06-04,6.85,3.630862329803318,1.815431164901666,3.630862329803318,1.815431164901666,2022-04-19 19.98 -> 2022-04-27 14.25 dd=28.68% -> 2022-05-06 19.56 rb=37.26%
300639,凯普生物,2026-06-05,5.43,1,1,bottom_area,False,2026-05-11,7.55,2026-05-12,6.88,2026-06-04,5.33,,,29.40397350993377,2026-06-04,5.54,3.939962476547842,1.876172607879918,3.939962476547842,1.876172607879918,2024-01-26 7.88 -> 2024-02-05 5.65 dd=28.30% -> 2024-02-08 7.53 rb=33.27%
600410,华胜天成,2026-06-05,17.9,1,1,bottom_area,False,2026-05-13,24.55,2026-05-15,22.8,2026-06-05,17.57,,,28.43177189409369,2026-06-05,18.29,4.097894137734769,1.878201479795095,4.097894137734769,1.878201479795095,2025-03-25 9.13 -> 2025-04-09 6.30 dd=31.00% -> 2025-05-08 11.98 rb=90.16%
301397,溯联股份,2026-06-05,30.85,1,1,bottom_area,False,2026-05-19,42.5,2026-05-21,39.4,2026-06-05,30.23,,,28.87058823529411,2026-06-05,31.52,4.267284154813097,2.050942772080718,4.267284154813097,2.050942772080718,2025-07-07 37.27 -> 2025-07-10 26.61 dd=28.60% -> 2025-08-11 43.98 rb=65.28%
002466,天齐锂业,2026-06-05,59.06,1,1,bottom_area,False,2026-05-06,82.49,2026-05-08,76.0,2026-06-05,57.81,,,29.91877803370105,2026-06-05,61.2,5.864037363777894,2.162255665109843,5.864037363777894,2.162255665109843,2024-01-11 60.98 -> 2024-02-05 41.06 dd=32.67% -> 2024-03-04 55.15 rb=34.32%
300569,天能重工,2026-06-05,5.16,1,1,bottom_area,False,2026-04-17,7.18,2026-04-21,6.57,2026-06-05,5.05,,,29.66573816155989,2026-06-05,5.25,3.960396039603964,2.178217821782185,3.960396039603964,2.178217821782185,2024-01-30 5.76 -> 2024-02-06 3.95 dd=31.42% -> 2024-02-28 5.54 rb=40.25%
600830,香溢融通,2026-06-05,7.89,1,1,bottom_area,False,2026-05-11,10.78,2026-05-15,9.9,2026-06-05,7.72,,,28.38589981447124,2026-06-05,7.96,3.108808290155443,2.202072538860103,3.108808290155443,2.202072538860103,2025-03-17 10.03 -> 2025-04-09 7.26 dd=27.62% -> 2025-05-07 9.35 rb=28.79%
600770,综艺股份,2026-06-05,6.02,1,1,bottom_area,False,2026-05-11,8.62,2026-05-13,7.69,2026-06-02,5.89,,,31.67053364269141,2026-06-02,6.17,4.753820033955862,2.207130730050932,4.753820033955862,2.207130730050932,2025-03-17 4.79 -> 2025-04-09 3.39 dd=29.23% -> 2025-04-14 4.33 rb=27.73%
688223,晶科能源,2026-06-05,5.38,1,1,bottom_area,False,2026-05-14,7.83,2026-05-15,6.62,2026-06-05,5.26,,,32.82247765006386,2026-06-05,5.6,6.463878326996195,2.281368821292778,6.463878326996195,2.281368821292778,2026-02-09 9.66 -> 2026-03-04 6.92 dd=28.36% -> 2026-03-11 8.80 rb=27.17%
688091,上海谊众,2026-06-05,42.58,1,1,bottom_area,False,2026-05-28,61.98,2026-05-29,46.2,2026-06-02,41.61,,,32.86544046466602,2026-06-02,46.2,11.03100216294161,2.331170391732754,11.03100216294161,2.331170391732754,2024-01-26 53.48 -> 2024-02-06 36.55 dd=31.66% -> 2024-02-19 48.60 rb=32.97%
603300,海南华铁,2026-06-05,5.26,1,1,bottom_area,False,2026-04-20,7.22,2026-04-27,6.66,2026-06-05,5.14,,,28.80886426592798,2026-06-05,5.36,4.280155642023359,2.334630350194554,4.280155642023359,2.334630350194554,2025-04-03 11.62 -> 2025-04-09 8.30 dd=28.57% -> 2025-04-15 10.46 rb=26.02%
300775,三角防务,2026-06-05,23.96,1,1,bottom_area,False,2026-05-13,32.58,2026-05-14,30.18,2026-06-05,23.41,,,28.14610190300797,2026-06-05,24.45,4.442545920546771,2.349423323366086,4.442545920546771,2.349423323366086,2025-03-20 27.91 -> 2025-04-07 19.53 dd=30.03% -> 2025-04-16 26.80 rb=37.22%
600620,天宸股份,2026-06-05,4.71,1,1,bottom_area,False,2026-04-09,6.54,2026-04-16,6.05,2026-06-04,4.6,,,29.66360856269113,2026-06-05,4.79,4.130434782608704,2.391304347826094,4.130434782608704,2.391304347826094,2025-03-18 5.74 -> 2025-04-09 4.05 dd=29.44% -> 2025-04-28 5.24 rb=29.38%
300505,川金诺,2026-06-05,19.48,1,1,bottom_area,False,2026-05-12,26.68,2026-05-14,24.33,2026-06-05,19.02,,,28.71064467766117,2026-06-05,19.76,3.890641430073617,2.418506834910625,3.890641430073617,2.418506834910625,2021-09-02 52.00 -> 2021-09-06 37.30 dd=28.27% -> 2021-09-08 51.98 rb=39.36%
605108,同庆楼,2026-06-05,13.12,1,1,bottom_area,False,2026-04-23,17.8,2026-04-30,15.71,2026-06-04,12.81,,,28.03370786516854,2026-06-04,13.37,4.371584699453542,2.419984387197492,4.371584699453542,2.419984387197492,2024-10-08 24.48 -> 2024-10-18 17.73 dd=27.57% -> 2024-10-29 21.57 rb=21.66%
301616,浙江华业,2026-06-05,38.36,1,1,bottom_area,False,2026-04-20,52.37,2026-04-23,48.4,2026-06-05,37.43,,,28.52778308191712,2026-06-05,39.13,4.541811381244998,2.484637990916376,4.541811381244998,2.484637990916376,2025-03-31 66.66 -> 2025-04-01 48.55 dd=27.17% -> 2025-04-03 61.66 rb=27.00%
002858,力盛体育,2026-06-05,12.76,1,1,bottom_area,False,2026-04-30,17.45,2026-05-18,14.94,2026-06-05,12.45,,,28.65329512893983,2026-06-05,13.09,5.140562248995989,2.489959839357434,5.140562248995989,2.489959839357434,2023-12-20 22.86 -> 2023-12-28 15.90 dd=30.45% -> 2024-01-02 19.17 rb=20.57%
601186,中国铁建,2026-06-05,6.36,1,1,bottom_area,False,2025-07-23,8.93,2025-07-25,8.24,2026-05-28,6.2,,,30.57110862262038,2026-06-01,6.5,4.838709677419352,2.580645161290325,4.838709677419352,2.580645161290325,2024-11-18 10.31 -> 2025-04-07 7.29 dd=29.29% -> 2025-07-23 8.93 rb=22.50%
300736,百邦科技,2026-06-05,30.32,1,1,bottom_area,False,2026-05-19,40.88,2026-05-21,37.52,2026-06-05,29.55,,,27.71526418786693,2026-06-05,31.0,4.906937394247037,2.605752961082909,4.906937394247037,2.605752961082909,2021-01-20 8.54 -> 2021-02-08 6.19 dd=27.52% -> 2021-03-08 8.45 rb=36.51%
688338,赛科希德,2026-06-05,24.55,1,1,bottom_area,False,2026-04-24,32.99,2026-04-28,30.21,2026-06-05,23.92,,,27.49317975143983,2026-06-05,24.87,3.971571906354512,2.633779264214043,3.971571906354512,2.633779264214043,2024-01-26 26.99 -> 2024-02-06 18.49 dd=31.49% -> 2024-02-19 26.30 rb=42.24%
600346,恒力石化,2026-06-05,16.96,1,1,bottom_area,False,2026-05-14,23.23,2026-05-15,21.02,2026-06-05,16.52,,,28.88506241928541,2026-06-05,17.58,6.416464891041154,2.663438256658603,6.416464891041154,2.663438256658603,2022-02-21 26.95 -> 2022-03-09 18.47 dd=31.47% -> 2022-03-17 22.80 rb=23.44%
002760,凤形股份,2026-06-05,18.79,1,1,bottom_area,False,2026-05-19,26.5,2026-05-20,24.03,2026-06-05,18.3,,,30.94339622641509,2026-06-05,19.16,4.699453551912565,2.677595628415292,4.699453551912565,2.677595628415292,2022-04-19 23.37 -> 2022-04-28 16.02 dd=31.45% -> 2022-05-11 19.88 rb=24.09%
002298,中电鑫龙,2026-06-05,8.77,1,1,bottom_area,False,2026-05-19,12.01,2026-05-21,10.5,2026-06-05,8.54,,,28.89258950874272,2026-06-05,8.93,4.566744730679164,2.693208430913354,4.566744730679164,2.693208430913354,2022-08-29 7.95 -> 2022-10-10 5.73 dd=27.92% -> 2022-10-20 7.09 rb=23.73%
603716,塞力医疗,2026-06-05,16.24,1,1,bottom_area,False,2026-05-19,22.0,2026-05-20,19.91,2026-06-05,15.81,,,28.13636363636363,2026-06-05,16.6,4.996837444655287,2.719797596457925,4.996837444655287,2.719797596457925,2025-04-02 11.60 -> 2025-04-09 8.10 dd=30.17% -> 2025-04-15 10.59 rb=30.74%
601002,晋亿实业,2026-06-05,5.11,1,1,bottom_area,False,2026-04-20,6.81,2026-04-24,6.13,2026-05-28,4.96,,,27.16593245227606,2026-05-28,5.39,8.66935483870967,3.024193548387104,8.66935483870967,3.024193548387104,2025-03-20 5.18 -> 2025-04-09 3.64 dd=29.73% -> 2025-04-14 4.92 rb=35.16%
301636,泽润新能,2026-06-05,49.33,1,1,bottom_area,False,2026-05-12,69.6,2026-05-13,62.62,2026-06-05,47.87,,,31.22126436781609,2026-06-05,50.0,4.449550866931277,3.049926885314395,4.449550866931277,3.049926885314395,2026-04-16 80.89 -> 2026-04-29 56.00 dd=30.77% -> 2026-05-12 69.60 rb=24.29%
688176,亚虹医药,2026-06-05,10.4,1,1,bottom_area,False,2026-04-15,14.59,2026-04-20,13.47,2026-06-04,10.09,,,30.84304318026046,2026-06-04,10.71,6.144697720515372,3.072348860257686,6.144697720515372,3.072348860257686,2022-03-21 14.47 -> 2022-04-27 10.56 dd=27.02% -> 2022-06-08 13.25 rb=25.47%
688670,金迪克,2026-06-05,15.85,1,1,bottom_area,False,2026-05-19,21.2,2026-05-21,19.02,2026-06-04,15.37,,,27.5,2026-06-05,16.39,6.636304489264811,3.122966818477556,6.636304489264811,3.122966818477556,2025-11-17 29.79 -> 2025-11-21 20.84 dd=30.04% -> 2025-11-26 30.90 rb=48.27%
688085,三友医疗,2026-06-05,14.15,1,1,bottom_area,False,2026-05-08,19.89,2026-05-14,18.23,2026-06-05,13.71,,,31.0708898944193,2026-06-05,14.5,5.762217359591532,3.209336250911739,5.762217359591532,3.209336250911739,2024-01-25 16.58 -> 2024-02-05 11.97 dd=27.80% -> 2024-02-28 17.45 rb=45.78%
002929,润建股份,2026-06-05,66.93,1,1,bottom_area,False,2026-05-26,92.75,2026-05-27,77.2,2026-06-05,64.77,,,30.16711590296496,2026-06-05,69.0,6.530801296896718,3.334877257989826,6.530801296896718,3.334877257989826,2025-04-02 54.66 -> 2025-04-09 39.21 dd=28.27% -> 2025-04-10 48.98 rb=24.92%
002703,浙江世宝,2026-06-05,16.76,1,1,bottom_area,False,2026-05-26,22.58,2026-05-27,20.52,2026-06-05,16.2,,,28.25509300265722,2026-06-05,17.38,7.283950617283949,3.456790123456805,7.283950617283949,3.456790123456805,2023-07-18 19.39 -> 2023-07-24 14.06 dd=27.49% -> 2023-07-31 17.33 rb=23.26%
002380,科远智慧,2026-06-05,38.41,1,1,bottom_area,False,2026-05-22,51.06,2026-05-25,45.59,2026-06-05,37.1,,,27.34038386212299,2026-06-05,39.35,6.064690026954177,3.530997304582197,6.064690026954177,3.530997304582197,2022-10-20 19.18 -> 2022-10-25 13.60 dd=29.09% -> 2022-11-14 17.10 rb=25.74%
003007,直真科技,2026-06-05,40.4,1,1,bottom_area,False,2026-05-22,54.34,2026-05-25,49.88,2026-06-05,39.01,,,28.21126242178875,2026-06-05,40.79,4.56293258138939,3.563188925916434,4.56293258138939,3.563188925916434,2025-04-02 33.26 -> 2025-04-09 24.00 dd=27.84% -> 2025-04-23 28.83 rb=20.12%
300615,欣天科技,2026-06-05,11.55,1,1,bottom_area,False,2026-05-20,15.98,2026-05-21,13.79,2026-06-05,11.15,,,30.2252816020025,2026-06-05,11.78,5.650224215246627,3.587443946188344,5.650224215246627,3.587443946188344,2024-03-29 13.04 -> 2024-04-16 9.01 dd=30.90% -> 2024-04-19 11.20 rb=24.31%
688189,南新制药,2026-06-05,7.74,1,1,bottom_area,False,2026-05-19,10.4,2026-05-20,9.51,2026-06-04,7.47,,,28.17307692307693,2026-06-05,7.91,5.89022757697457,3.614457831325307,5.89022757697457,3.614457831325307,2024-05-09 7.50 -> 2024-06-06 5.22 dd=30.40% -> 2024-06-21 6.43 rb=23.18%
000006,深振业A,2026-06-05,8.51,1,1,bottom_area,False,2026-05-19,11.25,2026-05-21,10.45,2026-06-05,8.21,,,27.02222222222222,2026-06-05,8.69,5.846528623629703,3.654080389768562,5.846528623629703,3.654080389768562,2023-08-29 6.10 -> 2023-10-23 4.13 dd=32.30% -> 2023-11-22 5.46 rb=32.20%
002963,豪尔赛,2026-06-05,16.13,1,1,bottom_area,True,2026-05-19,21.5,2026-05-21,19.2,2026-06-04,15.56,2026-06-05,17.18,27.62790697674418,2026-06-05,17.18,10.41131105398457,3.663239074550119,10.41131105398457,3.663239074550119,2025-11-19 19.20 -> 2025-11-25 13.28 dd=30.83% -> 2025-12-01 16.24 rb=22.29%
002773,康弘药业,2026-06-05,21.33,1,1,bottom_area,False,2026-04-02,30.6,2026-04-07,27.92,2026-05-28,20.57,,,32.77777777777778,2026-06-05,21.93,6.611570247933882,3.694701020904219,6.611570247933882,3.694701020904219,2022-03-31 16.92 -> 2022-04-27 11.95 dd=29.37% -> 2022-05-13 14.83 rb=24.10%
300780,德恩精工,2026-06-05,25.72,1,1,bottom_area,False,2026-05-14,35.0,2026-05-18,32.5,2026-06-05,24.8,,,29.14285714285714,2026-06-05,26.66,7.499999999999997,3.709677419354831,7.499999999999997,3.709677419354831,2025-04-02 16.26 -> 2025-04-09 11.28 dd=30.63% -> 2025-05-13 15.93 rb=41.22%
003018,金富科技,2026-06-05,51.09,1,1,bottom_area,True,2026-05-29,70.84,2026-06-01,60.6,2026-06-04,49.25,2026-06-05,52.86,30.47713156408809,2026-06-05,52.86,7.329949238578679,3.736040609137063,7.329949238578679,3.736040609137063,2025-12-08 21.43 -> 2025-12-30 15.46 dd=27.86% -> 2026-01-23 18.70 rb=20.96%
603275,众辰科技,2026-06-05,41.72,1,1,bottom_area,False,2026-05-12,55.6,2026-05-14,51.6,2026-06-05,40.14,,,27.80575539568345,2026-06-05,42.85,6.751370204285005,3.936223218734426,6.751370204285005,3.936223218734426,2024-01-30 38.33 -> 2024-02-06 26.98 dd=29.61% -> 2024-02-28 37.28 rb=38.18%
