rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.27368091211125,84.58011681319569,000811,冰轮环境,bottom_area,2024-07-24,8.21,2024-07-24,8.12,1.1083743842364733,2.339901477832528,31.64983164983166,False,-0.1217,1.1253,3,3,3,100.0,32.0817763938432,47.451868629671566,13.891625615763525,1.1083743842364733,历史3/3次成功; 当前距低点1.11%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
12,86.25134284102658,76.17034192312236,603209,兴通股份,bottom_area,2024-07-24,12.18,2024-07-24,12.08,0.827814569536421,2.8145695364238397,27.794381350866708,False,-1.2165,0.7669,3,3,3,100.0,23.267522267018258,26.115859449192786,14.17218543046358,0.827814569536421,历史3/3次成功; 当前距低点0.83%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
13,86.20724524120779,75.67556962025317,002687,乔治白,bottom_area,2024-07-24,3.97,2024-07-24,3.95,0.5063291139240511,2.0253164556962044,32.47863247863248,False,-1.7327,1.2728,1,1,1,100.0,64.00000000000001,64.00000000000001,14.493670886075948,0.5063291139240511,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
14,86.07279402676605,76.64455205811136,000930,中粮科技,bottom_area,2024-07-24,4.78,2024-07-10,4.72,1.2711864406779767,8.262711864406793,28.915662650602407,True,-1.6461,0.6011,1,1,1,100.0,15.552995391705066,15.552995391705066,13.728813559322022,1.2711864406779767,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-1.65%; 状态bottom_area; 底部已确认
15,85.0112986660341,75.40540038556006,603187,海容冷链,bottom_area,2024-07-24,10.46,2024-07-24,10.35,1.0628019323671614,2.4154589371980677,32.83582089552239,False,-0.8531,0.8437,1,1,1,100.0,15.530047265361235,15.530047265361235,13.937198067632838,1.0628019323671614,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
16,85.00831483289441,74.3019008264463,002552,宝鼎科技,bottom_area,2024-07-24,10.92,2024-07-24,10.89,0.27548209366390597,5.601469237832869,28.35526315789473,False,-5.8621,2.0436,1,1,1,100.0,52.23596574690771,52.23596574690771,14.724517906336093,0.27548209366390597,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-5.86%; 状态bottom_area; 底部未确认
17,84.89854930625131,74.64411337834552,300349,金卡智能,bottom_area,2024-07-24,10.22,2024-07-24,10.16,0.590551181102367,2.2637795275590595,31.857813547954393,False,-0.8729,0.8369,1,1,1,100.0,45.48693586698337,45.48693586698337,14.409448818897634,0.590551181102367,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
18,84.79854225447939,74.33345385778671,001218,丽臣实业,bottom_area,2024-07-24,14.0,2024-07-24,13.94,0.43041606886657463,2.2238163558106203,29.595959595959602,False,-1.6163,0.8801,2,2,2,100.0,25.18711018711019,29.999999999999993,14.569583931133426,0.43041606886657463,历史2/2次成功; 当前距低点0.43%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
19,84.16216088101996,73.84082802547773,300469,信息发展,bottom_area,2024-07-24,12.62,2024-07-24,12.56,0.4777070063694166,6.60828025477707,27.14617169373549,False,-6.5877,17.2385,1,1,1,100.0,52.431476569407586,52.431476569407586,14.522292993630584,0.4777070063694166,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-6.59%; 状态bottom_area; 底部未确认
20,83.11955260628493,72.94474201474203,603012,创力集团,bottom_area,2024-07-24,4.09,2024-07-09,4.07,0.4914004914004809,6.633906633906624,27.19141323792486,False,-1.4458,0.7773,1,1,1,100.0,35.13513513513512,35.13513513513512,14.508599508599518,0.4914004914004809,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
21,83.00048014435386,75.33954852470671,002191,劲嘉股份,bottom_area,2024-07-24,3.56,2024-07-09,3.48,2.2988505747126458,8.62068965517241,27.348643006263053,True,-1.6575,0.7403,1,1,1,100.0,21.134020618556693,21.134020618556693,12.701149425287353,2.2988505747126458,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-1.66%; 状态bottom_area; 底部已确认
22,82.9916853257188,72.44365248889056,002563,森马服饰,bottom_area,2024-07-24,4.89,2024-07-24,4.88,0.20491803278688087,2.4590163934426252,27.59643916913947,False,-2.2,0.5981,1,1,1,100.0,28.929384965831446,28.929384965831446,14.79508196721312,0.20491803278688087,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
23,82.59577803882354,72.6861326266891,600210,紫江企业,bottom_area,2024-07-24,4.72,2024-07-24,4.69,0.6396588486140588,2.5586353944562727,27.173913043478258,False,-0.2114,0.8503,2,2,2,100.0,18.895455922199744,19.867549668874158,14.360341151385942,0.6396588486140588,历史2/2次成功; 当前距低点0.64%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
24,82.50100615627798,72.0702505336932,001308,康冠科技,bottom_area,2024-07-24,20.4,2024-07-24,20.35,0.24570024570023172,2.8501228501228417,32.00801871032408,False,-2.4857,2.1699,1,1,1,100.0,27.421758569299566,27.421758569299566,14.754299754299769,0.24570024570023172,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
25,80.71027384564299,70.48718954248368,002543,万和电气,bottom_area,2024-07-24,8.66,2024-07-24,8.64,0.23148148148147651,3.1249999999999947,29.46938775510204,False,-2.0362,0.5333,1,1,1,100.0,18.736383442265804,18.736383442265804,14.768518518518523,0.23148148148147651,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
26,78.665,68.40434782608696,000629,钒钛股份,bottom_area,2024-07-24,2.26,2024-07-24,2.26,0.0,3.539823008849561,31.51515151515152,False,-3.0043,0.6367,1,1,1,100.0,27.173913043478265,27.173913043478265,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
27,75.8289866182003,71.4286412769355,002603,以岭药业,bottom_area,2024-07-24,15.08,2024-07-09,14.46,4.287690179806357,10.995850622406637,27.988047808764932,True,-1.6949,0.5133,3,4,3,75.0,28.653628424161244,39.661898569570866,10.712309820193642,4.287690179806357,历史3/4次成功; 当前距低点4.29%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
28,74.14361009179194,64.64710844691975,002346,柘中股份,bottom_area,2024-07-24,6.93,2024-07-24,6.92,0.14450867052022812,2.6011560693641576,29.888551165146904,False,-2.3944,0.2498,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,14.855491329479772,0.14450867052022812,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
29,71.72407428409745,62.71462775937333,002044,美年健康,bottom_area,2024-07-24,3.39,2024-07-24,3.38,0.2958579881656873,2.3668639053254457,30.87934560327198,False,-1.7391,0.6892,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,14.704142011834312,0.2958579881656873,历史2/3次成功; 当前距低点0.30%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
30,70.18835390660414,64.1424352864653,688169,石头科技,bottom_area,2024-07-24,307.02,2024-07-24,299.06,2.6616732428275194,6.607369758576871,29.290206648697215,False,-4.2567,2.1237,2,3,2,66.66666666666666,23.679481792717084,29.71190476190475,12.33832675717248,2.6616732428275194,历史2/3次成功; 当前距低点2.66%; 最新日涨幅-4.26%; 状态bottom_area; 底部未确认
31,69.5046578158132,65.8465179307704,000301,东方盛虹,bottom_area,2024-07-24,7.74,2024-07-09,7.4,4.594594594594593,11.891891891891877,28.914505283381363,True,-2.1492,0.1539,4,6,4,66.66666666666666,20.45982225687861,28.337639965546952,10.405405405405407,4.594594594594593,历史4/6次成功; 当前距低点4.59%; 最新日涨幅-2.15%; 状态bottom_area; 底部已确认
32,68.45078877042407,59.98012606850466,601666,平煤股份,bottom_area,2024-07-24,9.8,2024-07-24,9.76,0.40983606557377994,2.663934426229506,28.498168498168504,False,-1.2097,0.6541,2,4,2,50.0,22.766410204370302,27.30923694779115,14.59016393442622,0.40983606557377994,历史2/4次成功; 当前距低点0.41%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
33,68.10602791461413,59.40500000000001,600058,五矿发展,bottom_area,2024-07-24,6.09,2024-07-24,6.08,0.1644736842105228,1.9736842105263175,31.06575963718821,False,-1.9324,0.3548,1,2,1,50.0,99.54954954954954,99.54954954954954,14.835526315789476,0.1644736842105228,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
34,64.8962268273789,56.63408023672193,002833,弘亚数控,bottom_area,2024-07-24,15.68,2024-07-24,15.65,0.1916932907348202,2.044728434504794,30.32056990204809,False,-1.5075,1.215,1,2,1,50.0,35.43624161073825,35.43624161073825,14.808306709265178,0.1916932907348202,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
35,64.83741287066368,58.396814348815425,000597,东北制药,bottom_area,2024-07-24,3.79,2024-07-09,3.72,1.8817204301075225,7.258064516129033,29.00763358778626,True,-2.0672,0.5131,1,2,1,50.0,16.59751037344398,16.59751037344398,13.118279569892477,1.8817204301075225,历史1/2次成功; 当前距低点1.88%; 最新日涨幅-2.07%; 状态bottom_area; 底部已确认
36,63.51119016492472,59.51824413237383,601156,东航物流,bottom_area,2024-07-24,15.04,2024-07-23,14.46,4.011065006915617,9.474412171507602,31.175630652070446,False,0.4005,2.1406,1,2,1,50.0,35.44877606527652,35.44877606527652,10.988934993084381,4.011065006915617,历史1/2次成功; 当前距低点4.01%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
37,62.11758744277321,54.29270587596846,688188,柏楚电子,bottom_area,2024-07-24,139.04,2024-07-24,138.66,0.2740516370979341,4.565123323236704,31.677753141167774,False,-3.0404,0.6341,1,2,1,50.0,34.07281509974057,34.07281509974057,14.725948362902066,0.2740516370979341,历史1/2次成功; 当前距低点0.27%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
38,61.09891584596577,55.60464714042389,000697,炼石航空,bottom_area,2024-07-24,5.46,2024-07-18,5.33,2.4390243902439006,7.129455909943713,30.144167758846656,True,-1.087,0.9743,1,3,1,33.33333333333333,27.861771058315338,27.861771058315338,12.560975609756097,2.4390243902439006,历史1/3次成功; 当前距低点2.44%; 最新日涨幅-1.09%; 状态bottom_area; 底部已确认
39,60.0532016339631,52.451635017019726,603320,迪贝电气,bottom_area,2024-07-24,12.71,2024-07-24,12.68,0.2365930599369175,4.889589905362784,30.32967032967033,False,-3.566,4.269,1,2,1,50.0,23.71541501976285,23.71541501976285,14.763406940063081,0.2365930599369175,历史1/2次成功; 当前距低点0.24%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
40,59.71833396282314,52.8856897394399,605123,派克新材,bottom_area,2024-07-24,47.54,2024-07-09,47.08,0.9770603228547172,7.795242141036537,31.649245063879206,True,-1.2669,0.5929,1,2,1,50.0,15.71713589004656,15.71713589004656,14.022939677145283,0.9770603228547172,历史1/2次成功; 当前距低点0.98%; 最新日涨幅-1.27%; 状态bottom_area; 底部已确认
41,58.40264021500142,50.97175752485791,603128,华贸物流,bottom_area,2024-07-24,5.1,2024-07-24,5.09,0.1964636542239644,3.5363457760314283,29.69613259668509,False,-3.4091,1.4386,1,2,1,50.0,15.267175572519085,15.267175572519085,14.803536345776036,0.1964636542239644,历史1/2次成功; 当前距低点0.20%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
42,58.0783418666502,50.98927214272537,002545,东方铁塔,bottom_area,2024-07-24,5.88,2024-07-24,5.85,0.5128205128205171,2.2222222222222356,29.004854368932044,False,-0.6757,0.6941,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,14.487179487179484,0.5128205128205171,历史1/3次成功; 当前距低点0.51%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
43,56.894270735310954,49.57718897660075,002043,兔宝宝,bottom_area,2024-07-24,8.92,2024-07-24,8.91,0.1122334455667765,2.1324354657687934,31.461538461538463,False,-1.7621,1.0549,1,3,1,33.33333333333333,15.96638655462185,15.96638655462185,14.887766554433224,0.1122334455667765,历史1/3次成功; 当前距低点0.11%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
