rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.27368091211125,84.58011681319569,000811,冰轮环境,bottom_area,2024-07-24,8.21,2024-07-24,8.12,1.1083743842364733,2.339901477832528,31.64983164983166,False,-0.1217,1.1253,3,3,3,100.0,32.0817763938432,47.451868629671566,13.891625615763525,1.1083743842364733,历史3/3次成功; 当前距低点1.11%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
2,94.78722768543396,85.39867743343518,600973,宝胜股份,bottom_area,2024-07-24,3.22,2024-07-18,3.16,1.8987341772151913,4.113924050632908,31.749460043196542,False,0.0,0.659,2,2,2,100.0,40.36446966390223,46.551724137931025,13.101265822784807,1.8987341772151913,历史2/2次成功; 当前距低点1.90%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,90.25792641257847,78.9256208515108,603368,柳药集团,bottom_area,2024-07-24,16.75,2024-07-16,16.7,0.29940119760479467,3.413173652694613,30.705394190871377,False,-0.6524,1.2324,3,3,3,100.0,31.603524634675978,42.85714285714285,14.700598802395204,0.29940119760479467,历史3/3次成功; 当前距低点0.30%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
4,89.92861598909178,79.79334492103408,001203,大中矿业,bottom_area,2024-07-24,8.42,2024-07-24,8.33,1.080432172869146,2.400960384153653,28.374892519346524,False,-0.8245,0.3196,2,2,2,100.0,22.670592877288865,29.46341463414634,13.919567827130852,1.080432172869146,历史2/2次成功; 当前距低点1.08%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
5,89.6926807955097,78.3190188376431,601886,江河集团,bottom_area,2024-07-24,4.5,2024-07-24,4.49,0.22271714922048524,2.2271714922048917,29.067930489731435,False,-1.3158,0.7021,3,3,3,100.0,27.40222547239673,33.5540838852097,14.777282850779514,0.22271714922048524,历史3/3次成功; 当前距低点0.22%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
6,88.8662492857284,78.06131793947272,000065,北方国际,bottom_area,2024-07-24,9.28,2024-07-24,9.23,0.5417118093174316,2.4918743228602427,30.33962264150943,False,-0.6424,0.6635,3,3,3,100.0,29.926993896325044,41.48061104582843,14.458288190682566,0.5417118093174316,历史3/3次成功; 当前距低点0.54%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
7,87.68012252906107,77.03933096000026,605567,春雪食品,bottom_area,2024-07-24,7.24,2024-07-09,7.2,0.555555555555556,7.638888888888887,29.961089494163417,True,-1.897,1.348,2,2,2,100.0,32.07525605734906,36.46616541353383,14.444444444444443,0.555555555555556,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-1.90%; 状态bottom_area; 底部已确认
8,87.45269475961906,77.05559105942761,000789,万年青,bottom_area,2024-07-24,4.28,2024-07-09,4.25,0.7058823529411823,7.2941176470588145,29.752066115702476,True,-1.6092,0.4928,2,2,2,100.0,34.00539152759949,47.599999999999994,14.294117647058819,0.7058823529411823,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-1.61%; 状态bottom_area; 底部已确认
9,87.10996795180114,76.72898731505799,002246,北化股份,bottom_area,2024-07-24,7.31,2024-07-18,7.26,0.6887052341597772,6.887052341597796,31.315042573320724,False,-1.3495,1.4724,3,3,3,100.0,24.565780908291877,31.992687385740403,14.311294765840222,0.6887052341597772,历史3/3次成功; 当前距低点0.69%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
10,86.52705792273005,75.84865136298421,601038,一拖股份,bottom_area,2024-07-24,14.0,2024-07-24,13.94,0.43041606886657463,3.4433285509325713,30.125313283208023,False,-2.0979,0.591,1,1,1,100.0,53.52941176470589,53.52941176470589,14.569583931133426,0.43041606886657463,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
11,86.44782494080796,76.666633484288,600970,中材国际,bottom_area,2024-07-24,9.59,2024-07-24,9.49,1.0537407797681733,3.055848261327704,29.91137370753323,False,-1.2358,0.8118,1,1,1,100.0,22.19979818365287,22.19979818365287,13.946259220231827,1.0537407797681733,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
