rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.04208208414984,65.15217198054741,688737,中自科技,bottom_area,2024-02-28,20.4,2024-02-26,28.28,2024-02-28,20.38,0.09813542688910488,14.62217860647694,27.93493635077794,27.86421499292787,False,-10.25076990761109,5.696841360716238,4,7,4,57.14285714285714,41.49112540474812,59.540229885057464,2023-07-07; 2023-07-12; 2023-07-24; 2023-11-15,19.9018645731109,0.09813542688910488,历史4/7次成功; 当前距低点0.10%; 最新日涨幅-10.25%; 状态bottom_area; 底部未确认
