rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.70563184578371,78.15065562816405,002534,西子洁能,bottom_area,2023-09-20,12.62,2023-09-20,12.6,0.15873015873015534,3.015873015873022,27.16763005780347,False,-2.2463,0.4043,3,3,3,100.0,25.712690269187092,33.11594202898551,9.841269841269845,0.15873015873015534,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
2,83.29751310139152,79.34790867838663,002339,积成电子,bottom_area,2023-09-20,6.69,2023-08-25,6.53,2.450229709035224,9.494640122511488,27.201783723522855,True,-1.3274,0.8437,3,4,3,75.0,48.70662588702658,82.94930875576038,7.549770290964776,2.450229709035224,历史3/4次成功; 当前距低点2.45%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
3,82.72028248789337,77.19234650544668,000028,国药一致,bottom_area,2023-09-20,31.07,2023-09-08,30.65,1.3703099510603647,5.481239804241435,30.577576443941112,False,-1.6461,0.8656,2,2,2,100.0,12.240070934754426,14.150943396226415,8.629690048939636,1.3703099510603647,历史2/2次成功; 当前距低点1.37%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
4,82.50453789869276,76.22181893230602,603106,恒银科技,bottom_area,2023-09-20,7.17,2023-09-11,7.11,0.843881856540079,6.610407876230657,30.634146341463413,False,0.561,3.7726,1,1,1,100.0,34.60144927536232,34.60144927536232,9.15611814345992,0.843881856540079,历史1/1次成功; 当前距低点0.84%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
5,82.39988252633607,76.69307076207448,002265,建设工业,bottom_area,2023-09-20,12.31,2023-08-25,12.16,1.2335526315789502,7.1546052631578885,28.344136711844424,True,-1.4412,0.5326,3,4,3,75.0,19.519197645561725,32.75229357798165,8.76644736842105,1.2335526315789502,历史3/4次成功; 当前距低点1.23%; 最新日涨幅-1.44%; 状态bottom_area; 底部已确认
6,80.25765449664313,72.96150408785738,300561,汇金科技,bottom_area,2023-09-20,12.58,2023-09-20,12.58,0.0,2.5437201907790166,31.88955062263129,False,-1.1783,2.4331,2,2,2,100.0,24.79303273041607,27.62128325508607,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
7,79.76092244824508,76.21415370774606,688259,创耀科技,confirmed_rebound,2023-09-20,80.13,2023-09-19,78.09,2.612370341913167,18.837239083109225,29.125068070430203,True,-7.3642,11.2557,3,3,3,100.0,16.776118748968262,19.50136612021858,7.3876296580868335,2.612370341913167,历史3/3次成功; 当前距低点2.61%; 最新日涨幅-7.36%; 状态confirmed_rebound; 底部已确认
8,78.95041507114261,75.34428185675712,603306,华懋科技,bottom_area,2023-09-20,29.0,2023-09-19,28.28,2.545968882602542,5.162659123055153,27.225939269171377,False,0.2766,4.4587,1,1,1,100.0,10.909090909090896,10.909090909090896,7.4540311173974585,2.545968882602542,历史1/1次成功; 当前距低点2.55%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
9,77.57838451657979,74.80627198524641,601777,千里科技,bottom_area,2023-09-20,3.67,2023-08-25,3.56,3.089887640449435,8.146067415730338,27.93522267206478,True,-1.0782,0.3694,1,1,1,100.0,27.96352583586626,27.96352583586626,6.910112359550566,3.089887640449435,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
10,77.41950233062998,70.90957634203818,688191,智洋创新,bottom_area,2023-09-20,17.94,2023-09-20,17.87,0.39171796306659357,5.595970900951315,28.519999999999996,False,-5.3797,6.3157,2,2,2,100.0,16.51985643994637,22.671568627450974,9.608282036933408,0.39171796306659357,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-5.38%; 状态bottom_area; 底部未确认
11,77.07262277529384,73.91102931596092,300503,昊志机电,bottom_area,2023-09-20,15.78,2023-09-19,15.35,2.8013029315960893,7.817589576547239,29.55484167049105,True,-1.0658,14.3302,1,1,1,100.0,19.61290322580645,19.61290322580645,7.198697068403911,2.8013029315960893,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
12,74.8338907804629,70.12253308857429,002386,天原股份,bottom_area,2023-09-20,5.76,2023-08-31,5.67,1.5873015873015848,5.996472663139327,31.604342581423396,False,-1.7065,0.3892,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,8.412698412698417,1.5873015873015848,历史2/3次成功; 当前距低点1.59%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
