rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.55855072925971,73.2704178537512,600126,杭钢股份,bottom_area,2022-10-25,4.02,2022-10-11,3.9,3.076923076923068,7.179487179487174,31.698774080560423,True,-0.495,0.1858,1,1,1,100.0,19.54732510288064,19.54732510288064,11.92307692307693,3.076923076923068,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
2,79.19356122541498,74.57404287014813,603030,全筑股份,bottom_area,2022-10-25,2.93,2022-10-25,2.81,4.270462633451961,4.62633451957295,27.577319587628864,False,1.7361,4.3117,1,1,1,100.0,27.906976744186036,27.906976744186036,10.729537366548039,4.270462633451961,历史1/1次成功; 当前距低点4.27%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
3,78.05194882586204,68.95974261188425,002677,浙江美大,bottom_area,2022-10-25,10.66,2022-10-25,10.57,0.8514664143803203,1.9867549668874083,29.486324216144094,False,-1.2048,0.4675,1,1,1,100.0,18.124118476727787,18.124118476727787,14.14853358561968,0.8514664143803203,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
4,67.41858856834699,58.706280410924535,000301,东方盛虹,bottom_area,2022-10-25,13.48,2022-10-25,13.47,0.07423904974016174,8.76020786933927,28.465215082315442,False,-9.9532,2.0356,2,4,2,50.0,22.019061528667194,28.337639965546952,14.925760950259836,0.07423904974016174,历史2/4次成功; 当前距低点0.07%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
5,67.22390567997974,62.71342712997612,601919,中远海控,bottom_area,2022-10-25,11.29,2022-10-10,10.88,3.768382352941161,8.915441176470578,28.13738441215323,True,1.3465,0.6185,1,2,1,50.0,40.45881126173098,40.45881126173098,11.231617647058838,3.768382352941161,历史1/2次成功; 当前距低点3.77%; 最新日涨幅1.35%; 状态bottom_area; 底部已确认
6,66.40074318636219,60.82720930232558,002551,尚荣医疗,bottom_area,2022-10-25,4.42,2022-10-25,4.3,2.7906976744186074,5.581395348837215,28.925619834710748,False,-2.4283,6.6329,1,2,1,50.0,52.61780104712043,52.61780104712043,12.209302325581392,2.7906976744186074,历史1/2次成功; 当前距低点2.79%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
7,65.29279238352296,58.53227683968397,600346,恒力石化,bottom_area,2022-10-25,15.58,2022-10-25,15.33,1.6307893020221786,2.7397260273972597,28.994905048633623,False,-0.6378,0.2675,1,2,1,50.0,23.443421765024375,23.443421765024375,13.36921069797782,1.6307893020221786,历史1/2次成功; 当前距低点1.63%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
