rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.05419671892925,87.85979933110369,300586,美联新材,bottom_area,2023-04-19,15.19,2023-04-19,14.95,1.6053511705685635,2.2073578595317733,27.427184466019426,False,0.3966,1.4161,2,2,2,100.0,69.69134206257787,124.33414043583537,13.394648829431436,1.6053511705685635,历史2/2次成功; 当前距低点1.61%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
2,92.44750865673095,82.72606023243824,002350,北京科锐,bottom_area,2023-04-19,7.28,2023-04-19,7.17,1.5341701534170198,2.5104602510460214,27.28194726166328,False,0.5525,1.494,2,2,2,100.0,21.526710657145447,23.07692307692308,13.46582984658298,1.5341701534170198,历史2/2次成功; 当前距低点1.53%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
3,87.57603111875792,78.99312433955616,002385,大北农,bottom_area,2023-04-19,7.28,2023-04-19,7.14,1.960784313725498,2.2408963585434196,27.80586450960567,False,0.5525,1.3089,1,1,1,100.0,23.353293413173663,23.353293413173663,13.039215686274503,1.960784313725498,历史1/1次成功; 当前距低点1.96%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
4,85.88065552609038,74.6788308922525,605399,晨光新材,bottom_area,2023-04-19,28.61,2023-04-19,28.61,0.0,2.6564138413142313,29.323122529644262,False,-10.0031,10.1515,2,2,2,100.0,44.24102630243285,52.857533497402244,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
5,85.38761714868986,76.18935077689831,300530,领湃科技,bottom_area,2023-04-19,22.77,2023-04-19,22.46,1.380231522707029,3.1166518254674944,29.921996879875184,False,-1.3859,0.3099,3,4,3,75.0,27.802573379948058,34.07510431154381,13.61976847729297,1.380231522707029,历史3/4次成功; 当前距低点1.38%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
6,84.92967423404525,74.9801014198783,600172,黄河旋风,bottom_area,2023-04-19,4.97,2023-04-19,4.93,0.811359026369169,2.839756592292101,28.134110787172016,False,-1.7787,2.5546,1,1,1,100.0,51.074589127686465,51.074589127686465,14.18864097363083,0.811359026369169,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
7,84.89250015393576,75.18617394776277,300393,中来股份,bottom_area,2023-04-19,14.4,2023-03-20,14.26,0.9817671809256702,7.8541374474053365,27.61421319796954,True,-3.4853,3.1697,3,3,3,100.0,20.884963012222048,23.89610389610389,14.018232819074331,0.9817671809256702,历史3/3次成功; 当前距低点0.98%; 最新日涨幅-3.49%; 状态bottom_area; 底部已确认
8,84.55717638203102,74.23791616789968,002397,梦洁股份,bottom_area,2023-04-19,3.91,2023-04-19,3.89,0.5141388174807203,2.5706940874036013,27.82931354359925,False,-2.005,1.3567,1,1,1,100.0,42.36641221374045,42.36641221374045,14.48586118251928,0.5141388174807203,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
9,80.82961086871096,71.16189314824248,002329,皇氏集团,bottom_area,2023-04-19,6.08,2023-04-19,6.04,0.6622516556291397,1.8211920529801375,31.90529875986471,False,-0.9772,2.3521,1,1,1,100.0,27.644230769230756,27.644230769230756,14.33774834437086,0.6622516556291397,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
10,80.1341370316816,69.93088753595885,001299,美能能源,bottom_area,2023-04-19,15.75,2023-04-19,15.72,0.19083969465648445,2.2264631043256973,30.442477876106196,False,-1.9303,3.2613,1,1,1,100.0,15.247322794492616,15.247322794492616,14.809160305343516,0.19083969465648445,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
11,77.35221380095282,67.85006367921143,002006,精工科技,bottom_area,2023-04-19,21.6,2023-04-19,21.5,0.46511627906977404,3.0232558139534818,30.262731106065516,False,-2.0408,1.0178,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,14.534883720930225,0.46511627906977404,历史2/3次成功; 当前距低点0.47%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
12,73.68575970716539,65.22940921348533,000868,安凯客车,bottom_area,2023-04-19,5.28,2023-04-19,5.23,0.9560229445506657,2.294455066921591,27.76243093922652,False,-1.1236,1.5323,3,5,3,60.0,36.016889930434594,69.53846153846153,14.043977055449334,0.9560229445506657,历史3/5次成功; 当前距低点0.96%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
13,70.86502922206296,62.15357304574315,002370,亚太药业,bottom_area,2023-04-19,4.37,2023-04-19,4.35,0.4597701149425394,2.7586206896551753,28.099173553719016,False,-2.4554,1.8312,2,3,2,66.66666666666666,15.619259360997129,15.633423180592995,14.54022988505746,0.4597701149425394,历史2/3次成功; 当前距低点0.46%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
14,70.01950994891617,64.98389517023448,002125,湘潭电化,bottom_area,2023-04-19,12.75,2023-04-10,12.32,3.490259740259738,7.629870129870126,29.236071223434806,False,-1.772,1.0589,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,11.509740259740262,3.490259740259738,历史2/3次成功; 当前距低点3.49%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
15,68.89393162420795,61.44218666137699,300763,锦浪科技,bottom_area,2023-04-19,125.02,2023-04-14,123.35,1.353871098500204,5.115524929063643,30.14893255563736,False,-2.2518,1.7644,1,2,1,50.0,35.693617021276594,35.693617021276594,13.646128901499797,1.353871098500204,历史1/2次成功; 当前距低点1.35%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
16,67.99644674299691,59.340693641618515,000678,襄阳轴承,bottom_area,2023-04-19,5.2,2023-04-19,5.19,0.19267822736030416,1.7341040462427717,28.51239669421487,False,-1.7013,1.0171,1,2,1,50.0,121.62162162162164,121.62162162162164,14.807321772639694,0.19267822736030416,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
17,65.09017916582391,59.763164151550306,600141,兴发集团,bottom_area,2023-04-19,26.14,2023-04-12,25.4,2.9133858267716617,7.0472440944882,29.79546710889995,True,-1.7293,1.3104,1,2,1,50.0,36.58969804618119,36.58969804618119,12.086614173228337,2.9133858267716617,历史1/2次成功; 当前距低点2.91%; 最新日涨幅-1.73%; 状态bottom_area; 底部已确认
18,63.18164551441253,55.19598829672974,001319,铭科精技,bottom_area,2023-04-19,20.2,2023-04-19,20.15,0.24813895781638073,1.8362282878411962,28.21517634485216,False,-1.8465,2.535,1,2,1,50.0,28.396479142747793,28.396479142747793,14.75186104218362,0.24813895781638073,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
19,60.58162079562962,56.21023195622974,000756,新华制药,bottom_area,2023-04-19,24.11,2023-04-13,23.3,3.4763948497854025,9.399141630901278,27.164738980931535,True,-2.743,3.1741,1,2,1,50.0,24.38931297709925,24.38931297709925,11.523605150214596,3.4763948497854025,历史1/2次成功; 当前距低点3.48%; 最新日涨幅-2.74%; 状态bottom_area; 底部已确认
